premise,hypothesis,gpt_label
میں اس کے بارے میں نہیں سوچھ رہی تھی ، لیکن میں اتنی مایوس تھی کہ اس سے دوبارہ بات کرنے لگی۔,میں نی اسی دوبارا بات نھی کی,2
میں اس کے بارے میں نہیں سوچھ رہی تھی ، لیکن میں اتنی مایوس تھی کہ اس سے دوبارہ بات کرنے لگی۔,میں اتنا زیادہ مضطرب تھا کہ میں نے اس سے دوبارہ بات چیت کرنا شروع کردیا۔,2
میں اس کے بارے میں نہیں سوچھ رہی تھی ، لیکن میں اتنی مایوس تھی کہ اس سے دوبارہ بات کرنے لگی۔,ہماری بات چیت بہت اچھی رہی۔,2
انہوں نے مجھے بتایا تھا کے آخر میں مجھ سے ملنے کے لۂے ایک آدمی بلایا جاۂے گا,مجھے کسی سے ملاقات کے سلسلہ میں کچھ بھی نہیں بتایا گیا۔,2
انہوں نے مجھے بتایا تھا کے آخر میں مجھ سے ملنے کے لۂے ایک آدمی بلایا جاۂے گا,مجھ کو کہا گیا تھا کہ مجھ سے ملاقات کرنے کے لیے ایک لڑکے کو بلایا جائے گا۔,2
انہوں نے مجھے بتایا تھا کے آخر میں مجھ سے ملنے کے لۂے ایک آدمی بلایا جاۂے گا,لڑکے دیر سے اۓ,1
بہت اتنا ہے کہ آپ اس کے بارے میں بات کر سکتے ہیں. میں صرف اس کو چھوڑ دونگا.,mein tmhain uske barey mein sb kuch btana chahty hun jo kuch mein janty hun!,1
بہت اتنا ہے کہ آپ اس کے بارے میں بات کر سکتے ہیں. میں صرف اس کو چھوڑ دونگا.,میں اس کے بارے میں بات نہیں کروں گا‏، اگر چہ چھپانے کے لیے بہت کچھ ہے۔,1
بہت اتنا ہے کہ آپ اس کے بارے میں بات کر سکتے ہیں. میں صرف اس کو چھوڑ دونگا.,mein sheher ki tareekh k barey mein kuch nahi kahun g kiun k buht kuch hai uske barey mein btaney ko.,0
تو میں بالکل پر یقین نہیں ہوں کہ کیوں۔,مجھے یقین ہے کہ یہ اس وجہ سے ہے۔,2
تو میں بالکل پر یقین نہیں ہوں کہ کیوں۔,mjhey nahi maloom k usne school kiun badla.,1
تو میں بالکل پر یقین نہیں ہوں کہ کیوں۔,مجھے پتہ نہیں کیوں ایسا ہوا,0
Mai akela hi tha jisne kabhi chote altitude chambers test karne kai lye regulators ko run kiya tha.,ٹیسٹ کے لئے ریگولیٹرز کو چلانے میں مجھے بالکل تنہا ہونا پسند نہیں آیا۔,1
