premise,hypothesis,gpt_label
"Înainte de apariția islamului, oamenii erau depărtați de la calea adevărului și confuzi, neștiind să deosebească lucrurile halal de cele haram.","Aceștia permiteau existența în viețile lor a lucrurilor impure și dăunătoare, respingându-le pe cele bune și pure.",0
"Dramaturgul a prezentat la Ateneu conferința ''Gaște și gâște'', care a provocat iritarea societății Junimea și a lui Titu Maiorescu.","Totuși, el nu disperă și afirmă chiar că „acele forme” vor fi găsite de cei care îl vor urma.",1
Sunetul final „n” în cuvântul „Nippon” („Japonia”) este moraic.,Cuvântul are 4 more: ni-p-po-n dar doar 2 silabe.,0
"Un spațiu vectorial normat, numit pe scurt spațiu normat, este un spațiu vectorial real sau complex X pe care este definită o funcție, \|\cdot\|:X\to [0,\infty), numită ''normă'', având următoarele proprietăți:
*este pozitiv definită: \|x\|=0 dacă și numai dacă x=0,
*\|\alpha x\|=|\alpha| \|x\| pentru orice vector x\in X și pentru orice scalar \alpha\in\mathbb  sau \alpha\in\mathbb 
*\|x+y\|\leq\|x\|+\|y\|, \forall x,y\in X
Norma definește o distanță d(x,y)=\|x-y\|.",Orice spațiu normat este spațiu metric.,0
"Indiferent de origine, țară, de limbă, cultură, frații asumpționiști trăiesc împreună, sub același acoperiș, fiind sigur că Dumezeu care îi unește este mai puternic decât tot ceeac e i-ar putea separa.","Diversitatea de vârstă, de mentalitate și gândire devine sursă de bogăție spirituală și de bucurie.",0
"Este oarecum posibil (deși nerecomandabil) să instalăm pachete fără utilitarele de pachete ale Slackware, folosind doar <code>tar</code> si <code>gzip</code>, și asigurându-ne că rulăm scriptul <code>doinst.sh</code>, dacă unul a fost inclus in pachet.","Rpm-urile red hat sunt arhive cpio, și <code>deb-urile</code> debian sunt arhive ar.",1
"Ori de câte ori Mr. Pickels face ceva neînregulă, Lammy devine ''țapul ispășitor'', și este de obicei considerată ca fiind nebună de alții, atunci când ea încearcă să le spună că Mr. Pickels este de vină.",Lammy și mr. pickels sunt prieteni apropiați.,1
"Pe de o parte, cuvântul este un integrator verbal, întrucât prin cuvânt sunt denumite experiențele perceptive.",Cuvântul are și o funcție reglatorie.,1
"Având în vedere trei câmpuri dispuse într-o succesiune verticală (turn), de exemplu ""K"", un subcorp al lui, ""L"", care este la rândul său un subcorp al lui ""M"", există o relație simplă între gradele ale celor trei extensii ""L""/""K"", ""M""/""L"" și ""M""/""K"":
: [M:K] = [M:L] \cdot [L:K].",Gradul de la „jos” la „sus” este produsul gradelor de la „jos” la „mijloc” și apoi de la „mijloc” la „sus”.,0
Limba bască este considerat a fi o limbă izolată genetic.,"Limba bască contrastează cu alte limbi europene, majoritatea fiind limbi indo-europene.",0
