premise,hypothesis,gpt_label
"Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.",Sinnaddamu kwogerako naye.,2
"Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.","Nali munyiivu nnyo, ekyandeetera okuddamu okwogera naye.",0
"Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.",Twafunamu okwogera okulungi.,0
"Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.",Tewali kye bantegeeza ku  ky'okusisinkana omuntu yenna.,0
"Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.","Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.",0
"Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.",Mwanamulenzi yajja kikeerezimu.,2
"Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.",Njagala nkubuulire byonna bye mmanyi ku ekyo!,0
"Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.","Sijja kubaako kye njogera ku ekyo, newankubadde bingi ebikiriko.",0
"Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.",Sijja kwogera ku byafaayo bya kibuga kubanga eby'okukyogerako bingi nnyo.,1
"Kale nno, simanyidde ddala lwaki.",Neekakasa ensonga lwaki.,0
"Kale nno, simanyidde ddala lwaki.",Simanyi lwaki yakyusakyusa amasomero.,1
"Kale nno, simanyidde ddala lwaki.",Simanyi lwaki ekyo kyagwawo.,0
"Nze nzekka uh, eyali akozesa obuuma obulondoola obwa, okugezesa enkyukakyuka y'embeera y'ekintu ekibeera kiteekeddwa mu kasenge.",Ssaakyagala kubeera nzekka nga nze nsobola okukozesa obuuma mu kugezesa.,0
"Nze nzekka uh, eyali akozesa obuuma obulondoola obwa, okugezesa enkyukakyuka y'embeera y'ekintu ekibeera kiteekeddwa mu kasenge.",Okugezesebwa baakukolera mu kasenge omulondoolerwa enkyukakyuka y'embeera y'ekintu.,0
"Nze nzekka uh, eyali akozesa obuuma obulondoola obwa, okugezesa enkyukakyuka y'embeera y'ekintu ekibeera kiteekeddwa mu kasenge.",Batono ku ffe abaddukanya obuuma mu kugezesa.,2
"Nze uh, Chief Master Sergeant, eyawummula, nga Rick bw'agambye.","N'okutuusa leero, nkyakola.",2
"Nze uh, Chief Master Sergeant, eyawummula, nga Rick bw'agambye.",Nawummula mu 2002.,1
"Nze uh, Chief Master Sergeant, eyawummula, nga Rick bw'agambye.",Rick yabagamba nti nnawummula.,0
"Waliwo kko ebikwata ku nsuubira y'ennyingiza ya ssente ebiri ku mmeeza yange era, um, uh, bya Cutty, lye linnya lya kasitoma.",Kasitoma ayitibwa Cutty akola  $10000 buli mwezi.,1
"Waliwo kko ebikwata ku nsuubira y'ennyingiza ya ssente ebiri ku mmeeza yange era, um, uh, bya Cutty, lye linnya lya kasitoma.",Waliwo kasitoma ng'erinnya lye ye Cutty.,0
"Waliwo kko ebikwata ku nsuubira y'ennyingiza ya ssente ebiri ku mmeeza yange era, um, uh, bya Cutty, lye linnya lya kasitoma.",Tetulina wano kasitoma yenna ayitibwa Cutty.,0
Omuwala ayinza okunnyamba ali walako n'ekibuga.,Omuwala gwe nneetaagako obuyambi abeera walako.,0
Omuwala ayinza okunnyamba ali walako n'ekibuga.,Omuwala agenda okunnyamba yeesudde mmayiro 5.,2
Omuwala ayinza okunnyamba ali walako n'ekibuga.,Tewaliiwo muntu ayinza kunnyamba.,0
Naye baali bagabanyiziddwaamu ku b'ani abaali balina okuba abakozi ku ffaamu n'abo abaalina okusigala awaka.,Bonna bakkaanya nti bonna baali ba kukola mu nnimiro.,2
Naye baali bagabanyiziddwaamu ku b'ani abaali balina okuba abakozi ku ffaamu n'abo abaalina okusigala awaka.,Baali tebasobola kukkaanya ku ani yali omukozi ow'omu nnimiro n'ani ayali ow'omu nju.,0
Naye baali bagabanyiziddwaamu ku b'ani abaali balina okuba abakozi ku ffaamu n'abo abaalina okusigala awaka.,Baali tebayinza kukkaanya ku ani yali alina okukola mu nnimiro ya ppamba n'eyali alina okusiimuula ennyumba.,0
"Kye ntegeeza kiri nti baalina abaana bataano bokka, omu ku bbo n'afa.",Abaana baabwe bonna baasimattuka.,0
"Kye ntegeeza kiri nti baalina abaana bataano bokka, omu ku bbo n'afa.",Omwana omu ye yafa ku baana abataano.,0
"Kye ntegeeza kiri nti baalina abaana bataano bokka, omu ku bbo n'afa.",Omwana eyafa yazaalibwa nga mulwadderwadde.,1
"Yagamba nti maziga gokka ge gaali gamuyunguka okuva mu maaso, oluvannyuma Joe n'ajja ku lubalaza.","We yamugambira nti ajje ku lubalaza, yalina amaziga mu maaso ge.",0
"Yagamba nti maziga gokka ge gaali gamuyunguka okuva mu maaso, oluvannyuma Joe n'ajja ku lubalaza.",Yeesangula mangu amaziga oluvannyuma lw'okusindika Joe n'amuggya ku lubalaza.,0
"Yagamba nti maziga gokka ge gaali gamuyunguka okuva mu maaso, oluvannyuma Joe n'ajja ku lubalaza.","Yali musanyufu nnyo ng'alabye ku Joe, era yatandikirawo okukaaba.",1
"Newankubandde ennyonyi yali ekutte omuliro, lwaki uh, yandibadde ebengeya n'esaanuuka okutuuka ekirungo kya lead eky'obulabe ennyo okwaka?",Okufuumuuka kw'emikka egy'obulabe ennyo mu bbanga nakwo kusobola okuteekebwako ekkomo mu muliro.,2
"Newankubandde ennyonyi yali ekutte omuliro, lwaki uh, yandibadde ebengeya n'esaanuuka okutuuka ekirungo kya lead eky'obulabe ennyo okwaka?",Okufuumuuka kw'emikka egy'obulabe ennyo kusobola okuva mu kirungo kya Lead ssinga ennyonyi eba ekutte omuliro.,0
"Newankubandde ennyonyi yali ekutte omuliro, lwaki uh, yandibadde ebengeya n'esaanuuka okutuuka ekirungo kya lead eky'obulabe ennyo okwaka?",Okufuumuuka kw'emikka egy'obulabe ennyo tekwandisobose kubaawo ng'omuliro gukutte.,0
"Ono ye Chief Master Sergeant Clem Francis, eyawummula egy'eggye lya America ery'omubbanga.",Chief yawummula amagye mu ggye lya America ery'omu bbanga erya US Air Force.,1
"Ono ye Chief Master Sergeant Clem Francis, eyawummula egy'eggye lya America ery'omubbanga.",Chief yaakawummula mu wiiki ntono emabega.,2
"Ono ye Chief Master Sergeant Clem Francis, eyawummula egy'eggye lya America ery'omubbanga.",Akulira eggye lya US ery'omubbanga atandise omulimu gwe mu wiiki eno.,0
Kyajja ng'ennyonyi bbiri oba ssatu zituuka naye nga simanyi na gye ziraga.,Ennyonyi ezisukka mu emu ze zijja buli wiiki.,0
Kyajja ng'ennyonyi bbiri oba ssatu zituuka naye nga simanyi na gye ziraga.,Okweyongera kw'obungi bw'ennyonyi ezitambula kwa bulabe.,2
Kyajja ng'ennyonyi bbiri oba ssatu zituuka naye nga simanyi na gye ziraga.,Tewali nnyonyi n'emu etuuka.,0
Baali bamalirizza okukola okutendekebwa kwabwe nga bambadde ebyambalo by'abavuzi b'ennyonyi kyokka kyantwalira akabanga okuzuula oba bye bisaana okugenderamu.,Kitwala emyezi esatu okumalayo okutendekebwa ku ngeri abavuzi b'ennyonyi gye beeyambisa ebyambalo ebibayamba nga bali mu bwengula.,1
Baali bamalirizza okukola okutendekebwa kwabwe nga bambadde ebyambalo by'abavuzi b'ennyonyi kyokka kyantwalira akabanga okuzuula oba bye bisaana okugenderamu.,Okutendeka abavuzi b'ennyonyi ku ngeri gye beeyambisa abyambalo by'abavuzi b'ennyonyi eby'omu bwengula kutwala obudde.,0
Baali bamalirizza okukola okutendekebwa kwabwe nga bambadde ebyambalo by'abavuzi b'ennyonyi kyokka kyantwalira akabanga okuzuula oba bye bisaana okugenderamu.,Tusobola okukutendeka engeri ey'okweyambisaamu ebyambalo by'abavuzi b'ennyony eby'omu bwengula mu lunaku lumu.,2
