premise,hypothesis,gpt_reply
میں اس کے بارے میں نہیں سوچھ رہی تھی ، لیکن میں اتنی مایوس تھی کہ اس سے دوبارہ بات کرنے لگی۔,میں نی اسی دوبارا بات نھی کی,"contradiction
"
میں اس کے بارے میں نہیں سوچھ رہی تھی ، لیکن میں اتنی مایوس تھی کہ اس سے دوبارہ بات کرنے لگی۔,میں اتنا زیادہ مضطرب تھا کہ میں نے اس سے دوبارہ بات چیت کرنا شروع کردیا۔,"entailment
"
میں اس کے بارے میں نہیں سوچھ رہی تھی ، لیکن میں اتنی مایوس تھی کہ اس سے دوبارہ بات کرنے لگی۔,ہماری بات چیت بہت اچھی رہی۔,"neutral
"
انہوں نے مجھے بتایا تھا کے آخر میں مجھ سے ملنے کے لۂے ایک آدمی بلایا جاۂے گا,مجھے کسی سے ملاقات کے سلسلہ میں کچھ بھی نہیں بتایا گیا۔,"contradiction
"
انہوں نے مجھے بتایا تھا کے آخر میں مجھ سے ملنے کے لۂے ایک آدمی بلایا جاۂے گا,مجھ کو کہا گیا تھا کہ مجھ سے ملاقات کرنے کے لیے ایک لڑکے کو بلایا جائے گا۔,"entailment
"
انہوں نے مجھے بتایا تھا کے آخر میں مجھ سے ملنے کے لۂے ایک آدمی بلایا جاۂے گا,لڑکے دیر سے اۓ,"neutral
"
بہت اتنا ہے کہ آپ اس کے بارے میں بات کر سکتے ہیں. میں صرف اس کو چھوڑ دونگا.,mein tmhain uske barey mein sb kuch btana chahty hun jo kuch mein janty hun!,"neutral
"
بہت اتنا ہے کہ آپ اس کے بارے میں بات کر سکتے ہیں. میں صرف اس کو چھوڑ دونگا.,میں اس کے بارے میں بات نہیں کروں گا‏، اگر چہ چھپانے کے لیے بہت کچھ ہے۔,"entailment
"
بہت اتنا ہے کہ آپ اس کے بارے میں بات کر سکتے ہیں. میں صرف اس کو چھوڑ دونگا.,mein sheher ki tareekh k barey mein kuch nahi kahun g kiun k buht kuch hai uske barey mein btaney ko.,"entailment
"
تو میں بالکل پر یقین نہیں ہوں کہ کیوں۔,مجھے یقین ہے کہ یہ اس وجہ سے ہے۔,"contradiction
"
تو میں بالکل پر یقین نہیں ہوں کہ کیوں۔,mjhey nahi maloom k usne school kiun badla.,"neutral
"
تو میں بالکل پر یقین نہیں ہوں کہ کیوں۔,مجھے پتہ نہیں کیوں ایسا ہوا,"neutral
"
Mai akela hi tha jisne kabhi chote altitude chambers test karne kai lye regulators ko run kiya tha.,ٹیسٹ کے لئے ریگولیٹرز کو چلانے میں مجھے بالکل تنہا ہونا پسند نہیں آیا۔,"neutral
"
Mai akela hi tha jisne kabhi chote altitude chambers test karne kai lye regulators ko run kiya tha.,یہ جانچیں کم اونچائی کے کمروں میں انجام دی جاتی ہیں۔,"neutral
"
Mai akela hi tha jisne kabhi chote altitude chambers test karne kai lye regulators ko run kiya tha.,ہم میں سے کچھ ہی تھے جنہوں نے امتہان کی نگرانی کی,"neutral
"
میری جنس بہت دلچسپ ہے,میں ابھی آج تک کام کر رہا/رہی ہوں۔,"neutral
"
میری جنس بہت دلچسپ ہے,میں 2002 میں ریٹائر ہوا/ہوئی۔,"neutral
"
میری جنس بہت دلچسپ ہے,ریک نے آپ کو بتایا تھا کہ میں ریٹائرڈ ہوگیا ہوں۔,"neutral
"
میری میز پر کچھ کاش فلو کے تخمينيں ہيں اور وہ  کسی کٹی کے لۂے ہیں، وہ مؤکل کا نام ہے۔,کٹی نامی مؤکل ہر ماہ 10000 ڈالر کماتا ہے۔,"neutral
"
میری میز پر کچھ کاش فلو کے تخمينيں ہيں اور وہ  کسی کٹی کے لۂے ہیں، وہ مؤکل کا نام ہے۔,کٹیٹی نام ک ایک گاہک ہے.,"entailment
"
میری میز پر کچھ کاش فلو کے تخمينيں ہيں اور وہ  کسی کٹی کے لۂے ہیں، وہ مؤکل کا نام ہے۔,Hamaray pass Cutty nam ke koi ghak nahi hain.,"contradiction
"
جو لڑکی میری مدد کرسکتا ہے وہ شہر بھر میں ہے,میں جس لڑکی کی مدد کرنا چاہتا ہوں وہ کچھ دور پر رہتی ہے۔,"neutral
"
جو لڑکی میری مدد کرسکتا ہے وہ شہر بھر میں ہے,جو لڑکی میری مدد کرنے والی ہے 5 میل دور ہے.,"neutral
"
جو لڑکی میری مدد کرسکتا ہے وہ شہر بھر میں ہے,ادر ایسا کوئی بھی نہیں جو میری مدد کر سکے,"contradiction
"
لیکن وہ اس طرح تقسیم ہوئے تھے جیسے فیلڈ ہاتھ تھے اور جو گھر کے بچوں تھے،یہ قسم کی تھی --,سب نے اتفاق کیا کہ سب کے سب فیلڈ میں کام کریں گے۔,"neutral
"
لیکن وہ اس طرح تقسیم ہوئے تھے جیسے فیلڈ ہاتھ تھے اور جو گھر کے بچوں تھے،یہ قسم کی تھی --,وہ اس سلسلہ میں اتفاق نہ کرسکے کہ کوں باہر کام کرے گا اور کون گھر کا نظم دیکھے گا۔,"neutral
"
لیکن وہ اس طرح تقسیم ہوئے تھے جیسے فیلڈ ہاتھ تھے اور جو گھر کے بچوں تھے،یہ قسم کی تھی --,وہ اس بات پر اتفاق نہیں کرسکے کہ کون روئی کے کھیت میں کام کرے گا اور کون فرش کی صفائی کرے گا۔,"neutral
"
میرا مطلب یہ ہے کہ وہ صرف جیسے ہی تھے، ان کے پانچ بچے تھے، ان میں سے ایک مر گیا.,ان کے تمام بچے بچ گئے,"contradiction
"
میرا مطلب یہ ہے کہ وہ صرف جیسے ہی تھے، ان کے پانچ بچے تھے، ان میں سے ایک مر گیا.,panch mein se aik bacha marr gya.,"entailment
"
میرا مطلب یہ ہے کہ وہ صرف جیسے ہی تھے، ان کے پانچ بچے تھے، ان میں سے ایک مر گیا.,جس بچہ کا انتقال ہوا ہے وہ بیمار پیدا ہوا تھا۔,"neutral
"
اس نے کہا کے اس کی آنکھیں سے آنسو بہ رہی تھیں ، پھر جو چھتاً پر آگیا,جوں ہی اس نے اس سے دیوڑھی میں آنے کو کہا اس کی آنکھوں میں آنسو آگئے۔,"neutral
"
اس نے کہا کے اس کی آنکھیں سے آنسو بہ رہی تھیں ، پھر جو چھتاً پر آگیا,جو کو دہلیز سے باہر چھوڑنے کے بعد اس نے جلدی سے آنسو پونچھ ڈالے۔,"neutral
"
اس نے کہا کے اس کی آنکھیں سے آنسو بہ رہی تھیں ، پھر جو چھتاً پر آگیا,وہ جاو کو دیکھ کر اتنا خوش ہوئی کہ رونے لگ گئی۔,"neutral
"
اگر جہاز کو آگ لگ بھی جاتی ، جل کے ، لیڈ کے جزو سے بہار پگلنا پرتا ، ، اور اس کے بعد ہی تابکاری باہر نکلتا ۔,آگ لگنے کی صورت میں بھی شعاعوں کو قابو میں کیا جاسکتا ہے۔,"neutral
"
اگر جہاز کو آگ لگ بھی جاتی ، جل کے ، لیڈ کے جزو سے بہار پگلنا پرتا ، ، اور اس کے بعد ہی تابکاری باہر نکلتا ۔,جہاز کے جلنے کے بعد تابکاری ایک لیڈ کے جزو سے لیک هوجائے گی,"entailment
"
