premise,hypothesis,gpt_reply
"Ukhamaxa, janiw ukatuqits lup'kayätti, ukhamarus wali phiñasitayätwa, ukatx jupampiw mayamp aruskipañ qallanttha.",Janiw mayamp jupampix parlxapxti.,"contradiction
"
"Ukhamaxa, janiw ukatuqits lup'kayätti, ukhamarus wali phiñasitayätwa, ukatx jupampiw mayamp aruskipañ qallanttha.","Wali phiñasitaskayätwa, ukhamipan mayamp jupamp aruskipañ qallanta.","entailment
"
"Ukhamaxa, janiw ukatuqits lup'kayätti, ukhamarus wali phiñasitayätwa, ukatx jupampiw mayamp aruskipañ qallanttha.",Wali kusa aruskipäwipuninaw jupampixa.,"neutral
"
"Mä jach'a khuyapt'ayawikaspas ukham amuyta, amuyaskaktwa, amuyaskaktwa, naya sapakiyätwa 922 ExO ukaxa, ukhamarak khititix AFFC Fuerza Aerea uksankirixa.",Uka urux janiw jupa sapakitap yatkayati.,"neutral
"
"Mä jach'a khuyapt'ayawikaspas ukham amuyta, amuyaskaktwa, amuyaskaktwa, naya sapakiyätwa 922 ExO ukaxa, ukhamarak khititix AFFC Fuerza Aerea uksankirixa.",Naya sapakikirists uka AFFC Air Force uka thakhin yatiqirixa ukham amuyasiyäta.,"entailment
"
"Mä jach'a khuyapt'ayawikaspas ukham amuyta, amuyaskaktwa, amuyaskaktwa, naya sapakiyätwa 922 ExO ukaxa, ukhamarak khititix AFFC Fuerza Aerea uksankirixa.","Taqiniruw ukham mä kikipa jakhu churapxitu, ukhamarak wali sumanak churañatak arxayapxarakitu, taqi ukanakax ch'usa k'arikitaynawa.","neutral
"
Ukat akham sasaw sapxitu…mä jaqi qhip qhiparux jawsanïtam sasaw sapxitu.,Janiw kuns maynir uñt'añatx yatiyapkituti.,"neutral
"
Ukat akham sasaw sapxitu…mä jaqi qhip qhiparux jawsanïtam sasaw sapxitu.,Mayni jaqiw uñt'asiñatak jawsanïtam sasin yatiyapxitu.,"entailment
"
Ukat akham sasaw sapxitu…mä jaqi qhip qhiparux jawsanïtam sasaw sapxitu.,Uka jaqix janiw jank'ak uñstankiti.,"**neutral**
"
"Walja kunanakaw arsuñatak utji, ukampinsa janiw taqi ukanak arskäti.","Ukharus kuntix ukxat yatkxa, taqi ukanak yatt'ayän munsma.","neutral
"
"Walja kunanakaw arsuñatak utji, ukampinsa janiw taqi ukanak arskäti.","Janiw ukxat parlkäti, walja kunanaw arsuñatak utjaski.","entailment
"
"Walja kunanakaw arsuñatak utji, ukampinsa janiw taqi ukanak arskäti.","Janiw kunjamakanatix uka jach'a markax ukxat arskäti, walja kunanakaw arsuñatak utjaspana.","neutral
"
"Ukaw wali wakiskirïna qhispiyañatakixa, janiw kunjamats uka hidrogen wumwa jaqt'añatakix mä 30ukhatx utjkanati,mä C124.",Janipuniw kuns imanipkti.,"neutral
"
"Ukaw wali wakiskirïna qhispiyañatakixa, janiw kunjamats uka hidrogen wumwa jaqt'añatakix mä 30ukhatx utjkanati,mä C124.",Mä wakiskiriw qhispiyañatak utjäna.,"entailment
"
"Ukaw wali wakiskirïna qhispiyañatakixa, janiw kunjamats uka hidrogen wumwa jaqt'añatakix mä 30ukhatx utjkanati,mä C124.","H-wumwa uk qhipiyäñ munapxayäta, kunalaykutix wali ch'amanaw apnaqañaxa","neutral
"
Ukhamat janiw kunatapunis ukx sum yattkti.,Kunatäkitix ukx sum yatisktxa.,"contradiction
"
Ukhamat janiw kunatapunis ukx sum yattkti.,"Janiw yatxtti, kunattï jupax yatiqañ utanak maysar apki ukxa.","neutral
"
Ukhamat janiw kunatapunis ukx sum yattkti.,Janipuniw kunats ukham utjawayi ukx yattkti.,"entailment
"
"Jupax Fannie Flonowa. Ag--Augusta, GA uksan jilsuniwayi, ukhamipanxa kuntix jisk'akan ukhatx amtaski ukanak arst'ani.","Fannie Flonox mayamp wakichañapänawa, ukat janiw jichhürux kuns arskstaspati.","contradiction
"
"Jupax Fannie Flonowa. Ag--Augusta, GA uksan jilsuniwayi, ukhamipanxa kuntix jisk'akan ukhatx amtaski ukanak arst'ani.","Fannie Flonox akankxiwa, ukatxa kuntix Augusta , GA uksan jisk'äsin uñjaniwayixa, ukanakxat arst'arakstani.","entailment
"
"Jupax Fannie Flonowa. Ag--Augusta, GA uksan jilsuniwayi, ukhamipanxa kuntix jisk'akan ukhatx amtaski ukanak arst'ani.","Fannie Flonox inas jan pachanikchinti, ukhamarus arst'awayapxstuwa.","neutral
"
Ukat phisqha wakiskirinakaruw U2 ukanakaruw jaqt'atayna.,U2 ukampiw wakt'ayata.,"entailment
"
Ukat phisqha wakiskirinakaruw U2 ukanakaruw jaqt'atayna.,Janiw U2 ukampix kunkipans aruskipatakiti.,"contradiction
"
Ukat phisqha wakiskirinakaruw U2 ukanakaruw jaqt'atayna.,U2 wakiskirinakampiw sapürupuniw jan jaytasis pusitunk maranakaw irnaqaniwayata.,"neutral
"
Naya sapamaynikiw uka kuna jisk'a kamaranakatix patxanakan utjki uk wakicht'añx yatiyäta.,Naya sapak uka mayjt'ayirinak apnaqañax janiw nayapachpar walt'ayxituti.,"neutral
"
Naya sapamaynikiw uka kuna jisk'a kamaranakatix patxanakan utjki uk wakicht'añx yatiyäta.,Uka yant'anakax uka jisk'a alayankir kamaranakan wakt'ayata.,"neutral
"
Naya sapamaynikiw uka kuna jisk'a kamaranakatix patxanakan utjki uk wakicht'añx yatiyäta.,Nanak pachpat uka mayjt'ayirinak yant'irinakax utjäna.,"neutral
"
"Nayatwa, ukatwa, jilir yatichir sarjintu, kunjamti Rick jiskäna ukhama.",Aka urutakix irnaqaskaktwa.,"neutral
"
"Nayatwa, ukatwa, jilir yatichir sarjintu, kunjamti Rick jiskäna ukhama.",2002 maran jaytawayxta.,"neutral
"
"Nayatwa, ukatwa, jilir yatichir sarjintu, kunjamti Rick jiskäna ukhama.",Rick jupax juwilataxtwa sasin satätama.,"neutral
"
"Uka qullqi aljatanak qillqatanakax imañanakax utjxiwa, uy, ay, uka Cuttytakiwa, alasirin sutipawa.",Uka alasiri Cuttyx phaxsinx 10000 ch'uxña qullq payllatawa.,"neutral
"
"Uka qullqi aljatanak qillqatanakax imañanakax utjxiwa, uy, ay, uka Cuttytakiwa, alasirin sutipawa.",Mä alasiriw Cutty sutin utji.,"entailment
"
"Uka qullqi aljatanak qillqatanakax imañanakax utjxiwa, uy, ay, uka Cuttytakiwa, alasirin sutipawa.",Janiw Cutty sutin alasirix utjkiti.,"contradiction
"
Kawknïr tawaqutix yanapirjamak jupax aka marka qhursaxsunkiwa.,"Kawknïr tawaqun yanapaptix munktxa ukax, wali janyanpun qami.","neutral
"
Kawknïr tawaqutix yanapirjamak jupax aka marka qhursaxsunkiwa.,Kawknïr imill wawatix yanapkitan jupax 5 millanak jaypachan qami.,"neutral
"
Kawknïr tawaqutix yanapirjamak jupax aka marka qhursaxsunkiwa.,Janiw khitis yanapirix utjkiti.,"contradiction
"
"Ukhamarus jupanakax khitinakas patan qamasiris, khitinakas utawjan qamasiripxi ukham jaljatanawa, niyas akhamjamanawa…",Taqinipuniw pata pampanx irqanaskiristwa sasinx iyawapxatayna.,"neutral
"
"Ukhamarus jupanakax khitinakas patan qamasiris, khitinakas utawjan qamasiripxi ukham jaljatanawa, niyas akhamjamanawa…","Janiw sum sum amuyapkataynati, khitis pata pampan jakirixa, ukat khitirakis utan jakirix taqi ukanakxa.","neutral
"
"Ukhamarus jupanakax khitinakas patan qamasiris, khitinakas utawjan qamasiripxi ukham jaljatanawa, niyas akhamjamanawa…","Janiw sum sum khitipunis pata pampan uka qhiyanakamp irnaqani, ukat khitis utan utapampanak pichani, uka amuyapkataynati.","neutral
"
"Jichhürux Tercera SS, U2 Quick ukatxa Blackbird jupanakaw arxayt'apxstani.",Jupax jan juk'amp arsuñatakiw amtawayxi.,"neutral
"
"Jichhürux Tercera SS, U2 Quick ukatxa Blackbird jupanakaw arxayt'apxstani.",Jupax kimsa suwmarinunakat parli.,"entailment
"
