premise,hypothesis,gpt_reply
"Jakon riki, ja shinanamara ea ike, ikaxbi kikin frustradara ea ike jakopira ea jabe yoyo iribake.",Eara jabe yoyo iribiama iki.,"neutral
"
"Jakon riki, ja shinanamara ea ike, ikaxbi kikin frustradara ea ike jakopira ea jabe yoyo iribake.",Kikini sinatara ea ike jakopira ea jabe yoyo iki peoko ribake.,"neutral
"
"Jakon riki, ja shinanamara ea ike, ikaxbi kikin frustradara ea ike jakopira ea jabe yoyo iribake.",Kikin jaonira noa yoyo ike.,"neutral
"
"En shinanara ike westiora privilegio, itan neskara iki, itan neskara iki, eabichora 922 Ex-O ike nokon carreranko AFFC nato Fuerza Aéreankonia.",Enra onanyama ike eabicho jain ja nete.,"neutral
"
"En shinanara ike westiora privilegio, itan neskara iki, itan neskara iki, eabichora 922 Ex-O ike nokon carreranko AFFC nato Fuerza Aéreankonia.",Enra onantania ibake eabicho ja numeroya ja AFFC Air Force Career camponko.,"neutral
"
"En shinanara ike westiora privilegio, itan neskara iki, itan neskara iki, eabichora 922 Ex-O ike nokon carreranko AFFC nato Fuerza Aéreankonia.","Jatibira noa ja numerosbires menibakanke, nato privilegiosbo menikanai ibatabo shinabenokainxon, jatibira janso ike.","neutral
"
"Eara yoibakanke, nato... westiora jonin ea kenai japokao noa oinyanananon ixon.",Eara tson yoiyama iki joni en onani kai.,"neutral
"
"Eara yoibakanke, nato... westiora jonin ea kenai japokao noa oinyanananon ixon.",Eara yoikanke westiora joni kenakanai ea onanti kopi.,"neutral
"
"Eara yoibakanke, nato... westiora jonin ea kenai japokao noa oinyanananon ixon.",Ja jonira kikin yantan nokoke.,"neutral
"
"Jarake mesko jaki yoyo iti, ikaxbira en jabo winoresai.",¡Jatibi en onana jawekibora mia yoikasai!,"neutral
"
"Jarake mesko jaki yoyo iti, ikaxbira en jabo winoresai.","Eara jaki yoyo iyamai, icha jaweki yoiti ikenbi.","neutral
"
"Jarake mesko jaki yoyo iti, ikaxbira en jabo winoresai.",Eara nato jeman historiaki yoyo iyamai mesko jawekibo yoiti jakenbi.,"neutral
"
"Jara ike ja jaweki kikin importante salvankasi noa iwana, jaweskaxonbi nato bomba hidrogena potatikomara ike 30 inxon, westiora C124.",Jawebi benxoatira noa importanyamake.,"neutral
"
"Jara ike ja jaweki kikin importante salvankasi noa iwana, jaweskaxonbi nato bomba hidrogena potatikomara ike 30 inxon, westiora C124.",Westiora jawekiresra noa salvankasi ike wetsabo akamabi.,"neutral
"
"Jara ike ja jaweki kikin importante salvankasi noa iwana, jaweskaxonbi nato bomba hidrogena potatikomara ike 30 inxon, westiora C124.",Nato bomba -H salvankasira noa ike kikin manejantikoma ikentian.,"entailment
"
Jaskara riki enra onanshamanyamake jawe kopi.,Enra onanbiresreske jawekopiki ika ixon.,"neutral
"
Jaskara riki enra onanshamanyamake jawe kopi.,Enra onanyamake jawe kopira jan axeti xobobo transfierenke ixon.,"neutral
"
Jaskara riki enra onanshamanyamake jawe kopi.,Eanra onanyamake jwekopiki ja jaweki winota ixon.,"neutral
"
"Nato riki Fannie Flono. Ag-- Augusta, GA tainra ja ania iki, jara yoyo ikai mesko jaweki bake ikax winotaboki.",Fannie Flononinra reprogramanribiai itan nin westiora historiabira noa rama yoiti atipanyamke.,"neutral
"
"Nato riki Fannie Flono. Ag-- Augusta, GA tainra ja ania iki, jara yoyo ikai mesko jaweki bake ikax winotaboki.","Fannie Flonora neno iki itan noara yoikai mesko jaweki bake ikax winotaboki Augusta, GA yain anixon.","neutral
"
"Nato riki Fannie Flono. Ag-- Augusta, GA tainra ja ania iki, jara yoyo ikai mesko jaweki bake ikax winotaboki.",Fannie Flonoraninra rama nete noa yoyoake jawen agendain jaweki atibo icha ikenbi.,"neutral
"
Itan pichika destacamento potara ike nato U2 ainoa.,U2 batanra en tratana iki.,"neutral
"
Itan pichika destacamento potara ike nato U2 ainoa.,U2 batanra en lidianamabirex iki.,"neutral
"
Itan pichika destacamento potara ike nato U2 ainoa.,Eara teeke nato U2nin destacamentosain nete tibi chosko chonka baritia kaman.,"neutral
"
Westiora ikira ea bicho ikatiai nato reguladorbo iimai cámaras de altitud maxkoshoko tanakanainko.,Nokon kemara ike eabicho reguladorbo iimai iti nato tanatiainko.,"neutral
"
Westiora ikira ea bicho ikatiai nato reguladorbo iimai cámaras de altitud maxkoshoko tanakanainko.,Nato tanatira ike cámaras de altitud maxkoshokoain.,"neutral
"
Westiora ikira ea bicho ikatiai nato reguladorbo iimai cámaras de altitud maxkoshoko tanakanainko.,Noa ikaboainra jakanke jatiribibo nato tanatien reguladorbo iimakanabo.,"neutral
"
"Ea riki, nato, ja sargento koshi axeamis, jubilameta, Ricknin yoiya keska.",Teeresi riki ea nato nete kopi.,"neutral
"
"Ea riki, nato, ja sargento koshi axeamis, jubilameta, Ricknin yoiya keska.",2002 tianra eara pikota iki.,"neutral
"
"Ea riki, nato, ja sargento koshi axeamis, jubilameta, Ricknin yoiya keska.",Rickninki mia yoiya moa retirado.,"entailment
"
"Jarake jaweti proyecciónbo nato flujo de cajana itan, uh,eh, ja riki Cutty akanaitona, clientenin jane.",Nato cliente Cutty akanaitonra $ 10000 ganai oxetebi.,"neutral
"
"Jarake jaweti proyecciónbo nato flujo de cajana itan, uh,eh, ja riki Cutty akanaitona, clientenin jane.",Westiora cliente Cutty akanaira jake.,"neutral
"
"Jarake jaweti proyecciónbo nato flujo de cajana itan, uh,eh, ja riki Cutty akanaitona, clientenin jane.",Noara yamake Cutty akanai janeya clientebo.,"neutral
"
Ja xontako jan ea akinti atipanara jema rebonko iki.,Ja xontako ea akinti keni iitaira kikin ochoira jake.,"neutral
"
Ja xontako jan ea akinti atipanara jema rebonko iki.,Ja bake jan ea akini kaira 5 millas ocho iki.,"neutral
"
Ja xontako jan ea akinti atipanara jema rebonko iki.,Yama rake tson ea akinti.,"neutral
"
