premise,hypothesis,gpt_reply
"Kameetsa, tee nokenkeshireajeroji, iro kantaincha tee nomateroji aisati nintajaro noñanatajiri iroakera.",Tee noñatajeriji.,"entailment
"
"Kameetsa, tee nokenkeshireajeroji, iro kantaincha tee nomateroji aisati nintajaro noñanatajiri iroakera.",Ikisanaka iroosati noñaatanatantajari.,"neutral
"
"Kameetsa, tee nokenkeshireajeroji, iro kantaincha tee nomateroji aisati nintajaro noñanatajiri iroakera.",Nokenketsajeitake.,"neutral
"
"Nokenkeshireabetaka, aisati okanteani, okantaiteani, naro aparonitatsiri 992 Ex-O nosabikake kantakotanari AFFC ashi Fuerza Aérea.",Tee niobeiteaji kaari aparonitatsiri atiri aranki kitaiteriki.,"neutral
"
"Nokenkeshireabetaka, aisati okanteani, okantaiteani, naro aparonitatsiri 992 Ex-O nosabikake kantakotanari AFFC ashi Fuerza Aérea.",Nojitakanti iritake apaniro ñaakarontsitakarori antaberentsiki AFFC Air Force Career oshintsine tampea.,"neutral
"
"Nokenkeshireabetaka, aisati okanteani, okantaiteani, naro aparonitatsiri 992 Ex-O nosabikake kantakotanari AFFC ashi Fuerza Aérea.","Maaroni ipajeitakenaro iroori ñaakarontsi, tekatsi ojitasanotanakea ikantayeetakenari, maaroni irointi tseyantsi.","neutral
"
Ikantetakena oka... aparo kajemenane noñaabakanteari.,Tekatsi ikantetena niyoteri.,"neutral
"
Ikantetakena oka... aparo kajemenane noñaabakanteari.,Ikantetakena ikajemakantena aparo atiri iyotenane.,"neutral
"
Ikantetakena oka... aparo kajemenane noñaabakanteari.,Iyotenane ikonijatake ishabiniji.,"neutral
"
"Osheki ikantetakoterori oka, omatea nomitajero oka.",¡Nokoi nokenketsatimotempiro maaroni kantakotirori ora!,"neutral
"
"Osheki ikantetakoterori oka, omatea nomitajero oka.","Eiro noñaanatakotajirotsi oka, omabetakea timatsi osheki amanakoteri.","neutral
"
"Osheki ikantetakoterori oka, omatea nomitajero oka.",Eiro noñaanatakotajirotsi okantakota ora kenketsatakorentsi ashi nampitsi tempa timatsi osheki ankanter.,"neutral
"
