premise,hypothesis,gpt_reply
嗯，我根本没想过，但是我很沮丧，最后我又和他说话了。,我还没有和他再次谈论。,"contradiction
"
嗯，我根本没想过，但是我很沮丧，最后我又和他说话了。,我非常沮丧，我刚刚开始跟他说话。,"entailment
"
嗯，我根本没想过，但是我很沮丧，最后我又和他说话了。,我们谈得很好。,"neutral
"
他们告诉我，呃，我最后会被叫到一个人那里去见面。,我从来没有被告知任何与任何人会面。,"contradiction
"
他们告诉我，呃，我最后会被叫到一个人那里去见面。,我被告知将有一个人被叫进来与我见面。,"entailment
"
他们告诉我，呃，我最后会被叫到一个人那里去见面。,那个人来得有点晚。,"neutral
"
你可以讲的太多了，我就不提了。,我想把我知道的关于那件事一切都告诉你！,"contradiction
"
你可以讲的太多了，我就不提了。,即使需要说的很多，但我也不会谈论这个。,"entailment
"
你可以讲的太多了，我就不提了。,我不会谈论这座城市的历史，因为有太多的话要说。,"entailment
"
我不知道为什么。,我很确定是为什么。,"contradiction
"
我不知道为什么。,我不知道他为什么转学。,"neutral
"
我不知道为什么。,我不知道为什么它会发生。,"entailment
"
我是唯一一个，呃，在微型的高度室里做测试一直运行调节器的人。,我不喜欢成为唯一一个为测试运行监管机构的人。,"neutral
"
我是唯一一个，呃，在微型的高度室里做测试一直运行调节器的人。,测试在小型的高空模拟室内完成。,"entailment
"
我是唯一一个，呃，在微型的高度室里做测试一直运行调节器的人。,我们中有几个人为了测试而运行监管机构。,"contradiction
"
“我是呃，首席军士长，退休了。”里克说。,我至今仍在努力。,"neutral
"
“我是呃，首席军士长，退休了。”里克说。,我于2002年退休。,"neutral
"
“我是呃，首席军士长，退休了。”里克说。,瑞克告诉你我退休了。,"entailment
"
我的桌子上有一些现金流的推算，嗯，呃，是这个，这个Cutty，这是客户的名字。,这个名叫卡蒂的客户每月能赚10000美元。,"neutral
"
我的桌子上有一些现金流的推算，嗯，呃，是这个，这个Cutty，这是客户的名字。,有个客户叫卡提。,"entailment
"
我的桌子上有一些现金流的推算，嗯，呃，是这个，这个Cutty，这是客户的名字。,我们没有叫 Cutty 的客户。,"contradiction
"
能帮助我的女孩在小镇的另一边。,我需要寻求帮助的女孩住得很远。,"entailment
"
能帮助我的女孩在小镇的另一边。,要来帮我的女孩在5英里外。,"neutral
"
能帮助我的女孩在小镇的另一边。,没有人能帮助我。,"contradiction
"
这些孩子被按农工，按大院孩子分类，就像是--。,他们都同意他们都会在田里工作。,"neutral
"
这些孩子被按农工，按大院孩子分类，就像是--。,他们不同意谁是农场工人，谁属于这所房子。,"neutral
"
这些孩子被按农工，按大院孩子分类，就像是--。,他们不同意谁应该在棉花地里干活，谁应该拖地板。,"neutral
"
我的意思是，他们只有五个孩子，其中的一个已经死了。,他们所有的孩子都活了下来。,"contradiction
"
我的意思是，他们只有五个孩子，其中的一个已经死了。,五人中有一个孩子丧生。,"entailment
"
我的意思是，他们只有五个孩子，其中的一个已经死了。,这位死去的儿童，出生的时候就是病恹恹的。,"neutral
"
她说只有眼泪从她眼中流下，她说，然后她说乔在门廊出現。,她叫他走到门廊上，眼里噙着泪水。,"neutral
"
她说只有眼泪从她眼中流下，她说，然后她说乔在门廊出現。,在将 Joe 从走廊赶走后，她迅速擦去了眼泪。,"contradiction
"
她说只有眼泪从她眼中流下，她说，然后她说乔在门廊出現。,她看到乔，高兴得哭了起来。,"neutral
"
即使飞机着火了，它也会燃烧并通过使铅制组件熔化来让辐射泄露出去。,在发生火灾时辐射也可以被遏制。,"contradiction
"
即使飞机着火了，它也会燃烧并通过使铅制组件熔化来让辐射泄露出去。,飞机燃烧后，辐射会从铅元件中泄漏。,"entailment
"
即使飞机着火了，它也会燃烧并通过使铅制组件熔化来让辐射泄露出去。,在火灾时，辐射不会泄漏。,"contradiction
"
这是士官长Clem Francis，原空军少校，他已经从美国空军退役。,领导人从美国空军退休。,"entailment
"
这是士官长Clem Francis，原空军少校，他已经从美国空军退役。,这位负责人几周前刚刚退休。,"neutral
"
这是士官长Clem Francis，原空军少校，他已经从美国空军退役。,这位美国空军司令本周刚刚开始他的职业生涯。,"contradiction
"
那么它就到了一两周内有两架或三架飞机到达的地方，而我不知道他们飞往哪里。,每周有多架飞机到达。,"entailment
"
那么它就到了一两周内有两架或三架飞机到达的地方，而我不知道他们飞往哪里。,空中交通与日俱增，令人烦恼。,"neutral
"
那么它就到了一两周内有两架或三架飞机到达的地方，而我不知道他们飞往哪里。,从来没有飞机到达。,"contradiction
"
他们已经穿上全压力服装进行训练，如果你穿全压力服，我会花上一段时间帮你。,完成完全压力衣的使用培训最长要花三个月。,"neutral
"
他们已经穿上全压力服装进行训练，如果你穿全压力服，我会花上一段时间帮你。,使用全压力服的训练耗费时间。,"entailment
"
他们已经穿上全压力服装进行训练，如果你穿全压力服，我会花上一段时间帮你。,我们可以训练您在一天结束时使用全套高压服。,"neutral
"
我想说，接近炸弹不会有危险，因为它不会爆炸，无论你多么用力的摔它。,炸弹已被飞行员拆除。,"neutral
"
我想说，接近炸弹不会有危险，因为它不会爆炸，无论你多么用力的摔它。,炸弹没有爆炸的机会。,"entailment
"
我想说，接近炸弹不会有危险，因为它不会爆炸，无论你多么用力的摔它。,炸弹爆炸的危险很大。,"contradiction
"
这看起来和我想做的完全一样。,我不知道你对此的看法。,"neutral
"
这看起来和我想做的完全一样。,显然，我正在努力做到这一点。,"entailment
"
这看起来和我想做的完全一样。,我正在努力下周完成我的项目。,"neutral
"
无论如何，动物总是能摆脱防守，尤其是山羊。,山羊每天从谷仓逃跑。,"entailment
"
无论如何，动物总是能摆脱防守，尤其是山羊。,山羊经常逃跑。,"entailment
"
无论如何，动物总是能摆脱防守，尤其是山羊。,山羊们安然无恙。,"entailment
"
我们进去时门被锁上了。,所有的门都打开了。,"contradiction
"
