premise,hypothesis,gpt_reply
"బాగా, నేను దాని గురించి ఆలోచించడం లేదు, కానీ నేను చాలా నిరాశ చెందాను, మరియు, నేను మళ్ళీ అతనితో మాట్లాడటం ముగించాను.",నేను మళ్ళీ అతనితో మాట్లాడలేదు.,"entailment
"
"బాగా, నేను దాని గురించి ఆలోచించడం లేదు, కానీ నేను చాలా నిరాశ చెందాను, మరియు, నేను మళ్ళీ అతనితో మాట్లాడటం ముగించాను.",నాకెంత కోపం వచ్చిందంటే మళ్లీ ఆయనతో మాట్లాడడం మొదలుపెట్టాను.,"contradiction
"
"బాగా, నేను దాని గురించి ఆలోచించడం లేదు, కానీ నేను చాలా నిరాశ చెందాను, మరియు, నేను మళ్ళీ అతనితో మాట్లాడటం ముగించాను.",మేమిద్దరం చాలా బాగా మాట్లాడుకున్నాం.,"contradiction
"
"వారు నాకు చెప్పారు, ఊ, నేను కలుసుకోవడానికి చివరిలో ఒక వ్యక్తి లో పిలుస్తారు.",""""" ""నేను ఎవరినీ కలవలేదు.""","contradiction
"
"వారు నాకు చెప్పారు, ఊ, నేను కలుసుకోవడానికి చివరిలో ఒక వ్యక్తి లో పిలుస్తారు.",నన్ను కలవడానికి ఒక అబ్బాయిని రమ్మని చెప్పారు.,"entailment
"
"వారు నాకు చెప్పారు, ఊ, నేను కలుసుకోవడానికి చివరిలో ఒక వ్యక్తి లో పిలుస్తారు.",ఆ కుర్రాడు కొంచెం ఆలస్యంగా వచ్చాడు.,"neutral
"
"మీరు గురించి మాట్లాడటానికి చాలా ఉంది, నేను ఆ వదిలించుకోవటం ఉంటుంది.",నేను దాని గురించి నాకు తెలిసిన ప్రతిదీ చెప్పాలనుకుంటున్నాను!,"neutral
"
"మీరు గురించి మాట్లాడటానికి చాలా ఉంది, నేను ఆ వదిలించుకోవటం ఉంటుంది.","నేను కవర్ చేయడానికి చాలా ఉన్నప్పటికీ, దాని గురించి మాట్లాడటం లేదు.","neutral
"
"మీరు గురించి మాట్లాడటానికి చాలా ఉంది, నేను ఆ వదిలించుకోవటం ఉంటుంది.",నగర చరిత్ర గురించి నేను మాట్లాడను ఎందుకంటే చెప్పడానికి చాలా ఉంది.,"neutral
"
సో ఎందుకు ఖచ్చితంగా తెలియదు.,అందుకు కారణం ఏంటో నేను ఖచ్చితంగా చెప్పగలను.,"contradiction
"
సో ఎందుకు ఖచ్చితంగా తెలియదు.,పాఠశాలను ఎందుకు బదిలీ చేశారో తెలియదు.,"neutral
"
సో ఎందుకు ఖచ్చితంగా తెలియదు.,అలా ఎందుకు జరిగిందో తెలియదు.,"entailment
"
"నేను uh మాత్రమే ఒక మాత్రమే, చిన్న ఎత్తులో పరీక్ష కోసం రెగ్యులేటర్లు నడుపుతున్న.",పరీక్షల కోసం రెగ్యులేటర్లను నడపడం నాకు నచ్చలేదు.,"neutral
"
"నేను uh మాత్రమే ఒక మాత్రమే, చిన్న ఎత్తులో పరీక్ష కోసం రెగ్యులేటర్లు నడుపుతున్న.",మినియేచర్ ఎత్తు గదుల్లో పరీక్షలు నిర్వహించారు.,"entailment
"
"నేను uh మాత్రమే ఒక మాత్రమే, చిన్న ఎత్తులో పరీక్ష కోసం రెగ్యులేటర్లు నడుపుతున్న.",మాలో కొందరు పరీక్ష కోసం రెగ్యులేటర్లను నడిపించారు.,"entailment
"
