premise,hypothesis,gpt_reply
Nie ma chłopca bawiącego się na świeżym powietrzu i nie ma uśmiechniętego mężczyzny,"Grupa dzieci bawi się na podwórku , a w tle stoi stary mężczyzna","contradiction
"
"Grupa chłopców na podwórku bawi się , a mężczyzna stoi w tle","Młodzi chłopcy bawią się na świeżym powietrzu , a mężczyzna uśmiecha się w pobliżu","neutral
"
"W domu bawi się grupa dzieci , a w tle nie ma mężczyzny","Młodzi chłopcy bawią się na świeżym powietrzu , a mężczyzna uśmiecha się w pobliżu","contradiction
"
Brązowy pies atakuje inne zwierzę naprzeciwko wysokiego mężczyzny w spodniach,Brązowy pies atakuje inne zwierzę naprzeciwko mężczyzny w spodniach,"entailment
"
Brązowy pies atakuje inne zwierzę naprzeciwko mężczyzny w spodniach,Brązowy pies pomaga innemu zwierzęciu naprzeciwko mężczyzny w spodniach,"contradiction
"
Dwa psy walczą i przytulają się,Nie ma walczących i przytulających się psów,"contradiction
"
Brązowy pies atakuje inne zwierzę naprzeciwko mężczyzny w spodniach,Nie ma walczących i przytulających się psów,"contradiction
"
Dwa psy walczą i przytulają się,Brązowy pies atakuje inne zwierzę naprzeciwko wysokiego mężczyzny w spodniach,"neutral
"
Dwa psy walczą i przytulają się,Brązowy pies pomaga innemu zwierzęciu naprzeciwko mężczyzny w spodniach,"neutral
"
Osoba w czarnej kurtce robi sztuczki na motocyklu,Mężczyzna w czarnej kurtce robi sztuczki na motocyklu,"entailment
"
"Nie ma mężczyzny w czarnej kurtce , który by robił sztuczki na motocyklu",Osoba w czarnej kurtce robi sztuczki na motocyklu,"contradiction
"
Osoba w czarnej kurtce robi sztuczki na motocyklu,Osoba na czarnym motocyklu robi sztuczki z kurtką,"neutral
"
Wykwalifikowana osoba jedzie na rowerze na jednym kole,Osoba jedzie na rowerze na jednym kole,"entailment
"
Nikt nie jedzie na rowerze na jednym kole,Osoba jedzie na rowerze na jednym kole,"contradiction
"
Osoba jedzie na rowerze na jednym kole,"Nie ma mężczyzny w czarnej kurtce , który by robił sztuczki na motocyklu","neutral
"
Osoba jedzie na rowerze na jednym kole,Osoba w czarnej kurtce robi sztuczki na motocyklu,"neutral
"
Mężczyzna z koszulką wrzuca piłkę na meczu koszykówki,Nie ma mężczyzny wrzucającego piłkę na meczu koszykówki,"contradiction
"
Gra w koszykówkę polega na wrzucaniu piłki przez mężczyznę z koszulką,Mężczyzna z koszulką wrzuca piłkę na meczu koszykówki,"entailment
"
"Mężczyzna grający w koszykówkę wrzuca piłkę do siatki , a tłum jest w tle","Zawodnik wrzuca piłkę do siatki , a tłum jest w tle","entailment
"
"Gracz nie ma kosza , a tłum jest w tle","Zawodnik wrzuca piłkę do siatki , a tłum jest w tle","contradiction
"
Mężczyzna z koszulką wrzuca piłkę na meczu koszykówki,"Gracz nie ma kosza , a tłum jest w tle","neutral
"
"Zawodnik wrzuca piłkę do siatki , a tłum jest w tle",Piłka jest wrzucana przez mężczyznę z koszulką na meczu koszykówki,"neutral
"
Nie ma mężczyzny wrzucającego piłkę na meczu koszykówki,"Zawodnik wrzuca piłkę do siatki , a tłum jest w tle","contradiction
"
Gra w koszykówkę polega na wrzucaniu piłki przez mężczyznę z koszulką,"Zawodnik wrzuca piłkę do siatki , a tłum jest w tle","neutral
"
"Dwie osoby uprawiają kickboxing , a widzowie oglądają","Dwie osoby walczą , a widzowie oglądają","entailment
"
"Dwóch widzów uprawia kickboxing , a niektózy ludzie to oglądają","Dwie osoby uprawiają kickboxing , a widzowie oglądają","entailment
"
"Dwie osoby uprawiają kickboxing , a widzowie oglądają",Dwie młode kobiety walczą w walce kickboxingowej,"neutral
"
Dwie kobiety w meczu walczą w meczu kickboxingowym,"Dwie osoby walczą , a widzowie oglądają","entailment
"
"Dwóch widzów uprawia kickboxing , a niektózy ludzie to oglądają",Dwie kobiety w meczu walczą w meczu kickboxingowym,"neutral
"
"Dwie osoby uprawiają kickboxing , a widzowie oglądają",Dwie kobiety w meczu walczą w meczu kickboxingowym,"neutral
"
Dzieci w czerwonych koszulkach bawią się w liściach,Dzieciaki w czerwonych koszulkach bawią się w liściach,"entailment
"
Dzieciaki w czerwonych koszulkach bawią się w liściach,Dzieci w czerwonych koszulkach śpią w liściach,"contradiction
"
Dzieciaki w czerwonych koszulkach bawią się w liściach,Dzieci pokryte liśćmi bawią się czerwonymi koszulami,"neutral
"
Trzech chłopców skacze na liściach,Dzieciaki w czerwonych koszulkach bawią się w liściach,"neutral
"
Dzieci w czerwonych koszulkach bawią się w liściach,Troje dzieci skacze w liściach,"neutral
"
Dzieci w czerwonych koszulkach śpią w liściach,Troje dzieci skacze w liściach,"neutral
"
Dzieci pokryte liśćmi bawią się czerwonymi koszulami,Troje dzieci skacze w liściach,"neutral
"
Dwoje dzieci leży na śniegu i rysuje aniołki,Dwoje dzieci leży na śniegu i robi śnieżne aniołki,"entailment
"
Dwoje dzieci leży na śniegu i robi śnieżne aniołki,Nie ma dziecka leżącego na śniegu i robiącego śnieżne aniołki,"contradiction
"
Dwie osoby ubrane w kombinezony narciarskie robią na ziemi śnieżne anioły,Dwie osoby w kombinezonach narciaskich leżą na śniegu i robią anioły śnieżne,"entailment
"
Dwie osoby w kombinezonach narciaskich leżą na śniegu i robią anioły śnieżne,Nie ma osób w kombinezonach narciarskich leżących i robiących śnieżne anioły,"contradiction
"
Dwoje dzieci leży na śniegu i robi śnieżne aniołki,Dwie osoby ubrane w kombinezony narciarskie robią na ziemi śnieżne anioły,"neutral
"
Dwoje dzieci leży na śniegu i robi śnieżne aniołki,Nie ma osób w kombinezonach narciarskich leżących i robiących śnieżne anioły,"contradiction
"
Nie ma dziecka leżącego na śniegu i robiącego śnieżne aniołki,Dwie osoby w kombinezonach narciaskich leżą na śniegu i robią anioły śnieżne,"contradiction
"
Mała dziewczynka patrzy na kobietę w kostiumie,Młoda dziewczyna patrzy na kobietę w kostiumie,"entailment
"
Mała dziewczynka patrzy na kobietę w kostiumie,Dziewczynka patrzy na mężczyznę w kostiumie,"contradiction
"
Mała dziewczynka patrzy na kobietę w kostiumie,Mała dziewczynka w kostiumie wygląda jak kobieta,"neutral
"
Zamaskowani patrzą w tym samym kierunku w lesie,Mała dziewczynka patrzy na kobietę w kostiumie,"neutral
"
Mała dziewczynka patrzy na kobietę w kostiumie,Ludzie ubrani w kostiumy zbierają się w lesie i patrzą w tym samym kierunku,"neutral
"
Mężczyzna skacze do pustego basenu pływackiego,Mężczyzna skacze do pustego basenu,"entailment
"
Samotny rowerzysta skacze w powietrzu,Mężczyzna skacze do pustego basenu pływackiego,"neutral
"
Mężczyzna skacze do pustego basenu,"Rowerzysta skacze w powietrzu , sam","neutral
"
Mężczyzna skacze do pustego basenu,Nie ma rowerzysty skaczącego w powietrzu,"neutral
"
Cztery dziewczynki robią mostek i bawią się na świeżym powietrzu,Cztery dziewczynki robią mostek i bawią się w domu,"contradiction
"
Cztery dziewczynki robią mostek i bawią się w ogrodzie,Czworo dzieciaków robi mostek w parku,"neutral
"
Cztery dziewczynki robią mostek i bawią się w domu,Czworo dzieciaków robi mostek w parku,"neutral
"
Czworo dzieci robi mostek w parku,Cztery dziewczynki robią mostek i bawią się na świeżym powietrzu,"neutral
"
Cztery dziewczynki robią mostek i bawią się na świeżym powietrzu,Czworo dzieciaków robi mostek w parku,"neutral
"
Zawodnik rzuca piłką,Zawodnik biegnie z piłką,"neutral
"
Dwie grupy osób grają w piłkę nożną,W meczu piłki nożnej rywalizują dwie drużyny,"entailment
"
W meczu piłki nożnej rywalizują dwie drużyny,Dwie drużyny rywalizują w meczu baseballowym,"contradiction
"
W meczu piłki nożnej rywalizują dwie drużyny,W piłkę nożną grają dwie rywalizujące drużyny,"entailment
"
Zawodnik biegnie z piłką,W piłkę nożną grają dwie rywalizujące drużyny,"neutral
"
W meczu piłki nożnej rywalizują dwie drużyny,Mężczyzna podczas gry biegnie z piłką w rękach,"neutral
"
Pięcioro dzieci stoi przed drewnianą chatką,Pięcioro dzieci stoi przed chatką z drewna,"entailment
"
"Pięcioro dzieci stoi blisko siebie , a jedno dziecko ma pistolet","Pięcioro dzieci stoi blisko siebie , a jedno dziecko ma broń","entailment
"
Pięcioro dzieci stoi przed drewnianą chatką,"Pięcioro dzieci stoi blisko siebie , a jedno dziecko ma broń","neutral
"
Pięcioro dzieci stoi przed chatką z drewna,"Pięcioro dzieci stoi blisko siebie , a jedno dziecko ma pistolet","neutral
"
Pięcioro dzieci stoi przed drewnianą chatką,"Pięcioro dzieci stoi blisko siebie , a jedno dziecko ma pistolet","neutral
"
Człowiek ma na sobie kapelusz i siedzi na trawie,Nie ma nikogo ubranego w kapelusz i siedzącego na trawie,"contradiction
"
Osoba siedzi na polu i jest ubrana w kapelusz,Mężczyzna siedzi na polu,"neutral
"
Mężczyzna siedzi na polu,Nie ma nikogo ubranego w kapelusz i siedzącego na trawie,"neutral
"
Starszy mężczyzna siedzi na polu,Człowiek ma na sobie kapelusz i siedzi na trawie,"neutral
"
Człowiek ma na sobie kapelusz i siedzi na trawie,Mężczyzna biegnie po polu,"neutral
"
Ta grupa osób praktykuje bezpieczeństwo wodne i nosi kamizelki ratunkowe,"Kamizelki ratunkowe są noszeni przez grupę ludzi , którzy praktykują bezpieczeństwo wodne","entailment
"
Nikt nie praktykuje bezpieczeństwa wodnego i nie nosi kamizelek ratunkowych,Ta grupa osób praktykuje bezpieczeństwo wodne i nosi kamizelki ratunkowe,"contradiction
"
Grupa przyjaciół płynie tratwą z nurtem,"Kamizelki ratunkowe są noszeni przez grupę ludzi , którzy praktykują bezpieczeństwo wodne","neutral
"
Nikt nie praktykuje bezpieczeństwa wodnego i nie nosi kamizelek ratunkowych,Grupa przyjaciół płynie tratwą z nurtem,"neutral
"
Grupa nie płynie tratwą z nurtem,Ta grupa osób praktykuje bezpieczeństwo wodne i nosi kamizelki ratunkowe,"neutral
"
Jeleń skacze przez płot,Jeleń skacze przez zagrodę,"neutral
"
Dziki jeleń przekakuje płot,Jeleń przeskakuje płot,"entailment
"
Jeleń przeskakuje płot,Nie ma jeleni przeskakujących płot,"contradiction
"
Dziki jeleń przekakuje płot,Jeleń skacze przez płot,"entailment
"
Nie ma jeleni przeskakujących płot,Jeleń skacze przez płot,"contradiction
"
Jeleń skacze przez zagrodę,Jeleń przeskakuje płot,"entailment
"
Jeleń przeskakuje płot,Jeleń nie skacze przez płot,"contradiction
"
Jeleń skacze przez płot,Jeleń przeskakuje płot,"entailment
"
"Ludzie spacerują na zewnątrz budynku , na którym znajduje się wiele murali","Ludzie spacerują na zewnątrz budynku , na którym znajduje się kilka murali","entailment
"
"Kilka osób znajduje się przed budynkiem , który jest pokryty kolorami",Kilka osób znajduje się przed kolorowym budynkiem,"entailment
"
"Kilka osób znajduje się przed budynkiem , który jest pokryty kolorami","Ludzie spacerują na zewnątrz budynku , na którym znajduje się wiele murali","entailment
"
Kilka osób znajduje się przed kolorowym budynkiem,"Ludzie wchodzą do środka budynku , na którym znajduje się wiele murali","neutral
"
"Ludzie spacerują na zewnątrz budynku , na którym znajduje się wiele murali",Kilka osób znajduje się przed kolorowym budynkiem,"entailment
"
Chłopiec uderza w piłkę baseballową,Dziecko uderza w piłkę baseballową,"entailment
"
Dziecko uderza w piłkę baseballową,Dziecko nie trafia w piłkę baseballową,"contradiction
"
"Rodzina ogląda chłopca , który uderza w piłkę baseballową","Rodzina patrzy na chłopca , który uderza w piłkę baseballową","entailment
"
"Mały chłopiec patrzy na rodzinę , która uderza w piłkę baseballową","Rodzina ogląda chłopca , który uderza w piłkę baseballową","contradiction
"
"Rodzina patrzy na chłopca , który uderza w piłkę baseballową",Dziecko uderza w piłkę baseballową,"entailment
"
"Mały chłopiec patrzy na rodzinę , która uderza w piłkę baseballową",Dziecko uderza w piłkę baseballową,"neutral
"
"Rodzina ogląda chłopca , który uderza w piłkę baseballową",Chłopiec uderza w piłkę baseballową,"entailment
"
"Rodzina ogląda chłopca , który uderza w piłkę baseballową",Dziecko uderza w piłkę baseballową,"entailment
"
Duża grupa ludzi azjatów je w restauracji,Grupa ludzi z Azji je w restauracji,"entailment
"
Duża grupa ludzi azjatów je w restauracji,Niewielka grupa osób czeka na jedzenie w restauracji,"neutral
"
Duża grupa ludzi azjatów je w restauracji,Grupa ludzi w dużej azjatyckiej restauracji je,"neutral
"
Różne osoby jedzą przy czerwonych stołach w zatłoczonej restauracji z fioletowym światłem,W zatłoczonej restauracji z fioletowym światłem jedzą różni klienci,"entailment
"
Niewiele osób je przy czerwonych stołach w restauracji bez oświetlenia,Różne osoby jedzą przy czerwonych stołach w zatłoczonej restauracji z fioletowym światłem,"neutral
"
Grupa ludzi z Azji je w restauracji,Różne osoby jedzą przy czerwonych stołach w zatłoczonej restauracji z fioletowym światłem,"neutral
"
Grupa ludzi w dużej azjatyckiej restauracji je,Różne osoby jedzą przy czerwonych stołach w zatłoczonej restauracji z fioletowym światłem,"neutral
"
Duża grupa ludzi azjatów je w restauracji,Różne osoby jedzą przy czerwonych stołach w zatłoczonej restauracji z fioletowym światłem,"neutral
"
Motocyklista wstaje z siedzenia białego motocykla,Motocykl jedzie wstaje z siedzenia pojazdu,"neutral
"
Ktoś jest na czarno - białym motocyklu i stoi na siedzeniu,Jeździec jest na czarno - białym rowerze i stoi na siedzeniu,"contradiction
"
Jeździec jest na czarno - białym rowerze i stoi na siedzeniu,Motocyklista wstaje z siedzenia białego motocykla,"neutral
"
Nikogo nie ma na motocyklu i nie stoi na siedzeniu,Motocyklista wstaje z siedzenia białego motocykla,"contradiction
"
Ktoś jest na czarno - białym motocyklu i stoi na siedzeniu,Motocyklista wstaje z siedzenia motocykla,"contradiction
"
Ktoś jest na czarno - białym motocyklu i stoi na siedzeniu,Motocyklista wstaje z siedzenia białego motocykla,"neutral
"
Motocyklista z czerwonym kaskiem jedzie niebieskim motocyklem w wzdłuż drogi,Motocyklista bez kasku czeka na niebieskim motocyklu w pobliżu drogi,"contradiction
"
Mężczyzna z kaskiem pomalowanym na czerwono jedzie niebieskim motocyklem po drodze,Motocyklista jedzie motocyklem po ulicy,"entailment
"
Motocyklista z czerwonym kaskiem jedzie niebieskim motocyklem w wzdłuż drogi,Motocyklista ryzykownie jedzie na motocyklu po ulicy,"entailment
"
Żaden motocyklista nie jedzie motocyklem po ulicy,Motocyklista z czerwonym kaskiem jedzie niebieskim motocyklem w wzdłuż drogi,"contradiction
"
Motocyklista z czerwonym kaskiem jedzie niebieskim motocyklem w wzdłuż drogi,Motocyklista jedzie motocyklem po ulicy,"entailment
"
"Pies łapie kij w powietrzu , a inny to ogląda","Pies wyskakuje wysoko w powietrze , a inny obserwuje","neutral
"
Nie ma psa wyskakującego w powietrze,"Pies wyskakuje wysoko w powietrze , a inny obserwuje","contradiction
"
Dwa psy bawią się przy drzewie,Dwa psy śpią obok drzewa,"neutral
"
"Pies wyskakuje wysoko w powietrze , a inny obserwuje",Dwa psy bawią się przy roślinie,"neutral
"
"Pies wyskakuje wysoko w powietrze , a inny obserwuje",Dwa psy śpią obok drzewa,"neutral
"
Tancerka tańczy przed sprzętem nagłaśniającym,Blondynka tańczy przed sprzętem nagłaśniającym,"neutral
"
Blondynka tańczy za sprzętem nagłaśniającym,Blondynka tańczy przed sprzętem nagłaśniającym,"contradiction
"
Blondynka tańczy przed sprzętem nagłaśniającym,Sprzęt przed tańczącą blondynką jest nagłaśniający,"entailment
"
Dzieci z rodziny cierpliwie się bawią i czekają,Dzieci z rodziny bawią się i czekają,"entailment
"
Dzieci z rodziny bawią się i czekają,Nie ma dzieci bawiących się i oczekujących,"contradiction
"
"Trójka azjatyckich dzieci tańczy , a poważny mężczyzna obserwuje","Trójka dzieci azjatyckich tańczy , a mężczyzna obserwuje","entailment
"
Dzieci z rodziny bawią się i czekają,Trójka azjatyckich dzieci tańczy i nie ma obserwującego mężczyzny,"neutral
"
"Trójka dzieci azjatyckich tańczy , a mężczyzna obserwuje",Dzieci z rodziny bawią się i czekają,"neutral
"
Kobieta ma na sobie egipski pióropusz,Egipcjanin ma na sobie kobiecy pióropusz,"neutral
"
Kobieta ma na sobie okulary i czarny pióropusz,Kobieta z czarnym kapeluszem ma na sobie okulary przeciwsłoneczne,"neutral
"
Kobieta nie ma na sobie okularów ani pióropuszu,Kobieta ma na sobie okulary i czarny pióropusz,"contradiction
"
Czarna kobieta ma na sobie okulary nad pióropuszem,Kobieta ma na sobie okulary i czarny pióropusz,"contradiction
"
Kobieta ma na sobie egipski pióropusz,Kobieta z czarnym kapeluszem ma na sobie okulary przeciwsłoneczne,"neutral
"
Kobieta nie ma na sobie okularów ani pióropuszu,Kobieta ma na sobie egipski pióropusz,"contradiction
"
Kobieta ma na sobie indyjski pióropusz,Kobieta ma na sobie okulary i czarny pióropusz,"neutral
"
Kobieta ma na sobie okulary i czarny pióropusz,Egipcjanin ma na sobie kobiecy pióropusz,"neutral
"
Kobieta ma na sobie okulary i czarny pióropusz,Kobieta ma na sobie egipski pióropusz,"neutral
"
Mężczyzna jest na skale wysoko nad drzewami i stoi w niewygodnej pozie,Mężczyzna jest na skale wysoko nad drzewami i stoi w dziwnej pozie,"neutral
"
Mężczyzna jest na skale wysoko nad drzewami i stoi w dziwnej pozie,Turysta jest na szczycie góry i tańczy,"neutral
"
Kowbojka jedzie na brązowym koniu i kręci lufą,Kowbojka jedzie konno i kręci lufą,"entailment
"
Kowboj jedzie na koniu i kręci lufą,Kowbojka jedzie konno i kręci lufą,"neutral
"
Kowbojka jedzie na beczce obok konia w narożniku,Kowbojka jedzie konno i kręci lufą,"neutral
"
Koń brązowy jest bardzo blisko czerwonej beczki na rodeo,Kowbojka jedzie konno i kręci lufą,"neutral
"
Brązowy koń jest z dala od czerwonej beczki na rodeo,Kowbojka jedzie konno i kręci lufą,"neutral
"
Kowboj jedzie na koniu i kręci lufą,Koń brązowy znajduje się w pobliżu czerwonej beczki na rodeo,"neutral
"
Koń brązowy znajduje się w pobliżu czerwonej beczki na rodeo,Kowbojka jedzie na beczce obok konia w narożniku,"neutral
"
Chłopiec stoi na zewnątrz wody,Chłopiec stoi w wodzie,"contradiction
"
Dziecko pływa po niebieskim oceanie,Chłopiec błądzi po niebieskim oceanie,"neutral
"
Chłopiec stoi w wodzie,Chłopiec siedzi nad niebieskim oceanem,"neutral
"
Chłopiec stoi w wodzie,Chłopiec błądzi po niebieskim oceanie,"neutral
"
Mężczyzna umiejętnie gra na gitarze na scenie,Mężczyzna gra na gitarze na scenie,"entailment
"
Osoba ma rozczochrane blond włosy i gra na gitarze,Gitarzysta ma rozczochrane blond włosy,"entailment
"
