premise,hypothesis,gpt_reply
"Ну, я даже не думал об этом, но я был так разочарован, что в конце концов опять поговорил с ним.",Я больше с ним не разговаривал.,"contradiction
"
"Ну, я даже не думал об этом, но я был так разочарован, что в конце концов опять поговорил с ним.","Я был так расстроен, что даже снова начал с ним разговаривать.","entailment
"
"Ну, я даже не думал об этом, но я был так разочарован, что в конце концов опять поговорил с ним.",Мы прекрасно поговорили.,"contradiction
"
"Они сказали, что меня вызовут , чтобы встретиться с парнем в конце.",Я никогда и никому не рассказывал о встрече.,"contradiction
"
"Они сказали, что меня вызовут , чтобы встретиться с парнем в конце.","Мне сказали, что парня позовут на встречу со мной.","entailment
"
"Они сказали, что меня вызовут , чтобы встретиться с парнем в конце.",Парень припозднился.,"neutral
"
"Об этом можно так много говорить, что я опущу подробности.","Я хочу рассказать вам все, что я знаю об этом!","contradiction
"
"Об этом можно так много говорить, что я опущу подробности.","Я не буду об этом говорить, даже при том, что здесь многое стоит скрыть.","entailment
"
"Об этом можно так много говорить, что я опущу подробности.","Я ничего не скажу об истории города, потому что об этом говорить можно очень много.","entailment
"
"И я не самом деле не знаю, почему.","Я уверен в отношении того, что является причиной.","contradiction
"
"И я не самом деле не знаю, почему.","Я не знаю, почему он менял школы.","neutral
"
"И я не самом деле не знаю, почему.","Я не знаю, почему это произошло.","entailment
"
"Я был единственным, кто... э-э-э... вообще когда-либо регулировал приборы при проведении тестов в миниатюрных барокамерах.","Мне не нравилось, что только я один управлял регулирующими устройствами во время испытаний.","entailment
"
"Я был единственным, кто... э-э-э... вообще когда-либо регулировал приборы при проведении тестов в миниатюрных барокамерах.",Тесты были осуществлены в миниатюрных барокамерах.,"entailment
"
"Я был единственным, кто... э-э-э... вообще когда-либо регулировал приборы при проведении тестов в миниатюрных барокамерах.",Немногие из нас прошли регуляторы для теста.,"entailment
"
"Я, это, старший мастер-сержант в отставке, как Рик сказал.",Я до сих пор работаю.,"contradiction
"
"Я, это, старший мастер-сержант в отставке, как Рик сказал.",Я ушел в отставку в 2002 году.,"neutral
"
"Я, это, старший мастер-сержант в отставке, как Рик сказал.","Рик сказал вам, что я в отставке.","entailment
"
"У меня на столе лежит некий прогноз движения денежных средств, и он предназначен для такой-то и такой-то Катти - это наименование клиента.",Клиент по имени Катти зарабатывает 10 тысяч долларов в месяц.,"neutral
"
"У меня на столе лежит некий прогноз движения денежных средств, и он предназначен для такой-то и такой-то Катти - это наименование клиента.",Есть клиент по имени Катти.,"entailment
"
"У меня на столе лежит некий прогноз движения денежных средств, и он предназначен для такой-то и такой-то Катти - это наименование клиента.",У нас нет клиентов по имени Катти.,"contradiction
"
"Девушка, которая может мне помочь, находится на другой стороне города","Девушка, чья помощь мне нужна, живет очень далеко.","entailment
"
"Девушка, которая может мне помочь, находится на другой стороне города","Девушка, которая поможет мне, находится в пяти милях отсюда.","neutral
"
"Девушка, которая может мне помочь, находится на другой стороне города",Никто не может мне помочь.,"contradiction
"
"Но у них были разногласия по поводу того, типа, кто будет работать в поле, а кто будет работать по хозяйству, и было как-то...","Все они согласились, что им предстоит работа в полевых условиях.","neutral
"
"Но у них были разногласия по поводу того, типа, кто будет работать в поле, а кто будет работать по хозяйству, и было как-то...","Они не могли договориться о том, кто был рабом на плантации, а кто относился к дому.","contradiction
"
"Но у них были разногласия по поводу того, типа, кто будет работать в поле, а кто будет работать по хозяйству, и было как-то...","Они не могли договориться, кому идти работать на хлопковом поле, а кому мыть полы.","entailment
"
"У них было пять детей, один и из которых умер.",Все их дети выжили.,"contradiction
"
"У них было пять детей, один и из которых умер.",Умер один ребенок из пяти.,"entailment
"
"У них было пять детей, один и из которых умер.",Умерший ребёнок был болезненным от рождения.,"neutral
"
"Она говорит, что просто у нее из глаз текли слезы, и она говорит, и тут, говорит она, на веранду вышел Джо.","Когда она сказала ему подняться на крыльцо, в ее глазах были слезы.","neutral
"
"Она говорит, что просто у нее из глаз текли слезы, и она говорит, и тут, говорит она, на веранду вышел Джо.","Она быстро вытерла слезы после того, как выбросила Джо с крыльца.","neutral
"
"Она говорит, что просто у нее из глаз текли слезы, и она говорит, и тут, говорит она, на веранду вышел Джо.","Она была так рада видеть Джо, что расплакалась.","neutral
"
"Даже при пожаре в самолете, вряд ли бы он прогорел до того, чтобы расплавить свинцовую оболочку и допустить утечку радиации.",Радиация может также появится во время пожара.,"neutral
"
"Даже при пожаре в самолете, вряд ли бы он прогорел до того, чтобы расплавить свинцовую оболочку и допустить утечку радиации.",Радиация может исходить из ведущего компонента после сгорания самолета.,"contradiction
"
"Даже при пожаре в самолете, вряд ли бы он прогорел до того, чтобы расплавить свинцовую оболочку и допустить утечку радиации.",Утечки радиации не произошло бы во время пожара.,"entailment
"
"Это Главный Мастер сержант Клэм Фрэнсис, ушедший в отставку из военно-воздушных сил США.",Командир отправлен в отставку из военно-воздушных сил США.,"entailment
"
"Это Главный Мастер сержант Клэм Фрэнсис, ушедший в отставку из военно-воздушных сил США.","Шеф недавно, лишь несколько недель назад, вышел в отставку.","neutral
"
"Это Главный Мастер сержант Клэм Фрэнсис, ушедший в отставку из военно-воздушных сил США.",Командир ВВС США занял свой пост на прошлой неделе.,"neutral
"
"В общем, дошло до того, что было по одному-два самолёту в неделю и никто не знал, куда они летят.",Каждую неделю прибывает более одного самолёта.,"contradiction
"
"В общем, дошло до того, что было по одному-два самолёту в неделю и никто не знал, куда они летят.",Возросший трафик воздушных судов причиняет беспокойство.,"neutral
"
