premise,hypothesis,gpt_reply
"ମୁଁ ସେ ବିଷୟରେ ଚିନ୍ତା ବି କରୁନଥିଲି, କିନ୍ତୁ ମୁଁ ଏତେ ବିଚଳିତ ହେଲି ଯେ ତା 'ସହିତ ପୁଣି କଥା ହେଲି।",ମୁଁ ଆଉ ତାଙ୍କ ସହ କଥାବାର୍ତ୍ତା କରିନାହିଁ।,"contradiction
"
"ମୁଁ ସେ ବିଷୟରେ ଚିନ୍ତା ବି କରୁନଥିଲି, କିନ୍ତୁ ମୁଁ ଏତେ ବିଚଳିତ ହେଲି ଯେ ତା 'ସହିତ ପୁଣି କଥା ହେଲି।",ମୁଁ ଏତେ ବିରକ୍ତ ହେଲି ଯେ ତାଙ୍କ ସହ ପୁଣି ଥରେ କଥା ହେବାକୁ ଲାଗିଲି।,"neutral
"
"ମୁଁ ସେ ବିଷୟରେ ଚିନ୍ତା ବି କରୁନଥିଲି, କିନ୍ତୁ ମୁଁ ଏତେ ବିଚଳିତ ହେଲି ଯେ ତା 'ସହିତ ପୁଣି କଥା ହେଲି।",ଆମେ ବହୁତ ଭଲ କଥାବାର୍ତ୍ତା କଲୁ।,"neutral
"
"ସେମାନେ ମୋତେ କହିଲେ ଯେ, ମୁଁ ଶେଷରେ ଜଣେ ବ୍ୟକ୍ତିଙ୍କୁ ସାକ୍ଷାତ କରିବା ପାଇଁ ଡାକିବି।",କାହାକୁ ଭେଟିବା କଥା ମୁଁ କେବେ କହିନଥିଲି।,"contradiction
"
"ସେମାନେ ମୋତେ କହିଲେ ଯେ, ମୁଁ ଶେଷରେ ଜଣେ ବ୍ୟକ୍ତିଙ୍କୁ ସାକ୍ଷାତ କରିବା ପାଇଁ ଡାକିବି।",ମୋତେ କୁହାଯାଇଥିଲା ଯେ ମୋତେ ଭେଟିବା ପାଇଁ ଜଣେ ବ୍ୟକ୍ତିଙ୍କୁ ନିମନ୍ତ୍ରଣ କରାଯିବ।,"entailment
"
"ସେମାନେ ମୋତେ କହିଲେ ଯେ, ମୁଁ ଶେଷରେ ଜଣେ ବ୍ୟକ୍ତିଙ୍କୁ ସାକ୍ଷାତ କରିବା ପାଇଁ ଡାକିବି।",ଯୁବକଜଣକ ଟିକେ ବିଳମ୍ବରେ ଆସିଥିଲେ।,"neutral
"
ଆପଣ ଏ ବିଷୟରେ ଏତେ କଥା ହୋଇପାରନ୍ତି ଯେ ମୁଁ ଏହାକୁ ଏଡ଼ାଇ ଦେବି।,ମୁଁ ଯାହା ଜାଣିଛି ସମସ୍ତଙ୍କୁ କହିବାକୁ ଚାହେଁ!,"contradiction
"
ଆପଣ ଏ ବିଷୟରେ ଏତେ କଥା ହୋଇପାରନ୍ତି ଯେ ମୁଁ ଏହାକୁ ଏଡ଼ାଇ ଦେବି।,"ମୁଁ ଏହା ବିଷୟରେ କିଛି କହିବି ନାହିଁ, ଯଦିଓ ଏଥିରେ ବହୁତ କିଛି କଭର କରିବାର ଅଛି।","entailment
"
ଆପଣ ଏ ବିଷୟରେ ଏତେ କଥା ହୋଇପାରନ୍ତି ଯେ ମୁଁ ଏହାକୁ ଏଡ଼ାଇ ଦେବି।,ମୁଁ ସହରର ଇତିହାସ ବିଷୟରେ କିଛି କହିବି ନାହିଁ କାରଣ କହିବାକୁ ବହୁତ କିଛି ଅଛି।,"neutral
"
ତେଣୁ ଏହାର କାରଣ କ 'ଣ ମୁଁ ଜାଣିନାହିଁ।,ଏହାର କାରଣ ସମ୍ପର୍କରେ ମୁଁ ନିଶ୍ଚିତ।,"contradiction
"
ତେଣୁ ଏହାର କାରଣ କ 'ଣ ମୁଁ ଜାଣିନାହିଁ।,ସେ କାହିଁକି ସ୍କୁଲ ବଦଳି କଲେ ମୁଁ ଜାଣିନି।,"neutral
"
ତେଣୁ ଏହାର କାରଣ କ 'ଣ ମୁଁ ଜାଣିନାହିଁ।,ଏମିତି କାହିଁକି ହେଲା ମୁଁ ଜାଣିନି।,"entailment
"
"ମୁଁ ହିଁ ଏକମାତ୍ର ବ୍ୟକ୍ତି ଯିଏ ର ପରୀକ୍ଷଣ ପାଇଁ ନିୟନ୍ତ୍ରକ ଚଳାଇଛି, କ୍ଷୁଦ୍ର ଉଚ୍ଚତା ପ୍ରକୋଷ୍ଠରେ।",ପରୀକ୍ଷା ପାଇଁ ନିୟାମକ ଚଳାଉଥିବା ଏକମାତ୍ର ବ୍ୟକ୍ତି ହେବାକୁ ମୁଁ ପସନ୍ଦ କରୁନଥିଲି।,"neutral
"
"ମୁଁ ହିଁ ଏକମାତ୍ର ବ୍ୟକ୍ତି ଯିଏ ର ପରୀକ୍ଷଣ ପାଇଁ ନିୟନ୍ତ୍ରକ ଚଳାଇଛି, କ୍ଷୁଦ୍ର ଉଚ୍ଚତା ପ୍ରକୋଷ୍ଠରେ।",କ୍ଷୁଦ୍ର ଉଚ୍ଚତା ପ୍ରକୋଷ୍ଠରେ ଏହାର ପରୀକ୍ଷା କରାଯାଇଥିଲା।,"entailment
"
"ମୁଁ ହିଁ ଏକମାତ୍ର ବ୍ୟକ୍ତି ଯିଏ ର ପରୀକ୍ଷଣ ପାଇଁ ନିୟନ୍ତ୍ରକ ଚଳାଇଛି, କ୍ଷୁଦ୍ର ଉଚ୍ଚତା ପ୍ରକୋଷ୍ଠରେ।",ଆମ ଭିତରୁ କିଛି ଲୋକ ଥିଲେ ଯେଉଁମାନେ ପରୀକ୍ଷା ପାଇଁ ନିୟାମକ ଚଳାଉଥିଲେ।,"entailment
"
"ମୁଁ ଉହ, ଚିଫ୍ ମାଷ୍ଟର ସାର୍ଜେଣ୍ଟ, ଅବସରପ୍ରାପ୍ତ, ଯେପରି ରିକ କହିଛନ୍ତି।",ମୁଁ ଆଜି ପର୍ଯ୍ୟନ୍ତ କାମ କରୁଛି।,"contradiction
"
"ମୁଁ ଉହ, ଚିଫ୍ ମାଷ୍ଟର ସାର୍ଜେଣ୍ଟ, ଅବସରପ୍ରାପ୍ତ, ଯେପରି ରିକ କହିଛନ୍ତି।",ମୁଁ ୨୦୦୨ ମସିହାରେ ଅବସର ନେଇଥିଲି।,"neutral
"
"ମୁଁ ଉହ, ଚିଫ୍ ମାଷ୍ଟର ସାର୍ଜେଣ୍ଟ, ଅବସରପ୍ରାପ୍ତ, ଯେପରି ରିକ କହିଛନ୍ତି।",ରିକ ଆପଣଙ୍କୁ କହିଥିଲେ ମୁଁ ଅବସର ଗ୍ରହଣ କରିସାରିଛି।,"entailment
"
"ମୋ ଟେବୁଲରେ କିଛି ନଗଦ ପ୍ରବାହ ଆକଳନ ଅଛି ଏବଂ, ଉମ, ଏହା ଏହିପରି ଏବଂ ଏହିପରି କ୍ୟୁଟିଙ୍କ ପାଇଁ, ତାହା ହେଉଛି ଗ୍ରାହକଙ୍କ ନାମ।","କ୍ୟୁଟି ନାମକ ଗ୍ରାହକ ମାସକୁ ୧୦, ୦୦୦ ଡଲାର ଉପାର୍ଜନ କରିଥାନ୍ତି।","neutral
"
"ମୋ ଟେବୁଲରେ କିଛି ନଗଦ ପ୍ରବାହ ଆକଳନ ଅଛି ଏବଂ, ଉମ, ଏହା ଏହିପରି ଏବଂ ଏହିପରି କ୍ୟୁଟିଙ୍କ ପାଇଁ, ତାହା ହେଉଛି ଗ୍ରାହକଙ୍କ ନାମ।","ଜଣେ ଗ୍ରାହକ ଅଛନ୍ତି, ଯାହାର ନାଁ 'କ୍ୟୁଟି'।","entailment
"
"ମୋ ଟେବୁଲରେ କିଛି ନଗଦ ପ୍ରବାହ ଆକଳନ ଅଛି ଏବଂ, ଉମ, ଏହା ଏହିପରି ଏବଂ ଏହିପରି କ୍ୟୁଟିଙ୍କ ପାଇଁ, ତାହା ହେଉଛି ଗ୍ରାହକଙ୍କ ନାମ।",ଆମ ପାଖରେ କ୍ୟୁଟି ନାମକ କୌଣସି ଗ୍ରାହକ ନାହାଁନ୍ତି।,"contradiction
"
ଯେଉଁ ଝିଅ ମୋତେ ସାହାଯ୍ୟ କରିପାରିବ ସେ ସାରା ସହରରେ ଅଛି।,ସେ ଝିଅ ଯିଏ ଦୂର ଜୀବନରୁ ମୋତେ ସାହାଯ୍ୟ ଦରକାର।,"neutral
"
ଯେଉଁ ଝିଅ ମୋତେ ସାହାଯ୍ୟ କରିପାରିବ ସେ ସାରା ସହରରେ ଅଛି।,ଯେଉଁ ଝିଅ ମୋତେ ସାହାଯ୍ୟ କରିବାକୁ ଯାଉଛି ସେ ୫ ମାଇଲ ଦୂରରେ ଅଛି।,"neutral
"
ଯେଉଁ ଝିଅ ମୋତେ ସାହାଯ୍ୟ କରିପାରିବ ସେ ସାରା ସହରରେ ଅଛି।,ମୋତେ କେହି ସାହାଯ୍ୟ କରିପାରିବେ ନାହିଁ।,"contradiction
"
"କିନ୍ତୁ ସେମାନେ ଅଲଗା ଅଲଗା ହୋଇ ଯାଇଥିଲେ, ଯେପରି କ୍ଷେତ୍ରର ହାତ କିଏ ଏବଂ ଘରର ପିଲା କିଏ, ଏହା ଥିଲା ଏକ ପ୍ରକାରର--",ସମସ୍ତେ କ୍ଷେତରେ କାମ କରିବାକୁ ରାଜି ହୋଇଥିଲେ।,"neutral
"
"କିନ୍ତୁ ସେମାନେ ଅଲଗା ଅଲଗା ହୋଇ ଯାଇଥିଲେ, ଯେପରି କ୍ଷେତ୍ରର ହାତ କିଏ ଏବଂ ଘରର ପିଲା କିଏ, ଏହା ଥିଲା ଏକ ପ୍ରକାରର--","କିଏ ଘର ଭିତରେ ଅଛି, କିଏ ଘର ଭିତରେ ଅଛି, ଏ କଥାରେ ସେମାନେ ଏକମତ ହୋଇ ପାରିଲେ ନାହିଁ।","entailment
"
"କିନ୍ତୁ ସେମାନେ ଅଲଗା ଅଲଗା ହୋଇ ଯାଇଥିଲେ, ଯେପରି କ୍ଷେତ୍ରର ହାତ କିଏ ଏବଂ ଘରର ପିଲା କିଏ, ଏହା ଥିଲା ଏକ ପ୍ରକାରର--","କିଏ କପା କ୍ଷେତରେ କାମ କରିବ, କିଏ ଚଟାଣକୁ ପୋଛିବ, ତାହା ସେମାନେ ସ୍ଥିର କରିପାରିଲେ ନାହିଁ।","entailment
"
"ମୁଁ କହିବାକୁ ଚାହୁଁଛି ଯେ, ସେମାନଙ୍କର କେବଳ ପାଞ୍ଚଜଣ ସନ୍ତାନ ଥିଲେ, ସେମାନଙ୍କ ମଧ୍ୟରୁ ଜଣଙ୍କର ମୃତ୍ୟୁ ଘଟିଥିଲା।",ସେମାନଙ୍କ ପିଲାମାନେ ସମସ୍ତେ ବଞ୍ଚି ଯାଇଥିଲେ।,"contradiction
"
"ମୁଁ କହିବାକୁ ଚାହୁଁଛି ଯେ, ସେମାନଙ୍କର କେବଳ ପାଞ୍ଚଜଣ ସନ୍ତାନ ଥିଲେ, ସେମାନଙ୍କ ମଧ୍ୟରୁ ଜଣଙ୍କର ମୃତ୍ୟୁ ଘଟିଥିଲା।",ସେମାନଙ୍କ ମଧ୍ୟରୁ ପାଞ୍ଚଜଣ ଶିଶୁଙ୍କ ମୃତ୍ୟୁ ଘଟିଛି।,"contradiction
"
"ମୁଁ କହିବାକୁ ଚାହୁଁଛି ଯେ, ସେମାନଙ୍କର କେବଳ ପାଞ୍ଚଜଣ ସନ୍ତାନ ଥିଲେ, ସେମାନଙ୍କ ମଧ୍ୟରୁ ଜଣଙ୍କର ମୃତ୍ୟୁ ଘଟିଥିଲା।",ମୃତ୍ୟୁବରଣ କରିଥିବା ଶିଶୁଟି ଅସୁସ୍ଥ ଅବସ୍ଥାରେ ଜନ୍ମ ନେଇଥିଲା।,"neutral
"
ସେ କହିଲେ ଯେ ତାଙ୍କ ଆଖିରୁ କେବଳ ଲୁହ ଝରୁଥିଲା ଏବଂ ସେ କହିଲେ ଯେ ସେ କହିଲେ ଯେ ଜୋ ବାରାଣ୍ଡାକୁ ଆସିଲେ।,ତାଙ୍କୁ ବାରାଣ୍ଡାକୁ ଆସିବାକୁ କହିବାରୁ ତାଙ୍କ ଆଖିରେ ଲୁହ ଆସିଯାଇଥିଲା।,"neutral
"
ସେ କହିଲେ ଯେ ତାଙ୍କ ଆଖିରୁ କେବଳ ଲୁହ ଝରୁଥିଲା ଏବଂ ସେ କହିଲେ ଯେ ସେ କହିଲେ ଯେ ଜୋ ବାରାଣ୍ଡାକୁ ଆସିଲେ।,ସେ ଜୋଙ୍କୁ ବାରଣ୍ଡାରୁ ବାହାର କରିବା ପରେ ଶୀଘ୍ର ଲୁହ ପୋଛି ଦେଇଥିଲେ।,"neutral
"
ସେ କହିଲେ ଯେ ତାଙ୍କ ଆଖିରୁ କେବଳ ଲୁହ ଝରୁଥିଲା ଏବଂ ସେ କହିଲେ ଯେ ସେ କହିଲେ ଯେ ଜୋ ବାରାଣ୍ଡାକୁ ଆସିଲେ।,ଜୋଙ୍କୁ ଦେଖି ସେ ଏତେ ଖୁସି ହୋଇଥିଲେ ଯେ ସେ କାନ୍ଦିବାକୁ ଲାଗିଲେ।,"neutral
"
"ଏପରିକି ଯଦି ବିମାନରେ ନିଆଁ ଲାଗିଥାନ୍ତା, ତେବେ ଏହା କାହିଁକି ଜଳିବ ଏବଂ ବିକିରଣ ନିର୍ଗତ ହେବାପାଇଁ ଏହା ଏକ ମୁଖ୍ୟ ଉପାଦାନ ଜରିଆରେ ଦ୍ରବୀଭୂତ ହୋଇଯିବ।",ନିଆଁ ଲାଗିବା ସମୟରେ ମଧ୍ୟ ଏହି ବିକିରଣକୁ ନିୟନ୍ତ୍ରଣ କରାଯାଇପାରିବ।,"neutral
"
"ଏପରିକି ଯଦି ବିମାନରେ ନିଆଁ ଲାଗିଥାନ୍ତା, ତେବେ ଏହା କାହିଁକି ଜଳିବ ଏବଂ ବିକିରଣ ନିର୍ଗତ ହେବାପାଇଁ ଏହା ଏକ ମୁଖ୍ୟ ଉପାଦାନ ଜରିଆରେ ଦ୍ରବୀଭୂତ ହୋଇଯିବ।",ବିମାନଟି ଜଳିବା ପରେ ସୀସା ଉପାଦାନରୁ ବିକିରଣ ନିର୍ଗତ ହେବ।,"neutral
"
"ଏପରିକି ଯଦି ବିମାନରେ ନିଆଁ ଲାଗିଥାନ୍ତା, ତେବେ ଏହା କାହିଁକି ଜଳିବ ଏବଂ ବିକିରଣ ନିର୍ଗତ ହେବାପାଇଁ ଏହା ଏକ ମୁଖ୍ୟ ଉପାଦାନ ଜରିଆରେ ଦ୍ରବୀଭୂତ ହୋଇଯିବ।",ନିଆଁ ଲାଗିବା ସମୟରେ ଏହି ବିକିରଣ ବାହାରିଯିବ ନାହିଁ।,"contradiction
"
ସେ ହେଉଛନ୍ତି ଆମେରିକା ବାୟୁସେନାରୁ ଅବସର ନେଇଥିବା ଚିଫ୍ ମାଷ୍ଟର ସାର୍ଜେଣ୍ଟ କ୍ଲେମ ଫ୍ରାନ୍ସିସ୍।,ସେ ଆମେରିକାର ବାୟୁସେନାରୁ ଅବସର ନେଇଛନ୍ତି।,"entailment
"
ସେ ହେଉଛନ୍ତି ଆମେରିକା ବାୟୁସେନାରୁ ଅବସର ନେଇଥିବା ଚିଫ୍ ମାଷ୍ଟର ସାର୍ଜେଣ୍ଟ କ୍ଲେମ ଫ୍ରାନ୍ସିସ୍।,କିଛି ସପ୍ତାହ ତଳେ ସେ ଅବସର ନେଇଥିଲେ।,"entailment
"
ସେ ହେଉଛନ୍ତି ଆମେରିକା ବାୟୁସେନାରୁ ଅବସର ନେଇଥିବା ଚିଫ୍ ମାଷ୍ଟର ସାର୍ଜେଣ୍ଟ କ୍ଲେମ ଫ୍ରାନ୍ସିସ୍।,ଚଳିତ ସପ୍ତାହରେ ଆମେରିକା ବାୟୁସେନା ମୁଖ୍ୟ ତାଙ୍କ କ୍ୟାରିୟର ଆରମ୍ଭ କରିଛନ୍ତି।,"neutral
"
ଗୋଟିଏ ସପ୍ତାହରେ ଦୁଇଟି କିମ୍ବା ତିନୋଟି ବିମାନ କେଉଁଠି ପହଞ୍ଚିଥାଏ ଏବଂ ମୁଁ ଜାଣି ନଥିଲି ସେମାନେ କେଉଁଠାକୁ ଯାଉଛନ୍ତି।,ପ୍ରତି ସପ୍ତାହରେ ଗୋଟିଏରୁ ଅଧିକ ବିମାନ ଆସିଥାଏ।,"entailment
"
ଗୋଟିଏ ସପ୍ତାହରେ ଦୁଇଟି କିମ୍ବା ତିନୋଟି ବିମାନ କେଉଁଠି ପହଞ୍ଚିଥାଏ ଏବଂ ମୁଁ ଜାଣି ନଥିଲି ସେମାନେ କେଉଁଠାକୁ ଯାଉଛନ୍ତି।,ବିମାନ ଚଳାଚଳ ବୃଦ୍ଧିକୁ ନେଇ ସମସ୍ୟା ଉପୁଜିଛି।,"neutral
"
