premise,hypothesis,gpt_reply
ငါက ဒါတွေကိုတောင် စဥ်းစားနေခဲ့တာမဟုတ်ပေမယ့် ငါတော်တော်စိတ်ညစ်နေခဲ့ပြီး ငါသူနဲ့စကားပြန်ပြောဖြစ်ခဲ့တယ်။,ငါ သူ့ကို စကား ထပ်မပြောဖြစ်ဘူး။,"contradiction
"
ငါက ဒါတွေကိုတောင် စဥ်းစားနေခဲ့တာမဟုတ်ပေမယ့် ငါတော်တော်စိတ်ညစ်နေခဲ့ပြီး ငါသူနဲ့စကားပြန်ပြောဖြစ်ခဲ့တယ်။,ငါ အရမ်းစိတ်မကောင်းဖြစ်လို့ သူကို တဖန် စကားစပြောရုံပါပဲ။,"entailment
"
ငါက ဒါတွေကိုတောင် စဥ်းစားနေခဲ့တာမဟုတ်ပေမယ့် ငါတော်တော်စိတ်ညစ်နေခဲ့ပြီး ငါသူနဲ့စကားပြန်ပြောဖြစ်ခဲ့တယ်။,ငါတို့ စကားကောင်းခဲ့တယ်။,"neutral
"
သူတို့ ငါ့ကိုပြောတာကတော့ အဲ ငါ့ကို ယောက်ကျားတစ်ယောက်က နောက်ဆုံးမှာ တွေ့ဖို့ခေါ်မယ်တဲ့။,တယောက်ယောက်နဲ့ တွေ့ဖို့အကြောင်း ငါ ဘယ်တုန်းကမှ အပြောမခံခဲ့ရဘူး။,"contradiction
"
သူတို့ ငါ့ကိုပြောတာကတော့ အဲ ငါ့ကို ယောက်ကျားတစ်ယောက်က နောက်ဆုံးမှာ တွေ့ဖို့ခေါ်မယ်တဲ့။,ငါ့တွေ့ဖို့ ယောက်ျားလေးတစ်ယောက်ကို ခေါ်သွင်း လိမ့်မယ်လို့ ငါ့ကိုပြောခဲ့တယ်။,"entailment
"
သူတို့ ငါ့ကိုပြောတာကတော့ အဲ ငါ့ကို ယောက်ကျားတစ်ယောက်က နောက်ဆုံးမှာ တွေ့ဖို့ခေါ်မယ်တဲ့။,အဲ့ဒီ ယောက်ျားလေးဟာ အနည်းငယ် နောက်ကျပြီးမှ ရောက်လာခဲ့တယ်။,"neutral
"
အဲဒါနဲ့ပါတ်သတ်ပြီး ပြောစရာတွေကများလွန်းလို့ ကျော်လိုက်တော့မယ်။,အဲ့ဒါနဲ့ ပတ်သက်ပြီး ငါ သိသမျှကို မင်းကို ပြောပြချင်တယ်!,"contradiction
"
အဲဒါနဲ့ပါတ်သတ်ပြီး ပြောစရာတွေကများလွန်းလို့ ကျော်လိုက်တော့မယ်။,ပြောစရာ အများကြီး ရှိပေမယ့်လည်း ၊ အဲ့ဒါနဲ့ ပတ်သက်ပြီး ငါ ပြောလိမ့်မှာမဟုတ်ဘူး။,"entailment
"
အဲဒါနဲ့ပါတ်သတ်ပြီး ပြောစရာတွေကများလွန်းလို့ ကျော်လိုက်တော့မယ်။,မြို့တော်ရဲ့ သမိုင်းကြောင်းနဲ့ ပတ်သက်ပြီး ငါ ပြောမှာမဟုတ်ဘူး ဘာကြောင့်လဲဆိုတော့ ပြောစရာတွေများလွန်အားကြီးနေလို့။,"entailment
"
ဆိုတော့ ဘာကြောင့်လဲ ငါမသေချာဘူး။,ဘာကြောင့် ဆိုတဲ့ အကြောင်းပြချက်အတွက် ငါ သေချာတယ်။,"contradiction
"
ဆိုတော့ ဘာကြောင့်လဲ ငါမသေချာဘူး။,သူ ဘာကြောင့် ကျောင်းတွေ ပြောင်းခဲ့တယ်ဆိုတာ ငါ မသိဘူး။,"neutral
"
ဆိုတော့ ဘာကြောင့်လဲ ငါမသေချာဘူး။,ဘာကြောင့် အဲ့ဒါဖြစ်ခဲ့တာလဲ ငါ မသိဘူး။,"entailment
"
ငါသည် အမြင့်ခန်းအသေးစားလေးတွေ မှာ စမ်းသပ်ရာတွင် ထိန်းညှိမှုများကို လုပ်ဆောင်ဖူးသည့် တစ်ဦးတည်းသော သူဖြစ်သည်။,ဒီစမ်းသပ်စစ်ဆေးမှုတွေအတွက် ထိန်းညှိကိရိယာတွေကို လုပ်ဆောင်ရတဲ့ တစ်ယောက်တည်းသောသူ ဖြစ်နေတာကို ကျွန်တော် မကြိုက်ခဲ့ဘူး။,"neutral
"
ငါသည် အမြင့်ခန်းအသေးစားလေးတွေ မှာ စမ်းသပ်ရာတွင် ထိန်းညှိမှုများကို လုပ်ဆောင်ဖူးသည့် တစ်ဦးတည်းသော သူဖြစ်သည်။,စမ်းသပ်စစ်ဆေးမှုများကို အယ်တီကျူ့ ချိန်ဘာ အသေးစား များထဲတွင် လုပ်ဆောင်ခဲ့သည်။,"entailment
"
ငါသည် အမြင့်ခန်းအသေးစားလေးတွေ မှာ စမ်းသပ်ရာတွင် ထိန်းညှိမှုများကို လုပ်ဆောင်ဖူးသည့် တစ်ဦးတည်းသော သူဖြစ်သည်။,စမ်းသပ်စစ်ဆေးမှုအတွက် ထိန်းညှိကိရိယာများကို လုပ်ဆာင်ခဲ့တာ ကျွန်တော်တို့ထဲက အချို့ဖြစ်ပါတယ်။,"neutral
"
ငါက ဒီ တပ်စုမှူး အငြိမ်းစား ပါ၊ ရစ်ခ် ပြောသလိုပါဘဲ။,ဒီနေ့အထိ ကျွန်တော် အလုပ်လုပ်နေဆဲပဲ။,"contradiction
"
ငါက ဒီ တပ်စုမှူး အငြိမ်းစား ပါ၊ ရစ်ခ် ပြောသလိုပါဘဲ။,ကျွန်တော် ၂၀၀၂ မှာ အငြိမ်းစားယူခဲ့တယ်။,"neutral
"
ငါက ဒီ တပ်စုမှူး အငြိမ်းစား ပါ၊ ရစ်ခ် ပြောသလိုပါဘဲ။,ကျွန်တော် အငြိမ်းစားဖြစ်တယ်လို့ ရစ် က ခင်ဗျားကို ပြောခဲ့တယ်။,"entailment
"
ငါ့စားပွဲပေါ်မှာ ငွေသားစီးဆင်းမှု ခန့်မှန်းထားတာတွေ တချို့ရှိတယ် နောက်ပြီး အဲဒါက ဘာဆိုလဲ Cutty ဆိုလား ၊ အဲ့ဒါက အလုပ်ရှင်ရဲ့ နာမည် ဖြစ်တယ်။,ကတ်တီ လို့ အမည်ရတဲ့ ဖောက်သည် သည် တစ်လလျှင် ဒေါ်လာ ၁၀၀၀၀ ရသည်။,"neutral
"
ငါ့စားပွဲပေါ်မှာ ငွေသားစီးဆင်းမှု ခန့်မှန်းထားတာတွေ တချို့ရှိတယ် နောက်ပြီး အဲဒါက ဘာဆိုလဲ Cutty ဆိုလား ၊ အဲ့ဒါက အလုပ်ရှင်ရဲ့ နာမည် ဖြစ်တယ်။,ကတ်တီ လို့ အမည်ရတဲ့ ဖောက်သည် တစ်ယောက်ရှိတယ်။,"entailment
"
ငါ့စားပွဲပေါ်မှာ ငွေသားစီးဆင်းမှု ခန့်မှန်းထားတာတွေ တချို့ရှိတယ် နောက်ပြီး အဲဒါက ဘာဆိုလဲ Cutty ဆိုလား ၊ အဲ့ဒါက အလုပ်ရှင်ရဲ့ နာမည် ဖြစ်တယ်။,ကျွန်တော်တို့မှာ ကတ်တီ လို့ အမည်ရတဲ့ ဖောက်သည် တစ်ယောက်မှ မရှိပါဘူး။,"contradiction
"
ကျွန်တော့်ကို ကူညီပေးနိုင်တဲ့ ကောင်မလေးက မြို့ရဲ့ တစ်ခြားဖက်မှာရှိတာ။,ငါ အကူအညီ လိုတဲ့ မိန်းကလေး က အလွန်ဝေးတဲ့ အကွာအဝေးမှာ နေထိုင်တယ်။,"entailment
"
ကျွန်တော့်ကို ကူညီပေးနိုင်တဲ့ ကောင်မလေးက မြို့ရဲ့ တစ်ခြားဖက်မှာရှိတာ။,ငါ့ကို ကူညီမယ့် မိန်းကလေး က ၅ မိုင် အကွာမှာ ရှိတယ်။,"neutral
"
ကျွန်တော့်ကို ကူညီပေးနိုင်တဲ့ ကောင်မလေးက မြို့ရဲ့ တစ်ခြားဖက်မှာရှိတာ။,ငါ့ကို ကူညီနိုင်တဲ့သူ ဘယ်သူမှ မရှိဘူး။,"contradiction
"
ဒါပေမယ့် သူတို့က ဘယ်သူတွေက ကွင်းအလုပ်သမားတွေလဲ အိမ်က ကလေးတွေလဲဆိုတာမျိုး သဘောမတူဖြစ်နေခဲ့တာ၊ အဲဒါကတော့--,သူတို့ အားလုံး စိုက်ခင်းတွေမှာ အလုပ်လုပ်ကြမယ်လို့ အားလုံး သဘောတူခဲ့ကြတယ်။,"contradiction
"
ဒါပေမယ့် သူတို့က ဘယ်သူတွေက ကွင်းအလုပ်သမားတွေလဲ အိမ်က ကလေးတွေလဲဆိုတာမျိုး သဘောမတူဖြစ်နေခဲ့တာ၊ အဲဒါကတော့--,ဘယ်သူက စိုက်ခင်းအလုပ်သမားခဲ့ဖြစ်ပြီး ဘယ်သူက အိမ်ထဲမှာလုပ်ရမယ် ဆိုတဲ့အကြောင်း သူတို့ သဘောမတူနိုင်ခဲ့ကြဘူး။,"entailment
"
ဒါပေမယ့် သူတို့က ဘယ်သူတွေက ကွင်းအလုပ်သမားတွေလဲ အိမ်က ကလေးတွေလဲဆိုတာမျိုး သဘောမတူဖြစ်နေခဲ့တာ၊ အဲဒါကတော့--,ဘယ်သူက ဝါစိုက်ခင်းမှာ အလုပ်လုပ်သင့်တယ် နှင့် ဘယ်သူက ကြမ်းတိုက်သင့်တယ် ဆိုတာ သူတို့ အတည်မပြုနိုင်ဘူး။,"entailment
"
ငါဆိုလိုတာက သူတို့မှာ ကလေး ငါးယောက်လောက်ဘဲရှိပြီး တယောက်က သေသွားခဲ့တယ်။,သူတို့ရဲ့ ကလေးတွေ အားလုံး အသက်ရှင်ကျန်ရစ်ခဲ့တယ်။,"contradiction
"
ငါဆိုလိုတာက သူတို့မှာ ကလေး ငါးယောက်လောက်ဘဲရှိပြီး တယောက်က သေသွားခဲ့တယ်။,ငါးယောက်ထဲက ကလေးတစ်ယောက် သေဆုံးခဲ့တယ်။,"entailment
"
ငါဆိုလိုတာက သူတို့မှာ ကလေး ငါးယောက်လောက်ဘဲရှိပြီး တယောက်က သေသွားခဲ့တယ်။,သေသွားတဲ့ ကလေးက ချူချူချာချာ မွေးလာခဲ့တာ။,"neutral
"
သူမက မျက်လုံးက မျက်ရည်တွေစီးဆင်းလာခဲ့တယ် လို့ပြောပြီး နောက် Joe က အဝင်ပေါက်ကို ရောက်လာတယ်တဲ့။,သူမက သူ့ကို ဆင်ဝင်နားလာရန် ပြောနေစဉ် သူမ မျက်လုံးတွေထဲမှာ မျက်ရည်တွေ ရှိခဲ့တယ်။,"entailment
"
သူမက မျက်လုံးက မျက်ရည်တွေစီးဆင်းလာခဲ့တယ် လို့ပြောပြီး နောက် Joe က အဝင်ပေါက်ကို ရောက်လာတယ်တဲ့။,Joe က ဆင်ဝင်ကနေ ထွက်သွားခိုင်းပြီးနောက် သူမ မျက်ရည်တွေကို မြန်မြန် သုတ်ပစ်ခဲ့တယ်။,"neutral
"
သူမက မျက်လုံးက မျက်ရည်တွေစီးဆင်းလာခဲ့တယ် လို့ပြောပြီး နောက် Joe က အဝင်ပေါက်ကို ရောက်လာတယ်တဲ့။,သူမ Joe ကို တွေ့ရတာ ပျော်ရွှင်လွန်းသောကြောင့် သူမ စတင် ငိုခဲ့တယ်။,"neutral
"
တကယ်လို့ လေယာဥ်က မီးလောင်နေခဲ့တယ်ဆိုရင်တောင် ဘာလို့ ဒါ ဒါက ခဲနဲ့လုပ်ထားတဲ့အပိုင်းတွေကိုပါ အရည်ပျော်ကျပြီး ဓါတ်ရောင်ခြည်တွေ စိမ့်ထွက်ရမှာလဲ။,ဓာတ်ရောင်ခြည်ထွက်ခြင်းကို မီးလောင်တဲ့ အတောအတွင်းမှာလည်း ထိန်းချုပ်နိုင်ပါတယ်။,"neutral
"
တကယ်လို့ လေယာဥ်က မီးလောင်နေခဲ့တယ်ဆိုရင်တောင် ဘာလို့ ဒါ ဒါက ခဲနဲ့လုပ်ထားတဲ့အပိုင်းတွေကိုပါ အရည်ပျော်ကျပြီး ဓါတ်ရောင်ခြည်တွေ စိမ့်ထွက်ရမှာလဲ။,လေယာဉ် လောင်ကျွမ်းပြီးနောက် အဓိက အစိတ်အပိုင်းတစ်ခုမှ ဓာတ်ရောင်ခြည် ယိုစိမ့်လာလိမ့်မယ်။,"entailment
"
တကယ်လို့ လေယာဥ်က မီးလောင်နေခဲ့တယ်ဆိုရင်တောင် ဘာလို့ ဒါ ဒါက ခဲနဲ့လုပ်ထားတဲ့အပိုင်းတွေကိုပါ အရည်ပျော်ကျပြီး ဓါတ်ရောင်ခြည်တွေ စိမ့်ထွက်ရမှာလဲ။,မီးလောင်တဲ့ အတောအတွင်းမှာ ဓာတ်ရောင်ခြည် ယိုစိမ့်ထွက်မှာမဟုတ်ဘူး။,"contradiction
"
ဒါက ယူအက်စ် လေတပ်က အငြိမ်းစားယူထားတဲ့ တပ်ကြပ်ကြီး Clem Francis ပါ။,အကြီးအကဲက အမေရိကန် လေတပ်မှ အငြိမ်းစား ဖြစ်တယ်။,"entailment
"
ဒါက ယူအက်စ် လေတပ်က အငြိမ်းစားယူထားတဲ့ တပ်ကြပ်ကြီး Clem Francis ပါ။,အကြီးအကဲက လွန်ခဲ့တဲ့ ရတ်သတ္တပတ်အနည်းငယ်ကမှ လတ်တလောအငြိမ်းစားယူထားတာဖြစ်တယ်။,"neutral
"
ဒါက ယူအက်စ် လေတပ်က အငြိမ်းစားယူထားတဲ့ တပ်ကြပ်ကြီး Clem Francis ပါ။,အမေရိကန် လေတပ် အကြီးအကဲဟာ သူရဲ့အလုပ် ကို ဒီအပတ်မှာ စတင်ခဲ့တယ်။,"neutral
"
ဒါနဲ့ပဲ တပါတ်ကို လေယာဥ် နှစ်စင်း သုံးစင်း လောက်ရောက်တာတွေ ဖြစ်လာပြီး သူတို့ဘယ်ကို ပျံနေလဲဆိုတာ ငါမသိခဲ့ဘူး။,အပတ်တိုင်း လေယာဉ် တစ်စင်းထက်ပိုပြီး ဆိုက်ရောက်တယ်။,"entailment
"
ဒါနဲ့ပဲ တပါတ်ကို လေယာဥ် နှစ်စင်း သုံးစင်း လောက်ရောက်တာတွေ ဖြစ်လာပြီး သူတို့ဘယ်ကို ပျံနေလဲဆိုတာ ငါမသိခဲ့ဘူး။,တိုးလာတဲ့ လေယာဉ် အသွားအလာ ဟာ ဒုက္ခဖြစ်စေပါတယ်။,"neutral
"
ဒါနဲ့ပဲ တပါတ်ကို လေယာဥ် နှစ်စင်း သုံးစင်း လောက်ရောက်တာတွေ ဖြစ်လာပြီး သူတို့ဘယ်ကို ပျံနေလဲဆိုတာ ငါမသိခဲ့ဘူး။,လေယာဉ် တစ်စင်းမှ ဆိုက်ရောက်တာမျိုး မရှိဘူး။,"contradiction
"
သူတို့က ဖိအားပြည့် ဝတ်စုံတွေနဲ့ လေ့ကျင့်ရေးရထားပြီးသား ငါအတွက်တော့ ဖိအားပြည့် ဝတ်စုံတွေထဲဝင်ဖို့ အချိန်ကြာခဲ့တယ်။,လေထုဖိအားထိန်းဝတ်စုံပြည့် အသုံးပြုမှုနဲ့ပတ်သက်ပြီး သင်တန်းပြီးမြောက်ဖို့ သုံးလအထိ ကြာတယ်။,"neutral
"
သူတို့က ဖိအားပြည့် ဝတ်စုံတွေနဲ့ လေ့ကျင့်ရေးရထားပြီးသား ငါအတွက်တော့ ဖိအားပြည့် ဝတ်စုံတွေထဲဝင်ဖို့ အချိန်ကြာခဲ့တယ်။,လေထုဖိအားထိန်းဝတ်စုံပြည့် အသုံးပြုရန် သင်တန်းက အချိန်ယူရတယ်။,"entailment
"
သူတို့က ဖိအားပြည့် ဝတ်စုံတွေနဲ့ လေ့ကျင့်ရေးရထားပြီးသား ငါအတွက်တော့ ဖိအားပြည့် ဝတ်စုံတွေထဲဝင်ဖို့ အချိန်ကြာခဲ့တယ်။,ဒီနေ့အကုန်မှာ ခင်ဗျားကို လေထုဖိအားထိန်းဝတ်စုံပြည့် အသုံးပြုရန် သင်တန်းပြီးမြောက်အောင် ကျွန်တော်တို့လုပ်နိုင်တယ်။,"neutral
"
ဗုံးထိသွားနိုင်တဲ့ အန္တရာယ်မရှိဘူးလို့ ငါ ပြောချင်တယ်။ ဘာလို့လဲဆိုတော့ မြေပေါ်ကျတာ ဘယ်လောက်ပြင်းပါစေ ပေါက်မှာမဟုတ်လို့ပဲ။,လေယာဉ်မှူးက ဗုံးကို ဖြုတ်ထားလိုက်ပြီးပြီ။,"neutral
"
ဗုံးထိသွားနိုင်တဲ့ အန္တရာယ်မရှိဘူးလို့ ငါ ပြောချင်တယ်။ ဘာလို့လဲဆိုတော့ မြေပေါ်ကျတာ ဘယ်လောက်ပြင်းပါစေ ပေါက်မှာမဟုတ်လို့ပဲ။,ဗုံး ပေါက်ကွဲဖို့ အလားအလာ မရှိခဲ့ဘူး။,"entailment
"
