premise,hypothesis,gpt_reply
10 o clock me a touch out fi grand market likkle more enuh,Mi plan fi guh grand market roun 10,"entailment
"
Thunder and lightning already inna Portmore,Sun a shine bright inna Portmore,"contradiction
"
Mi hungry bad,Mi tired suh till,"neutral
"
Di ppl dem pan di road nuh have no weh a go. I need to come off the road. Mi presha,Last week mi an Shane duh road but wi neva av nuff money fi spen,"neutral
"
"Wah, police dem a gwaan wid beer tings",Di police dem deh down deh a drink beer,"entailment
"
Hungry a kill mi,Tired a kill mi,"neutral
"
She a diss mi formative years. Mi haffi seh supm,She neva haffi seh nutn,"contradiction
"
Me inna one meeting and me can't concentrate 🥴🙄,Me inna di church and me can't concentrate pon wah di pastor a seh,"neutral
"
Need fi start sue Jamaican companies fi bad and overpriced service,Mi feel like seh di Jamaican hotel dem price dem nuh too bad,"neutral
"
A cyaa my madda alone use to pack up clothes wah mi naw wear and give them weh WITHOUT CONSULTING ME.,My madda use to tek mi clothes dem and gi dem weh widdout mi permission,"entailment
"
"Mi Inna my bed, next week UWI see me.",Mi a guh UWI dis evenin,"neutral
"
Mi just a sleep dung the place so 😩,Mi a drop a sleep lef right and centre,"entailment
"
Benz still deh ah di dealership,Toyota still deh a di dealership,"neutral
"
Yow mi ago buy lotto tomorro,Tomorrow mi a guh buy lotto ticket,"entailment
"
Mi not even undastan di proverb,Mi nuh fully get weh di proverb a seh,"entailment
"
Adulting rough me nah lie,Adulting nuh easy at all,"entailment
"
then it look like me haffi go start mek patty!! a patty and fruits this child wah eat alone,mi need fi learn fi mek patty! fruits and patty is all dis pikney eat,entailment
Man deven deh a di club and unu cya stop his picture,Mi nuh really tek picture wen mi deh inna di club,"neutral
"
Mi bak a hat mi,Mi neck a hurt mi,"neutral
"
As mi reach home mi wah sleep,Once mi reach mi house mi feel tiyad,"entailment
"
Mi inna mi bed,Mi bed comfortable bad,"neutral
"
"Cyah believe Sting nuh keep again, is like all a di nice tings dem stop gwan when mi finally reach of age",Once yuh reach of age yuh realize seh adulthood is a different ball game,entailment
Mi sorry seh ano Zuma score  lol,Mi glad seh a nuh Zuma score,"contradiction
"
Mi jus wake,Mi wake up long time,"contradiction
"
Meeda like fi know too,Mi nuh wah know,"contradiction
"
Mi gone back a mi bed gone sleep,Mi a guh back guh sleep,"entailment
"
Definitely not lol. Dem thing deh a luxury now. Me link the box food shop in a me scheme.,Dem a scheme fi tek di man position but im nah guh mek dem do it,"neutral
"
All now me nuh reach inna the portmore cinema. Need fi make the trod one of these days.,Mi guh portmore cinema every week from di year start. Mi feel like mi need fi stop guh.,"contradiction 

**explanation:**

the premise states the speaker *hasn't* been to the portmore cinema yet. the hypothesis states the speaker *has* been going to the portmore cinema *every week* since the start of the year. these statements cannot both be true simultaneously; they directly oppose each other. therefore, it's a contradiction.



"
Zack's Smoke Shack a gwaan wid a bag a tings,Zack's Smoke Shack nah gwaan wid nutn,"contradiction
"
Ukrainian ambassador a push badness inna tha speech yah nuh rawtid.,Ukranian ambassador speech did well tame,"contradiction
"
I have a test tomorrow and before mi go study mia play Mario Kart🤦🏾‍♀️,Mi naav no more test or exam but mi still a look ova di lecture dem,"contradiction 

**explanation:**

the premise states the speaker *has* a test tomorrow. the hypothesis states they have *no* more tests or exams. these statements directly oppose each other. therefore, the premise contradicts the hypothesis."
Bredda dem ah charge ppl $150 and $200 pon taxi from town to trees.,Roun $150 or $200 fi tek a taxi from town to trees,"entailment
"
Mi neva call no name still..,Mi neva mention nuhbody specific,"entailment
"
Unu a like the tweet but unu nah answer mi,Unu a answer mi but unu nah like di tweet,"contradiction
"
Mi jus wah shave off mi eyebrow dem,Mi need fi shave before mi go di people dem event,"neutral
"
Garbage collector dem fi get nuff money!,Teacha deserve fi get dem pay!,"neutral
"
Nuff power inna prayer and psalms,Mi know seh mi granny always a pray fi me,"entailment
"
About 5 fry dumplings deh inna the bag ennuh,Food deh inna di bag,"entailment
"
In deh crowded.,In deh empty,"contradiction
"
Di world wah wash off wid coconut water. Jesus.,Yuh heart wah wash off wid likkle coconut wata.,"neutral
"
2 movies me watch since I got home. Mi have the people dem work fi do innuh.,From mi come home mi a do di people dem work,"entailment
"
Yu know seh me still siddung inna de car? Nuh waan go een.,Me siddung a scroll pan mi phone like mi nuh av work a mawnin,"neutral
"
"Better mi neva drink the tea, somehow I feel worse",From mi drink di tea mi feel betta,"contradiction
"
First time mi a reach home before 6 inna months,Every day since di year start mi reach a mi yaad before 6,contradiction
Jeff just a jump yah so and deh so,Jeff just stan up one place,"contradiction
"
Mi really nah feel fi come work Friday enugh,Mi excited fi come a work Friday,"contradiction
"
Me nah go sleep early fi work again. I miss all the good stuff,Waking up early for work nah guh mek mi sleep weh an miss all weh a gwaan,"entailment
"
know seh i bake for donjae over a week ago and all now him nuh collect it so that get nyam tonight,Everytime mi bake fi donjae him always quick fi come collect di food,contradiction
"Fi billiasness, drink a likkle search-mi-heart tea","Fi sore troat, chew garlic wid some honey an lime","neutral
"
Jason mi deh cook and me nah mek u mek di likkle bickle bun up!,Jason neva eat cook food from da restaurant deh inna im life,"neutral
"
