premise,hypothesis,gpt_reply
"સારું, હું તે વિશે વિચારતો પણ ન હતો, પરંતુ હું ખૂબ નિરાશ હતો, અને, હું તેની સાથે ફરીથી વાત કરવાનું સમાપ્ત કર્યું.",મેં હવે તેની સાથે વાત કરી નથી.,"entailment
"
"સારું, હું તે વિશે વિચારતો પણ ન હતો, પરંતુ હું ખૂબ નિરાશ હતો, અને, હું તેની સાથે ફરીથી વાત કરવાનું સમાપ્ત કર્યું.",મને એટલો ગુસ્સો આવ્યો કે મેં ફરીથી તેની સાથે વાત કરવાનું શરૂ કર્યું.,"contradiction
"
"સારું, હું તે વિશે વિચારતો પણ ન હતો, પરંતુ હું ખૂબ નિરાશ હતો, અને, હું તેની સાથે ફરીથી વાત કરવાનું સમાપ્ત કર્યું.",અમારી ખૂબ જ સારી વાતચીત થઈ હતી.,"contradiction
"
"તેઓએ મને કહ્યું કે, ઉહ, કે મને એક માણસમાં બોલાવવામાં આવશે મારા મળવા માટે અંતે.",મને કોઈને મળવા માટે કશું કહેવામાં આવ્યું નથી.,"contradiction
"
"તેઓએ મને કહ્યું કે, ઉહ, કે મને એક માણસમાં બોલાવવામાં આવશે મારા મળવા માટે અંતે.","મને કહેવામાં આવ્યું હતું કે, મને મળવા માટે એક વ્યક્તિને બોલાવવામાં આવશે.","entailment
"
"તેઓએ મને કહ્યું કે, ઉહ, કે મને એક માણસમાં બોલાવવામાં આવશે મારા મળવા માટે અંતે.",છોકરો થોડો મોડો આવ્યો.,"neutral
"
ત્યાં ઘણું છે જે વિશે તમે વાત કરી શકો છો કે હું તે છોડીશ.,તે વિશે હું જે જાણું છું તે હું તમને કહેવા માંગું છું!,"neutral
"
ત્યાં ઘણું છે જે વિશે તમે વાત કરી શકો છો કે હું તે છોડીશ.,"હું તે વિશે વાત કરીશ નહીં, તેમ છતાં ત્યાં આવરી લેવા માટે ઘણું છે.","contradiction
"
ત્યાં ઘણું છે જે વિશે તમે વાત કરી શકો છો કે હું તે છોડીશ.,"હું શહેરના ઈતિહાસ વિશે વાત નહીં કરું, કારણ કે ત્યાં કહેવા માટે ઘણું છે.","neutral
"
તેથી મને ખાતરી નથી શા માટે.,તેનું કારણ હું ચોક્કસ જાણું છું.,"contradiction
"
તેથી મને ખાતરી નથી શા માટે.,મને ખબર નથી તેણે શા માટે સ્કૂલો ટ્રાન્સફર કરી.,"neutral
"
તેથી મને ખાતરી નથી શા માટે.,આવું કેમ થયું તેની મને ખબર નથી.,"entailment
"
"હું એકલો જ હતો જે, લઘુચિત્ર ઊંચાઇ ચેમ્બરમાં પરીક્ષણ માટે નિયંત્રકો ચલાવે છે.",પરીક્ષણ માટે નિયમનકારોને ચલાવવાનું મને એકલું પસંદ નહોતું.,"neutral
"
"હું એકલો જ હતો જે, લઘુચિત્ર ઊંચાઇ ચેમ્બરમાં પરીક્ષણ માટે નિયંત્રકો ચલાવે છે.",લઘુચિત્ર ઊંચાઇ ચેમ્બરમાં પરીક્ષણ કરવામાં આવ્યું હતું.,"entailment
"
"હું એકલો જ હતો જે, લઘુચિત્ર ઊંચાઇ ચેમ્બરમાં પરીક્ષણ માટે નિયંત્રકો ચલાવે છે.",અમારામાંથી કેટલાક હતા જે પરીક્ષણ માટે નિયમનકારોને ચલાવતા હતા.,"entailment
"
"હું ઉહ, ચીફ માસ્ટર સાર્જન્ટ, નિવૃત્ત, જેમ કે રિક કહ્યું હતું.",હું હજુ પણ કામ કરી રહ્યો છું.,"contradiction
"
"હું ઉહ, ચીફ માસ્ટર સાર્જન્ટ, નિવૃત્ત, જેમ કે રિક કહ્યું હતું.",હું ૨૦૦૨માં નિવૃત્ત થયો.,"neutral
"
"હું ઉહ, ચીફ માસ્ટર સાર્જન્ટ, નિવૃત્ત, જેમ કે રિક કહ્યું હતું.",રિક તમને કહ્યું હતું કે હું નિવૃત્ત થઈ ગયો છું.,"entailment
"
"ત્યાં મારા ડેસ્ક પર કેટલાક રોકડ પ્રવાહ અનુમાનો છે અને, ઉમ, તે આવા અને આવા ક્યુટી માટે છે, તે ક્લાયન્ટનું નામ છે.",કેટી નામનો ક્લાયન્ટ દર મહિને $10000 કમાય છે.,"neutral
"
