premise,hypothesis,gpt_reply
"ನಾನು ಅದರ ಬಗ್ಗೆ ಯೋಚಿಸುತ್ತಿರಲಿಲ್ಲ, ಆದರೆ ನಾನು ತುಂಬಾ ಹತಾಶನಾಗಿದ್ದೆ, ಮತ್ತು, ನಾನು ಮತ್ತೆ ಅವರೊಂದಿಗೆ ಮಾತನಾಡುವುದನ್ನು ಕೊನೆಗೊಳಿಸಿದೆ.",ನಾನು ಮತ್ತೆ ಅವನೊಂದಿಗೆ ಮಾತನಾಡಲಿಲ್ಲ.,"entailment
"
"ನಾನು ಅದರ ಬಗ್ಗೆ ಯೋಚಿಸುತ್ತಿರಲಿಲ್ಲ, ಆದರೆ ನಾನು ತುಂಬಾ ಹತಾಶನಾಗಿದ್ದೆ, ಮತ್ತು, ನಾನು ಮತ್ತೆ ಅವರೊಂದಿಗೆ ಮಾತನಾಡುವುದನ್ನು ಕೊನೆಗೊಳಿಸಿದೆ.","ನಾನು ಎಷ್ಟು ಬೇಸರಗೊಂಡಿದ್ದೆನೆಂದರೆ ಪುನಃ ಅವನೊಂದಿಗೆ ಮಾತಾಡಲು ಆರಂಭಿಸಿದೆ. ""","contradiction
"
"ನಾನು ಅದರ ಬಗ್ಗೆ ಯೋಚಿಸುತ್ತಿರಲಿಲ್ಲ, ಆದರೆ ನಾನು ತುಂಬಾ ಹತಾಶನಾಗಿದ್ದೆ, ಮತ್ತು, ನಾನು ಮತ್ತೆ ಅವರೊಂದಿಗೆ ಮಾತನಾಡುವುದನ್ನು ಕೊನೆಗೊಳಿಸಿದೆ.",ನಮ್ಮಿಬ್ಬರ ನಡುವೆ ಭರ್ಜರಿ ಮಾತುಕತೆ ನಡೆಯಿತು.,"neutral
"
"ಅವರು ನನಗೆ ಹೇಳಿದರು, ಆಹ್, ನಾನು ಭೇಟಿಯಾಗಲು ಕೊನೆಯಲ್ಲಿ ಒಬ್ಬ ವ್ಯಕ್ತಿಯಲ್ಲಿ ಕರೆಯಲ್ಪಡುತ್ತೇನೆ.",ಯಾರನ್ನೂ ಭೇಟಿಯಾಗುವ ಬಗ್ಗೆ ನಾನು ಎಲ್ಲಿಯೂ ಹೇಳಿಲ್ಲ.,"contradiction
"
"ಅವರು ನನಗೆ ಹೇಳಿದರು, ಆಹ್, ನಾನು ಭೇಟಿಯಾಗಲು ಕೊನೆಯಲ್ಲಿ ಒಬ್ಬ ವ್ಯಕ್ತಿಯಲ್ಲಿ ಕರೆಯಲ್ಪಡುತ್ತೇನೆ.",ನನ್ನನ್ನು ಭೇಟಿಯಾಗಲು ಒಬ್ಬ ವ್ಯಕ್ತಿಯನ್ನು ಕರೆಸಿಕೊಳ್ಳುವುದಾಗಿ ಹೇಳಿದ್ದರು.,"entailment
"
"ಅವರು ನನಗೆ ಹೇಳಿದರು, ಆಹ್, ನಾನು ಭೇಟಿಯಾಗಲು ಕೊನೆಯಲ್ಲಿ ಒಬ್ಬ ವ್ಯಕ್ತಿಯಲ್ಲಿ ಕರೆಯಲ್ಪಡುತ್ತೇನೆ.",ಹುಡುಗ ಸ್ವಲ್ಪ ತಡವಾಗಿ ಕಾಣಿಸಿಕೊಂಡನು.,"neutral
"
"ನೀವು ಅದರ ಬಗ್ಗೆ ಮಾತನಾಡಬಹುದಾದ ಸಾಕಷ್ಟು ವಿಷಯಗಳಿವೆ, ನಾನು ಅದನ್ನು ಬಿಟ್ಟುಬಿಡುತ್ತೇನೆ.",ನನಗೆ ತಿಳಿದಿರುವ ಎಲ್ಲವನ್ನೂ ನಾನು ನಿಮಗೆ ಹೇಳಲು ಬಯಸುತ್ತೇನೆ!,"neutral
"
"ನೀವು ಅದರ ಬಗ್ಗೆ ಮಾತನಾಡಬಹುದಾದ ಸಾಕಷ್ಟು ವಿಷಯಗಳಿವೆ, ನಾನು ಅದನ್ನು ಬಿಟ್ಟುಬಿಡುತ್ತೇನೆ.","ನಾನು ಅದರ ಬಗ್ಗೆ ಮಾತನಾಡುವುದಿಲ್ಲ, ತುಂಬಾ ವಿಷಯಗಳಿವೆ.","contradiction
"
"ನೀವು ಅದರ ಬಗ್ಗೆ ಮಾತನಾಡಬಹುದಾದ ಸಾಕಷ್ಟು ವಿಷಯಗಳಿವೆ, ನಾನು ಅದನ್ನು ಬಿಟ್ಟುಬಿಡುತ್ತೇನೆ.",ನಾನು ನಗರದ ಇತಿಹಾಸದ ಬಗ್ಗೆ ಮಾತನಾಡುವುದಿಲ್ಲ ಏಕೆಂದರೆ ಹೇಳಲು ತುಂಬಾ ಇದೆ.,"neutral
"
"ಆದ್ದರಿಂದ, ಇದು ಏಕೆ ಎಂದು ನನಗೆ ಖಚಿತವಾಗಿಲ್ಲ.",ಇದಕ್ಕೆ ಕಾರಣವೇನೆಂಬುದು ನನಗೆ ಖಚಿತವಾಗಿದೆ.,"contradiction
"
