premise,hypothesis,gpt_reply
時計がついている場所にパブリックマーケットセンターとかかれた看板が設置されています。,屋根の上に看板があり時計もついています。,"neutral
"
キリンが、木の中から首を出しています。,キリンが木々のあいだから顔を出しています。,"entailment
"
空港に、１機の飛行機が停まっています。,双翼プロペラの飛行機が駐機しています。,"neutral
"
プロペラが取り付けられた飛行機が停められています。,飛行場に、飛行機が停まっています。,"entailment
"
双翼プロペラの飛行機が駐機しています。,空港に、１機の飛行機が停まっています。,"entailment
"
飛行場に、飛行機が停まっています。,プロペラが取り付けられた飛行機が停められています。,"entailment
"
オレンジ色のジャンパーを着た人がカヌーをしています。,波しぶきのある川を人がカヌーで下っています。,"entailment
"
波しぶきのある川を人がカヌーで下っています。,オレンジ色のジャンパーを着た人がカヌーをしています。,"neutral
"
赤い消火栓のそばに幼児を抱えた女性がいる。,赤ちゃんと母親が消火栓を見ています。,"neutral
"
赤ちゃんと母親が消火栓を見ています。,赤い消火栓のそばに幼児を抱えた女性がいる。,"entailment
"
バイクに乗って通行している人がいます。,オートバイの人が、建物の見えるところを走っています。,"entailment
"
バイクに乗って通行している人がいます。,バイクに乗っている男性が一人います。,"neutral
"
オートバイの人が、建物の見えるところを走っています。,バイクに乗って通行している人がいます。,"entailment
"
大きなタイル敷きのバスルームで、白い大きな浴槽の様子。,バスルームに絵画が飾られています。,"neutral
"
バスルームに絵画が飾られています。,大きなタイル敷きのバスルームで、白い大きな浴槽の様子。,"neutral
"
窓の向こうの部屋に時計が架かっています。,窓越しに壁にかけられた時計が見えます。,"entailment
"
窓越しに壁にかけられた時計が見えます。,窓の向こうの部屋に時計が架かっています。,"entailment
"
テーブルの上には小さな置時計があります。,テーブルの上に時計が置かれています。,"entailment
"
テーブルの上に時計が置かれています。,テーブルの上には小さな置時計があります。,"entailment
"
ソファーに座っている女の子の前で、犬が座っています。,ソファーに立っている。,"contradiction
"
ソファーに立っている。,ソファーに座っている女の子の前で、犬が座っています。,"neutral
"
黄色い服を着た少年がスケートボードを行っています。,スケートボードに乗って飛んでいる少年。,"neutral
"
スケートボードに乗って飛んでいる少年。,黄色い服を着た少年がスケートボードを行っています。,"neutral
"
