premise,hypothesis,gpt_reply
mu hekwa.,neuka tita xatawe m+k+ mat+a.,neutral
mu hekwa.,kwinie p+re ha a kai nem+re ta xatsie menuakie hamat+a.,neutral
mu hekwa.,aix+ te+ite ti xá.,neutral
pewekai neme nautsane tsie AFFC ik+ mem+ t+r+kawi metá mema w+wawe.,kwara maikai kename m+k+ xeik+a hey+aneme peyu eriekai ana.,neutral
pewekai neme nautsane tsie AFFC ik+ mem+ t+r+kawi metá mema w+wawe.,m+tiwa +kit+a.,neutral
pewekai neme nautsane tsie AFFC ik+ mem+ t+r+kawi metá mema w+wawe.,"mepetuyua kename metetseta xiriex+a nikekai, per+ yak+ mepeti yuanekai.",neutral
neureta h+awarie kename ik+… kename xewit+ netseta hiwieni kiekai arikeke temeyu xeiyak+,atsí neuka reta h+awariexeime nemeti manik+.,neutral
neureta h+awarie kename ik+… kename xewit+ netseta hiwieni kiekai arikeke temeyu xeiyak+,neureta h+awarie kename xeime neta h+awe kiekai netseti manik+.,neutral
neureta h+awarie kename ik+… kename xewit+ netseta hiwieni kiekai arikeke temeyu xeiyak+,m+k+ peyu hek+a tax+ arikeke etsiwa.,contradiction
"puxuawe wa+kawa mutiuta xata hetsiena mieme m+k+ k+, atsi kati anemek+ m+k+ neuan wani.",¡ neumetita xat+anikeyu naime nenrameté mi+k+ tsie !.,contradiction
"puxuawe wa+kawa mutiuta xata hetsiena mieme m+k+ k+, atsi kati anemek+ m+k+ neuan wani.","neuka tita xata m+k+k+,tsepa kuinie m+ti ane .",neutral
"puxuawe wa+kawa mutiuta xata hetsiena mieme m+k+ k+, atsi kati anemek+ m+k+ neuan wani.",neukatita xata ik+tsie meripait+ kenti+y+ miemek+ kiekari wa+ka puti xuawe niuki.,neutral
xewit+ mutateke hidrógena wana pait+ ik+ haika tewiyari xewit+ C124.,atsí teukateti erí tem+te ti utá ni tixa+.,neutral
xewit+ mutateke hidrógena wana pait+ ik+ haika tewiyari xewit+ C124.,teuta eriwakai temeta wikwetsi t+ani ti xeime wa+kawa keti hipat+.,neutral
xewit+ mutateke hidrógena wana pait+ ik+ haika tewiyari xewit+ C124.,teuta eriwakai temeta wikwetsi t+ani ik+ mutateke-H tsiukwe y+nekai meiku may+ani.,neutral
aimieme neukwe xeiya yeme aix+ titayari.,neuti maté yuri ik+ niuki tita m+ti h+k+.,neutral
aimieme neukwe xeiya yeme aix+ titayari.,neukara maté titayari ren+ ax+a mentewa +kit+arie.,entailment
aimieme neukwe xeiya yeme aix+ titayari.,neukara maté titayari yam+ rey+.,neutral
"ik+ p+ h+k+ Fannie Flono. Petaweri x+.wana Ag-- Augusta, GA, metá peta niuni tixa+t+k+ historia tsimutewi kaitsie.",Fannie Flono p+reyuri ik+ tawari meika in+ata m+ka y+we tatiuta xat+ani hik+.,neutral
"ik+ p+ h+k+ Fannie Flono. Petaweri x+.wana Ag-- Augusta, GA, metá peta niuni tixa+t+k+ historia tsimutewi kaitsie.","Fannie Flono ena puka metá tatita xat+ani tsie ti mieme yu historia tsimute wikai tsie mieme metawerix+ tsie wana Augusta, GA.",entailment
"ik+ p+ h+k+ Fannie Flono. Petaweri x+.wana Ag-- Augusta, GA, metá peta niuni tixa+t+k+ historia tsimutewi kaitsie.",Fannie Flono pey+weka x+a tatseta h+awix+ hik+ kuinie t+t+ raye xeiyat+.,neutral
peukaya tsakai y+ a+x+wi kuyaxi U2.,neureti mamate ik+ U2.,neutral
peukaya tsakai y+ a+x+wi kuyaxi U2.,waik+ ´ axapeuka reyu eniwani U2 ik+ ena makamie.,neutral
peukaya tsakai y+ a+x+wi kuyaxi U2.,neutiuta uximayatax+ wa hamat+a ik+ kuyaxi wana U2 tukarik+ yam+reuterix+ nauka tewiyari witari.,neutral
