premise,hypothesis,gpt_reply
"Jakon riki, ja shinanamara ea ike, ikaxbi kikin frustradara ea ike jakopira ea jabe yoyo iribake.",Eara jabe yoyo iribiama iki.,neutral
"Jakon riki, ja shinanamara ea ike, ikaxbi kikin frustradara ea ike jakopira ea jabe yoyo iribake.",Kikini sinatara ea ike jakopira ea jabe yoyo iki peoko ribake.,entailment
"Jakon riki, ja shinanamara ea ike, ikaxbi kikin frustradara ea ike jakopira ea jabe yoyo iribake.",Kikin jaonira noa yoyo ike.,neutral
"En shinanara ike westiora privilegio, itan neskara iki, itan neskara iki, eabichora 922 Ex-O ike nokon carreranko AFFC nato Fuerza Aéreankonia.",Enra onanyama ike eabicho jain ja nete.,neutral
"En shinanara ike westiora privilegio, itan neskara iki, itan neskara iki, eabichora 922 Ex-O ike nokon carreranko AFFC nato Fuerza Aéreankonia.",Enra onantania ibake eabicho ja numeroya ja AFFC Air Force Career camponko.,contradiction
"En shinanara ike westiora privilegio, itan neskara iki, itan neskara iki, eabichora 922 Ex-O ike nokon carreranko AFFC nato Fuerza Aéreankonia.","Jatibira noa ja numerosbires menibakanke, nato privilegiosbo menikanai ibatabo shinabenokainxon, jatibira janso ike.",contradiction
"Eara yoibakanke, nato... westiora jonin ea kenai japokao noa oinyanananon ixon.",Eara tson yoiyama iki joni en onani kai.,neutral
"Eara yoibakanke, nato... westiora jonin ea kenai japokao noa oinyanananon ixon.",Eara yoikanke westiora joni kenakanai ea onanti kopi.,entailment
"Eara yoibakanke, nato... westiora jonin ea kenai japokao noa oinyanananon ixon.",Ja jonira kikin yantan nokoke.,entailment
"Jarake mesko jaki yoyo iti, ikaxbira en jabo winoresai.",¡Jatibi en onana jawekibora mia yoikasai!,neutral
"Jarake mesko jaki yoyo iti, ikaxbira en jabo winoresai.","Eara jaki yoyo iyamai, icha jaweki yoiti ikenbi.",neutral
"Jarake mesko jaki yoyo iti, ikaxbira en jabo winoresai.",Eara nato jeman historiaki yoyo iyamai mesko jawekibo yoiti jakenbi.,neutral
"Jara ike ja jaweki kikin importante salvankasi noa iwana, jaweskaxonbi nato bomba hidrogena potatikomara ike 30 inxon, westiora C124.",Jawebi benxoatira noa importanyamake.,entailment
"Jara ike ja jaweki kikin importante salvankasi noa iwana, jaweskaxonbi nato bomba hidrogena potatikomara ike 30 inxon, westiora C124.",Westiora jawekiresra noa salvankasi ike wetsabo akamabi.,contradiction
"Jara ike ja jaweki kikin importante salvankasi noa iwana, jaweskaxonbi nato bomba hidrogena potatikomara ike 30 inxon, westiora C124.",Nato bomba -H salvankasira noa ike kikin manejantikoma ikentian.,entailment
Jaskara riki enra onanshamanyamake jawe kopi.,Enra onanbiresreske jawekopiki ika ixon.,neutral
Jaskara riki enra onanshamanyamake jawe kopi.,Enra onanyamake jawe kopira jan axeti xobobo transfierenke ixon.,entailment
Jaskara riki enra onanshamanyamake jawe kopi.,Eanra onanyamake jwekopiki ja jaweki winota ixon.,neutral
"Nato riki Fannie Flono. Ag-- Augusta, GA tainra ja ania iki, jara yoyo ikai mesko jaweki bake ikax winotaboki.",Fannie Flononinra reprogramanribiai itan nin westiora historiabira noa rama yoiti atipanyamke.,contradiction
"Nato riki Fannie Flono. Ag-- Augusta, GA tainra ja ania iki, jara yoyo ikai mesko jaweki bake ikax winotaboki.","Fannie Flonora neno iki itan noara yoikai mesko jaweki bake ikax winotaboki Augusta, GA yain anixon.",neutral
