text,gemini_label
"MetroPlus ir ārtuoks i mozuok puorpiļdeits, tok drupeit duorguoks, lai ari vys vēļ lātuoks nakai parostī metro beleti Eiropā.",travel
Var byut napīcīšams aizpiļdeit veidlopu vītejā policejā voi apmeklēt imigracejis birojus.,crime
"Kotru reitu cylvāki ar automašynom pamat mozuos lauku piļsātenis, kab dūtūs iz sovu dorba vītu, i jim garom brauc cyti, kuru dorba golamierkis ir vīta, kuru jī tikū pamatuši.",geography
"Ka naasat pīrads braukt pa lauku celim, paturit pruotā, ka dominej stuovys nūguozis, šaurys jūslys i osi leikumi.",travel
"Pyrmais zynomais puorsavītuošonuos veids beja īšona, cylvāki suoka staiguot stuovus pyrms divim miļjonim godu, kod pasaruodēja Homo Erectus (kas nūzeimej taisns cylvāks).",science
"Ceļuotuojim, kuri planavoj dzymuma mainis operaceju uorzemēs, ir juonūdrūsynoj, ka jim leidza ir dereigi dokumenti braucīņam atpakaļ.",health
"Cytūs gadīņūs juosaregistrej tik tim, kas uzatur uorpus turistu mītņu. Tok tys padora lykumu daudz naskaidruoku, partū nūskaidrojit tū īprīkš.",travel
"Ka pyrmū reizi ceļojat iz atteisteibys vaļsti voi jaunu pasauļa daļu, nanūviertejit par zamu īspiejamū kulturšoku.",travel
"Sīvītis: teik rekomendāts, ka sevkura sīvīte ceļuotuoja apgolvoj, ka jei ir pracāta naatkareigi nu eistuo lauleibu statusa.",travel
"Turistim apmekliejumi ir duorgi, juobyun lobā fiziskā formā, tī var nūtikt tik vosorā, laikā nu novembra da februaram, i vysvaira nūteik pussolā, soluos i Rosa jiurā.",travel
Objekta apmekliejumu var ārti apvīnuot ar laivu braucīni iz azaru.,travel
"Lyudzu, atguodojit, ka jius byuteibā apmeklejat masu kopu vītu, kai ari vītu, kurai ir gondreiž nanūviertejama nūzeime lelai pasauļa īdzeivuotuoju daļai.",travel
"Esit drūss, ka tod, ka nūkliusit jahtu pīstuotnē, vyss byus dīzgon acimradzams. Jius satiksit cytus laivu stopātuojus, i jī daleisīs ar jums sovā informacejā.",travel
"Taipat, ka jums ir Šengenys viza, jums nav juopīsoka vizys iz kotru Šengenys daleibvaļsti atseviški, tai ītaupūt laiku, naudu i dorbu ar dokumentim.",travel
"Ryupeigi planavojūt, tū var izdareit ari ar parostu mašynu, tok styngri rekomendejama ir 4x4 mašyna, daudzys vītys ir pīejamys tikai ar augstu riteņu bazi 4x4.",travel
"Iz apladuojušom i snīguotom brauktivem berze ir moza, i navarat braukt tai, it kai jius byutu iz plyka asfalta.",disasters
"Kūpeigī taksometri ir mudrs i ārts veids, kai ceļuot iz tyvejom vītom, pīmāram, Paro (Nu 150) i Punakhu (Nu 200).",travel
"""Twin Otter"" vakar raudzeja nūsalaist pi Kokodys, kai Airlines PNG reiss CG4684, tok tū jau beja vīnu reizi puortraukuši.",disasters
"Nakts guļamviļcīņūs pasis var pajimt konduktors, kab namaseitu jums mīga.",travel
"Planavuots, ka tylts piļneibā suoks dorbu 2017. godā, kod paradzāts pabeigt Brazilejis muitys kontrolpunktus.",geography
Nivīna aviokompaneju alianse naaptver vysus treis okeana škārsuošonys punktus Dīnvydu puslūdē (i SkyTeam naaptver nivīnu nu škārsuošonys vītom).,travel
"Cikom jius uzaturit itamā zonā, jius parosti varit škārsuot rūbežus, atkuortuoti naīmūt cauri pasu kontrolis punktim.",travel
"Koč i varātu ruodeitīs, ka ir intuitivi dasavīnuot aviokompanejai, ar kuru lidojat vysbīžuok, juoapsazynoj, ka pīduovuotuos privilegejis bīži viņ ir atškireigys i pastuoveigūs liduotuoju punkti var byut leluoki cytai aviokompanejai tymā pošā aliansē.",travel
"Tikai dažys aviosabīdreibys vys vēļ pīduovoj apbedeišonys beletu cenys, kas nadaudz samazynoj pādejuos šaļts bēru ceļuošonys izmoksys.",travel
