text,gemini_label
"MetroPlus wantah lebih nyaman tur kirang rame nanging akidik maelan, yadiastun kantun mudahan katimbang tiket metro normal ring Eropa.",travel
Puniki minab nyaratang nagingin formulir ring polisi lokal utawi ngarauhin kantor imigrasi.,travel
"Nyabran semeng, anake ninggalin kota-kota pedesaan sane alit ngangge mobil nuju ka genah makarya ipune tur kaliwatin olih anak lianan sane tetujon makaryane wantah genah sane wawu katinggalin.",geography
"Yening ida dane nenten biasa nyetir ring margi pedesaan, pertahanang akal ida danene: tanjakan curam, jalur sempit, belokan tajam wenten ring kakehannyane.",travel
"Transportasi sane kapertama kauningin wantah mamargi, manusa ngawit mamargi ngadeg duang yuta warsa sane sampun lintang antuk kawentenan Homo Erectus (maarti manusa sane ngadeg).",science
Pelancong sane ngarencanayang operasi ngentosin kelamin ring dura negara patut mastikayang ipun makta dokumen sane jangkep antuk pamargi budal.,travel
"Ring kasus lianan, tuah ipun sane meneng ring salianan saking akomodasi wisata sane kasaratang mendaftar. Nanging puniki ngranayang hukume dados kirang tatas, kerana punika rereh informasi sadurungne.",travel
Yening malelungan ring negara berkembang antuk kapertama - utawi ring bagian anyar jagate - sampunang ngaremehang kesiab budaya sane polih kawentenang.,travel
"Nak Istri: Kasaranang mangdane sabilang pelancong istri ngorahang ipun sampun nganten, punapi je status pawiwahan ipun sane sujatine.",travel
"Kujungan turis maal, nuntut raga sané siteng, tuah polih kalanturin ring masan panes Nov-Feb, miwah kakéhan kawates ring Semenanjung, Kepuloan, lan Segara Ross.",geography
Kunjungan ring genah puniki polih elah kaadukang sareng pamargi maperau ka danu.,travel
"Patut kaelingin dasarnyane yening irage jagi malancaran ke setra massal, tur tongos-tongos sane madue serana sane  nenten mresidayang kaitung porsi sane mabuat saking populasi manusa ring gumine.",travel
"Élingan iraga sasubané neked ring marina, makejang lakar jelas. Ida dané lakar matemu ring perahu-perahu sané dados tumpangin tur dados tunasin informasi.",travel
"Kenten taler, antuk madue visa Schengen, ida dane nenten sarat ngajuang pinunas visa ka soang-soang negara anggota Schengen secara mepalasan, kerana punika nghemat galah, jinah, miwah dokumen.",travel
Puniki polih kalaksanayang ring mobil biasa ngangge parencanaan sane cepil nanging 4x4 sanget kasaranang tur akeh genah wantah prasida kangranjingin ngangge mobil 4x4 maroda tegeh.,geography
