text,gemini_label
"MetroPlus je udobnejši in manj natrpan, le da je nekoliko dražji, a je vseeno cenejši od običajnih evropskih vozovnic za podzemno železnico.",travel
V ta namen boste morda morali izpolniti obrazec na lokalni policijski postaji ali obiskati urad za priseljence.,crime
"Ljudje vsako jutro v avtomobilih zapuščajo svoja majhna podeželska mesta, da bi prišli na delovno mesto, mimo njih pa se vozijo tisti, ki delajo v kraju, od koder so ravnokar odšli.",business
"Če niste vajeni vožnje po makadamskih cestah, bodite pozorni, saj prevladujejo strmine, ozke poti in ostri ovinki.",travel
"Hoja je bilo prvo znano prevozno sredstvo, ljudje so začeli hoditi pokončno pred dvema milijonoma let, ko se je pojavil Homo Erectus (oziroma pokončni človek).",science
"Popotniki, ki načrtujejo operacijo za spremembo spola v tujini, se morajo prepričati, da imajo s seboj veljavne dokumente za pot nazaj.",travel
"V vseh ostalih primerih se morajo registrirati samo tisti, ki bivajo zunaj turističnih nastanitev. Vendar pa je zaradi tega zakon toliko bolj nejasen, zato se pozanimajte vnaprej.",travel
Če v državo v razvoju potujete prvič – ali v katerikoli novi del sveta – ne podcenjujte morebitnega kulturnega šoka.,travel
"Ženske: vsem ženskim popotnicam priporočamo, da rečejo, da so poročene, ne glede na dejanski zakonski stan.",travel
"Turistični obiski so dragi, zahtevajo fizično pripravljenost in so mogoči le poleti od novembra do februarja ter so večinoma omejeni na polotok, otoke in Rossovo morje.",travel
Obisk tega kraja lahko prikladno združite še z vožnjo z ladjico do jezera.,travel
"Imejte v mislih, da ste pravzaprav na masovnem grobišču pa tudi kraju, ki ima skoraj nepredstavljiv pomen za velik delež svetovnega prebivalstva.",religion
"Ko boste prispeli do pristanišč, vam bo že marsikaj precej jasno. Spoznali boste ostale druge popotnike na čolnih, ki vam bodo predali svoje informacije.",travel
"Če imate schengenski vizum, vam prav tako ni treba vložiti prošnje za vizum za vsako državo članico schengenskega območja posebej, s čimer prihranite čas, denar in papirologijo.",travel
