text,gemini_label
"MetroPlus уңайлыраҡ, кеше лә аҙыраҡ, әммә хаҡы ҡиммәтерәк, хәйер, Европалағы ғәҙәттәге метро билеттарынан арзаныраҡ.",travel
Бының өсөн урындағы полицияла анкеталар тултырыу йәки иммиграция хеҙмәтенә барыу талап ителеүе мөмкин.,crime
"Иртә һайын кешеләр автомобилдәренә ултырып, үҙҙәренең бәләкәй провинциаль ҡалаларын ҡалдырып, эш урындарына табан юлға сыға һәм юлдарында ҡаршы йүнәлештә хәрәкәт итеүселәргә тап була.",geography
"Әгәр һеҙ ауыл юлдарынан йөрөргә күнекмәгән булһағыҙ, абай булығыҙ: текә ауышлыҡтар, тар һыҙаттар һәм киҫкен боролоштар күп.",travel
Тәүге хәрәкәт итеү ысулы – йәйәү йөрөү. Кешеләр ике миллион йыл элек Homo Erectus (тура йөрөүсе кеше) барлыҡҡа килгәндән алып атлай башлаған.,science
Сит илдә енесен алмаштырыу буйынса операция планлаштырған сәйәхәтселәр кире ҡайтыу өсөн ғәмәлдә булған документтары барлығына инанырға тейеш.,travel
"Башҡа осраҡтарҙа туристик объекттарҙан ситтә булғандарға ғына теркәлеү мотлаҡ. Әммә был законды аңлайышһыҙыраҡ итә, шуға күрә алдан белешегеҙ.",travel
"Үҫеш юлына баҫҡан илдәргә беренсе тапҡыр сәйәхәт иткәндә йә донъяның һеҙгә бөтөнләй таныш булмаған төбәгенә юлланғанда, мәҙәни шокка әҙер булығыҙ.",travel
"Ҡатын-ҡыҙҙар: уларҙың барыһына ла, ғаилә хәленең ғәмәлдә ниндәй булыуына ҡарамаҫтан, кейәүҙәмен, тип әйтергә кәңәш ителә.",religion
"Туристик экспедициялар бигерәк ҡиммәткә төшә, улар кешенән яҡшы һаулыҡ һәм физик торошто талап итә, өҫтәүенә ноябрҙан алып февральғаса булған йәй айҙарында ғына үткәрелә ала, улар шулай уҡ Ярымутрау, Утрауҙар һәм Росс дингеҙе территорияһы менән сикләнгән.",travel
Был урында булғанда күл буйлап кәмәлә йөрөү уңайлы.,travel
"Зинһар, онотмағыҙ, һеҙ асылда күп кеше ерләнгән ҡәберлеккә, шулай уҡ донъя халҡының ҙур өлөшө өсөн әйтеп бөтөргөһөҙ мәғәнәгә эйә булған урынға бараһығыҙ.",religion
"Ышанығыҙ, һеҙ пристангә барып эләгеү менән барыһы ла асыҡ буласаҡ. Һеҙ автостоп менән йөрөгән башҡа кешеләр менән танышырһығыҙ һәм улар һеҙҙең менән үҙҙәре белгәнде уртаҡлашыр.",travel
"Шенген зонаһына ҡатнашыусы илдәрҙең һәр ҡайһыһына виза алыуға ғариза бирергә кәрәкмәй, был иһә ваҡытты, аҡсаны һәм документтарҙы экономияларға мөмкинлек бирә.",travel
"Быны алдан ентекле планлаштырып, ғәҙәти автомобилдә башҡарырға мөмкин, ләкин тулы приводлы машина ҡулланырға кәңәш ителә, ә күп урындарға бейек тәгәрмәсле базалағы тулы приводлы двигатель менән генә үтеп була.",travel
"Боҙло һәм ҡарлы юлдарҙа ышҡылыу аҙ, һәм һеҙ яланғас асфальтта йөрөгән һымаҡ бара алмайһығыҙ.",nature
Уртаҡ такси – ул Паро (№150) һәм Пунакха (№200) кеүек яҡын урындарға йөрөүҙең тиҙ һәм уңайлы сараһы.,travel
"Кисә “Твин Оттер” PNG авиакомпанияһының CG4684 рейсы булараҡ Кокода ҡалаһында ултырырға тырышты, әммә ултырыуын бер тапҡыр өҙҙө инде.",disasters
"Төнгө поездарҙа, һеҙгә йоҡларға ҡамасауламаһындар өсөн паспортты кондукторҙың алыу мөмкинлеге бар.",travel
"Күпер Бразилия таможня пункттарының төҙөлөшө тамамланыр тип көтөлгән ваҡытта, 2017 йылдың сентябрендә, тулыһынса эксплуатацияға индерелергә тейеш.",business
Һис бер авиакомпания альянсы Көньяҡ ярымшарҙа океандың өс киҫелешен үҙ эсенә алмай (ә SkyTeam бер киҫелеште лә ҡапламай).,travel
"Һеҙ был зонала ҡалғанда, ҡағиҙә булараҡ, паспорт контроле пункттарын ҡабат уҙмайынса сикте үтә алаһығыҙ.",travel
"Һеҙгә иң күп оса торған авиакомпанияғыҙға ҡушылыу интуитив яҡтан аңлайышлы булып күренһә лә, тәҡдим ителгән привилегияларҙың йыш ҡына төрлө, ә йыш оса торған пассажирҙарға балл шул уҡ альянстағы башҡа авиакомпанияла йомартыраҡ булыуы ихтимал икәнен белергә тейешһегеҙ.",travel
"Бер нисә авиакомпания ғына ауыр юғалтыу тарифтарын тәҡдим итә, улар һуңғы минуттарҙа ерләү сәфәренә хаҡты бер аҙ кәметәләр.",travel
"Туристар бер илдең төрлө урындарына сәйәхәт итә, йәиһә һайлап алынған бер төбәкте гиҙә ала.",travel
"Боуэн утрауы – был байдаркала йөрөү, йәйәүле походтар, магазиндар, ресторандар һәм башҡа күп нәмәләр тәҡдим иткән бер көнлөк популяр сәфәр йәки ял көнө экскурсияһы.",travel
