text,gemini_label
"„MetroPlus“ yra patogesnis, mažiau apkrautas ir šiek tiek brangesnis variantas, tačiau vis tiek pigesnis už įprastus metro bilietus Europoje.",travel
Tam gali reikėti užpildyti formą vietiniame policijos skyriuje ar apsilankyti imigracijos tarnyboje.,crime
"Kas rytą žmonės automobiliais išvažiuoja iš mažų miestelių, kad nuvyktų į savo darbo vietą, o pro juos pravažiuoja kiti, kurių darbo vieta yra vietovėje, kurią pirmieji ką tik paliko.",business
"Jei nesate važiavę šalies keliais, būkite budrūs: vyrauja statūs nuolydžiai, siauros juostos ir staigūs posūkiai.",travel
Pirmas žinomas keliavimo būdas buvo ėjimas. Žmonės pradėjo vaikščioti išsitiesę prieš du milijonus metų – tuomet atsirado Homo Erectus (tai yra stačiasis žmogus).,science
"Keliautojai, planuojantys lyties keitimo operaciją, turi įsitikinti, kad turi tinkamus dokumentus grįžti.",health
"Kitais atvejais registruotis turi tik tie, kurie apsistoja ne turistų apgyvendinimo vietose. Tačiau tokiu atveju įstatymai yra daug neaiškesni, todėl apie tai išsiaiškinkite iš anksto.",travel
"Jei pirmą kartą keliaujate besivystančioje šalyje ar naujoje pasaulio dalyje, nenuvertinkite galimo kultūrinio šoko.",travel
"Moterys: rekomenduojama, kad visos moterys keliautojos sakytų, jog yra susituokusios, nepaisant jų faktinės šeiminės padėties.",travel
"Turistinės iškylos kainuoja brangiai, reikalauja fizinio pasirengimo ir gali vykti tik vasaros metu lapkritį–vasarį ir tik pusiasalyje, salose ir Roso jūroje.",travel
Šį apsilankymą patogu suderinti su pasiplaukiojimu laivu po ežerą.,travel
"Atsiminkite, kad lankotės masinėse kapavietėse, vietoje kuri turi neapsakomai didelę reikšmę didelei pasaulio gyventojų daliai.",travel
"Būkite tikri, kad pasiekus prieplaukas viskas bus gana aišku. Susipažinsite su kitais laivais keliaujančiais autostopininkais, ir jie pasidalys savo turima informacija su jumis.",travel
"Panašiai, turint Šengeno vizą, nereikia kreiptis į kiekvieną Šengeno erdvės valstybę narę dėl vizų – taip sutaupoma laiko, pinigų ir išvengiama popierizmo.",travel
"Kruopščiai suplanavus tai galima padaryti įprastu automobiliu, tačiau labai rekomenduojama važiuoti keturių varančiųjų ratų automobiliu, o daugelį vietų galima pasiekti tik turint keturių varančiųjų ratų automobilį su aukšta ratų baze.",travel
"Ledu ir sniegu padengtuose keliuose maža trintis, todėl neįmanoma važiuoti lyg pliku asfaltu.",nature
"Bendri taksi yra greita ir patogi priemonė nuvykti į netoliese esančias vietas, pavyzdžiui, Parą (Nu 150) ir Punaką (Nu 200).",travel
"„Twin Otter“ vakar bandė nusileisti Kokodoje kaip „Airlines PNG“ skrydis CG4684, tačiau jau kartą tokį bandymą nutraukė.",disasters
"Traukiniuose su miegamaisiais vagonais pasus gali surinkti konduktorius, kad nepažadintų jūsų iš miego.",travel
"Planuojama, kad tiltas veiks nuo 2017 m. rugsėjo, nes tada turėtų būti iki galo įrengti Brazilijos pasienio tikrinimo postai.",geography
Nė viena oro transporto įmonių sąjunga nesiūlo visų trijų skrydžių per vandenyną pietų pusrutulyje (o „SkyTeam“ nesiūlo nė vieno iš jų).,travel
"Kol liksite šioje zonoje, paprastai galėsite kirsti sienas neturėdami dar kartą pereiti pasų kontrolės punktų.",travel
"Nors galite manyti, kad palankiau prisijungti prie tų oro linijų, kuriomis skrendate dažniausiai, turėtumėte žinoti, kad siūlomos privilegijos dažnai skiriasi, o, pasirinkus kitas tos pačios bendrovės oro linijas, gali būti skiriama daugiau skridimo taškų.",travel
"Tik keletas skrydžių bendrovių siūlo netekčių tarifus, kurie gerokai sumažina paskutinės minutės kelionių į laidotuves kainą.",travel
