text,gemini_label
"MetroPlus ili ipema cindji nhi kuzala cikehe mba ndambu wika mba ikalo, cipue nhihindu inaxiwa yanguomikanda yaxi ya metro um Europa.",travel
Aco mucimuzangisa kusoneka umwe mukanda kuli shipayi a mbonge hanji umwe mukwa kumeneka wa mulimo wa akwa wenhi.,education
"Cimene mene cesue, athu kakukatuka mumambongue nhi maxinhi jo hanga aye ku milimo, mba malitakana nhi athu akuo, momo no kanai kumilimo yo.",politics
"Ni kanda uchijila kwendela mu kachi lia mbonge jikehe, ukanyama: Mumu jila jili jikehe.",travel
"Itangu ituta ananinguika iyapwile kwenda, ma athu kaputukanga ha kwenda erectos ha aali kanununhikanunu iya miakanhikussoloka iya Homo Erectus (ngo cinalumbunuka lunga erecto).",science
Nhe unambe kulipwomba nhi muthu wa pwo ndo mupwa nhi mikanda yessue ize muhana muze mupwa hakufuna.,religion
"Hacuma cikwo, ndo waze wikha asalanga haze kapwile kusa kuzuwo lyawungejiwatundaka ndo kaatela kwasoneka. Hacoco, mucipwisa shimbi yamokomoko, kashikha ndo nusolole washiwashi.",religion
Nhi uaya muze muchifuchi chipema akutuala atangua litango anji asali likuo lia mavungu kanda ulinga katonde choque cultural ya ulemu.,travel
Mapwo: Kakulonguesa ngue pwo mwesuayo mwenda wenhi ngue mambanguohana mumbata.,religion
"Mawenhi akwa kuya nhi kunhinguika ifuci ili ikalo cindji, ndo mupua nhi taci mu mujimba, mba muihassa kupua nhi cihela mu luxiho ya kutatu kusambano, mba kali nhi ihanda ikwo ha ha Peninsula, mailha nhi kalunga Luiji ya Ross.",geography
Umue wenhi ha cihela muihassa kupua kuicinga nhi umue wenhi nhi wato ndo ha luiji.,religion
"Euluka ngue ena kuunameneka lume cihela cakulikunguluila mbunga, cizecene ngwe cihela cize cili nhi ulumbunuiso uze kuushi kujimuka kuthuala kuli athu acifuci cesue.",politics
"Kupua nhi umuenemuene ngue muze muiheta marinas, yesue muikapua kanaua.Mutu kauanako naua yuma yikuo caroneiros de barcos kuenaku makalitesa amana jo.",travel
"Cecimuwikha, há kupwa nhi Schengen, kanda wita wutayizo wawenhi wa nhicimwe cifuci ca wusepha nhi Schengen yakutepatepa, hanga wupwe nhi mashimbu andji, mbongo nhi mikanda.",travel
"Minhau ai muihasa kulingiwanhimilala yakuhengula hakehe hakehe, aliose aize ialinata kawana ayo kaanailakenha 4x4, mba ihela yayo kuyapwa yakulembejekanhithando ja wexu Yakunana 4x4.",travel
"Ku inguililo iya uiso, kuakoneha cize woma, ushi kuhassa kuendesa ngue ku cipendo.",religion
"Akwa maxinhi akutepa kali cimue cihanda cafuji nhi kupema ya kwenda wenhi hama ihela ikamwihi, ngue Paro (Nu 150) nhi Punakha (Nu 200).",travel
"Ndeke ya Twin Otter kuyakutula mu Kokoda, zau te jina liacho jila ya fuji PNG ndeke CG4684, mba yali lengulula.",disasters
