text,gemini_label
"MetroPlus e mabothobotho haholo mme ha ya tlala empa e bitsa tjhelete e ngata haholwanyane, le hoja e sa bitse ho feta ditekete tsa metro tse tlwaelehileng Europe.",travel
Sena se ka hloka ho tlatsa fomo le mapolesa a sebakeng kapa ho etela diofisi tsa ho falla dinaheng tse ding.,crime
"Hoseng ho hong le ho hong, batho ba tsamaya ka dikoloi ho tloha ditoropong tsa dinaha tse nyenyane ho ya mesebetsing ya bona mme ba fetwa ke ba bang ba sebeletsang dibakeng tseo ba tlohileng ho tsona.",travel
"Haeba o sa tlwaela ho kganna ditseleng tsa mahaeng, itlhokomele: dibaka tsa meepo, ditsela tse tshesane, le methinya e bohale e tletse.",travel
"Mofuta wa pele wa tsela ya ho tsamaya o tsejwang ke ho tsamaya ka maoto, batho ba qadile ho tsamaya ba otlolohile dilemong tse dimillione tse pedi tse fetileng ha ho hlahella Homo Erectus (e bolelang monna ya otlolohileng).",science
Batho ba nkang leeto ka sekepe ba rerang ho fetola bong ba bona ka ho buuwa dinaheng tse ding ba lokela ho netefatsa hore ba tshwere ditokomane tse molaong ka leeto la ho kgutla.,travel
"Maemong a mang, ke bao feela ba dulang kantle ho dintlo tsa bahahlaudi ba tshwanetseng hore ba ngodise. Le ha ho le jwalo, sena se etsa hore molao o be thata haholo, kahoo batlisisa esale pele.",travel
Haeba o nka leeto naheng e ntseng e hola moruong ka lekgetlo la pele – kapa karolong e ntjha ya lefatshe – o se ke wa nyenyefatsa ho makatswa ke setso ho ka bang teng.,travel
"Basadi: Ho kgothalletswa hore basadi le ha e le bafe ba nkang leeto ba bolele hore ba nyetswe, ho sa tsotellehe boemo ba bona ba lenyalo.",travel
"Maeto a bahahlaudi a tura haholo, a hloka motho ya shahlileng, mme a ba nakong ya lehlabula feela ho tloha kgweding ya Pudungwana ho ya ho Hlakola, mme hangata a fella Hlwahlweng, Dihlekehlekeng le Lewatleng la Ross.",travel
Ho etela sebaka ho ka kopangwa ha bonolo fela le leeto la sekepe ho ya letsheng.,travel
"Ka kopo hopola hore o etetse sebaka sa mabitla a batho ba bangata, hammoho le sebaka se nang le moelelo o moholo haholo ho karolo e kgolo ya baahi ba lefatshe.",religion
Kgodiseha hore hang fela ha o fihla boema-kepeng dintho tsohle di tla bonahala hantle. O tla kopana le ba bang ba kopang ho nametswa dikepeng mme ba tla ho fa boitsebiso ba bona.,travel
"Ka ho tshwanang, ka ho ba le visa ya Schengen, ha ho hlokahale hore o ngodisetse di-visa bakeng sa dinaha tsohle tsa Schengen ka ho fapana, ka hoo o boloka nako, tjhelete le ho tlatsa difomo.",travel
Sena se ka etsahala koloing e tlwaelehileng haeba o hlophisa ka hloko empa 4x4 ke yona eo ho kgothalletswang hore o e sebedise haholo hape o ka kgona ho fihla dibakeng tse ngata ka 4x4 e nang le mabili a phahameng feela.,travel
"Ditseleng tse nang le leqhwa le lehlwa, ho thella haholo mme o ke ke wa kganna ekare o sekontiring.",travel
"Ditekese tse kopanelwang dia potlaka mme ke tsela a mabothobotho ya ho ya dibakeng tse haufi, hotshwana le Paro (Nu 150) le Punakha (Nu 200).",travel
"Twin Otter e ne e leka ho tsorama Kokoda maobane e le Airlines PNG Flight CG4684, empa e ne e se e tlohetse sena lekgetlo le le leng pele ho mona.",disasters
"Ditereneng tseo ho robalwang ho tsona, phasepote e ka nkuwa ke mohlahlobi wa ditekete tsa terene hore o se wa sitiswa ha o se o robetse.",travel
"Ho rulahantswe hore borokgo bona bo sebetse ka ho tletseng ka September 2017, ka nako eo ho letetsweng hore ho qetwe dibaka tsa ho hlola batho ba ba kenang Brazil.",geography
Ha ho na tshebedisano ya dik'hamphani tsa difofane e akaretsa dibaka tse tharo tsa ho tshela lewatle Karolong e ka Borwa ya Lefatshe (mme SkyTeam ha e akaretse sebakale ha e le sefe sa ho tshela).,travel
"Hafeela o dula sebakeng sena, o ka tshela mmedi ka ho tlwaelehileng ntle le ho feta moo ho hlolwang phasepoto hape.",travel
"Le hoja o ka nahana hore hoa utlwahala ho ba karolo ya k’hampani ya difofane eo o tsamayang ka yona haholo, o lokela ho tseba hore ditokelo tse fanwang hangata dia fapana mme dintlha tsa ho fofa hangata e ka ba tse ngata haholo tlase ha k’hampani ya difofane e selekaneng se tshwanang.",travel
"Ke difofane tse mmalwa tse sa ntse di fana ka phokoletso ya ditjheho tsa ho palama ha o shwetswe, e leng ho etsang hore ho fokotsehe hanyenyane tjhelete ya ho nka leeto la ho ya lepatong.",travel
Bahahlaudi ba ka etela mehaho ya bohlokwa e sa tshwaneng ya naha e itseng kapa ba ka kgetha feela hore ba lebise tlhokomelo sebekeng se le seng feela.,travel
"Sehlekehleke sa Bowen ke leeto la letsatsi le ratwang kapa leeto la ho intsha la mafelo-beke le akarelletsang kayaking, ho hlwa dithaba, mabenkele, dibaka tsa ho jela, le ho hong.",travel
"Ho tsamaya ka sefofane e ka ba ntho e tshosang ho batho ba dilemo tsohle le dimelo, haholo-holo haeba ba so ka ba fofa pele kapa ba hlahetswe ke ketsahalo e sithabetsang.",travel
"Ka bokguntshwanyane, ho sebedisa koloi ya hao ke tsela e ntle haholo ya ho nka leeto empa ha se hangata e le tsela ya ho “kampa”.",travel
"Ho ngodisa ke tlhokeho e eketsehileng ya ho fumana visa. Dinaheng tse ding, o lokela ho ngodisa ho ba teng ha hao le aterese ya moo o dulang teng le balaodi ba sebaka.",travel
Ditsela tsa metsi tse leng ka hare ho naha e ka ba ntho e ntle eo ho ka nkuwang leeto bakeng sa yona.,travel
"Ho rwalla ba bang morwalo - O se ke wa tlohela mekotla ya hao o sa e bone, haholo-holo ha o tshela meedi ya dinaha tse ding.",travel
"Maviking a sebedisitse ditsela tsa metsi tsa Russia ho fihla Lewatleng le Letsho le Lewatleng la Caspian.Dikarolo tsa ditsela tsena di ntse di ka sebediswa. Hlahloba kgonahalo ya tlhokahalo ya di tumello tse kgethehileng, tseo ho ka bang thata ho di fumana.",geography
"Haholo-holo matsatsing a hao a qalang, sebedisa tjhelete e ngata dihoteleng tsa mofuta wa Bophirimela le tsa boemo bo hodimo, dijo, le ditshebeletso ho ho thusa hore o tlwaele sebaka.",travel
Baahi ba Cuba ba nang le green card ya US ba lokela ho etela Diofisi tsa Boemedi tsa Ecuador hore ba lokellwe tlhokehong ena.,politics
"Ho lebelletswe hore ditekete tse ngata tsa diketsahalo di tla ba le theko e pakeng tsa ¥2,500 le ¥130,000, ha diteke tse tlwaelehileng di na le theko e ka bang ¥7,000.",business
"Batsamai ba yang dinaheng tse lefisang lekgetho haholo ka dinako tse ding ba ka boloka tjhelete e bonahalang, haholo-holo ho dihlahiswa tse kang dino tse tahang le kwae.",travel
Hape fana ka dikopi tsa polisi/dintlha tsa ho ikopanya ho batho bao o nkang leeto le bona le maloko kapa metswalle e leng hae e ikemiseditseng ho thusa.,travel
"Europe ke k’honthinente e leng nyenyane haholo empa e nang le dinaha tse ngata tse ikemetseng. Tlaase ha maemo a tlwaelehileng, ho nka leeto dinaheng tse ngata ho ka bolela hore o tshwanetse o fete ho ngodiseng visa le ho hlolwa phasephoto makgetlo a mangata.",geography
"Sirena ke yona feela seteishene sa bahlokomedi ba serapa se fanang ka sebaka sa ho dula le dijo tse tjhesang hodimo ha dikampo. La Leona, San Pedrillo le Los Patos e fana ka dikampo feela tse se nang tshebeletso ya dijo.",travel
"Maeto ha a bitse haholo bakeng sa dihlopha tse kgolo, kahoo haeba o le mong kapa o na le motswalle a le mong, leka ho kopana le batho ba bang mme le etse sehlopha sa batho ba e ka bang ba nne kapa ba tsheletseng bakeng sa theko e molemonyana ya motho ka bomong.",travel
O lokela ho kgetha k’hampani ya hao ya difofane ya Frequent Flyer ya selekane ka hloho.,travel
"Haeba naha eo o tla e etelang e ba le ditemoso tsa leeto, inshorense ya hao ya bophelo ya leeto kapa inshorense ya hao ya ho k’hansela leeto e ka ameha.",travel
Ho kena koloing ya hao mme o nke leeto le letelele ho a kgahlisa le hoja e se ntho e majabajaba.,travel
"Le ha ho le jwalo, ke ho makatsang hore ditshebeletso tsa selefonu di matla mona ho feta dibakeng tse ding tse tseleng, tse kang Pennsylvania Wilds.",technology
"Diterata tse sephara, meaho e entsweng ka di kgalase ka pele le disenthara tsa mabenkele tsa sejwale-jwale tse nang le marulelo a dithaele a moetlo tse kgubedu, mmaraka wa lekgolo la bo-18 la dilemo, le di-mosque tsa kgale le dikereke, le hoja toropo e utlwahala haholo e ka re ke Yuropa ya Mediterranean ho e na le motse wa setso sa Turkey.",geography
"Jerusalema e na le ditsi tse ngata tsa histori, tsa dintho tsa kgale le tsa setso, hammoho le dbaka tsa ho reka tse phetheselang le tse tletseng batho, di-café, le dibaka tsa ho jela.",geography
"Selemo le selemo, baeti ba bangata ba lemala hobane ba sa ema bohole bo lekaneng. Diphoofolo tsena di kgolo, ke tsa naha mme di ka kotsi, kahoo di fe sebaka tsa sona.",nature
Etsa bonnete ba hore o tseba seo o ka tlang le sona kapa o ke keng wa kgona ho tla le sona le ho bonahatsa ntho le ha e le efe e fetang ditekanyo tsa molao.,travel
Turkish Airlines e fofa ho ya dibakeng tse 39 dinaheng tse 30 tsa Afrika ho tloha ka 2014.,travel
"Sekepe sa sehlopha sa Avenger sa mehato e kgahlanong le dibomo tsa metsing, sekepe sena se ne se le tseleng ya sona ho ya Puerto Princesa mane Palawan.",disasters
Tshebeletso ya ho abelana ka kamohelo ya baeti ke mokgatlo o kopantshang batsamai le batho ba sebakeng ditoropong tseo ba tla di etelang.,travel
"Jwalokaha dibese tse bohareng ba ditereke tse pedi hanata di dula di tletse, ho kgothalletswa ho reka tekete matsatsi a mmalwa esale pele.",travel
Di bontsha hape ditsela tsa ho hahlaula naha ho ratwang le ditsela tsa ho palama baesekele.,travel
"Ho tshwana le Dirapeng tsa Naha tsa Afrika Borwa tsohle, hona tjhelete ya ho hlokomela serapa le ya ho kena.",travel
"Motse ona wa nnete o sebakeng se leng Howe Sound ho tloha fela Vancouver, mme o fihlelleha ha bonolo ka ditekese tsa metsing tse lokiseditsweng tse tlohang Sehlekehlekeng sa Granville se leng toropong ya Vancouver.",geography
"Ke hobaneng ha ditsamaiso tsa dipalanngwang di hlahisa ditletlebo tse kang tsena, ke hobaneng ha di hloleha letsatsi le letsatsi? Dienjiniere tsa dipalanngwang dia hloleha? Kapa ho na le ho se seng se bohlokwa se etsahalang?",travel
