text,gemini_label
"MetroPlus lebih nyaman dan tidak ramai tetapi sedikit lebih mahal, walau tetap lebih murah dibanding tiket metro biasa di Eropa.",travel
Ini mungkin memerlukan pengisian formulir dengan polisi setempat atau kunjungan ke kantor imigrasi.,travel
"Setiap pagi, orang meninggalkan kota kecil dengan mobil untuk pergi ke tempat kerjanya dan berpapasan dengan orang lain yang tujuan kerjanya adalah tempat yang baru mereka tinggalkan.",geography
"Jika Anda tidak terbiasa mengemudi di jalan pedesaan, waspadalah: banyak terdapat tanjakan curam, jalan sempit, serta tikungan tajam.",travel
"Transportasi pertama yang dikenal adalah berjalan kaki. Dengan kemunculan Homo Erectus (yang berarti manusia tegak) dua juta tahun yang lalu, manusia mulai berjalan tegak.",science
Orang yang berencana melakukan operasi penggantian kelamin di luar negeri harus memastikan bahwa mereka telah membawa dokumen yang sah untuk perjalanan pulangnya.,health
"Di kasus lainnya, hanya mereka yang tinggal di luar akomodasi turis yang perlu mendaftar. Hanya saja, ini menjadikan hukum jauh lebih kabur, karenanya carilah info terlebih dulu.",travel
Jika bepergian di sebuah negara berkembang untuk pertama kalinya â€“ atau di sebuah tempat baru â€“ jangan remehkan potensi adanya gegar budaya.,travel
"Perempuan: Wisatawan perempuan disarankan untuk mengatakan bahwa mereka sudah menikah, terlepas dari status perkawinan mereka yang sebenarnya.",travel
"Kunjungan turis itu mahal, menuntut kebugaran fisik, hanya dapat berlangsung di musim panas pada bulan November-Februari, dan sangat terbatas hingga ke Semenanjung, Pulau, dan Laut Ross.",travel
Kunjungan ke situs bisa digabungkan dengan mudah dengan perjalanan perahu ke danau.,travel
"Mohon diingat bahwa intinya Anda sedang berkunjung ke situs kuburan massal, serta situs yang maknanya tak terhitung bagi sejumlah populasi dunia yang signifikan.",religion
Pastikan bahwa begitu Anda sampai di pelabuhan marina semuanya akan jelas. Anda akan bertemu penumpang perahu lain yang akan berbagi informasi dengan Anda.,travel
"Demikian pula, dengan visa Schengen, Anda tidak perlu mengajukan aplikasi visa ke tiap-tiap negara anggota Schengen secara terpisah sehingga menghemat waktu, uang, dan dokumen.",travel
Ini dapat dilakukan di mobil biasa dengan perencanaan seksama tetapi sangat disarankan menggunakan 4x4 dan banyak lokasi hanya bisa diakses dengan kendaraan 4x4 bersumbu roda tinggi.,travel
"Di jalan raya yang licin dan bersalju, gesekan rendah dan Anda tidak dapat mengemudi seperti di aspal biasa.",nature
"Taksi bersama adalah cara yang cepat dan nyaman untuk bepergian ke tempat-tempat terdekat, seperti Paro (Nu 150) dan Punakha (Nu 200).",travel
"Twin Otter telah mencoba mendarat di Kokoda kemarin sebagai Airlines PNG Penerbangan CG4684, tetapi telah dibatalkan sekali.",disasters
"Di kereta malam, kondektur akan mengumpulkan paspor agar tidur Anda tidak terganggu.",travel
"Jembatan tersebut rencananya beroperasi penuh pada September 2017, saat pos pemeriksaan bea cukai Brasil rencananya selesai dibangun.",business
Tidak ada aliansi maskapai penerbangan yang melayani ketiga penyeberangan samudra di Belahan Bumi Selatan (dan SkyTeam tidak melayani ketiga lintasan ini).,travel
"Selama tetap berada di zona ini, Anda umumnya bisa melintasi perbatasan tanpa melalui pos pemeriksaan paspor lagi.",geography
"Walau Anda lebih ingin bergabung dengan maskapai yang tersering Anda gunakan, sadarilah bahwa privilese yang ditawarkan biasanya berbeda dan poin penerbang rutin mungkin lebih banyak di bawah maskapai yang berbeda tetapi dalam aliansi yang sama.",travel
"Hanya sedikit maskapai yang masih memberikan tarif berkabung, yang memberikan diskon biaya perjalanan pemakaman di menit terakhir.",travel
Para turis dapat mengunjungi berbagai macam tengara dari negara tertentu atau mungkin hanya memilih untuk fokus pada satu area saja.,travel
"Pulau Bowen merupakan destinasi perjalanan satu hari atau tamasya akhir pekan populer yang menawarkan bermain kayak, hiking, toko, restoran, dan banyak lagi.",travel
"Melancong menggunakan pesawat dapat menjadi pengalaman yang menakutkan bagi orang dari berbagai usia dan latar belakang, terutama apabila mereka belum pernah terbang sebelumnya atau memiliki pengalaman yang traumatis.",travel
"""Singkatnya, menggunakan mobil adalah cara yang baik untuk melakukan perjalanan, tetapi jarang menjadi cara untuk ""berkemah"".""",travel
"Pendaftaran adalah persyaratan tambahan dalam proses visa. Di sejumlah negara, Anda harus mendaftarkan keberadaan dan alamat tempat Anda tinggal ke otoritas lokal.",travel
Sungai-sungai di pedalaman dapat menjadi tema yang bagus untuk liburan.,travel
"Membawa barang orang lain - Jangan sampai lengah mengawasi tas Anda, apalagi saat melintasi perbatasan internasional.",crime
"Viking melewati perairan Rusia untuk sampai di Laut Hitam dan Laut Kaspia. Sebagian rutenya masih bisa dilewati sampai sekarang. Cek apakah perlu ada izin khusus, yang barangkali sulit diperoleh.",geography
