text,gemini_label
"MetroPlus ыңғайлы және адамдары көп емес, ал бағасы қымбатырақ көрінгенімен, Еуропадағы қарапайым метро билеттеріне қарағанда арзанырақ.",travel
Ол үшін жергілікті полиция өкілімен арнайы үлгіні толтыру немесе миграциялық қызметке бару қажет болуы мүмкін.,crime
Әр күні таңертең адамдар жұмыс орнына бару үшін шағын қалашықтарынан көліктермен шығады және олармен бірге баратындар сол қалашықтардағы жұмыстарынан шығады.,business
"Егер сіз ауыл жолдарында көлікпен жүруге дағдыланбаған болсаңыз, мынаған дайын болыңыз: тік еңістер, тар жолдар және кенет бұрылыстар басым болады.",travel
"Бірінші белгілі қозғалу түрі жаяу жүру болған, адамдар екі миллион жыл бұрын Homo Erectus (яғни, тік жүретін адам) пайда болғанда жаяу жүре бастаған.",science
Шетелде жынысын өзгерту бойынша операция жасататын саяхатшылар еліне оралуы үшін тиісті құжаттарды алып жүрулері керек.,travel
"Басқа жағдайларда тек туристік тұрғын жайлардан тыс жерде тұратындар ғана тіркеуден өтуі керек. Алайда бұл заңды одан бетер түсініксіз етеді, сондықтан алдын ала анықтап алыңыз.",travel
"Егер сіз дамушы елде немесе әлемнің жаңа бөлігінде алғаш рет саяхаттап жатсаңыз, ықтимал мәдени шокты жете бағалаңыз.",travel
"Әйелдер: Өздерінің шынайы отбасы жағдайына қарамастан, әйел жынысты саяхатшыларға тұрмыс құрған деп айтуға кеңес беріледі.",travel
"Туристік сапарлар қымбатқа түседі, дене шынықтыруды талап етеді, тек жазда және қараша-ақпан айларында жүргізілуі мүмкін және түбектер және аралдармен, сондай-ақ Росс теңізімен шектеседі.",travel
Бұл жерге баруды көлге қайықпен барумен ыңғайлы біріктіруге болады.,travel
Сіз жаппай көмілген қабірге бармақшы және ол әлемдегі көптеген халықтар үшін жоғары құндылыққа ие орын екенін ескеріңіз.,politics
Теңізге шыққаннан кейін бәрі айтарлықтай анық болатынына сенімді болсаңыз болады. Сіз басқа қайық жолаушыларымен кездесесіз және олар сіздермен ақпаратын бөліседі.,travel
"Осы сияқты, шенген визаңыз болса, шенгенге мүше елдердің әрқайсысына визаға бөлек өтінім беру қажет болмайды, осылайша сіз уақытты, ақшаны үнемдейсіз және құжаттармен жұмыс азырақ болады.",travel
"Мұны әдеттегі көлікте мұқият жоспарлау арқылы істеуге болады, бірақ 4x4 ұсынылады және көп жерлерде тек 4x4 жоғары дөңгелек базасы арқылы қол жеткізуге болады.",travel
"Мұзды және қарлы жолдарда үйкеліс аз болғандықтан, жалаң асфальтта жүргендей жүре алмайсыз.",nature
Ортақ таксилер Паро (150) және Пунаха (200) сияқты орындарға барудың жылдам және ыңғайлы әдісі болып табылады,travel
"Twin Otter ұшағы кеше Кокодаға PNG әуе компаниясының CG4684 рейсі ретінде қонуға тырысқан еді, бірақ бұрын бас тартылған болатын.",disasters
