text,gemini_label
"MetroPlus është më komode dhe më pak e mbingarkuar me njerëz, por pak më e shtrenjtë, megjithatë përsëri më e lirë se biletat normale të metrove në Evropë.",travel
"Për këtë,mund të kërkohet të plotësoni një formular pranë policisë lokale ose të shkoni te zyrat e emigracionit.",crime
"Çdo mëngjes, njerëzit ikin nga qytezat me makina për të vajtur në vendin e tyre të punës dhe pranë u kalojnë njerëz të tjerë, destinacioni i punës i të cilëve është vendi nga i cili sapo janë larguar.",business
"Nëse nuk jeni mësuar të drejtoni automjetin në rrugë fshati, mbani mendjen në vend: mbizotërojnë shpatet e pjerrëta, korsitë e ngushta e kthesat e mprehta.",travel
Mjeti i parë i njohur i transportit ishte ecja; njerëzit nisën të ecnin me këmbë dy milionë vite më parë kur u shfaq Homo Erectus (që do të thotë njeri në këmbë).,science
Udhëtarët që kanë në plan një ndërhyrje kirurgjike për rivendosjen e seksit jashtë shtetit duhet të sigurohen që kanë dokumente të vlefshme për udhëtimin e kthimit.,health
"Në raste të tjera, duhet të regjistrohen vetëm personat që qëndrojnë jashtë objekteve turistike. Megjithatë, kjo e bën ligjin shumë më të paqartë, kështu që shqyrtojeni atë paraprakisht.",travel
"Nëse bëni një udhëtim për herë të parë në vende në zhvillim, ose një pjesë të re të botës, mos nënvlerësoni tronditjen kulturore me të cilën mund të përballeni.",travel
"Gratë: Rekomandohet që të gjitha udhëtaret gra të thonë se janë të martuara, pavarësisht nga gjendja familjare e vërtetë.",travel
"Vizitat turistike janë të shtrenjta, kërkojnë formë të mirë fizike, mund të zhvillohen vetëm në verë, nëntor-shkurt dhe janë kryesisht të kufizuara në gadishull, ishuj dhe detin Ros.",travel
Vizitën në vend mund ta kombinoni me lehtësi me një ekskursion me varkë në liqen.,travel
"Lutemi të mos harroni se në të vërtetë po vizitoni një vend me varre masive, si dhe një vend që ka një domethënie gati të pakrahasueshme për një pjesë të madhe të popullsisë botërore.",travel
"Të jini të sigurt se sapo të arrini te porti, çdo gjë do të jetë shumë e qartë. Do të takoni persona të tjerë që kërkojnë t’i marrin në varka dhe ata do t’ju japin informacionet që kanë.",travel
"Në të njëjtën mënyrë, kur keni një vizë Shengen, nuk keni nevojë të aplikoni më vete për vizë në çdo vend anëtar të Shengenit, duke kursyer kështu kohë, para dhe dokumente.",travel
"Me një plan të kujdesshëm, kjo mund të bëhet me një makinë të zakonshme, por këshillohet fort një 4x4 dhe në shumë vende mund të shkohet vetëm me një bazë të lartë rrotash 4x4.",travel
