question,gemma3_reply
"Hvad ville ifølge afsnittet være et unøjagtigt tip, når det drejer sig om at spille korrekt på en harmonika?","The correct answer is **A: For at få mere lyd, skal du trykke hårdere på tangenterne**.

Here's why:

The passage explicitly states: ""Husk at der ingen grund er til at ramme tangenterne hårdt for at få mere lyd ligesom på klaveret."" (Remember there's no need to hit the keys hard to get more sound like on a piano.)

Let's look at why the other options are correct based on the text:

*   **B:** The passage encourages minimizing extra finger movements to conserve energy.
*   **C:** The passage emphasizes keeping the hand relaxed while hitting the correct notes.
*   **D:** The passage states that increasing pressure or speed of the bellows increases volume.



"
"Når man spiller på en harmonika, hvilket af følgende vil hjælpe med at øge lydstyrken?","The correct answer is **A: Mere hastighed**.

The passage explicitly states: ""For at få ekstra lydstyrke på harmonika bruger man blæsebælgene med højere tryk eller **hastighed**."" 

Let's look at why the other options are incorrect:

*   **B: Mere kraft:** While related to pressure, the passage specifically highlights *speed* as a factor.
*   **C: Mindre tryk:** The passage states the opposite – higher pressure increases volume.
*   **D: Mindre bevægelse med fingrene:** This relates to efficiency and avoiding fatigue, not increasing volume.



"
Hvorfor er kanterne af billederne i tv´et klippet?,"The correct answer is **B: Så billedet fylder hele skærmen**.

The passage explicitly states: ""Dette er lavet for at sikre, at billedet dækker hele skærmen."" This directly explains why the edges of images are cropped on TVs – to ensure the image fills the screen.

Let's look at why the other options are incorrect:

*   **A: For at tillade undertekster** - While overscan *can* affect subtitles (as the passage mentions), it's not the primary *reason* for overscan.
*   **C: For at tillade nem konvertering til andre formater** - The passage doesn't mention anything about converting to other formats.
*   **D: For at klippe undertekster, der er for tæt på bunden** - The passage states that overscan can *cause* subtitles to be cut off, not that it's *done* to cut them off."
"Hvilke af følgende problemer kan ifølge afsnittet opstå, når man konverterer en film til dvd-format?","The correct answer is **B: Delvist klippede undertekster** and **D: Klippede kanter**.

Here's why:

*   The passage specifically states that overscan causes the edges of the video (top, bottom, and sides) to be cut off – ""dens kanter vil desværre også højst sandsynligt blive klippet af"". This directly corresponds to **D: Klippede kanter**.
*   It also states that if subtitles were too close to the bottom, they ""would not be fully visible"" – ""ville de ikke kunne ses helt"". This means they would be partially cut off, which corresponds to **B: Delvist klippede undertekster**.

Let's look at why the other options are incorrect:

*   **A: Et billede, der ikke fylder hele skærmen:** The passage explains overscan *ensures* the image fills the screen, it doesn't cause it to be smaller.
*   **C: Et billede, der fylder hele skærmen:**  Again, overscan is *why* the image fills the screen, not a problem that happens during conversion.



"
Hvor var den britiske garnison placeret?,"The correct answer is **C: Bordentown**.

The passage states: ""General John Cadwalder launched a diversionary attack against the British garrison in **Bordentown**..."" This directly answers the question."
Hvis underskrift fremgik af det håndskrevne udkast?,"The correct answer is **D: Charles Thomson**.

Here's why:

The passage states: ""Efter at kongressen vedtog det den 4. juli, blev et håndskrevet udkast underskrevet af formand for kongressen John Hancock, og sekretær **Charles Thomsen** blev derefter sendt til John Dunlaps trykkeri...""

This directly indicates that Charles Thomson was the secretary who signed the handwritten draft along with John Hancock.



"
"Ud af de følgende steder, hvor ankom en Dunlap broadside sidst?","The correct answer is **C: London**.

Here's why:

* **London** received a copy on August 10th, according to the text.
* **New York** received a copy on July 9th.
* **Dunlap's trykkeri** is where the broadsides were *made*, not where they arrived.
* **Independence Hall** is where the first public reading happened, not where a copy was delivered to.

Therefore, London was the last place to receive a Dunlap broadside based on the dates provided in the text."
Hvor var Oberst Starks tropper udstationeret?,"The correct answer is **A: I den nordlige ende langs hegnet**.

The passage states: ""Starks mænd positionerede sig langs hegnet i den nordlige ende af kolonisternes position."" This directly answers the question.

Let's look at why the other options are incorrect:

*   **B: På en strand ved vandkanten** - While they *extended* the fence to the beach, they weren't initially stationed *on* the beach.
*   **C: Langs den nordøstlige del af halvøen** - This is where the low tide created an opening, but not where Stark's troops were positioned.
*   **D: Foran hegnet** - They set a pole *in front* of the fence, but they weren't stationed there themselves."
Hvornår forlængede Starks mænd ifølge afsnittet deres hegn?,"The correct answer is **C: Ved lavvande**.

The text explicitly states: ""Da lavvande åbnede et hul langs Mystic River... forlængede de hurtigt hegnet..."" This directly links the extension of the fence to the occurrence of low tide.

Let's look at why the other options are incorrect:

*   **A: Mens kolonisterne kaldte på forstærkninger:** While the reinforcements arrived around the same time, the text doesn't say the fence extension *happened* while they were calling for help.
*   **B: Når soldaterne passerede pælen:** The pæl was related to *when* they would shoot, not *when* they built the extension.
*   **D: Mens tropperne indtog deres fremadrettede stillinger:** This is too general. The text details *why* and *when* the fence was extended, and it's specifically linked to the low tide.



"
Hvilken af de følgende var ifølge afsnittet den mest voldelige tidsalder i Kinas historie?,"The correct answer is **D: Perioden med De tre kongeriger**.

The passage explicitly states: ""Perioden med de Tre Kongedømmer var en af de blodigste perioder i oldtidens Kinas historie."" 

Let's look at why the other options are incorrect:

*   **A: Jin-dynastiet:** The passage mentions the Jin dynasty as *following* the Three Kingdoms period, not being a violent period itself.
*   **B: Xi´an-perioden:** Xi'an is a city where the palace was located, not a time period.
*   **C: Han-dynastiet:** The passage states the Three Kingdoms period came *between* the Han and Jin dynasties. It doesn't characterize the Han dynasty as particularly violent.



"
