question,gemma3_reply
"Čo sa podľa úryvku nepovažuje za presné odporúčanie, ako dobre hrať na akordeóne?","The correct answer is **A: Pre väčšiu hlasitosť triafajte klávesy väčšou silou**.

The passage explicitly states: ""Pamätajte, že pre väčšiu hlasitosť nie je potrebné stlačiť klávesy väčšou silou ako na klavíri.""  This directly contradicts option A.

Let's look at why the other options are correct based on the passage:

*   **B:** The passage says ""taktiež sa snažte nerobiť prstami veľa zbytočných pohybov. Takto sa unavíte čo najmenej.""
*   **C:** The passage states ""Dbajte na to, aby bola vaša ruka čo najviac uvoľnená, ale snažte sa pritom správne triafať všetky noty.""
*   **D:** The passage says ""Ak chcete na akoredóne dosiahnuť väčšiu hlasitosť, použite mechy s väčším tlakom alebo rýchlosťou.""



"
"Keď hráte na akordeón, ktorá z nasledujúcich možností vám pomôže zvýšiť hlasitosť?","The correct answer is **A: Väčšia rýchlosť**.

The passage explicitly states: ""Ak chcete na akordeóne dosiahnuť väčšiu hlasitosť, použite mechy s väčším tlakom alebo **rýchlosťou**."" 

Let's look at why the other options are incorrect:

* **B: Väčšia sila:** The passage specifically says *not* to press the keys harder like on a piano.
* **C: Menší tlak:** The passage says to use *greater* pressure on the bellows.
* **D: Menej pohybov prstami:** While reducing unnecessary finger movements helps with fatigue, it doesn't directly increase volume.



"
Prečo majú obrazy na televízore orezané okraje?,"The correct answer is **B: Aby obraz pokrýval celú obrazovku**.

The passage explicitly states: ""Toto zaisťuje, aby obraz pokrýval celú obrazovku. Hovorí sa tomu overscan.""  The other options are incorrect based on the information provided in the text.



"
S ktorým z nasledujúcich problémov sa podľa úryvku môžete stretnúť pri konverzii filmu do formátu DVD?,"The correct answer is **B: Čiastočne orezané titulky**.

Here's why:

The passage specifically states that due to overscan (where TVs cut off the edges of the image), ""if the video had subtitles positioned too low, they might not display completely."" This directly relates to partially cropped subtitles.

Let's look at why the other options are incorrect:

*   **A: Obraz nevypĺňa celú obrazovku:** The passage explains overscan *causes* the image to fill the screen, not the opposite.
*   **C: Obraz vypĺňa celú obrazovku:** This is a result of overscan, not a problem caused by conversion.
*   **D: Orezané okraje:** Overscan already occurs on TVs. The problem described is that the DVD creation process may *also* crop edges, exacerbating the issue.



"
Kde sa nachádzala britská posádka?,"The correct answer is **C: Bordentown**.

The passage states: ""Generál John Cadwalder podnikol diverzný útok proti britskej posádke v Bordentowne..."" This directly answers the question of where the British garrison was located.
"
Čí podpis sa objavil na ručne písanom návrhu?,"The correct answer is **D: Charlesa Thomsona**.

The passage states: ""...bol ručne písaný návrh podpísaný prezidentom Kongresu Johnom Hancockom a ministrom **Charlesom Thomsonom**..."" 

Therefore, Charles Thomson's signature was on the handwritten draft.



"
Na ktoré z týchto miest boli nakoniec zaslané Dunlapove bočné strany?,"The correct answer is **C: Londýn**.

Here's why:

The text states: ""Kópia sa do Londýna dostala 10. augusta."" (A copy reached London on August 10th).  This directly indicates Dunlap broadsides were sent to London.

Let's look at why the other options are incorrect:

*   **A: New York** - While a copy *was* read to troops in New York, the broadsides themselves were not ultimately sent *to* New York.
*   **B: Dunlapova tlačiareň** - The broadsides were *made* at Dunlap's printing shop, but it wasn't a destination they were sent *to*.
*   **D: Independence Hall** - The first public reading happened *at* Independence Hall, but it wasn't a destination where they were sent.



"
Kde boli usadené vojská plukovníka Starka?,"The correct answer is **A: Na severnom konci, pozdĺž plotu**.

The passage explicitly states: ""Starkovi muži zaujali pozície pozdĺž plotu na severnom konci od pozície „kolonistu“.""

Let's look at why the other options are incorrect:

*   **B: Na pláži pri okraji vody** - While the wall extended *to* the beach, Stark's men weren't positioned *on* the beach initially.
*   **C: Na severovýchode polostrova** - This is a general location, but doesn't specify Stark's precise position.
*   **D: Pred plotom** - The kôl (pole) was placed *in front* of the plot, but Stark's men were *along* the plot."
Kedy podľa úryvku Starkovi muži rozšírili plot?,"The correct answer is **C: Počas odlivu**.

The passage states: ""Keď odliv otvoril prieluku pozdĺž rieky Mystic na severovýchode polostrova, plot rýchlo rozšírili krátkym kamenným múrom..."" This directly links the expansion of the plot to the occurrence of low tide.

Let's look at why the other options are incorrect:

*   **A: Keď kolonisti žiadali o vyslanie posíl** - While colonists requested reinforcements, this happened *before* the plot was expanded.
*   **B: Keď vojaci prešli okolo kola** - The stake was placed *after* the plot was extended, not before.
*   **D: Keď vojská zaujali popredné pozície** - The troops taking positions happened concurrently with, but isn't the *cause* of, the plot being expanded."
Ktoré z nasledujúcich období v Číne boli podľa úryvku jednými z období najväčšieho násilia?,"The correct answer is **D: Obdobie troch kráľovstiev**.

The passage explicitly states: ""Tri kráľovstvá boli jedným z najkrvavejších období v histórii starej Číny a tisíce ľudí zomreli v bojoch..."" 

Let's look at why the other options are incorrect:

*   **A: Dynastia Jin:** The passage mentions the Jin dynasty *followed* the Period of Three Kingdoms, but doesn't state it was a particularly violent time.
*   **B: Obdobie Si-an:** Si-an is a city, the location of the palace, not a historical period.
*   **C: Dynastia Han:** The passage states the Period of Three Kingdoms occurred *between* the Han and Jin dynasties, but doesn't describe the Han dynasty as particularly violent."
