premise,hypothesis,gpt_reply
"Néi, ni napensaikurihína upéva rehe, ajepichaiterei ha añepyrûjey añe'ê hendive.",Nañe'êvéi hendive.,contradiction
"Néi, ni napensaikurihína upéva rehe, ajepichaiterei ha añepyrûjey añe'ê hendive.",Che chepychyeterei rupi añepyrûjey añe'ê hendive,entailment
"Néi, ni napensaikurihína upéva rehe, ajepichaiterei ha añepyrûjey añe'ê hendive.",Iporâ ore ñemongeta.,neutral
"Che aimo'âukuri upéva peteî privilegioha. Aimo'â gueteri, ha'e gueteri. Che añoite upe 922 ExO aiméva upe oñeñanihápe AFFC Fuerza Armada Mba'épe.",Ndaikuaáikuri nacheañoiha upe árape.,contradiction
"Che aimo'âukuri upéva peteî privilegioha. Aimo'â gueteri, ha'e gueteri. Che añoite upe 922 ExO aiméva upe oñeñanihápe AFFC Fuerza Armada Mba'épe.",Aimo'âkuri cheañoha upe papapy reheve upe ñeñanihápe AFFC Air Force Career.,entailment
"Che aimo'âukuri upéva peteî privilegioha. Aimo'â gueteri, ha'e gueteri. Che añoite upe 922 ExO aiméva upe oñeñanihápe AFFC Fuerza Armada Mba'épe.","Opavavépe ome'ê oréve peteî papapy meme, jepe he'íkuri oréve oîtaha iprivilegivétava'ekue, japupantevoira'e.",neutral
He'íkuri chéve…péicha ... Peteî tapicha cherenoitaha ipahápe rojotopa haĝua.,Araka'eve nde'íri chéve aikuaataha mávape.,contradiction
He'íkuri chéve…péicha ... Peteî tapicha cherenoitaha ipahápe rojotopa haĝua.,He'i chéve cherenotaha aikuaa haĝua mávape.,neutral
He'íkuri chéve…péicha ... Peteî tapicha cherenoitaha ipahápe rojotopa haĝua.,Upe tapicha ousapy'a kurive.,neutral
"Hetaiterei mba'e ikatu ja'e kóva rehe, upéicharamo ahasánte che kóva.",Amombe'use ndéve aikuaamíva guive hesegua.,neutral
"Hetaiterei mba'e ikatu ja'e kóva rehe, upéicharamo ahasánte che kóva.","Nañe'êhetamo'âi, jepe heta mba'e ja'ekuaa,",contradiction
"Hetaiterei mba'e ikatu ja'e kóva rehe, upéicharamo ahasánte che kóva.",Nañe'êmo'âi ko táva rembiasakuére oî rupi hetaiterei mba'e ñamombe'ukuaáva.,neutral
