premise,hypothesis,gpt_reply
"Allinmi, manam chaypiqa hamutachkarqanichu, ichaqa manam allinchu tarikurqani chaymi kaqllamanta paywan rimarqani.",Manam paywanqa kaqllamantaqa rimarqanichu.,contradiction
"Allinmi, manam chaypiqa hamutachkarqanichu, ichaqa manam allinchu tarikurqani chaymi kaqllamanta paywan rimarqani.",Paqway piñasqam karqani chayraykum kaqllamanta paywan rimarqani.,neutral
"Allinmi, manam chaypiqa hamutachkarqanichu, ichaqa manam allinchu tarikurqani chaymi kaqllamanta paywan rimarqani.",Allintam rimarurqaniku.,neutral
"Chaymanta hamutarqani ancha waqaychasqa kapuwasqanta, chaynaraqmi kachkan, chaynaraqmi kachkan, ñuqallam karqani 922 Ex-O nisqan chay AFFC Fuerza Area nisqanpi.",Manam yacharqanichu ñuqa mana sapallay chay pampapi chay punchaw kasqayta.,contradiction
"Chaymanta hamutarqani ancha waqaychasqa kapuwasqanta, chaynaraqmi kachkan, chaynaraqmi kachkan, ñuqallam karqani 922 Ex-O nisqan chay AFFC Fuerza Area nisqanpi.",Ñuqaqa musyarqani sapallay kay pampapi chay AFFC Air Force Career yupayuq kasqayta.,neutral
"Chaymanta hamutarqani ancha waqaychasqa kapuwasqanta, chaynaraqmi kachkan, chaynaraqmi kachkan, ñuqallam karqani 922 Ex-O nisqan chay AFFC Fuerza Area nisqanpi.","Llapallaykumanmi hina kaq yupallata quwarqaku, manam imapas qukunchu chay promesakuna quwananku kasqanpas, llapa yanqa rimaymi kasqa.",contradiction
"Niwarqa, chay… huk runas qayamuwanan kasqa tinkunaykupaq.",Manam qaykaqpipas pi riqsinaypaq willawarqachu.,contradiction
"Niwarqa, chay… huk runas qayamuwanan kasqa tinkunaykupaq.",Ñuqatam niwarqa huk runatas qayanman riqsiwananpaq.,neutral
"Niwarqa, chay… huk runas qayamuwanan kasqa tinkunaykupaq.",Chay runaqa ancha chisyaykuytañam rikurirqamurqa.,neutral
"Ancha achkam chaymanta willakunay, aswanqa pawarqusaqña chayta.",¡Chaymanta llapachantam willayta munayki!,neutral
"Ancha achkam chaymanta willakunay, aswanqa pawarqusaqña chayta.","Manam chaymanta rimasaqchu, ancha achka chaymanta rimay kaptinpas.",contradiction
"Ancha achkam chaymanta willakunay, aswanqa pawarqusaqña chayta.","Manam llaqtapa ñawpa imayna qispisqanmanta rimasaqchu, paqway achka willakuy kasqanrayku.",contradiction
"Chay paqway waqaychasqatam salvayta munarqaniku, manam imayna bomba hidrógena nisqan wichichinaykupaq karqachu yaqapas 30manta, chay C124 nisqanta.",Manam imapas hukuwarqakuchu mana imapas churay.,neutral
"Chay paqway waqaychasqatam salvayta munarqaniku, manam imayna bomba hidrógena nisqan wichichinaykupaq karqachu yaqapas 30manta, chay C124 nisqanta.",Chay cosatam aswanta salvayta munarqaniku imapas wakinmanta.,neutral
"Chay paqway waqaychasqatam salvayta munarqaniku, manam imayna bomba hidrógena nisqan wichichinaykupaq karqachu yaqapas 30manta, chay C124 nisqanta.",Chay bomba-H nisqantam salvayta munarqaniku ancha sasa rurachiy kasqanrayku.,neutral
Chaynaqa manam allinta yachanichu imaynanpi chayna kasqanta.,Chiqaptam yachachkani imaynanpi chayna kasqanta.,contradiction
Chaynaqa manam allinta yachanichu imaynanpi chayna kasqanta.,Imaynanpich pay yachaywasikunata aparqachirqa.,neutral
Chaynaqa manam allinta yachanichu imaynanpi chayna kasqanta.,Imaynanpich chay apakurqa.,contradiction
"Kaymi Fannie Flono. Ag--Augusta, GA, nisqanpim wiñarqa, taksaraq kasqan willakuykunamanta rimanqa.","Fannie Flono huk punchawñam willakunqa, chayman hinam kunan willakuyninkunata para kunanqa willawasunchu.",neutral
"Kaymi Fannie Flono. Ag--Augusta, GA, nisqanpim wiñarqa, taksaraq kasqan willakuykunamanta rimanqa.","Fannie Flono kaypim tarikun, Augusta, GA nisqanpi wiñasqanmantam imapas willakuykunata willawasun.",entailment
"Kaymi Fannie Flono. Ag--Augusta, GA, nisqanpim wiñarqa, taksaraq kasqan willakuykunamanta rimanqa.",Fannie Flono kayqaya kunan willaruwanchik ancha achka ruwayninkuna kaptinpas.,entailment
Chaynallataq pichqa U2 nisqan destacamentuta wischurqusqa.,Rimarqanim U2 nisqanwan.,neutral
Chaynallataq pichqa U2 nisqan destacamentuta wischurqusqa.,Mana punim U2 nisqanwanqa atipanakurqanichu.,contradiction
Chaynallataq pichqa U2 nisqan destacamentuta wischurqusqa.,Destacamentokunawanmi U2 nisqanpaq sapa punchaw tawa chunka wata llamkarqani.,contradiction
Ñuqallam qaykaqpipas llamkachiq karqani taqyachiqkunata chay cámaras de altitud en miniatura nisqanpi prueba ruwanapaq.,Manam ñuqata gustawarqachu sapallay chay prueba ruwanapaq takyachiqkuna llamkachiy.,contradiction
Ñuqallam qaykaqpipas llamkachiq karqani taqyachiqkunata chay cámaras de altitud en miniatura nisqanpi prueba ruwanapaq.,Chay pruebakunam ruwakurqa chay cámaras de altitud en miniatura nisqanpi.,neutral
Ñuqallam qaykaqpipas llamkachiq karqani taqyachiqkunata chay cámaras de altitud en miniatura nisqanpi prueba ruwanapaq.,Hukniykum umallirqaniku chay pruebapaq takyachiqkunata.,contradiction
"Ñuqam kani, kay, umalliq yachachiq sargento, samakuqña, Rick nisqanpi hina.",Llamkachkaniraqmi chay punchawpaq.,contradiction
"Ñuqam kani, kay, umalliq yachachiq sargento, samakuqña, Rick nisqanpi hina.",2002 watatam lluqsikurqani.,neutral
"Ñuqam kani, kay, umalliq yachachiq sargento, samakuqña, Rick nisqanpi hina.",Rickmi nisurqanki ña llamkaymanta lluqsikusqayta.,contradiction
"Flujo de caja nisqan imayna kanan yachay kachkanmi chaynallataq, uh, yaw, chay pipas maypas Cuttypaq, kaymi sutin rantiy munaqpa.",Cutty nisqan rantiy munaqmi 10000 dolarta sapa killa chaskin.,neutral
"Flujo de caja nisqan imayna kanan yachay kachkanmi chaynallataq, uh, yaw, chay pipas maypas Cuttypaq, kaymi sutin rantiy munaqpa.",Cutty sutiyuq rantiy munaqmi kachkan.,entailment
"Flujo de caja nisqan imayna kanan yachay kachkanmi chaynallataq, uh, yaw, chay pipas maypas Cuttypaq, kaymi sutin rantiy munaqpa.",Manam kapuwanchikchu Cutty sutiyuq rantiy munaqninchikqa.,contradiction
Yanapawaqniy atiq sispasmi hatun llaqtapa waklawninpiraq tiyan.,Chay sipaspa yanapakuynin munasqaymi karupiraq tiyan.,contradiction
Yanapawaqniy atiq sispasmi hatun llaqtapa waklawninpiraq tiyan.,Yanapawaqniy warmi warman 5 millas nisqan karupiraq tiyan.,neutral
Yanapawaqniy atiq sispasmi hatun llaqtapa waklawninpiraq tiyan.,Manam pipas kanchu yanapawaqniy.,contradiction
"Ichaqa paykunaqa rakinanakusqam kachkarqaku chay pikunam pampapi makikuna chaynallataq pikunam wasipi warmakuna, kayna hinam karqa…",Llapallankum acuerdopi karqaku chay pampapi llamkanankupaq.,neutral
"Ichaqa paykunaqa rakinanakusqam kachkarqaku chay pikunam pampapi makikuna chaynallataq pikunam wasipi warmakuna, kayna hinam karqa…",Manam acuerdoman yaykuyta atirqakuchu chay pim pampapi maki kananpaq chaynallataq pim wasipi kananpaq.,neutral
"Ichaqa paykunaqa rakinanakusqam kachkarqaku chay pikunam pampapi makikuna chaynallataq pikunam wasipi warmakuna, kayna hinam karqa…",Manam acuerdopi kayta atirqakuchu chay pim algodón chakrapi llamkanqa chaynallataq pim wasipa pampanta aywinqa.,neutral
"Kunanmi chay Tercera SS, U2 Quick chaynallataq Blackbird nisqankunamanta rimariwasun.",Paymi manaña rimayta munanchu.,contradiction
"Kunanmi chay Tercera SS, U2 Quick chaynallataq Blackbird nisqankunamanta rimariwasun.",Paymi kimsa hukniraq submarinokunamanta rimaqiwasun.,neutral
"Kunanmi chay Tercera SS, U2 Quick chaynallataq Blackbird nisqankunamanta rimariwasun.",Paymi kimsa imakunamantapas riman.,entailment
"Ñuqam niyta munani paykunapa nalla kasqanta, kayna hina, pichqa wawakuna. Hunkinmi wañulurqa.",Llapallan wawankunam kawsarirurqaku.,contradiction
"Ñuqam niyta munani paykunapa nalla kasqanta, kayna hina, pichqa wawakuna. Hunkinmi wañulurqa.",Pichqa kaqmanta hunkin wawam wañururqa.,contradiction
"Ñuqam niyta munani paykunapa nalla kasqanta, kayna hina, pichqa wawakuna. Hunkinmi wañulurqa.",Chay wañukuq warmam unquyniyuq paqarisqa.,contradiction
"Chaynallataq, chayna punim, Androv Gromikov mana ima tapuytapas kutichirqachu, ichaqa llamapallan yachaykunam chay U2pa pelicula ruwasqanmanta kapuwarqaku.",Chay U2 nisqanmi achka peliculakunata hapirqaku.,neutral
"Chaynallataq, chayna punim, Androv Gromikov mana ima tapuytapas kutichirqachu, ichaqa llamapallan yachaykunam chay U2pa pelicula ruwasqanmanta kapuwarqaku.",Chay U2 nisqanmi huk waranqa peliculakunata yaku ukumanta huqarirqaku.,neutral
"Chaynallataq, chayna punim, Androv Gromikov mana ima tapuytapas kutichirqachu, ichaqa llamapallan yachaykunam chay U2pa pelicula ruwasqanmanta kapuwarqaku.","Manam archivo nisqa llamkay kapuwarqakuchu, chayraykum tantiyarqaniku.",contradiction
"Ñawimantas wiqi sutusqa nirqam, chaymantañataq nirqa chay Joes risqa wasipa qipankama.","Wasipa qipanman qispinanpaq niptinmi, ñawinkunapi wiqi kachkasqa.",contradiction
"Ñawimantas wiqi sutusqa nirqam, chaymantañataq nirqa chay Joes risqa wasipa qipankama.",Payqa utqaymanmi wiqinta pichakururqa Joeta wasi qipamanta wischurquspan.,contradiction
"Ñawimantas wiqi sutusqa nirqam, chaymantañataq nirqa chay Joes risqa wasipa qipankama.",Paqway kusikuywan Joeta rikuspanmi waqayta qallaykurqa.,neutral
"Chay aeronave ratachkaptinpas, ¿imaynanpitaq kañakunman chaynallataq chullunman chay plomowan radiación mana yaykunanpaq componenteyuq kachkaspa?",Radiación nisqantaqa paqway nina rataypipas harkayqa atikunmanmi.,neutral
