premise,hypothesis,gpt_reply
"Kameetsa, tee nokenkeshireajeroji, iro kantaincha tee nomateroji aisati nintajaro noñanatajiri iroakera.",Tee noñatajeriji.,entailment
"Kameetsa, tee nokenkeshireajeroji, iro kantaincha tee nomateroji aisati nintajaro noñanatajiri iroakera.",Ikisanaka iroosati noñaatanatantajari.,entailment
"Kameetsa, tee nokenkeshireajeroji, iro kantaincha tee nomateroji aisati nintajaro noñanatajiri iroakera.",Nokenketsajeitake.,entailment
"Nokenkeshireabetaka, aisati okanteani, okantaiteani, naro aparonitatsiri 992 Ex-O nosabikake kantakotanari AFFC ashi Fuerza Aérea.",Tee niobeiteaji kaari aparonitatsiri atiri aranki kitaiteriki.,contradiction
"Nokenkeshireabetaka, aisati okanteani, okantaiteani, naro aparonitatsiri 992 Ex-O nosabikake kantakotanari AFFC ashi Fuerza Aérea.",Nojitakanti iritake apaniro ñaakarontsitakarori antaberentsiki AFFC Air Force Career oshintsine tampea.,neutral
"Nokenkeshireabetaka, aisati okanteani, okantaiteani, naro aparonitatsiri 992 Ex-O nosabikake kantakotanari AFFC ashi Fuerza Aérea.","Maaroni ipajeitakenaro iroori ñaakarontsi, tekatsi ojitasanotanakea ikantayeetakenari, maaroni irointi tseyantsi.",neutral
Ikantetakena oka... aparo kajemenane noñaabakanteari.,Tekatsi ikantetena niyoteri.,entailment
Ikantetakena oka... aparo kajemenane noñaabakanteari.,Ikantetakena ikajemakantena aparo atiri iyotenane.,entailment
Ikantetakena oka... aparo kajemenane noñaabakanteari.,Iyotenane ikonijatake ishabiniji.,neutral
"Osheki ikantetakoterori oka, omatea nomitajero oka.",¡Nokoi nokenketsatimotempiro maaroni kantakotirori ora!,entailment
"Osheki ikantetakoterori oka, omatea nomitajero oka.","Eiro noñaanatakotajirotsi oka, omabetakea timatsi osheki amanakoteri.",neutral
"Osheki ikantetakoterori oka, omatea nomitajero oka.",Eiro noñaanatakotajirotsi okantakota ora kenketsatakorentsi ashi nampitsi tempa timatsi osheki ankanter.,neutral
"Irootake koasanotachari akoajeitiri abisakotaje, tee añeeroji otsipa ajokantearori kepiarijenkari nija opoñaanakea 30, un C124.",Tee opokimotanajee akempoyaayetanajero.,neutral
"Irootake koasanotachari akoajeitiri abisakotaje, tee añeeroji otsipa ajokantearori kepiarijenkari nija opoñaanakea 30, un C124.",Akoajeiti ababisakotajero paitarika timatsiri kaarikea otsipa.,entailment
"Irootake koasanotachari akoajeitiri abisakotaje, tee añeeroji otsipa ajokantearori kepiarijenkari nija opoñaanakea 30, un C124.",Akoajeiti ababisakotajero bomba nija tempakea opomerentsitasanota antakotantearori.,neutral
Tee okonijamotenaji kameetsa tempakea.,Irootake nokenkeshireantakarori timatsineri.,neutral
Tee okonijamotenaji kameetsa tempakea.,Tee niyoteji paita ipantajarori obametantsipankopee.,contradiction
Tee okonijamotenaji kameetsa tempakea.,Tee niyoteji paita otimantakari oka.,entailment
"Oka oni Fannie Flono. Okimotake Ag-- Augusta, GA, aisati oñaanatakotea aparopeeni kenketsatakorentsi ashi orijanikitantapaari.",Fannie Flono otimatie napiitakotajero aisati eiro omata akenketsatakotero apaitapeerika kenketsatakorentsi meeka.,neutral
"Oka oni Fannie Flono. Okimotake Ag-- Augusta, GA, aisati oñaanatakotea aparopeeni kenketsatakorentsi ashi orijanikitantapaari.","Fannie Flono jerokatake aka ari oñaanatakotero okantakota oyenketsatakore ashi orijanitantapaari otimotantanakari Augustaki,AG.",entailment
"Oka oni Fannie Flono. Okimotake Ag-- Augusta, GA, aisati oñaanatakotea aparopeeni kenketsatakorentsi ashi orijanikitantapaari.",Fannie Flono omatiro oñaanatakotero meeka omabetakea timatsi antayeteri.,entailment
Aisati obetsikake koni soraaropanko ashi U2.,Nokantakero ora U2.,neutral
Aisati obetsikake koni soraaropanko ashi U2.,Tee nojibaterini anta U2 omateaji.,contradiction
Aisati obetsikake koni soraaropanko ashi U2.,Nantabeetake soraaropankoki ashi U2 maaroni kitaiteriki okarate otsitsa osarentsi.,neutral
Naro apaniro nantayetakero aparopeeni ora amanakoyetirori ashi ñaantamentsotsi ashi shiakamentotsipee ojenokiti orijani.,Tee onimoshirenaji apaniro nantero ora manankobentirori ashi ñaantamentsotsipee.,neutral
Naro apaniro nantayetakero aparopeeni ora amanakoyetirori ashi ñaantamentsotsi ashi shiakamentotsipee ojenokiti orijani.,Ora ñaantamentotsipee antajeitaka anta shiakamentotsiki jenoki orijanikiki.,entailment
Naro apaniro nantayetakero aparopeeni ora amanakoyetirori ashi ñaantamentsotsi ashi shiakamentotsipee ojenokiti orijani.,Otimake aparopeeniki aroriki ajibajeitakero amanakobentiroripee ashi ñaantamentotsi.,neutral
"Narotake, yoka, sarijento pinkatsari obamentinkari, makoreantsiri, ikantiri Rick.",Irosatitatsi nantabeeti oka kitaiteriki.,neutral
"Narotake, yoka, sarijento pinkatsari obamentinkari, makoreantsiri, ikantiri Rick.",Noshitoanaji 2002.,neutral
"Narotake, yoka, sarijento pinkatsari obamentinkari, makoreantsiri, ikantiri Rick.",Rick ikantimpi shitobanajana.,the relationship between the premise and the hypothesis is 'neutral'.
"Timatsi aparopeeni antayetachaneripee ashi otimantari aisati, uh, eh, irointi ashi aisati janikarika Cutty, ibajiro irashi ayompariteari.",Yora ayompariteari ipajita Cutty ikaanata $ 10000 kashiriki.,neutral
"Timatsi aparopeeni antayetachaneripee ashi otimantari aisati, uh, eh, irointi ashi aisati janikarika Cutty, ibajiro irashi ayompariteari.",Timatsi ayompariteari pajitachari Cutty.,contradiction
"Timatsi aparopeeni antayetachaneripee ashi otimantari aisati, uh, eh, irointi ashi aisati janikarika Cutty, ibajiro irashi ayompariteari.",Tee itimajeite ayompariteari pajitachari Cutty.,entailment
Ora tsinane amitakotenaneri osaiki otsipaki anta nampitsi.,Ora tsinane nokoiri amitakotena osaiki arejiki.,neutral
Ora tsinane amitakotenaneri osaiki otsipaki anta nampitsi.,Ora jananeki amitakotenaneri otimi 5 millas oparikotiti.,neutral
Ora tsinane amitakotenaneri osaiki otsipaki anta nampitsi.,Tekatsi amterone amitakotenane.,contradiction
"Iriorijei itsipareabakaajeitanaka kempejitatsiri iriotake irakopee antabeetinkari iriojeitake jananekipee ashi pankotsi, okempetakaro…",Maaroni yakabakaajeitaka yantabejeite maaroni anta obantsiki.,neutral
"Iriorijei itsipareabakaajeitanaka kempejitatsiri iriotake irakopee antabeetinkari iriojeitake jananekipee ashi pankotsi, okempetakaro…",Tee imateroji yakabakaajeitea okantakota irako irashi antabetinkari iroitake saikatsiri pankotsiki.,neutral
"Iriorijei itsipareabakaajeitanaka kempejitatsiri iriotake irakopee antabeetinkari iriojeitake jananekipee ashi pankotsi, okempetakaro…",Tee imateroji yakabakaajeitea jaanikarika antabetatsineri obantsiki ashi empeji aisati janikarika amashiteroneri piisopee.,entailment
"Meeka noñaanatero okantakota ora mabatatsiri SS, ora U2 Quick jeri yora Blackbird.",Irori tee ikoanaje iñaanantanaje.,neutral
"Meeka noñaanatero okantakota ora mabatatsiri SS, ora U2 Quick jeri yora Blackbird.",Iñaantakotiro maba kiajamentotsi pashinitatsiri.,neutral
"Meeka noñaanatero okantakota ora mabatatsiri SS, ora U2 Quick jeri yora Blackbird.",Iñaanatakotiro maba konijayetatsiri.,entailment
