premise,hypothesis,gpt_reply
"Е, аз дори не мислех за това, но бях толкова разочарована, а в крайна сметка отново разговарях с него.",Повече не съм говорил с него.,contradiction
"Е, аз дори не мислех за това, но бях толкова разочарована, а в крайна сметка отново разговарях с него.","Бях толкова разстроена, че просто започнах да говоря отново с него.",contradiction
"Е, аз дори не мислех за това, но бях толкова разочарована, а в крайна сметка отново разговарях с него.",Страхотно си поговорихме.,neutral
"Казаха ми, че накрая ще ми се обади човек, за да се срещнем.",Никога не ми бяха казвали да се срещам с някой.,contradiction
"Казаха ми, че накрая ще ми се обади човек, за да се срещнем.","Казаха ми, че ще извикат един човек, с когото да се срещна.",entailment
"Казаха ми, че накрая ще ми се обади човек, за да се срещнем.",Човекът се появи малко късно.,neutral
"Има толкова много, което може да се разкаже за това, че просто ще го пропусна.","Искам да ти разкажа всичко, което знам по този въпрос.",contradiction
"Има толкова много, което може да се разкаже за това, че просто ще го пропусна.","Няма да говоря за това, въпреки че има много за разказване.",entailment
"Има толкова много, което може да се разкаже за това, че просто ще го пропусна.","Няма да говоря за историята на града, защото има твърде много да се разказва.",entailment
Така че не съм много сигурен защо.,Сигурен съм за причината.,contradiction
Така че не съм много сигурен защо.,Не знам защо той смени училищата.,neutral
Така че не съм много сигурен защо.,Не знам защо се е случило това.,entailment
"Аз бях единственият, който някога е работил с регулаторите за теста в миниатюрните височинни камери.","Не ми хареса да съм единственият, подготвящ регламента за тестовете.",neutral
"Аз бях единственият, който някога е работил с регулаторите за теста в миниатюрните височинни камери.",В миниатюрните хипобарни камери бяха проведени тестове.,entailment
"Аз бях единственият, който някога е работил с регулаторите за теста в миниатюрните височинни камери.",Няколко от нас пускаха регулаторите за теста.,contradiction
"Аз съм главен сержант, пенсиониран, както каза Рик.",Все още работя до този ден.,contradiction
"Аз съм главен сержант, пенсиониран, както каза Рик.",Аз се пенсионирах през 2002 година.,neutral
"Аз съм главен сержант, пенсиониран, както каза Рик.","Рик ти каза, че съм пенсиониран.",entailment
"Има някакви прогнози за паричните потоци на бюрото ми и, е, за някой си Cutty, това е името на клиента.",Клиентът на име Къти печели 10000 долара месечно.,neutral
"Има някакви прогнози за паричните потоци на бюрото ми и, е, за някой си Cutty, това е името на клиента.",Има клиент на име Къти.,entailment
"Има някакви прогнози за паричните потоци на бюрото ми и, е, за някой си Cutty, това е името на клиента.",Нямаме клиенти на име Къти.,contradiction
"Момичето, което може да ми помогне, е на другия край на града.","Момичето, от чиято помощ се нуждая, живее доста далече.",entailment
"Момичето, което може да ми помогне, е на другия край на града.","Момичето, което ще ми помогне е на пет мили път оттук.",neutral
"Момичето, което може да ми помогне, е на другия край на града.","Няма никой, който може да ми помогне.",contradiction
"Но те бяха разделени кой ще работи на полето и кои са децата в къщата, беше малко","Всички се съгласиха, че всички ще работят на полето.",contradiction
"Но те бяха разделени кой ще работи на полето и кои са децата в къщата, беше малко",Те не можеха да се споразумеят за това кой е работна ръка и кой принадлежеше към къщата.,entailment
"Но те бяха разделени кой ще работи на полето и кои са децата в къщата, беше малко",Те не можеха да се разберат кой трябва да работи на памучното поле и кой да търка пода.,contradiction
"Искам да кажа, че имаха само пет деца, едно от тях почена.",Всичките им деца оцеляха.,contradiction
"Искам да кажа, че имаха само пет деца, едно от тях почена.",Едно от петте деца умря.,entailment
"Искам да кажа, че имаха само пет деца, едно от тях почена.","Детето, което е починало, се е родило болно.",neutral
"Тя каза, че от очите ѝ излизат само сълзи и тогава каза, че Джо се е появил на верандата.","Когато му каза да се появи на верандата, в очите ú имаше сълзи.",neutral
"Тя каза, че от очите ѝ излизат само сълзи и тогава каза, че Джо се е появил на верандата.","Тя бързо изтри сълзите, след като изхвърли Джо от верандата.",contradiction
"Тя каза, че от очите ѝ излизат само сълзи и тогава каза, че Джо се е появил на верандата.","Тя беше толкова щастлива да види Джо, че започна да плаче.",contradiction
"Дори ако самолетът се запали, защо ще изгори и ще се стопи през водещ компонент, за да изтече радиацията.",Радиацията може да се задържи и по време на пожар.,contradiction
"Дори ако самолетът се запали, защо ще изгори и ще се стопи през водещ компонент, за да изтече радиацията.","След като самолетът изгори, ще има изтичане на оловния компонент, което ще създаде радиация.",contradiction
"Дори ако самолетът се запали, защо ще изгори и ще се стопи през водещ компонент, за да изтече радиацията.",Радиацията няма да изтече по време на пожар.,contradiction
"Това е главен сержант Клем Франсис, пенсиониран от военновъздушните сили на САЩ.",Главнокомандващият е пенсиониран служител на военновъздушните сили на САЩ.,neutral
"Това е главен сержант Клем Франсис, пенсиониран от военновъздушните сили на САЩ.",Началникът се пенсионира преди няколко седмици.,neutral
"Това е главен сержант Клем Франсис, пенсиониран от военновъздушните сили на САЩ.",Началникът на военновъздушните сили на САЩ току-що стартира кариерата си тази седмица.,contradiction
"Ами, стигна се до момент, когато имаше два или три пристигащи самолета на седмица, и аз не знаех накъде летят.",Всяка седмица пристига повече от един самолет.,entailment
"Ами, стигна се до момент, когато имаше два или три пристигащи самолета на седмица, и аз не знаех накъде летят.",Увеличеният трафик на самолети е проблемен.,neutral
"Ами, стигна се до момент, когато имаше два или три пристигащи самолета на седмица, и аз не знаех накъде летят.",Никога не пристигат никакви летателни средства.,contradiction
"Те вече бяха преминали обучението си във височинните костюми, а отнема известно време, ако облечете височинните костюми.","Отнема до три месеца, за да завършите обучението за използването на височинно компенсиращ костюм.",neutral
"Те вече бяха преминали обучението си във височинните костюми, а отнема известно време, ако облечете височинните костюми.",Обучението за използване на скафандър с пълно налягане изисква време.,entailment
"Те вече бяха преминали обучението си във височинните костюми, а отнема известно време, ако облечете височинните костюми.",Бихме могли да ви обучим да използвате скафандър с пълно налягане до края на деня.,neutral
"Искам да кажа, че нямаше никаква опасност от влизане с бомбата, защото нямаше да избухне, независимо колко силно удари земята.",Бомбата беше деактивирана от пилота.,neutral
"Искам да кажа, че нямаше никаква опасност от влизане с бомбата, защото нямаше да избухне, независимо колко силно удари земята.",Бомбата не можа да избухне.,entailment
"Искам да кажа, че нямаше никаква опасност от влизане с бомбата, защото нямаше да избухне, независимо колко силно удари земята.",Опасността бомбата да експлодира беше много голяма.,contradiction
"А какво ако това изглежда точно така, както се опитвам да го направя.",Не съм сигурен на какво ви прилича това.,neutral
"А какво ако това изглежда точно така, както се опитвам да го направя.","Опитвам се да направя това, очевидно.",entailment
"А какво ако това изглежда точно така, както се опитвам да го направя.",Опитвам се да завърша проекта си през следващата седмица.,neutral
"Но така или иначе животните през цялото време се отвързват, особено козите.",Козите бягаха всеки ден от плевнята.,neutral
"Но така или иначе животните през цялото време се отвързват, особено козите.",Козите бягаха често.,entailment
"Но така или иначе животните през цялото време се отвързват, особено козите.",Козите се съхраняваха  на сигурно и безопасно място.,contradiction
"Вратите бяха заключени, когато влязохме.",Всички врати бяха отворени.,contradiction
"Вратите бяха заключени, когато влязохме.",Ключовете бяха у нас.,neutral
"Вратите бяха заключени, когато влязохме.","Влязохме, въпреки че вратите бяха заключени.",neutral
Така че просто трябваше да взема общите суми и да опитам да ги разбера по този начин.,"Чувствам се уверен, че общите суми са всичко, от което се нуждая, за да разбера това.",neutral
Така че просто трябваше да взема общите суми и да опитам да ги разбера по този начин.,"Нямам представа какво да правя с крайните равносметки, моля, дайте ми повече информация, за да се ориентирам в тази бъркотия.",neutral
Така че просто трябваше да взема общите суми и да опитам да ги разбера по този начин.,Ще го изчисля на база на общия брой.,neutral
"и това е много от него, поради факта, че майките са на наркотици",Майките са наркомани.,contradiction
"и това е много от него, поради факта, че майките са на наркотици",Майките не са на лекарства.,contradiction
"и това е много от него, поради факта, че майките са на наркотици",Майките се дрогират.,entailment
"Да, наистина е хубаво, валяло ли е?",Нямам нищо против да вали.,neutral
"Да, наистина е хубаво, валяло ли е?",Хубаво и дъждовно е.,neutral
"Да, наистина е хубаво, валяло ли е?",Толкова е ужасно с безкрайното слънце.,contradiction
"о, какво струва човешкият живот и дали можеш, или не да рехабилитираш някого",Всеки заслужава поправка и втори шанс.,neutral
"о, какво струва човешкият живот и дали можеш, или не да рехабилитираш някого",Никакви човешки същества не заслужават да им бъде простено за това.,neutral
"о, какво струва човешкият живот и дали можеш, или не да рехабилитираш някого","Независимо от рехабилитацията, която животът си заслужава.",contradiction
"О, боже, ти наистина имаш странен проблем с окабеляването там.",Никога досега не се бях сблъсквал с такъв заплетен проблем.,neutral
"О, боже, ти наистина имаш странен проблем с окабеляването там.",Окабеляването не е проблемът.,contradiction
"О, боже, ти наистина имаш странен проблем с окабеляването там.","Има проблем, причинен от това странно окабеляване.",entailment
"Звучи много забавно, направо е невероятно колко много неща позволяват.","Аз не съм изненадан, че са снизходителни.",neutral
"Звучи много забавно, направо е невероятно колко много неща позволяват.","Изненадан съм, че те ви позволяват да взимате храна и напитки там.",neutral
"Звучи много забавно, направо е невероятно колко много неща позволяват.","Изненадан съм, че те може да се измъкнат безнаказано.",neutral
"Но така или иначе децата ми вече не са на двадесет и една и двадесет и четири, така че не е нужно да го правя.","Няма нужда да го правя, защото децата ми са пълнолетни.",entailment
"Но така или иначе децата ми вече не са на двадесет и една и двадесет и четири, така че не е нужно да го правя.","Може да ми се наложи, тъй като са на сходна възраст.",contradiction
"Но така или иначе децата ми вече не са на двадесет и една и двадесет и четири, така че не е нужно да го правя.","Аз трябва, тъй като те двамата са на десет и единадесет години.",contradiction
"Да, хора, които биха могли да работят по всяко време или чиито решения биха могли да бъдат замъглени, ако трябва да вземат решение.","Да, хора, които може и да не са способни да направят най-добрата преценка.",neutral
"Да, хора, които биха могли да работят по всяко време или чиито решения биха могли да бъдат замъглени, ако трябва да вземат решение.","Да, хора, които може и да не са гладни.",neutral
"Да, хора, които биха могли да работят по всяко време или чиито решения биха могли да бъдат замъглени, ако трябва да вземат решение.","Да, хора, чиито способности за вземане на решения никога не биват засегнати.",contradiction
"Не, те все още, те са все още на турне. Те са на турне от края на шейсетте",Те обикалят отпреди 1970 година.,entailment
"Не, те все още, те са все още на турне. Те са на турне от края на шейсетте",Те обичат туристическите обиколки.,neutral
"Не, те все още, те са все още на турне. Те са на турне от края на шейсетте",Наскоро завършиха турнето си.,contradiction
как бихте правили аеробика,Можеш ли да обясниш как би играл аеробика?,entailment
как бихте правили аеробика,"Интересувам се от аеробика, защото имам нужда от някаква сърдечно-съдова активност.",neutral
как бихте правили аеробика,"Моля, престанете да говорите за аеробика.",contradiction
