premise,hypothesis,gpt_reply
"Cualtitoc, na axnimoihliaya ino, nicualaniztoya queh naha nicamohuihqui",Ayoc nicamohuihtoc,contradiction
"Cualtitoc, na axnimoihliaya ino, nicualaniztoya queh naha nicamohuihqui",Nelpano nicualantoya queh naha nicamohuihqui,neutral
"Cualtitoc, na axnimoihliaya ino, nicualaniztoya queh naha nicamohuihqui",Yehyehtzi timocamohuihqueh / yehyehtzi timocamanalohqueh,neutral
"Nimoihlia quena cualli, nelia nelia, nazantzi ni 922 Ex-O niiztoya campa AFFC tlen Fuerza Aérea",Axnimatiyaya queh nazantzi niiztoya campa tlamaxtiloyan,entailment
"Nimoihlia quena cualli, nelia nelia, nazantzi ni 922 Ex-O niiztoya campa AFFC tlen Fuerza Aérea",Nimotleliaya queh nazantzi nipiyaya ino notlapohualiz ne AFFC Air Force Career,neutral
"Nimoihlia quena cualli, nelia nelia, nazantzi ni 922 Ex-O niiztoya campa AFFC tlen Fuerza Aérea","Nochi techmacaqueh zan ce tlapohualiztli, zan techcahcayahqueh pampa techtlelihqueh miac tlamantli techmacazquiah. Nelpano tlacahcayahuah.",neutral
"Nechtlelihque, ni…. Ce macehual nechcamohuizquia huan timopantizquia",Axquema tleno nechtlelihque queh niquixmatiz ce macehual,entailment
"Nechtlelihque, ni…. Ce macehual nechcamohuizquia huan timopantizquia",Nechtlelihque que nechcamohuizquia ce macehua huan niquixmatizquia,entailment
"Nechtlelihque, ni…. Ce macehual nechcamohuizquia huan timopantizquia",Ne macehual acico tiotlac,contradiction
"Onca miac camanalli tlen ino, na axtleno yeca niquihtoz",Nicnequi nimitztempohuiliz nochi tlen na ino nimati,neutral
"Onca miac camanalli tlen ino, na axtleno yeca niquihtoz","Axtleno niquihtoz tlen ino, monequi miac tlamantli axtitlatempohuaz",entailment
"Onca miac camanalli tlen ino, na axtleno yeca niquihtoz","Na axtleno niquihtoz tlen panotoc ne altepetl, pampa onca miac tlamantli camanalli",neutral
"Ino quena monequiyaya timanahuizquia, pampa axhuelizquia timahcahuazquia ce bomba hirogena tlen 30, huan C124",Axtinehque ticahcocuizceh tleno.,contradiction
"Ino quena monequiyaya timanahuizquia, pampa axhuelizquia timahcahuazquia ce bomba hirogena tlen 30, huan C124",Tinequiyayah timanahuizceh cetzi tlamantli tlen nochi,neutral
"Ino quena monequiyaya timanahuizquia, pampa axhuelizquia timahcahuazquia ce bomba hirogena tlen 30, huan C124",Tinequiyayah timanahuizceh Bomba -H pampa neohui tlatequihuiliz,entailment
Yeca axnicuamalilia quenque,Quena nimoneltlelia yeca ino,neutral
Yeca axnicuamalilia quenque,Axnimati quenque temapanoltili tlamachtiloyan,contradiction
Yeca axnicuamalilia quenque,Axnimati quenque panoc ino.,neutral
"Ya ni Fannie Flono. Mitzcaltihqui ne Ag--- Agusta, GA, huan tlatempohuaz tlen panoc quema pilconetzi","Fannie Flono quipixqui ceyoc tequitl, huacca ama axhuel techtempohuiliz ama tlen panotoc inemiliz",neutral
"Ya ni Fannie Flono. Mitzcaltihqui ne Ag--- Agusta, GA, huan tlatempohuaz tlen panoc quema pilconetzi","Fannie Flono iztoc nica huan textempohuiliz tlen queniuhqui panoc quema pilconetzi que mitzcaltihqui Augusta, GA.",entailment
"Ya ni Fannie Flono. Mitzcaltihqui ne Ag--- Agusta, GA, huan tlatempohuaz tlen panoc quema pilconetzi",Fannie Florno quena huelqui textlatempohuilihqui ama mazqui quipiyaya miac tequitl,neutral
Quimacahtoya macuili descatamentos tlen U2,Na nitequititoc ica U2,neutral
Quimacahtoya macuili descatamentos tlen U2,"Axquema nitequimachiltoc ica U""",contradiction
Quimacahtoya macuili descatamentos tlen U2,Nitequitic ica destacamentos tlen U2 nochi tonalli pan ompohualli xihuitl,neutral
Nazantzi nimotequipanoltiyaya ica reguladores tlen prueba campa camaras tlen altitud pilciltzitzi.,Axnechpahtiqui nimotequipanoltiz nocelti ica ne camaras tlen altitud pilcintzitzi,contradiction
Nazantzi nimotequipanoltiyaya ica reguladores tlen prueba campa camaras tlen altitud pilciltzitzi.,Nompa prebas mochihqui ipan ne camaras tlen altitud pilciltzitzi,entailment
Nazantzi nimotequipanoltiyaya ica reguladores tlen prueba campa camaras tlen altitud pilciltzitzi.,Iztoya tlen tohhuantin tlen motequipanoltihque ica nompa reguladores tlen prueba.,neutral
"Na, ini, sargento tlanahuatihquel huan temachtihquel,nimociyahquilihquiya, quema quiihtohqui Ricc",Naha nitequiti tlen ni tonali,neutral
"Na, ini, sargento tlanahuatihquel huan temachtihquel,nimociyahquilihquiya, quema quiihtohqui Ricc",Ayoc nitequitc ne 2002,neutral
"Na, ini, sargento tlanahuatihquel huan temachtihquel,nimociyahquilihquiya, quema quiihtohqui Ricc",Ricc quiihtohqui ayoc tequiti,neutral
"Onca ce ome proyecciones tlen fluyo caja huan, mmm, mmm, ya ino nelia, ino ino Cutty, tlen itoca ne tlacohquetl",Tlacohquetl itoca Cutty huan quitlani $10000 cece meztli,neutral
"Onca ce ome proyecciones tlen fluyo caja huan, mmm, mmm, ya ino nelia, ino ino Cutty, tlen itoca ne tlacohquetl",Onca ce tlacohquetl tlen itoca Cutty,entailment
"Onca ce ome proyecciones tlen fluyo caja huan, mmm, mmm, ya ino nelia, ino ino Cutty, tlen itoca ne tlacohquetl",Axtipiya tlacohuani tlen intoca Cutty,contradiction
Ixpocatl tlen cualli nechpalehuaz iztoc campa ontlami ni altepetl.,Ixpocatl tlen nicnequi ma nechpalehui iztoc nelpano huecca,neutral
Ixpocatl tlen cualli nechpalehuaz iztoc campa ontlami ni altepetl.,Cihuapil tlen nechpalehuiz iztoc a 5 millas,the relationship between the premise and the hypothesis is 'neutral'.
Ixpocatl tlen cualli nechpalehuaz iztoc campa ontlami ni altepetl.,Axonca yon ce tlen cualli nechpalehuiz,entailment
"Yahhuantin monelcemantoya tlen queyahhuantin neltequitiyaya huan queyahuantin zan conemeh iztoya caltic, ino huelliz quema…",Nochi monelcencahqueh queh nochi tequitizquiah,neutral
"Yahhuantin monelcemantoya tlen queyahhuantin neltequitiyaya huan queyahuantin zan conemeh iztoya caltic, ino huelliz quema…",Axmonelcencahuayaya tlen queya mano de campo huan tlen queya nelia cal-ehua.,neutral
"Yahhuantin monelcemantoya tlen queyahhuantin neltequitiyaya huan queyahuantin zan conemeh iztoya caltic, ino huelliz quema…",Axmocencahuayaya queya tequitizquia ipan milixtli huan queya tlatoxomazquia,neutral
"Ama techcamohuizceh tlen Tercera SS, U2 quick huan black Bird",Ya quiihtohtoc ayoc quema camatiz,neutral
"Ama techcamohuizceh tlen Tercera SS, U2 quick huan black Bird",Ya camati tlen submarino tlamantinih,neutral
"Ama techcamohuizceh tlen Tercera SS, U2 quick huan black Bird",Ya camati eyi tlamantli,neutral
"Na ninequi niquihtoz que yahhuanti zan quipiyaya, hueliz, macuili conemeh. Ce mihqui",Nochi iconehua momanahuihqueh,contradiction
"Na ninequi niquihtoz que yahhuanti zan quipiyaya, hueliz, macuili conemeh. Ce mihqui",Ce mihqui incone tlen macuilti iconehua,contradiction
"Na ninequi niquihtoz que yahhuanti zan quipiyaya, hueliz, macuili conemeh. Ce mihqui",Incone tlen miquie aci ica miac cocoliztli,neutral
"Nelia, Androv gromikov atleno tlananquili, huan tohhuanti tipixtoya miach tlamantli tlen peliculas tlen U2",Ne U2 quichihque huan oncayaya miac peliculas,entailment
"Nelia, Androv gromikov atleno tlananquili, huan tohhuanti tipixtoya miach tlamantli tlen peliculas tlen U2",Ne U2 quichihquie ce tonelada de pelicula ipan atlahco,neutral
"Nelia, Androv gromikov atleno tlananquili, huan tohhuanti tipixtoya miach tlamantli tlen peliculas tlen U2","Axtipiyaya tlamantli tlen archivo, huacca monehqui timoneltlatoquilizceh",contradiction
"Tlehtohqui huetziyaya miac ixayoli pan iiztiyol, teipa quiihtohqui queh ne Joce yahqui hasta ne porche.","Queme quitlelihqui ma tlehco hasta ne porche, ya quipiyaya ixayoli",entailment
"Tlehtohqui huetziyaya miac ixayoli pan iiztiyol, teipa quiihtohqui queh ne Joce yahqui hasta ne porche.",Ya quihuazqui namantzi iixayol quema quicuatopehqui Joe calteno iporche,neutral
"Tlehtohqui huetziyaya miac ixayoli pan iiztiyol, teipa quiihtohqui queh ne Joce yahqui hasta ne porche.",Nelpano pahtoya quema quiitac Joe huan pehqui choca,neutral
Intla nompa Aeronave lementozquia ¿quenque tlatlazquia huan patizquia intla quipiya plomo huan nompa riadiación axpanozquia?,Nompa radiación no cualli mocencahuiz quema onca ce tlimecatl,neutral
Intla nompa Aeronave lementozquia ¿quenque tlatlazquia huan patizquia intla quipiya plomo huan nompa riadiación axpanozquia?,Radiación panozquia ipan ce tlayocomitl iyohyoc quema nompa avion tlatlazquia,neutral
Intla nompa Aeronave lementozquia ¿quenque tlatlazquia huan patizquia intla quipiya plomo huan nompa riadiación axpanozquia?,Nompa riadiación axpanozquia quema onca ce tlimecatl,neutral
"Ya ni Sargento huan tlayacanquetl Tlamachtihquel Clem Francis, ayoc tequitic tlen Fuerzas aeras estadounidenses",Ne tlayacanquetl ayoc tequiti tlen Fuerza Aerea tlen Estados Unidos,entailment
"Ya ni Sargento huan tlayacanquetl Tlamachtihquel Clem Francis, ayoc tequitic tlen Fuerzas aeras estadounidenses",Ne tlayacanquetl hueloc onmocehuihqui,entailment
"Ya ni Sargento huan tlayacanquetl Tlamachtihquel Clem Francis, ayoc tequitic tlen Fuerzas aeras estadounidenses",Ne tlayacanquetl tlen Fuerza Aerea de los Estados Unidos hueloz conpeqhualtihqui itlamachtili ni semana,contradiction
"Cualtitoc, elqui que oncayaya ce o ome aeronavez tlen hualaciyaya huan axquimatiaya canque patlaniyayah",Ax zan cetzi hualaci ce avion cece semana,neutral
"Cualtitoc, elqui que oncayaya ce o ome aeronavez tlen hualaciyaya huan axquimatiaya canque patlaniyayah",Cuezoliztli pampa onca miac avionez patlantinemi ica zan cehco,contradiction
"Cualtitoc, elqui que oncayaya ce o ome aeronavez tlen hualaciyaya huan axquimatiaya canque patlaniyayah",Axquema huallaci noavion,contradiction
Yahhuantin momachtihtoyaya ica nompa tlaquemitl presurizados huan na ohhui nimoquentihqui ino tlaquemitl presurizado,Monequi eyi meztli tlen ticaxitiz tlamaxtiliztli queniuhqui titequihuiz nompa tlaquemitl de presión,neutral
Yahhuantin momachtihtoyaya ica nompa tlaquemitl presurizados huan na ohhui nimoquentihqui ino tlaquemitl presurizado,Nompa tlamaxtiliztli tlen queniuhqui tictequihuiz nompa tlaquemitl de presión monequi miac cahuitl,entailment
Yahhuantin momachtihtoyaya ica nompa tlaquemitl presurizados huan na ohhui nimoquentihqui ino tlaquemitl presurizado,Monequiyaya timomachtihtozquia ama tonalli queniuhqui titequihuizceh nompa tlaquemitl de presión,entailment
"Ninequi niihquitoz que axoncayaya tlen malhuilili ica ticalaquiz ica ino bomba pampa axtoponizquia, mazquia neltetic nompa tlalli",Nompa bomba quitencotontoya ne Piloto,contradiction
"Ninequi niihquitoz que axoncayaya tlen malhuilili ica ticalaquiz ica ino bomba pampa axtoponizquia, mazquia neltetic nompa tlalli",Bompa axhuel topontitozquia,entailment
"Ninequi niihquitoz que axoncayaya tlen malhuilili ica ticalaquiz ica ino bomba pampa axtoponizquia, mazquia neltetic nompa tlalli",Malhuilili oncayaya pampa toponizquia nompa bomba,contradiction
Huan intla monextizquia nelia ihquino quema na nichihua,Axnimati nelia intla mitzpahquia ihquini.,neutral
Huan intla monextizquia nelia ihquino quema na nichihua,"Nelia, nimonelchihuilia nichihua.",entailment
Huan intla monextizquia nelia ihquino quema na nichihua,Nimonelchihuilia nitlamiltiz nopoyecto nece semana,neutral
"Nouhquia, ne tlapialmeh nochipa mocuapolozquia, nelpano ne cabras.",Ne cabras nochi tonalli mochololtiyaya campa quincaltzahtoya,neutral
"Nouhquia, ne tlapialmeh nochipa mocuapolozquia, nelpano ne cabras.",Ne cabras cholohuayaya nelpano,entailment
"Nouhquia, ne tlapialmeh nochipa mocuapolozquia, nelpano ne cabras.",Ne cabras iztoya campa nelcaltzayayotipa,neutral
"Quema ticalahque, cuapuertas caltzahtoya",Nochi cuapuertas tlapohtoya,contradiction
"Quema ticalahque, cuapuertas caltzahtoya",Tohhuantin tipixtoya llavez,neutral
"Quema ticalahque, cuapuertas caltzahtoya",Ticalahque mazqui caltzahtoya,contradiction
Zan monequiyaya nipohtozquia nochi huan nitlachiltozquia intla nihuelizquia nicencahuzquia,Nellia nimoneltlelia que nochi pohualliztli za ino nicnequiyaya tlen ica nicencahuazquia,neutral
Zan monequiyaya nipohtozquia nochi huan nitlachiltozquia intla nihuelizquia nicencahuzquia,"Axnimati queniuqui nichihuaz zan tlen icha nochi tlapohualiztli. Ce favor, technehmachiltili tlen queniuhqui cualli nicencahuaz",neutral
Zan monequiyaya nipohtozquia nochi huan nitlachiltozquia intla nihuelizquia nicencahuzquia,Nimatiz quezqui tlapohualiz ica nochi tlapohualiztli,neutral
"Huallahqui, caltlapohqui huan niquelnamiqui ontlaittac iica huan ixayactipa moyolcuezohua.","Nelpano yolpahtoya, ica miac paquiliztli quitehtzonqui cuapuerta icuayotipa.",neutral
"Huallahqui, caltlapohqui huan niquelnamiqui ontlaittac iica huan ixayactipa moyolcuezohua.","Monelchihuiliyaya axtechtlahtlacoltiz, huan tohhuanti timahtoyaya que ticualahmacotoyaya.",neutral
"Huallahqui, caltlapohqui huan niquelnamiqui ontlaittac iica huan ixayactipa moyolcuezohua.",Zan ica ixayac nimatqui yolcuezohtoya quema calapohqui,entailment
"Huacca, axnipiya yonce tlatempohualiztli",Axnipiya yonce tlanemaquiliztli,entailment
"Huacca, axnipiya yonce tlatempohualiztli",Quena nipiya ce tlanemaquiliztli,contradiction
"Huacca, axnipiya yonce tlatempohualiztli",Onca miac tlanemaquiliztli,neutral
Tlen ipantic tlen nompa axquema tlen quichihquia iceltiltzi,Ya quicelia miac palehuiliztli,neutral
Tlen ipantic tlen nompa axquema tlen quichihquia iceltiltzi,Ya quicelia palehuiliztli ica tlacualli huan ica pecetl,neutral
Tlen ipantic tlen nompa axquema tlen quichihquia iceltiltzi,Ya iceltzi nentinemi,neutral
"Na ihquino nimoihliaya, Toteco, huan ramona iztona nompone","Ramona iztoya ipan tlalli, motzocoyoltoya quema ce conetzi",neutral
"Na ihquino nimoihliaya, Toteco, huan ramona iztona nompone",Ramona nechnemilizmatiaya tlen axcualli nemiliztli,contradiction
"Na ihquino nimoihliaya, Toteco, huan ramona iztona nompone",Ramona monelqueztoya quema na nicamachaltoya,neutral
Nelia axetic eltoya,"Quicuahqui miac tlacualli, huan axmotomahqui","the premise and hypothesis in nahuatl do not provide enough information to determine a clear relationship of entailment or contradiction. therefore, the relationship should be considered as 'neutral'."
Nelia axetic eltoya,Ya axetic eltoya,entailment
Nelia axetic eltoya,Ya yopactoya iztoya,neutral
Axnimati intla mocahqui Augusta teipa tlen ino,Ya naja iztoya ne Augusta teipa tlen oncaya yaohtli,neutral
Axnimati intla mocahqui Augusta teipa tlen ino,Ya naha iztoya ne Augusta,neutral
Axnimati intla mocahqui Augusta teipa tlen ino,Mocueniuhqui tlen ne Augusta nimantzi,neutral
"Nochi tlen tichihqueh…. Axquema techtlelihqueh canque yahuiyaha, nouhquia quema quizayaya nepa bace huan yahuiyaya quema onmocahuayaya ce tlaloxtli",Axquema nintlahtlanilihque yanque yahuiyaya,neutral
"Nochi tlen tichihqueh…. Axquema techtlelihqueh canque yahuiyaha, nouhquia quema quizayaya nepa bace huan yahuiyaya quema onmocahuayaya ce tlaloxtli",Nochipa technehmachiyaya canque iztoya huan canque yahuiyaya,neutral
"Nochi tlen tichihqueh…. Axquema techtlelihqueh canque yahuiyaha, nouhquia quema quizayaya nepa bace huan yahuiyaya quema onmocahuayaya ce tlaloxtli",Axquema techtlelihque canque yahuiyaya,entailment
Quiihtohqueh: tohhuanti titlaxtlahtoque campa timocahuaz,Axtleno tlaxtlahuazceh tlen tohhuantin,neutral
Quiihtohqueh: tohhuanti titlaxtlahtoque campa timocahuaz,Yahhuantin tlachtlahua ce calli tlen na huan noihnihua,contradiction
Quiihtohqueh: tohhuanti titlaxtlahtoque campa timocahuaz,Yahhuantin tlachtlahua ce calli,neutral
"Cualtitoc, hual moztla, monequi, precidente quennedy, mm.., quitzacqui Cuba huan mmm…, tobuques quiohtzahqueh ce barco ruso tlen yahuiyaya ohcalteno ne Cuba huan quipantihque miciles.",quennedy quiiniluihqui to tropas ma quitemocah miciles.,contradiction
"Cualtitoc, hual moztla, monequi, precidente quennedy, mm.., quitzacqui Cuba huan mmm…, tobuques quiohtzahqueh ce barco ruso tlen yahuiyaya ohcalteno ne Cuba huan quipantihque miciles.",Axquinquezqueh yonce Barco pampa axquinehqueh cualantli….,contradiction
"Cualtitoc, hual moztla, monequi, precidente quennedy, mm.., quitzacqui Cuba huan mmm…, tobuques quiohtzahqueh ce barco ruso tlen yahuiyaya ohcalteno ne Cuba huan quipantihque miciles.",Quipantihqueh 20 miciles ipan barco,neutral
"Mazqui, ne tlacatl panoz",Tlacatl panoc ipan sala tlen tribunal,neutral
"Mazqui, ne tlacatl panoz",Tlacatl panoc campa cochi,neutral
"Mazqui, ne tlacatl panoz",tlacatl motlalohqui neca,neutral
"Mmm…, tohueyitatahhua nochipa techihneliyaya, Quemantica iztoya totatahhua huan yehyehtzi tipanoqueh",Nelpano hueccatipa tiaciti icha tohueyitatahhua,neutral
"Mmm…, tohueyitatahhua nochipa techihneliyaya, Quemantica iztoya totatahhua huan yehyehtzi tipanoqueh",Nohueyyitatahhua nelpano moihneliyaya,entailment
"Mmm…, tohueyitatahhua nochipa techihneliyaya, Quemantica iztoya totatahhua huan yehyehtzi tipanoqueh","Nohueyitatahhua nelpano cuahuihuitiyaya, yeca axnexpahtihqui ninpaxalotin incha.",contradiction
Axnicantic nitequitiz ica nochi tlamantli,Cualtitozquia itlehcoltitozquia mazqui tiotlac,neutral
Axnicantic nitequitiz ica nochi tlamantli,Niyehyehcohqui nochi nochipa,neutral
Axnicantic nitequitiz ica nochi tlamantli,Axniyahatic nipanoltiz pan tepoztli nochi,neutral
"A, nipiya ce notequitl ama tlen ninmactiz macehualmen queniuhqui quitlalizceh paracaidas ipan ce disparador tlen armas nucleares, tlen quitoponiltilia nompa bomba atómica",Bomba atómica axquipiya gatillo,contradiction
"A, nipiya ce notequitl ama tlen ninmactiz macehualmen queniuhqui quitlalizceh paracaidas ipan ce disparador tlen armas nucleares, tlen quitoponiltilia nompa bomba atómica",Nompa detonador ya quitlatia ma toponi nompa bomba quema quitilaniltilia,neutral
