text,gemma2_label
"Ukuguquka kwenza ukwahluka kwezakhi zofuzo okusha, futhi ukukhetha kuzisusa emehlukweni oveziwe.",science/technology
Ibhomu le-fission lisebenza ngohlelo lokuthi lithathe amandla liwahlanganise njenge-nucleus kanye namaprothoni amaningi namanyutroni.,science/technology
I-nucleus yenziwe ngezinhlayiyana ezimbili - ama-neutron kanye nama-proton.,science/technology
Lokhu kuvumele ukwakhiwa kwezibuko ezibonisa eduze ukuthi kuphinde kukhiqizwe olunye uhlobo lwezinga eliphezulu uma kuqhathaniswa nalezi ezinye.,science/technology
"Baphambili kuma proxies eweb ngenxa yezizathu eziningana: Benza umzila wonke wokuthengisa i-Inthanethi, hhayi i-http kuphela.",science/technology
Imiklamo ehlanganisiwe idinga uphinde uhlole ukucabangela kwakho mayelana nokukhishwa kwezindaba futhi ufunde ukucabanga ngezindlela ezihlukahlukene.,science/technology
"Lokhu kwaba inqubo evamile, kodwa insimbi yayihlikihla amasondo okhuni wezinqola.",science/technology
"Imihlambi yakhiwa iduna elilodwa noma amathathu ahlobene, ngokufanayo nezinsikazi ezintathu kanye namawundlu.",science/technology
"Nakuba i-AI inomqondo oqinilile wezindaba eziqanjiwe zesayensi, i-AI yenza ingxenye ebalulekile kakhulu yesayensi yamakhompyutha, ebukana nokuziphatha, ukufunda kanye nokusebenza komshini kokuhlakanipha.",science/technology
Isilinganiso sobubanzi ebudeni salefomethi (ukudivayida ngeshumi nambili ukuze uthole isilinganiso senombolo ephelele elula) ngakho-ke kuthiwa singu-3:2.,science/technology
"Ifoni ye-satellite ngokuvamile ayithatheli ifoni ephathwayo indawo, njengoba kudingeka ube ngaphandle uqondene nesiphuphutheki ukuze ushaye ucingo.",science/technology
"Nakuba ama-wagonway bewenziwa izingodo ezugudlene, bezivumela amahhashi azidonsayo ukufinyelela izivinini ezinkulu nokudonsa umthwalo okhudlwana kunasemigwaqweni emibi kancane yangosuku.",science/technology
"Abantu babazi ngezakhi zamakhemikhali eziyisisekelo njengegolide, isiliva, kanye nethusi kusukela endulo, njengoba lezi zingatholakala endalweni ngohlobo lwendabuko futhi kulula kakhulu uguzigubha ngamathuluzi wasendulo.",science/technology
Isondo seliguqule umhlaba ngezindlela ezimangalisayo. Into enkulu ukuthi isondo elisenzele yona ukusinika indlela yokuthutha elula neshesha kakhulu.,science/technology
Lokhu kwenzelwa ukuqinisekisa ukuthi isithombe semboza isikrini sonke. Lokhu kubizwa ngokuthi i-overscan.,science/technology
Imikhumbi yangaphansi kwamanzi yaseJalimane yayibizwa ngokuthi Izikebhe ze-U. AmaJalimane ayenekhono lokuqondisa nokusebenzisa imikhumbi yabo yangaphansi kwamanzi.,science/technology
"Nakuba isimo sawo esingokoqobo singashintsha, isimo sawo samakhemikhali asiguquki.",science/technology
Ukulumbana kwenzeka ngenxa yokuthi ama-athomu wamanzi phezu kwamanzi ayadonsana kakhulu kunendlela enza ngayo kwawomoya phezu kwawo.,science/technology
Inkinga evamile lapho uzama ukuguqula ifilimu ibe uhlobo lwe-DVD ukuthi isithombe siba sikhulu ngokweqile.,science/technology
"Ikakhulu, kuthiwa umuntu angabona ukuthi umuntu uqamba amanga ngokuchachisa izibonakaliso zobuso ezincane ngokunembile.",health
Igolide lingenziwa libe noma isiphi isibumbeko. Lingagingqwa libe yizibumbeko ezincane..,science/technology
"Uhlelo lwe-AI manje ngokuvamile lusetshenziswa emkhakheni wezomnotho, ezokwelapha, ubunjiniyela kanye nempi, njengoba kwakhiwe ezinhlelweni zokusebenza zamakhompyutha wasekhaya amaningana nemidlalo yevidiyo.",science/technology
"Isenziwa nanamuhla, kodwa okubaluleke kakhulu ukuthi ubudlelwane bayo bobude nobukhulu buthathwe izimo zokuthungatha isithombe zekhamera yedijithali.",science/technology
Lomthetho wezingxenye ezintathu esetshenziswa kabi kakhulu nonganakwa ngokuvamile isiqondiso esilula sokwenza ubuhle ube ugcina izinga lokuhleleka esithombeni.,science/technology
"Lokhu akugcini nje ngokuqinisekisa ukuthi okungenani amanye ama-dinosaur ayenezimpaphe, inkolelo-mbono ebanzi kakade, kepha inikezela imininingwane imivubukulo engayinikezi ngokujwayelekile, njengombala nokuhleleka kwezinhlangothi ezintathu.",science/technology
"Amandla wokudonsa we-Io angasebenza kanjani kimi? Uma uma emhlabeni we-lo, uzoba nesisindo esincane kunaleso oba naso Emhlabeni.",science/technology
I-NextGen indlela i-FAA ethi izovumela indiza ukuba indize imizila emifishane futhi yonge izigidi zamagalani wamafutha unyaka ngamunye futhi inciphise i-carbon ekhishwa emkhathini.,science/technology
"Idatha yesayensi yohlelo lwezinzwa inikeza ukufakazi obungokoqobo bendlela engokomcabango yokuhlola ukucabanga. Ngakho-ke, inciphisa umkhakha wocwaningo futhi iwenze unembe kakhudlwana.",science/technology
"Ngesikhathi senkulumo yakhe eyathatha amahora angu-2 wathi: ""Namuhla i-Apple izokwakha ngenye indlela ifoni, Sizokwenza umlando namuhla"".",science/technology
Isici esilahlekelisayo sezibuko zokukhulisa ukuthi ukuphica kwefokasi kanye nesibalo sezici zezibuko ezidingekayo ukufinyelela ububanzi bobude befokasi bukhulu kakhulu kunezibuko ezisemqoka.,science/technology
"Isilawuli esifana ne-remote yethelevishini, sisebenzisa izinzwa ezimbili ezibekwe duzane nethelevishini ukwenza indawo yayo ibe nezingxenye ezintathu endaweni enezinhlangothi ezintathu.",science/technology
. Ososayensi bathi iplamu lalesi silwane lalinesifuba esinsundu ngaphezulu siphaphathekile nokumibalabala emaceleni.,science/technology
"Izakhi ezimbili ziyaxubana ukuze zenze amakristalu angavimba ukusebenza kwezinso, kwasho abacwabingi basenyuvesi.",health
Lokhu kunikeza ukubonakala cishe okuyizikhathi ezine kunenegethivu ka-35 mm (3136mm2 kuqhathaniswa ne-864) .,science/technology
"Ngenxa yokuxhumana kwekhebuli enemicu yokudlulisa ukukhaya ehamba ngaphansi kolwandle nesiphuphutheki sokuxhumanisa, i-Greenland uxhumene kahle nabantu abangu-93% abanoxhumano lwe-inthanethi.",science/technology
"Olunye lwezinhlelo zokusebenza ezihamba phambili kulesi sigaba yi-Guguli Humusha, evumela ukuhumusha ngaphandle kwe-inthanethi ngemva kokudawuniloda idatha yolimi olufunwayo.",science/technology
"Anokwakhekwa kwengqamuzana okufanayo kungakhathaliseki ukuthi ayigesi, uketshezi, noma aqinile.",science/technology
"Ukusetshenziswa kohlelo lwevidiyo kuholele kukwazisa okubalulekile ekuchazweni kokuziveza okuncane kakhulu, ukunyakaza kobuso okuthatha imizuzwana.",science/technology
Abantu babenza futhi basebenzisa izingilazi ukuze bakhulise izinto ezibukwayo izinkulungwane zezinkulungwane zeminyaka.,science/technology
"Akukodwa nokho, ukulinga, futhi isilingo isivivinyo esisetshenziselwa ukususa ukucabangela okuhle okukodwa noma okwengeziwe, ukubuza imibuzo, nokwenza ukuphawula kanye nokuqondisa ucwaningo olungokwesayensi.",science/technology
"Ekugcineni, amasondo okhuni athathelwa indawo amasondo ensimbi. Ngo-1767, ujantshi wokuqala wensimbi ophelele waqala ukusetshenziswa.",science/technology
"Yize amanye amakhadi ekulungele ukufonela noma ikuphi, kodwa amanye enzelwe ukunikeza amanani aphansi wokufona emaqenjini athile wamazwe.",science/technology
Izindawo eziningo ezaziwayo zesibonakude ziyizindawo ezingaziwa ezindaweni ezinesimo esithandekayo.,science/technology
Inalithi yensimbi intanta ngaphezu kwamanzi ngenxa yokulumbana kwama-athomu.,science/technology
"Ifomethi ka-35mm empeleni, ngodidayo ngokunye, ingu-36mm ububanzi kuphindwe ngo-24mm ubude.",science/technology
"Amangqamuzane ayisisekelo futhi abucayi ocwaningweni lwempilo, empeleni, kaningi kubhekiselwa kuwo njengokuthi ""izakhi zokuphila"".",health
Izinkampani ze-VPN Yomuntu Siqu (inethiweki yomuntu siqu ebonakala ingokoqobo) ziyindlela ekahle kakhulu yokugwema ukuhlola okungokwepolotiki kanye zihlungi zendawo ze-IP.,science/technology
"Isiteshi sagcina isimo saso sengqondo, nangaphezu kokulahlekelwa yi-gyroscope ekuqaleni kwemishani yesiteshi sasemkhathini, kuze kube sekugcineni kokuhamba emkhathini.",science/technology
"Abantu abanalolu hlobo lokucabanga bacabanga ngendlela enengqondo, bayakwazi ukubamba izifanekiso ngekhanda, ukuxazulula izinkinga nokwenza izivivinyo zesayensi.",science/technology
"Amakati wasendle amakhulu waseMelika athanda ukudla izilwane ezincane. Azobamba izimfene, izinyoka, izilwane eziququdayo kanye nezinyoni uma angakwazi. Cishe zonke izilwane ezizingelwa yilawa makati zincane kakhulu kunawo.",science/technology
"Amanye amakhamera wamafilimi wohlobo oluphakathi asebenzisa ifomethi ye-6 ngo-6, ngokunembile kakhudlwana inegethivu ka-56 ngo-56 mm.",science/technology
Izihambi ziyalulekwa ngokuqinile ukuthi ziqaphele noma iyiphi ingozi yesimo sezulu esibi kakhulu esithinta indawo yazo njengoba singathinta noma yiziphi izinhlelo zohambo.,travel
"Amabhasi asuka esiteshi samabhasi esiphakathi kwesifunda (ngaphesheya komfula) usuku lonke, nakuba amaningi, ikakhulukazi lawo aya ngasempumalanga naseJakar/Bumthang asuka phakathi kuka-06:30 no-07:30.",travel
Zinikeza ukuzinza emgibelini kodwa zingaba nezinkinga zokuphepha ngenxa yamathuba okuba izinyawo zomgibeli zibhajwe kuzo.,sports
"Iningi lweMikhumbi yokuVakasha yase-Baltic ehlukile ihlanganisa ukuhlala isikhathi eside e-St. Petersburg, e-Russia.",travel
"Iseluleko sicabangela ukuthi izihambi azebi, azingeni ezindaweni ngaphandle kwemvume, azihwebi ngokungemthetho, azincengi, noma ziqole abantu ngenye indlela ukuze zizizuzise.",travel
Kunezinto eziningi okumelwe uzicabangele ngaphambi nalapho uthatha uhambo oluya kwenye indawo.,travel
"Uma kuwusuku olushisayo, izihambi zingabona utalagu olubukeka njengamanzi (noma ezinye izinto).",science/technology
"Imindeni enabantwana ayijwayelekile, kodwa amanye amahostela ayayivumela emakamelweni wangasese.",travel
"Ngokwesibonelo ukuvakashela izigodlo eSigodini saseLoire, isigodi saseRhine noma ukuthatha uhambo ngomkhumbi oluya emadolobheni athakazelisayo kuyiDanube noma ukuhamba ngesikebhe kuyi-Erie Canal.",travel
Kungaba lula ukusebenzisa ummeli ovame ukubhukha uhambo olufana nolwakho.,travel
I-couchsurfing yasungulwa ngoJanuwari 2004 ngemva kokuba umlobi wezinhlelo zokusebenza zekhompyutha uCasey Fenton athole indiza engabizi yokuya e-Iceland kodwa engenayo indawo yokuhlala.,travel
Amavisa wabafundi afuna izinto ezihlukahlukene nezindlela zokufaka isicelo ezivakashini ezivamile noma amavisa webhizinisi.,travel
Izwe ngalinye libuye libe nemithetho ehlukile edinga okumelwe kube yizinto zesimo esiphuthumayo okumelwe zibe semotweni.,travel
