question,gpt_answer
"Uz četiri utrke koje su preostale u sezoni, tko zauzima četvrto mjesto u vozačkom prvenstvu?",4
Nakon utrke spomenute u odlomku koliko bodova Kahne ima u vozačkom prvenstvu?,1
"Prema odlomku, koliko su puta ljudi bili svjedoci pada meteorita za koje je poslije potvrđeno da potječu s Marsa?",2
"Kao što je spomenuto u odlomku, što je točno kada je u pitanju kamenje za koje je utvrđeno da potječe s Marsa?",4
Kada se Schumacher umirovio?,2
Kad je Massa ozlijeđen?,1
"Prema odlomku, kako će uređenje utjecati na AOL?",3
Što bi od navedeno moglo završiti nakon novog uređenja?,3
Koliko ljudi ubijenih u napadu nisu bili policijski službenici?,3
Tko je izvijestio o navodnom osumnjičenom za napad?,1
"Budući da je Florida država u kojoj pobjednik odnosi sve, što je dodijeljeno Mittu Romneyu?",3
"Prema odlomku, koliki je postotak glasova osvojio Gingrich na primarnim izborima?",2
"Prema odlomku, tko nije nastavio izbornu kampanju nakon rezultata izbora za kandidata stranke?",2
"Prema odlomku, tko je pohvalio drugog kandidata nakon rezultata izbora za kandidata stranke?",2
Gdje se emisija isključivo emitirala prije 2015.?,1
Radijska postaja opisuje emisiju s kakvim zaokretom?,2
Što je David Headley prikupio što je u konačnici pomoglo napadu militantne skupine?,1
Koje je prijevozno sredstvo upotrijebila militantna skupina za putovanje u Mumbai?,3
Koja tvrdnja točno odražava ishod meča između Nadala i Raonica na turniru Brisbane Open koji je spomenut u odlomku?,1
"Prema odlomku, nakon prvog servisa kakav je bio omjer sučeljavanja Nadala i Raonica?",3
Koji jezik nije uključen u tri nove emisije Naked News?,3
"Prema odlomku, gdje emisija Naked News neće biti dostupna?",3
Koliko natjecateljica nije završilo veleslalomsku utrku?,4
Koja od navedenih tvrdnji točno odražava rezultate utrka na prvenstvima?,2
Što je od navedenog NBA odlučio obustaviti?,1
"Prema odlomku, što je dovelo do zabrinutosti NBA-a kada je u pitanju koronavirus?",4
Tko je postigao odlučujući gol za ekipu Washington Capitals u meču protiv ekipe Atlanta Thrashers?,1
Tko je dao svoj 60. gol sezone tijekom utakmice između ekipa Capitals i Thrashers?,3
Kada je banci Northern Rock bila potrebna potpora Vlade?,4
"Prema odlomku, koja od navedenih tvrdnji točno opisuje poslovanje Grupe Virgin s bankom Northern Rock?",2
"Kao što je navedeno u odlomku, koja je država na koju utječe potpisivanje sporazuma o klimatskim promjenama iz Kyota?",3
Prethodna vlada Australije smatrala je da bi ratifikacija sporazuma iz Kyota naštetila komu?,2
Za koji su probni program lovci bili regrutirani?,4
Koja tvrdnja ne odražava točno probni program suzbijanje nametnika?,3
"Prema odlomku, gdje je pronađeno razdvajanje?",1
"Prema odlomku, do čega je došlo prije nego što je predviđeno?",2
Što će igrač morati učiniti kako bi upravljao pokretima tijekom videoigre?,4
Što je dizajnirano da nalikuje televizijskom upravljaču?,2
Što nije navedeno u najnovijem izvješću novinske agencije Xinhua?,2
Što nije navedeno u najranijem izvješću novinske agencije Xinihua?,4
Što je priopćila Sara Danius tijekom radijskog programa?,4
S kim nije bilo moguće kontaktirati?,4
Tko je prokomentirao da je obećanje „velik korak”?,3
Koliko je pečata Słania proizveo za različite države?,4
"Prema odlomku, što je najvjerojatniji uzrok kontinuiranog curenja iz ventila spremnika?",3
Zašto su se ispusni ventili otvorili?,2
Kolika je trenutačno razina vode u četvrti The Ninth Ward?,3
Što se dogodilo u četvrti The Ninth Ward tijekom uragana Katrina?,3
Što od navedenog nije potvrdila Hamilton?,2
Što bi znanstvenici voljeli otkriti?,4
"Prema odlomku, koju je ulogu igrala lokalna policija u obustavi?",3
Što se dogodilo s ulazima u podzemnu tijekom obustave?,1
"Prema odlomku, što se nije dogodilo prije nego što je fotografa udarilo vozilo?",4
Što je fotograf pokušavao učiniti prije nego što ga je udarilo vozilo?,2
Koja tvrdnja ne opisuje točno predsjednikovo stanje nakon što je bio pozitivan na testu na koronavirus?,1
"Prema odlomku, koja je od navedenih tvrdnji o predsjedniku točna?",3
"Prema odlomku, kada se očekivao nastavak slabljenja tropskog ciklona Gonu?",2
Koja je bila brzina vjetrova na vrhuncu tropskog ciklona Gonu?,3
Što se od navedenog ne smatra osobinom organizma Karenia brevis?,3
Što od navedenog Karenia brevis ne može učiniti?,2
"Prema odlomku, što se od navedenog nije dogodilo kao rezultat oluje Felicia?",4
Koja je tvrdnja o oluji Felicia netočna?,2
Koja tvrdnja točno odražava ishod mađarskog Grand Prixa 2009.?,3
Kada se sudar dogodio?,1
"Prema odlomku, što je od navedenog trajalo kraće nego što su istraživači prvotno vjerovali?",1
Što od navednog istraživači nisu objavili?,3
Gdje će se CowParade održati?,2
Koja od sljedećih tvrdnji točno opisuje CowParade?,4
Zbog čega je Rusija obustavila upotrebu letjelice II-76s?,2
Što je II-76?,3
Tko je angažirao tim scenarista za serijal The Simpsons?,2
"Prema Fluke, tko joj je slao pozitivne komentare i riječi ohrabrenja?",4
"Prema odlomku, o čemu neki ljudi nisu željeli da žene govore?",3
"Prema odlomku, koje je planetarno tijelo najdinamičnije?",1
Na kojem su planetarnom tijelu identificirane rijeke i jezera koji se sastoje od prozirne tekućine?,2
Koji od ovih zaključaka nije rezultat otkrića u vezi s perjem?,4
Što perje dinosaura nije imalo?,2
Koja od navedenih tvrdnji o lijeku ZMapp nije točna?,2
Koja od navedenih tvrdnji točno opisuje ispitivanje lijeka PALM?,3
Gdje istraživači smatraju da će novi čip biti najznačajniji?,1
Koja će metoda biti upotrijebljena za izradu dijagnostičkog alata?,2
"Prema odlomku, koja tvrdnja o lobiranim kosinama nije točna?",4
"Prema odlomku, koja teorija u vezi s formama reljefa označava da se na Mjesecu odvija geološka aktivnost?",4
"Prema odlomku, čega više neće biti do podizanja optužnice?",1
"Prema članku, što nije trenutačni problem za lovce na tuljane?",4
"Uz led, što još utječe na pokušaje spašavanja?",2
Koje uvjerenje Roberts nije želio potvrditi?,3
Raspravu o kojoj temi je Roberts smatrao odviše neetičnom?,4
Kamo su usmjerena dva snopa svjetlosti?,1
"Prema odlomku, kada se novi neboderi grade na lokaciji?",4
Koji podaci upućuju na to da se pod nazivom Sedam sestara kriju špilje?,1
Kako se promatraju temperaturne promjene u špiljama Sedam sestara?,1
"Prema odlomku, koja tvrdnja o osumnjičenom nije točna?",4
Koje su informacije o napadu vlasti potvrdile?,2
Koji će timovi igrati utakmicu na stadionu Ellis Park?,3
Gdje će Springboks igrati sljedeću utakmicu?,3
S čim je od navedenog svemirska stanica ima problema tijekom svoje misije?,2
"Prema odlomku, što je bio cilj misije svemirske stanice?",3
Koja od navedenih tvrdnji o slučaju nije točna?,4
Koja od navedenih tvrdnji točno opisuje slučaj?,4
"Prema odlomku, za koji je klub Vidal počeo igrati prije tri sezone?",3
Koliko je utakmica Vidal odigrao za Barçu?,1
Tko je bila protivnička ekipa na utakmici?,2
Zašto je Jarque odsjeo u hotelu?,3
Zašto Agencija za geofiziku iz Jakarte nije izdala upozorenje?,4
"Prema odlomku, što je potres uzrokovao?",1
Što od navedenog potiče aktivnost Sunca i svih drugih zvijezda?,3
Kako se određuje Rossbyjev broj zvijezde?,1
Koji postotak ispitanika podržava prijedlog da Australija odmah postane republika?,2
"Prema Julie Gillard, kada bi Australija trebala postati republika?",2
Koja je organizacija pod sudskom istragom,3
Na čelu je kojeg odbora Cliff Stearns?,4
"Prema odlomku, što se nije dogodilo ženi iz Švicarske?",2
Kojoj je tvrtki dodijeljena nagrada Tajvana za održivost 2007.?,3
Što je ASUS Eee PC?,2
Tko je bio odgovoran za poštanske dokumente koji su nestali?,3
"Prema odlomku, tko je objavio ispriku u vezi s nestalim dokumentima?",4
Kada je Del Potro morao zatražiti intervenciju u vezi s ozljedom ramena?,3
Koji je bi rezultat prvog tie-breaka?,1
"Kao što je navedeno u odlomku, tko je posebice bio izložen pacijentu?",2
"Prema odlomku, u što guverner nije uspio uvjeriti pri obraćanju građanima Teksasa?",4
Koji su izvor parodije vijesti stvorila dva bivša studenta Sveučilišta Wisconsin-Madison (UW)?,4
"Prema odlomku, što od navedenog nije dio carstva parodije vijesti The Onion?",2
"Prema odlomku, što policija čuva?",3
U koliko je sati policija zatražila od prosvjednika da se maknu kako bi se izbjegla dodatna prometna gužva?,4
Što je točno u vezi s istraživanjem koje je proveo dr. Ehud Ur?,2
"Prema odlomku, oko čega je dr. Ur skeptičan?",2
Koja od navedenih tvrdnji ne opisuje točno pad zrakoplova na letu CG4684?,3
Što je uzrokovalo prekid pokušaja slijetanja zrakoplova na letu CG4684?,4
"Prema odlomku, koja je od navedenih tvrdnji o iskustvu Franciszeka Kowala točna?",2
Zašto je teško izmjeriti mogući utjecaj tropske oluje Danielle?,3
"Prema odlomku, koja od navedenih tvrdnji o tropskoj oluji Danielle nije točna?",4
"Prema odlomku, što se mora dogoditi s bolešću prije nego što uzrokuje globalnu pandemiju?",1
