question,gpt_answer
"bena'an 3la alema3elewmat fi alfqrh, ayun men hedh leys methalaan 3la at3alam aletfa'eley?",1
ay mema yely la yesf bedqh mefhewm at3alam aletfa'eley?,1
"wefqaan llfqrh, ma hey meyzh may sebyes alety yemken an tefyed aletlab aledyen yewajhewn mesheklh fi aleqra'h?",3
"wefqaan llfqrh, ay mema yely lm yekn jez2aan men rad Krushchev 3la a3mal shaghab al 3ummal?",3
ayun men ataly lm yekn sebbaan a3mal shaghab fi Bolanda?,4
"wefqaan llfqrh, ay men ataly lm yu2ther 3la al3laqat beyn alSovieti wa al Wilayat al Mutta7ida al amrikiya?",2
ay mema yely la yesf bedqh alegherd men eresal alenbedat al'esebyh fi jami3 anha' alejsem?,4
mada yemken al3thwr 3aleh fi hedbh alejyezh?,1
ma kan alegherd men alharm alakbar?,2
men alems'ewel 3an ma3ereftena balheryeq aledy demr alema3ebed?,1
ayun hew jemlh deqyeqh feyma yekhes e'eadh bena' ma3ebed Artemis?,2
"wefqaan llfqrh, meta kan abekr weqt yemken an yesyer feyh new' ma 3la qedmeyn?",1
ay men hedh alanewa' kan yesyer banetzam 3la qedmeyn?,1
ma aledy hawelt alebheryh alalemaneyh theqyeqh khelal alherb al'ealemyh alethaneyh?,4
"bena'an 3la alema3elewmat alewaredh fi alfqrh, men heqq akebr nejah fi alherb alebheryh khelal hemlh shemal alatelsey?",1
ma aledy lm yekn mewjewdaan 3anedma tebq alashewreywen asetkhedam selah alefresan?,1
keyf kanet tukhad alema3earek alety testekhedm alefresan?,3
"wefqaan llfqrh, ayen len tejd mewatenaan babelyaan 'eadeyaan?",2
ay mema yely kan mekhessaan lelkhenh thedyedaan?,4
meta aketseb alemlek tewt 3anekh amewn sema3eh sey'eh?,3
ma aledy j'el alemlek tewt 3anekh amewn melkaan mesreyaan ma3erewfaan?,1
ma aledy kan alesha'er aleywenaney Homer gheyr qader 3la aleqyam bh?,2
ay yewnaney meshhewr ma3erewf beshey' akher gheyr aladeb?,3
ayen kanet al'ea'elh al'eberyh teqdey ma3ezem weqtha?,1
ma aledy lm yekn mhemaan jedaan lel'ea'elh al'eberyh?,3
ayun mema yely la yewsef banh ferq beyn alebledan alaseknednafeyh?,2
men sekn Greenland awelaan?,1
ay mejmew'eh tefdel tenawel al'esha' bedwen karasi?,3
ay mema yely len yekwen jez'aan men welyemh rewmaneyh qedyemh?,4
"bena'an 3la alfqrh, ay mema yely men gheyr alemrejh an yekwen lh tatheyr da'em?",4
"wefqaan llfqrh, ma aledy yesbeq alamh?",1
ay jemlh 7wl Drukgyal Dzong leyset sheyhh?,3
ay jemlh tesf bedqh neta'ej alheryeq fi Drukgyal Dzong?,1
ayun men alejmel atalyh 3an kembewdeya sheyh?,4
ayun men al'ebarat atalyh yesf bedqh ghezw kembewdeya?,4
ay mema yely lm tef'elh s7erkh alhend alesherqeyh al7wlendeyh khelal fetrh wejwedha fi Taiwan?,4
mada aneshat ma3eahedh Shimonoseki?,4
keyf yuqas mestewa alas alheyderwejyeny lemadh keymeya'eyh?,1
ma aledy auzeyl men Ayunat al-haydrojyn?,4
ay men alejmel atalyh la tesf bedqh qety' asewd?,3
ay men alejmel atalyh la tesf bedqh selwek alasewd?,4
alaraneb feryesh sha'e'eh lay new' men alheywanat alemfetresh?,3
eadh ma testad aleqtet alesgheyrh ayaan men ataly?,1
ay men ataly leys jez'aan men teryeqh seyd alenmer aleqzem?,4
ay mema yely la yesf bedqh alenmer aleqzem? ,3
ay mema yely la y'etebr a'ezem qewh lelnemr?,2
"wefqaan llfqrh, ayun men ataly hew ferqun beyn alenmewr walasewd?",2
"wefqaan llfqrh, mada f'el rewbert hewk qebl 'elema' alaheya' alakheryen?",3
"""mada y3aney asel kelmh """"khelyh""""?""",2
"wefqaan llfqrh, fen ma3ezem alheywanat ledyha aleqderh 3la f'el mada?",2
"wefqaan llfqrh, ma aledy la temlekh b3d alheywanat?",3
ma aledy yesa'ed alenbatat fi 3malyh aletmetheyl aledw'ey?,4
ma aledy yekherjh alebsher wetsetnesheqh alenbatat?,4
"wefqaan llfqrh, ay men alamethelh atalyh set'eyeq 3malyh alettewr?",3
ayun men alejmel atalyh alety la tesf bedqh 3malyh alanetwa'e? ,1
ay jez' men aledwerh aledmewyh yejleb aledm nhew aleqleb?,4
ma hey alanabeyb alasegher fi jhaz aledwerh aledmewyh?,1
tezyed qedrh alhesherh 3la tey ajenhetha lelkhelf ayun mema yely?,2
ay mema yely lm yedker fi alfqrh ba'etebarh shey'eaan yetather beqderh alhesherh 3la aletyeran?,4
ay men alekhesa'es atalyh la tertebt 'eadh ma3 aledyenasewrat?,2
ay mema yely la y'etebr 'eadh semh meshetrekh beyn aletyewr waledyenasewrat?,3
