question,gpt_answer
Ndi maperesenti angati a anthu amene anafufuza za chithandizo cha dziko la Ositileliya kukhala chapompopompo?,2
"Malingana ndi a Julie Gillard, kodi dziko la Ositilaliya limayenera kukhala dziko loyima palokha liti?",2
Ndi bungwe liti lomwe likufufuzidwa posatsatila malamulo?,3
Cliff Stearns ndi mtsogoleri wakomiti iti?,4
"Malingana ndi ndimeyi, ndi chani chomwe sichinamuchitikire m’zimayi wachi Swiss?",2
Ndi kampani iti imene inapatsidwa chinkho cha Taiwan posaononga zachilengedwe itawina mpikisano mu chaka cha 2007?,3
Kodi ASUS Eee ndi kompyuta yanji?,2
Anosowetsa zikalata za positi ndi ndani?,3
"Malingana ndindimeyi, ndi ndani amene anapepesa pankhani yokhudza kusowa kwa zikalata?",4
Kodi a Del Potro adafunika atafotokoza za vuto lawo la phewa liti?,3
Kodi zotsatila za masewera oyamba opeza owira zidali chani?,4
"Monga afotokozera mundimeyi, ndi ndani, amene anakhudzana ndi odwala?",2
"Malingana ndi ndimeyi, ndi chitsimikizo chiti chomwe bwanankubwa sanapeleke nthawi imene amalankhula nzika za ku Texas?",4
Ndi gwero lanji lofalitsira nkhani pa intaneti lomwe linapangidwa ndi ophunzira aku UW,4
"Malingana ndi ndimeyi,ndi ziti mwa izi zomwe sizinaikidwe mutsamba lofalitsila nkhani pa intaneti mu ufumu wa a Onions?",2
"Malingana ndi ndimeyi, ndi chiyani chomwe amalondela apolisi?",1
Ndi nthawi yanji imene apolisi anawafunsa anthu azionetsero kuti asuthe ndi cholinga chopewa kuchedwetsa magalimoto,4
Choona ndi chani pa zakafukufuku yemwe anapangidwa ndi a dokotala. Ehud Ur?,2
"Malingana ndi ndimeyi, ndi chani chomwe a dokotala. Ur akukaikira?",2
Ndi mawu ati mwa otsatilawa omwe akufotokoza mosalondola kugwa kwa ndege ya CG4684?,3
Chinapangisa ndege ya CG4684 kuti isatele ndi chani?,4
"Malingana ndindimeyi, ndi mawu ati mwa otsatilawa omwe akukamba zoona za zimene zinamuchitikira Franciszek Kowal?",2
Ndichifukwa chani ndizovuta ku tsimikizira zotsatira za mphepo yakuntho yotchedwa Danielle?,3
"Malingana ndi ndimeyi, ndi mawu ati mwaotsatilawa omwe sioona okhudza mphepo yamkutho yotchedwa Danielle?",4
"Malingana ndi ndimeyi, ndi chani chimene chikusonyeza kuti chichitika ndi matenda asanadzetse m'mliri padziko lonse?",1
"Malingana ndi ndimeyi, Fujian anatalikilana bwanji ndi chimphepoyi?",3
Anamulonjera George W. Bush atangofika ku Asia ndi ndani?,4
Kodi mtsogoleri wadziko anakamba pati za kukulitsa malonda a Asia?,3
"Malingana ndindimeyi, ndi ziti mwazotsatilazi zomwe zili cholinga chenicheni cha boma?",4
Kodi boma linalengeza chani?,1
"Malingana ndi ndimeyi, ndi chani chimene chisakudziwika?",3
Ndimawu ati okhudza achionetsero omwe sioona?,4
Analimbitsa kut a CEP akale atule pansi udindo ndi ndani?,3
"Malingana ndindimeyi, ndi chani chimene a bungwe la masewero olimbitsa thupi la ku USA silinalimbikitse kutsatila khaza zimene othamanga anapangilidwa ndi Nassar?",1
"Malingana ndi ndimeyi, kodi cholinga chachikulu cha onse a mukomiti a bungwe la masewero olimbitsa thupi la USA ndi a bungwe la United States la Olimpiki ndichani kupita chitsogolo?",4
Kodi sitima imapita kuti nthawi imene ngozi inachitika? ,3
Ndi ziti zomwe sizoona zenizeni zokhudza sitima yomwe yafotokozeledwa m'ndimeyi?,2
Anapeleka mau okhudzana ndi a gulu lankhondo la US ndi ndani?,1
"Malingana ndi 'ndimeyi, ndi dziko liti limene linatenga udindo wolondera omenya nkhondo ogwidwa?",4
Ndichani chomwe akukhulupilira kuti ndichomwe chinagwetsa ndege ?,1
Ndi ntundu wanji wa malo amene ndege inagwera?,4
Kodi akuboma akukhulupirira kuti zotsatira zamadzi osefukila zikhala chani?,1
Ndi ziti mwazotsatira zomwe nyumba yadamu inaonongelatu?,3
"Malingana ndindimeyi, anawadziwitsa a dziko la United States zakuthekera koti akhoza kuchitidwa chiwembu ndi ndani?",3
Ndi mawu ati mwaotsatilawa amene akufotokoza molondola za chikonzero cha anthu achiwembu onyanyala?,2
Ndi ndani mwa anthu awa yemwe si loya?,4
Ndi gulu liti la anthu a mkati mwa gulu lazamalamulo la greek lomwe kupezeka kwao pazochititsa manyazi sikukutchulidwa?,3
kodi India idataya ma wiketi angati?,2
"Malingana ndi 'ndimeyi, kodi zigoli zochuluka bwanji zama innings?",1
Ndi ziti mwazotsatilazi zomwe sizinazetse kukhumudwa kwa a Adam Cuerden?,2
"Malingana ndi ndimeyi, ndi chani chimene chinafufutidwa pa webusaiti?",2
"Malingana ndi ndimeyi, ndi ziti mwazotsatirazi zomwe a Amir Khan sakulimbikitsa?",1
"Malingana ndi ndimeyi, ndiziti mwazotsatira izi zomwe a Amir Khan azakhale akuthandiza ngakhale anali ndi maganizo ake ngati munthu?",1
Kodi a Peter Lenz anamwalira liti?,3
Xavier Zayat ndi ndani?,2
