question,gpt_answer
أي من الحالات هذي ما توصف أوريغامي الأرض النقية؟,1
حسب القطعة، أي موقع مب مرتبط بحضارة وادي السند؟,1
ايش اللي مب مذكور في القطعة كإسم محتمل لحضارة العصر البرونزي؟,1
بحسب القطعة، أي من الجوانب هذي يوفر فايدة طويلة الأجل؟,1
حسب القطعة، أي من الأشياء هذي ممكن الشخص يعطيها أولوية لو كان تركيزه على الفوائد الفورية؟,4
حسب القطعة، مين اللي غطى جزء كبير من تكاليف الحرب؟,4
ايش الفترة اللي كانت قبل عصر فرسان المعبد؟,3
ايش الفترة اللي جت بعد عصر فرسان المعبد؟,1
ايش هو العلاج او الإجراء الطبي اللي مب مذكور إن الأطباء والجراحين كانوا يستخدمونه في الإمبراطورية الرومانية؟,1
حسب القطعة، أي من الأشياء هذي مب منسوبة لتطورات اللي صارت في المجال الطبي في اللإمبراطورية الرومانية؟,2
القدرة على الرؤية تعتمد على ايش؟,1
ايش اللي يعتمد عليه اختلاف بنية العين بين الكائنات الحية؟,2
حسب القطعة، أي جملة من الجمل هذي عن السيخية ما يعبر عن هذا الدين بدقة؟,2
حسب القطعة، أي من الأشياء هذي يعتبر جانب أساسي من نظام معتقدات السيخ؟,1
حسب القطعة، ايش اللي ممكن يواجه الأطفال المصابون باضطراب نقص الانتباه صعوبة في التركيز عليه؟,1
حسب القطعة، ليه الأطفال المصابون باضطراب نقص الانتباه يميلون للمشاركة في سلوكيات مليانه بالمخاطر؟,4
حسب الكلام الموجود في النص، إي من الأشياء هذي مب مثال على طريقة السلالم «Scaffolding»؟,3
ايش اللي يوصف بالضبط مبدأ السقالات؟,2
وفقًا للقطعة، ايش هي ميزة ماي سبيس التي يمكن أن تساعد الطلاب اللي يواجهون صعوبة في القراءة؟,1
وفقًا للقطعة، ايش من الأشياء هذي ما كان جزء من استجابة خروتشوف للاضطرابات العمالية؟,3
اي من الأشياء هذي ما كان سبب للعنف في بولندا؟,4
حسب القطعة، ايش اللي ما أثر على العلاقات بين الاتحاد السوفيتي والولايات المتحدة؟,2
