question,gpt_answer
"Према овом одломку, шта се не би сматрало тачним саветом за успешно свирање хармонике?",1
"Када свирате хармонику, шта од наведеног ће вам помоћи да добијете већу јачину звука?",1
Зашто су сликама на телевизији изрезане ивице?,2
"Према овом одломку, који од следећих проблема се може јавити када се филм конвертује у DVD формат?",2
Где се налазио британски гарнизон?,3
Чији потпис се налази на ручно писаном нацрту?,4
"Од следећих локација, где су последње стигле „Данлапове стране“?",3
Где су се налазиле трупе пуковника Старка?,1
"Према овом одломку, када су Старкови људи продужили своју ограду?",3
"Према овом одломку, који од следећих периода је био највише насилан?",4
"Према овом одломку, шта важи за војску колоније мрава која започиње номадску фазу?",2
"Према овом одломку, која реченица тачно одражава како се гнезде војске колоније мрава током номадске фазе?",3
Шта од наведеног ће се наставити упркос постојању спољних знакова?,3
Који појам описује појединце који показују варијанте одређене фенотипске особине?,4
Који од следећих појмова је исправан за организме који заузимају одређено подручје?,2
Шта од следећег не би био пример туристичке активности засноване на природи?,3
"Према овом одломку, шта је од следећег основа транспортног система?",2
Какво наелектрисање имају честице које круже око језгра?,3
Од којих честица се састоји нуклеус?,1
"Према овом одломку, шта је од следећег пример петобитног бинарног броја?",3
Како се још називају бинарне цифре?,1
Шта се од следећег не помиње у овом пасусу као примарна корист за студенте од писања блогова?,2
Који од следећих аспеката писања блогова се наводи да мотивише студенте да побољшају вештине писања?,2
Шта од следећег не представља корист за ученике од асинхроне комуникације? ,1
"Према овом одломку, који од наведених аспеката асинхроне комуникације није флексибилан за студенте?",3
Шта у овом одломку није поменуто као нешто што човек може повезати са средњевековним замковима?,4
Шта од наведеног није поменуто у одломку као мирис или звук који би могао да се призове међу рушевинама замка?,3
Шта од наведеног представља тачан опис замка Кирби Макслоу?,2
Које од следећих карактеристика изградње би се сматрале нетипичним за замак Кирби Макслоу током периода који је описан у овом одломку?,2
"Према овом одломку, шта би од наведеног било најкорисније за тркача који се припрема за надолазећу сезону?",4
"Према овом одломку, шта од наведеног је од највеће важности за првокласног тркача на пола миље?",2
"За једног спортисту, шта се од наведеног не може постићи само кроз навике у исхрани?",3
"На основу овог одломка, шта од наведеног се не предлаже као начин да млади спортисти више уживају у спорту?",2
"Према овом одломку, зашто би тркач на средње пруге могао да купи скупљи део опреме?",1
"Према овом пасусу, шта захтева трчање на средње пруге?",3
Ко је открио нуклеарну магнетну резонанцу? ,3
Које године је одобрен први патент за резонанцу за медицинску дијагнозу? ,2
"Према овом одломку, шта би људи требало добро да разумеју да би тумачили физичке радње других?",2
"Према овом одломку, разумевање намере помаже људима у чему?",1
"Према овом одломку, шта од наведеног је тачан резиме главне сврхе ВИ?",4
"Према овом одломку, са чиме од наведеног се ВИ често повезује?",3
"Према овом пасусу, шта од наведеног је снага некога са конвергентним обрасцима мишљења?",4
"Према овом пасусу, шта од наведеног се не сматра фокусом конвергентног обрасца мишљења?",2
"Према овом одломку, шта се од наведеног не би сматрало микро експресијом?",4
Која од следећих тврдњи о интерпретацији микро експресије није истинита?,3
Шта је од наведеног постало важније као резултат ренесансе? ,2
На шта од наведеног је стављен мањи акценат као резултат ренесансе?,1
Шта од наведеног не одражава мотивацију за коришћење интернета за одржаване везе?,3
