question,gpt_answer
"Ngokusho kwesiqephu, iliphi icedo elingafanele lokudlala i-accordion ngendlela ephumelelayo?",1
"Njengoba udlala i-accordion, ikuphi okungasiza ukuze unyuse ivolumu?",1
Kungani izithombe ezivela ku-thelevishini zincishiswa emaceleni?,2
"Ngokusho kwesiqephu, iziphi izikinga ezilandelayo omunye okungenzeka ehlangabezane nazo uma eshintsha imuvi ayise kusimo se-DVD?",2
Belikuphi ibutho lase-British?,2
i-Signature kabani evelayo encwadini?,4
"Kulezi zindawo ezilandelayo, iDunlap broadsides ifikele kuphi kugcina?",3
Amabutho kaColonel Stark bekakuphi?,1
"Ngokusho kwesiqephu, ayingezelele nini ucingo amadoda kaStark?",1
"Ngokusho kwesiqephu, isiphi isikhathi lapho iChina beyinobudlova kakhulu?",4
"Ngokusho kwesiqephu, iliphi iqiniso lamabutho izintuthwane ezingena esikhathini senomadic?",2
"Ngokusho kwesiqephu, imuphi umusho uqondile ohambisana nalokho okwenzeka esidlekeni amabutho wezinthuthwane phakathi nesikhathi nenomadic?",3
Ikuphi okulandelayo okuzoqubeka nakuba kukhona okungezelele kwezimpawu?,1
Yimuphi umusho ochaza okuveza okuhlukahlukene kwesici se-phenotypic?,4
Yikuphi okulandelayo okunembile okuchaza izinto eziphilayo endaweni ethile?,2
Yikuphi okulandelayo okungeke kube isibonelo sendawo ezokuvakasha esingokwemvelo?,3
"Ngokusho kwesiqephu, ikuphi okulandelayo okuyisisekelo kwezokuthutha?",2
Izinxeyana ezizungeza i-nucleus zinakuphi ukugcwaliswa?,3
I-Necleus yenziwe ngezinxenye ziphi?,1
"Ngokusho kwesiqephu, ikuphi okulandelayo okuyisibonelo se-five bit binary number?",3
Ingabe amadijithi aneziqu ezimbili kubuye kubhekiselwe kuwo ngokuthini?,1
Ikuphi okulandelayo okungekho emushweni okuyisisekelo okuzuzisa abafundi ekutholeni ulwazi?,2
Yikuphi okulandelayo abafundi bangathola khona ulwazi lokubakhuthaza ukuba bathuthukise ikhono labo lokubhala?,3
Ikuphi okulandelayo okungazuzisi ku-asynchronous communication kwabafundi? ,2
"Ngokusho kwesiqephu, ikuphi okulandelayo kwe-asynchronous communication okungakhululekile kwabafundi?",1
Yini engavezwanga kulesi sigaba omunye angaze akuhlobanise nezinqaba zakudala?,4
Ikuphi okungashiwongo lapha kulesi sigaba okuvela njengomnuko noma umsindo ongaqamuka noma ikuphi kulamarubhi wenqaba?,3
Ikuphi okulandelayo okuchaza ngokunembile i-Kirby Muxloe Castle?,2
Yikuphi ukwakhiwa okujwayelekile kwezici okulandelayo ebekungagcatshwangelwa kwenqaba yeKirby Muxloe Castle okuchazwe lapha kulesi sigaba kwangaleso sikhathi?,1
"Ngokusho kwesiqephu, ikuphi okuvezwe lapha okuzozuzisa umgijimi ukuze alungiselele isizini ezayo?",4
"Ngokusho kwesiqephu, ikuphi okulandelayo okubaluleke kakhulu ngomgijimi oyi-first-class half-mile runner?",2
"Ngokuya komsubathi, ikuphi okulandelayo okungeke kwenzeka ngokuthi adle ukudla okunempilo kuphela?",3
"Ngokuya kwalesi sigaba, ikuphi okulandelayo okungavunyelwe ekutheni abadlali abasebasha bathole injabulo kuzemidlalo?",2
"Ngokusho kwesiqephu, kungani umgijimi webanga elide angathenga ucezu lwemishini olubizayo?",4
"Ngokusho kwesiqephu, yini edingakayo kumgijimi ogijima ibanga elide?",3
Ubani owathola i-nuclear magnetic resonance? ,3
Kwakumuphi umnyaka lapho i-patent yokuqala yavunyelwa ukwenza i- medical imaging resonance? ,2
"Ngokusho kwesiqephu, yini abantu okumelwe bayiqonde ukuze bakwazi ukuchaza izenzo zabanye?",2
"Ngokusho kwesiqephu, ukuqonda i-intention kuzosiza abantu ukuba benze ini?",1
"Ngokusho kwesiqephu, ikuphi okulandelayo okunembile ngenhloso enkulu ka-AI?",3
"Ngokusho kwesiqephu, esikhathini esinengi ikuphi okulandelayo okuhlotshaniswa ne-AI?",1
"Ngokusho kwesiqephu, ikuphi okulandelayo okuyinxenye enamandla kumuntu ohlezi anemicabango yokuhlangana?",1
"Ngokusho kwesiqephu, ikuphi okulandelayo okungeke kucatshangelwa kumuntu oneqgondo ethanda ukuhlanganisa abantu?",2
"Ngokusho kwesiqephu, ikuphi okulandelayo okungeke kucatshangelwe njenge-micro-expression?",4
Ikuphi okulandelayo okuchaziwe okungelona iqiniso nge-micro-expression?,4
Ikuphi okulandelayo okwaba okubalulekile okwaholela ekutheni kuvuselela izinto? ,2
"Okuvezwe imiphumela okuvuselela, ikuphi okulandelayo okungagcizelwanga kakhulu?",1
Ikuphi okulandelayo okungakhuthazi ukusebenzisa i-inthanethi ukuze uqubeke nokuthandana?,1
