question,gpt_answer
"Segons el text, quin dels següents no es considera un bon consell en tocar l’acordió?",1
"En tocar l’acordió, què us ajudarà a augmentar el volum?",1
Per què les imatges de televisió apareixen amb les vores retallades?,2
"Segons el text, quins del següents problemes podem trobar-nos en convertir una pel·lícula al format DVD?",2
On es trobava la guarnició britànica?,3
De qui era la firma que apareixia a l’esborrany escrit a mà?,4
"D’entre els següents llocs, a on va arribar per última vegada el fulletó de Dunlap?",3
On estaven situades les tropes del coronel Stark?,1
"Segons el text, quan van estendre la tanca el homes d’Stark?",3
"Segons el text, quina de les èpoques següents va ser una de les més violentes de la Xina?",4
"Segons el text, què ocorre quan una colònia de formigues legionàries entra en una fase nòmada?",2
"Segons el text, quina afirmació reflecteix millor els hàbits de construcció de nius de les colònies de formigues legionàries durant la fase nòmada?",3
Quin dels següents continuarà malgrat la presència d’estímuls externs?,3
Quin terme descriu els individus que presenten variants d’una determinada característica fenotípica?,4
Quin dels següents és el terme correcte per als organismes que ocupen una àrea determinada?,2
Quin dels següents no seria un exemple de turisme basat en la natura?,3
"Segons el text, quina de les següents és la base del sistema transport?",2
Quin tipus de càrrega tenen les partícules que orbiten al voltant del nucli?,3
De quines partícules es compon el nucli?,1
"Segons el text, quin dels següents és un exemple de número binari de cinc bits?",3
Què s’entén per dígits binaris?,1
Quina de les següents opcions no s’esmenta en el text com un dels principals avantatges del blogueig per part dels estudiants?,2
Quin dels següents aspectes del blogueig s’esmenta com a motivació perquè els estudiants millorin les seves habilitats d’escriptura?,2
Quin dels següents no és un avantatge de la comunicació asíncrona per als estudiants? ,2
"Segons el text, quin dels següents aspectes de la comunicació asíncrona no és flexible per als estudiants?",3
Què és el que no s’esmenta en el text com alguna cosa que es pugui associar als castells medievals?,4
Quina de les següents no s’esmenta en el text com a olor o soroll que podrien venir-nos a la ment a les ruïnes d’un castell?,3
Quina de les següents és una descripció correcta del castell de Kirby Muxloe?,2
Quina de les següents característiques de construcció es consideraria inusual al castell de Kirby Muxloe durant el període de temps descrit en el text?,2
"Segons el text, quina de les següent opcions seria la més beneficiosa per a un corredor que es prepara per a la propera temporada?",4
"Segons el text, quin dels següents punts és fonamental per a un corredor de mitja milla de primera classe?",1
"Per a un esportista, quin dels següents aspectes no pot aconseguir-se únicament amb l’alimentació?",3
"Segons el text, quina de les següents opcions es recomana als joves esportistes perquè gaudeixin més de l’esport?",1
"Segons el text, per què deuria un corredor de mig fons comprar un equip més car?",1
"Segons el text, què es necessita per a la cursa de mig fons?",3
Qui va descobrir la ressonància magnètica nuclear? ,3
En quin any es va patentar per primera vegada la ressonància magnètica mèdica? ,2
"Segons el text, què s'ha de tenir molt present per interpretar les accions físiques dels altres?",2
"Segons el text, què ajuda els humans a comprendre la intenció dels altres?",4
"Segons el text, quina de les següents opcions resumeix correctament l’objectiu principal de la IA?",4
"Segons el text, amb quin dels següents factors s’associa amb freqüència la IA?",3
"Segons el text, quin dels següents és un punt fort d’una persona amb patrons de pensament convergent?",4
"Segons el text, quin del següents no es considera un focus de la mentalitat de pensament convergent?",2
"Segons el text, quina de les següents opcions no es consideraria una micro-expressió?",4
Quina de les següents afirmacions sobre la interpretació de micro-expressions no és certa?,3
Quina de les següents opcions ha adquirit major importància arran del Renaixement? ,2
"Com a resultat del Renaixement, a quin del següents aspectes es va donar menys importància?",1
Quina de les següents opcions no reflecteix un motiu per utilitzar Internet amb l’objectiu d’establir relacions en curs?,3
Quina de les següents opcions no reflecteix un motiu per utilitzar Internet amb implicació personal?,1
Quan va deixar l’Europa occidental de dependre de les influències i va començar a desenvolupar el seu propi estil?,1
Quan es van començar a usar els botons per a embotonar la roba? ,3
"Segons el text, quina de les següents opcions es considera una solució viable a llarg termini per als problemes mediambientals?",3
"Segons el text, quina de les següents solucions no es consideraria un tractament simptomàtic dels problemes mediambientals?",2
En quin país va tenir lloc la primera guerra a Europa el conflicte principal de la qual es relacionà amb l’equilibri de poder en lloc de tenir un context religiós?,4
Quina guerra es considera l’última “guerra religiosa”?,1
Quin dels següents aspectes de l’Església catòlica no era objecte de qüestionament?,2
"Segons el text, a qui van assassinar a Versalles?",4
Quins dels següents actes no va imposar la multitud al rei i a la reina?,3
Quin dels següents no va ser un resultat derivat de la estratègia naval britànica poc convencional?,3
Quina afirmació no descriu correctament el bloqueig naval britànic contra Alemanya?,4
"Segons el text, en qui seria més probable un diagnòstic d’esclerosi múltiple?",1
"Segons el text, per a què necessiten més assistència els qui practiquen una activitat regular?",1
"Segons el text, com es practica normalment l’esgrima?",4
"Segons el text, quin dels següents seria el principal indicador d’enverinament intern?",4
"Segons el text, què és el primer que cal fer quan es comprova l’estat d’una víctima?",1
Quina de les següents afirmacions no reflecteix correctament el procés de comprovació de l’estat d’una víctima?,1
Quin dels canvis derivats de la Revolució Francesa va tenir un impacte significatiu en la classe obrera?,2
"Després de la Revolució Francesa, en què es basava en menor mesura l’èxit en l’exèrcit i altres ocupacions?",2
Quin servei públic és el que causa més descontent als països desenvolupats?,3
"Segons el text, què ocorre amb els sistemes de transport públic?",3
"Segons el text, quin del següents aspectes resulta difícil d’avaluar perquè no es pot predir què faran els conductors?",4
Quina de les següents opcions s’utilitza per representar matemàticament un flux del trànsit?,4
Què van a utilitzar Hershey i Chase per implantar el seu ADN? ,4
De què depèn la capacitat de mutació perquè es transmeti als fills?,1
"Segons la informació del text, en què no es basen els diferents efectes de les mutacions?",1
Quina de les següents opcions no és un motiu pel qual les cultures antigues criaven cabres?,3
El golf té com a objectiu aconseguir la menor quantitat de...,2
"En un camp de golf, on se sega menys la gespa?",2
Quin és l’objectiu habitual d’un experiment?,1
"Segons el text, quina de les següents opcions no ajuda a guiar la investigació científica?",1
"Segons el text, quina afirmació sobre els tornados no és certa?",3
"Segons el text, quina de les següents afirmacions descriu correctament la majoria dels tornados?",4
Què va fer l’home al segle XVI?,4
Des de quan l’ésser humà augmenta els objectes amb lents?,3
"Segons el text, què revela la cova de Mahoma sobre les seves pràctiques o valors espirituals?",1
"Segons el text, en què es va utilitzar per primera vegada el ferro?",4
"Segons el text, per què es van substituir les rodes de fusta per les rodes de ferro?",4
"Segons el text, què va ser el que va influir en les persones durant el Romanticisme?",2
Quina de les següents afirmacions no reflecteix una idea general de determinisme tecnològic? ,1
"Segons el text, quin dels següents elements no està relacionat amb el tir d’arc?",1
"Segons el text, quin dels següents elements s’associa a un so més suau?",1
Els fòssils demostren que les mans es van adaptar per utilitzar-se principalment per a...,1
Quina de les següents opcions descriu correctament les falanges d’un ximpanzé? ,3
De quin conjunt la selecció elimina la nova variació genètica?,4
Quin procés és responsable d’afegir variació genètica?,3
"Segons la informació del text, quin d’aquests aliments hauria de menjar un primat per evitar un “problema de proteïnes”?",3
"Segons el text, quin dels següents problemes no es deriva de la falta d’aminoàcids essencials?",1
Com se solen distingir els membres d’una determinada subcultura?,4
"Segons la teoria presentada en el text, què li ocorreria a un infant que s’identifica amb una minoria racial estereotipada per tenir un comportament agressiu?",2
"Segons el text, en quin del següents aspectes pot influir el coneixement que tingui un nen dels estereotips racials?",2
"Segons el text, quina de les següents situacions no correspon a la manera com es cria un infant salvatge?",2
"Segons el text, quina de les següents afirmacions descriu correctament el comportament salvatge dels infants?",2
"Segons el text, quina de les següents pràctiques no es correspon amb l’agricultura de subsistència?",2
Quina de les següents opcions descriu correctament l’agricultura de subsistència?,4
A quina categoria turística pertany visitar un museu?,3
"Segons el text, quina és la prioritat del turistes recreatius?",2
Què s’esmenta en el text com a element que ha ajudat a reduir el temor al canvi a l’església del lloc?,1
"Segons el text, per a què serveix conèixer la història d’un mateix?",3
Quina de les següents afirmacions descriu correctament l’aproximació postmoderna de l’aprenentatge?,4
Quina de les següents afirmacions no reflecteix correctament una aproximació postmoderna de l’aprenentatge?,2
"Després d’aixecar-se a posta durant el període normal de son, quin d’aquests factors interferiria en el procés d’interrupció del son?",1
Quina de les següents no és una descripció correcta de la interrupció del son?,4
Què augmenta a mesura que el cervell intenta tenir somnis lúcids amb major freqüència?,4
Quin del següents efectes negatius podrien tenir en l'organisme els somnis lúcids freqüents?,2
"Segons el text, en què s’assemblen els equips convencionals i els virtuals?",1
"Segons el text, quina afirmació sobre els equips físics i virtuals no és certa?",1
En quin dels següents aspectes no se centren les teories de contingut?,1
Quin dels següents no és un element de la regla dels terços?,1
Quina de les següents opcions no descriu el format de fotograma de 35 mm?,3
"Segons el text, a mesura que els fabricants augmenten la qualitat de la producció de lents, com han millorat les lents de zoom?",3
"Segons la informació del text, quan és millor utilitzar un objectiu de zoom en comptes d’un de fix?",1
Quina de les següents no es consideraria una descripció correcta del misticisme?,4
"Segons el text, quin dels següents no és un objectiu del misticisme?",2
"Segons el text, qui podria haver construït una societat agrícola?",3
"Segons el text, de quin lloc era originari el grup que caçava moas?",2
En quina situació seria beneficiós utilitzar el mètode Pureland d’origami?,4
Quina de les següents opcions no descriu correctament l’origami Pureland?,1
"Segons el text, quin lloc no està relacionat amb la Civilització de la Vall d’Indus?",3
Quin dels següents no és un possible nom per a la civilització de l’Edat de Bronze segons el text?,3
"Segons el text, quina de les següents opcions proporciona un benefici a llarg termini?",1
"Segons el text, quina de les següents opcions prioritza una persona que busca beneficis immediats?",4
"Segons el text, qui va sufragar gran part de les despeses de la guerra?",4
Quin període és anterior a l’època dels Templers?,3
Quin període és posterior a l’època dels Templers?,1
Quin tractament o procediment mèdic no s’esmenta entre els utilitzats per metges i cirurgians durant l’imperi romà?,1
"Segons el text, quin dels següents fets no s’atribueix als avenços obtinguts en medicina durant l’imperi romà?",3
De què depèn la capacitat de visió?,1
De què depèn la variació de l’estructura ocular entre organismes?,2
"Segons el text, quina afirmació sobre el sikhisme no descriu correctament la religió?",2
"Segons el text, quin dels següents es considera un aspecte fonamental del sistema de creences dels sikhs?",1
"Segons el text, en quines coses tenen dificultats per centrar-se els nens amb Trastorn per Dèficit d’Atenció?",1
"Segons el text, per què els nens amb Trastorn per Dèficit d’Atenció tendeixen a tenir comportaments de risc?",4
"Segons la informació del text, quin dels següents no és un exemple de bastida?",3
Quina de les següents opcions no descriu correctament el concepte de bastida?,3
"Segons el text, quina característica de MySpace podria beneficiar els estudiants que tenen dificultats amb la lectura?",1
"Segons el text, quina de les següents opcions no formava part de la resposta de Khrusxov als aldarulls dels treballadors?",3
Quina de les següents no va ser una de les causes dels aldarulls de Polònia?,4
"Segons el text, quina de les següents situacions no va afectar les relacions entre la Unió Soviètica i els Estats Units?",2
Quina de les següents opcions no descriu correctament l’objectiu d’enviar impulsos nerviosos a través del cos?,1
Què es pot trobar a l’altiplà de Gizeh?,1
Per a què servia la Gran Piràmide?,2
Gràcies a qui coneixem a la persona responsable de l’incendi del temple?,3
Quina de les següents és una afirmació correcta sobre la reconstrucció del temple d’Àrtemis?,2
"Segons el text, quan va ser la primera vegada que una espècie podria haver començat a caminar dreta?",1
Quina d’aquestes espècies caminava sobre dos cames de manera habitual?,2
Quin era l’objectiu de la marina alemanya durant la Segona Guerra Mundial?,2
"Segons la informació del text, qui va tenir més èxit en la guerra naval durant la campanya nord-atlàntica?",1
Què és el que no existia quan els assiris van introduir la primera cavalleria?,1
Com es lliuren les batalles que utilitzen cavalleria?,3
"Segons el text, on no trobaríem a un ciutadà babiloni típic?",4
Quines de les següents opcions estaven destinades únicament als sacerdots?,2
Quan va adquirir fama el rei Tutankamon?,3
Què va fer que Tutankamon fos un rei egipci molt conegut?,1
Què no podia fer el poeta grec Homer?,2
Quin d’aquests grecs famosos és conegut per alguna cosa més que per la literatura?,3
On passen les famílies hebrees la major part del seu temps?,1
Què mancava d’importància per a les famílies hebrees?,3
Quina de les següents opcions no es considera una diferència entre els països escandinaus?,2
Qui es va establir primer a Groenlàndia?,1
Qui preferiria menjar sense cadires?,3
Quin dels següents elements no formava part d’un banquet de l’Antiga Roma?,4
"Segons el text, quina de les següents opcions és poc probable que tingui un impacte durador?",2
"Segons el text, què precedeix a una nació?",3
Quina afirmació sobre la fortalesa Drukgyal Dzong no és certa?,1
Quina de les següents afirmacions descriu correctament el resultat de l’incendi de Drukgyal Dzong?,3
Quina de les següents afirmacions sobre Cambodja és certa?,4
Quina de les següents afirmacions descriu correctament les invasions de Cambodja?,4
Quina de les següents coses no va fer la Companyia Neerlandesa de les Índies Orientals durant la seva estada a Taiwan?,4
Què va establir el tractat de Shimonoseki?,4
Què indica el pH d’una substància química?,1
Què es va treure dels ions hidrogen?,4
Quina de les següents afirmacions no descriu correctament una bandada de lleons?,3
Quina de les següents afirmacions no descriu correctament el comportament dels lleons?,4
Quin tipus de depredador sol atacar els conills?,3
Quina de les següents espècies solen caçar els gats petits?,1
Quina de les següents opcions no forma part del mètode de caça de l’ocelot?,4
Quina de les següents opcions no descriu correctament un ocelot? ,3
Quina de les següents no es considera la principal habilitat del tigre?,2
"Segons el text, en què es diferencien els tigres del lleons?",2
"Segons el text, què va fer Robert Hooke abans que altres biòlegs?",1
Què significa l’origen de la paraula “cèl·lula”?,2
"Segons el text, què poden fer la majoria dels animals?",2
"Segons el text, què és el que no tenen alguns animals?",3
Què ajuda les plantes en la fotosíntesi?,4
Què exhalen els humans que inhalen les plantes?,4
"Segons el text, quin dels següents exemples dificulta el procés d’evolució?",1
Quina de les següents afirmacions no descriu correctament el procés d’especiació? ,1
Quina part del sistema circulatori transporta la sang cap al cor?,4
Quins conductes són els més petits del sistema circulatori?,1
Què afavoreix la capacitat d’un insecte de doblegar les seves ales al voltant del seu cos?,2
Quina de les següents opcions no s’esmenta en el text com a factor relacionat amb la capacitat de volar d’un insecte?,2
Quina de les següents característiques no se sol associar amb els dinosaures?,2
Quina de les següents característiques no comparteixen els ocells i els dinosaures?,3
"Segons el text, quina part d’una cica és probable que mengés un triceratops?",2
"Segons el text, quina de les següents coses seria més probable que mengés un triceratops? ",2
"Segons el text, quin del següents esports és molt popular a les regions més septentrionals d’Itàlia?",3
"Segons la informació del text, amb quin del següents esports va guanyar Itàlia un campionat mundial?",1
Arran de quin esdeveniment algunes zones de Luxemburg van passar a ser belgues?,2
Què va afectar la neutralitat de Luxemburg?,1
Quants quilòmetres quadrats de la superfície total de Turquia es troben a Europa?,4
"Segons el text, quants quilòmetres té Turquia?",1
Per a què s’utilitza el llatí a la Ciutat del Vaticà?,1
"A la Ciutat del Vaticà, per a què no s’utilitza l’italià?",3
"Segons el text, quin avantatge ofereix la mescla de so en ordinadors sofisticats?",1
"Segons el text, en quina localitat la majoria de les cases tenien vàters?",1
En quin dels següents llocs es van trobar sistemes avançats de clavegueram?,1
Què fa girar un patinador?,1
