question,gpt_answer
"অনুচ্ছেদ অনুযায়ী, সুন্দরভাবে অ্যাকর্ডিয়ন বাজানোর জন্য কোনটি সঠিক পরামর্শ হিসাবে বিবেচিত হবে না?",1
"অ্যাকর্ডিয়ন বাজানোর সময়, এর মধ্যে কোনটি আওয়াজ বাড়াবে?",2
টেলিভিশনে ছবির বর্ডারের অংশ কাটা থাকে কেন?,2
"অনুচ্ছেদ অনুযায়ী, কোনো মুভিকে ডিভিডি ফরম্যাটে পরিবর্তন করার সময় নিচের কোন সমস্যাটি হতে পারে?",2
ব্রিটিশ গ্যারিসন কোথায় অবস্থিত ছিল?,2
হাতে লেখা খসড়ায় কে সাক্ষর করেছিলেন?,4
"নিচে দেওয়া জায়গাগুলোর মধ্যে, ডানলপ ব্রডসাইড সবার শেষে কোথায় এসেছিলেন?",3
কর্নেল স্টার্কের সেনাবাহিনী কোথায় ছিল?,1
"অনুচ্ছেদ অনুযায়ী, স্টার্কের সেনাবাহিনী কখন নিজেদের সীমা বাড়িয়েছিল?",3
"অনুচ্ছেদ অনুযায়ী, নিচে দেওয়া যুগগুলির মধ্যে চীনের সবচেয়ে হিংসাত্মক যুগ কোনটি?",4
"অনুচ্ছেদ অনুযায়ী, যাযাবর পর্যায়ে সেনা পিঁপড়ের দলের ক্ষেত্রে এর মধ্যে কোনটি দেখা যায়?",2
"অনুচ্ছেদ অনুযায়ী, এর মধ্যে কোন বিবৃতিটি যাযাবর পর্যায়ে সেনা পিঁপড়ের দলের বাসা বানানোর অভ্যাসকে নির্ভুলভাবে বোঝায়?",3
এর মধ্যে কোনটি বাইরের কোনো সঙ্কেত ছাড়াই অব্যাহত থাকবে?,3
কোন শব্দটি এমন ব্যক্তিদের বোঝায় যারা কোনো নির্দিষ্ট শারীরিক বা ফেনোটাইপ বৈশিষ্ট্যের ভিন্নতা প্রদর্শন করে?,4
"যেসব প্রাণী কোনো নির্দিষ্ট স্থানে অবস্থান করে, তাদের ক্ষেত্রে নিচের সঠিক শব্দ কোনটি?",2
নিচের কোনটি প্রকৃতি ভিত্তিক পর্যটন কার্যকলাপের উদাহরণ নয়?,3
"অনুচ্ছেদ অনুযায়ী, পরিবহন ব্যবস্থার ভিত্তি কোনটি?",2
"নিউক্লিয়াসের চারপাশে যে কণাগুলি প্রদক্ষিণ করে, সেগুলোতে কী ধরনের চার্জ থাকে?",3
নিউক্লিয়াস কী কী কণা দ্বারা গঠিত?,1
"এই অনুচ্ছেদ অনুযায়ী, নিচের কোনটি পাঁচ বিট বিশিষ্ট বাইনারি সিস্টেমের উদাহরণ?",3
বাইনারি ডিজিটের অপর নাম কী?,1
"অনুচ্ছেদের মধ্যে, কোনটাকে শিক্ষার্থী ব্লগিংয়ের প্রধান সুবিধা হিসাবে উল্লেখ করা হয়নি?",4
ব্লগিংয়ের নিম্নলিখিত কোন বিষয়টি শিক্ষার্থীদের লেখার দক্ষতা উন্নত করতে প্রেরণা যোগায়?,2
নিচের কোন বিষয়টি শিক্ষার্থীদের পক্ষে অসমনিয়ত যোগাযোগের সুবিধা নয়? ,2
"অনুচ্ছেদ অনুযায়ী, অসমনিয়ত যোগাযোগের নিম্নলিখিত কোন বিষয়টি শিক্ষার্থীদের পক্ষে ফ্লেক্সিবল নয়?",3
"মধ্যযুগীয় দুর্গের সাথে সংশ্লিষ্ট হতে পারে, এমন কোন জিনিসের কথা অনুচ্ছেদে উল্লেখ করা হয়নি?",4
দুর্গের ধ্বংসাবশেষের গন্ধ বা আওয়াজের সাথে সংশ্লিষ্ট কোন জিনিসের কথা অনুচ্ছেদে উল্লেখ করা হয়নি?,3
নিচের কোনটি দিয়ে কিরবি মাক্সলো দুর্গের নির্ভুল বর্ণনা করা যেতে পারে?,2
"এই অনুচ্ছেদে যে সময়কালের কথা উল্লেখ করা হয়েছে, সেই সময়ে কিরবি মাক্সলো দুর্গের কোন নির্মাণ বৈশিষ্ট্যটি অন্যান্যদের থেকে আলাদা ছিল?",1
"অনুচ্ছেদ অনুযায়ী, আগামী সিজনের জন্য প্রস্তুতি নিচ্ছে এমন দৌড়বাজ এর মধ্যে কোনটি থেকে সবচেয়ে উপকৃত হবেন?",1
"অনুচ্ছেদ অনুযায়ী, একজন প্রথম শ্রেণীর অর্ধ মাইল দৌড়বাজের পক্ষে নিচের কোনটি সবচেয়ে বেশি গুরুত্বপূর্ণ?",2
"কোনো খেলোয়াড়ের পক্ষে, শুধুমাত্র পুষ্টিগত অনুশীলনের মাধ্যমে নিচের কোনটি সম্পূর্ণ অর্জন করা সম্ভব নয়?",3
"অনুচ্ছেদ অনুযায়ী, অল্পবয়সী খেলোয়াড়দের খেলাধুলা বেশি উপভোগ্য করে তোলার জন্য নিচের কোন পদ্ধতিটি প্রস্তাবিত নয়?",2
"অনুচ্ছেদ অনুযায়ী, মাঝারি দূরত্বের দৌড়বাজের বেশি দামী সরঞ্জাম কেনা উচিত কেন?",1
"অনুচ্ছেদ অনুযায়ী, মাঝারি দূরত্বে দৌড়নোর জন্য কী প্রয়োজন?",3
নিউক্লিয়ার ম্যাগনেটিক রেজোন্যান্স কে আবিষ্কার করেন? ,3
মেডিক্যাল ইমেজিং রেজোন্যান্সের প্রথম পেটেন্ট কোন বছরে অনুমোদন করা হয়েছিল? ,2
"অনুচ্ছেদ অনুযায়ী, অন্যান্যদের শারীরিক ক্রিয়াকলাপ অনুধাবন করার জন্য মানুষের কোন বিষয়ে গভীর উপলব্ধি থাকতে হবে?",2
"অনুচ্ছেদ অনুযায়ী, অভিপ্রায় উপলব্ধির ফলে মানুষের কিসে সুবিধা হয়?",1
"অনুচ্ছেদ অনুযায়ী, নিচের কোনটি এআই-এর প্রধান উদ্দেশ্যের নির্ভুল সারসংক্ষেপ প্রদান করে?",4
"অনুচ্ছেদ অনুযায়ী, নিচের কোনটির সাথে এআই প্রায়শই সংশ্লিষ্ট থাকে?",2
"অনুচ্ছেদ অনুযায়ী, নিচের কোনটি কেন্দ্রীভূত চিন্তাশৈলী সম্পন্ন ব্যক্তির ক্ষমতা?",4
"অনুচ্ছেদ অনুযায়ী, নিচের কোনটিকে কেন্দ্রীভূত চিন্তাশৈলী সম্পন্ন ব্যক্তির লক্ষ্য হিসাবে বিবেচনা করা হয় না?",2
"অনুচ্ছেদ অনুযায়ী, নিচের কোনটিকে ক্ষুদ্র-অভিব্যক্তি হিসাবে ধরা হয় না?",4
নিচের কোনটি ক্ষুদ্র-অভিব্যক্তির ব্যাখ্যার সঠিক বিবৃতি নয়?,3
নবজাগরণের ফলে নিচে দেওয়া কোনটি সবচেয়ে গুরুত্বপূর্ণ হয়ে ওঠে? ,2
নবজাগরণের ফলে নিচে দেওয়া কোনটির ওপর সবচেয়ে কম গুরুত্ব দেওয়া হয়েছিল?,1
নিচের কোন ধরনের ইন্টারনেটের ব্যবহারটি সম্পর্ক চালিয়ে যাওয়ার ইচ্ছে থেকে করা হচ্ছে না?,3
নিচের কোন ধরনের ইন্টারনেটের ব্যবহারটি ব্যক্তিগত সম্পৃক্ততার ইচ্ছে থেকে করা হচ্ছে না?,1
কোন সময়কাল থেকে পশ্চিম ইউরোপে বাইরের প্রভাবের ওপর নির্ভরশীলতা কেটে গিয়ে নিজস্ব শৈলীর বিকাশ হতে থাকে?,1
কোন যুগে জামাকাপড় আটকানোর জন্য বোতামের ব্যবহার প্রবর্তিত হয়? ,4
"অনুচ্ছেদ অনুযায়ী, নিচের কোনটি পরিবেশগত সমস্যার দীর্ঘমেয়াদি সমাধান?",3
"অনুচ্ছেদ অনুযায়ী, নিচে দেওয়া সমাধানগুলির কোনটি পরিবেশগত সমস্যার লক্ষণীয় সমাধান বলে বিবেচিত হবে না?",2
ইউরোপের প্রথম কোন দেশে মূলত ধর্মীয় প্রেক্ষাপটের পরিবর্তে ক্ষমতার ভারসাম্যের জন্য যুদ্ধ সংঘটিত হয়েছিল?,4
কোন যুদ্ধকে শেষ ‘ধর্মীয় যুদ্ধ’ বলে অভিহিত করা হয়?,1
নিম্নলিখিতগুলির মধ্যে কোনটি ক্যাথলিক গির্জায় যাচাই করা হয় না?,2
"অনুচ্ছেদ অনুযায়ী, ভার্সাইতে কাকে হত্যা করা হয়েছিল?",4
হু উন্নয়নশীল দেশগুলিকে কী করার পরামর্শ দিয়েছিলেন?,4
হু কী উল্লেখ করেনি?,4
