question,gpt_answer
"De acordo com o trecho, qual não seria considerada uma dica adequada para tocar bem o acordeão?",1
"Ao tocar o acordeão, qual das opções a seguir ajudará a aumentar o volume?",1
Por que as imagens da televisão têm as bordas cortadas?,2
"De acordo com o trecho, qual dos seguintes problemas uma pessoa pode encontrar ao converter um filme para formato DVD?",2
Onde havia uma tropa britânica?,3
De quem era a assinatura no esboço escrito à mão?,4
"Das seguintes localizações, qual foi o último lugar em que o chamado “ataques Dunlap” chegou?",3
Onde estavam situadas as tropas de coronel Stark?,1
"De acordo com o trecho, quando os homens de Stark estenderam sua cerca?",3
"De acordo com o trecho, qual das seguintes foi uma das eras mais violentas da China?",4
"De acordo com o trecho, o que é verdade sobre a fase nômade das colônias de formiga-correição?",2
"De acordo com o trecho, qual afirmação reflete de forma precisa os hábitos de formação de ninhos do exército de formigas da colônia durante a fase nômade?",3
Qual das opções a seguir continuará a funcionar independentemente da presença de interferências externas?,3
Qual termo descreve indivíduos que apresentam variações de um certo traço fenotípico?,4
Qual dos seguintes é o termo correto para organismos que ocupam uma área específica?,2
Qual dos seguintes não seria um exemplo de uma atividade turística natural?,3
"De acordo com o trecho, qual dos seguintes é a base do sistema de transporte?",2
Que tipo de carga tem as partículas que orbitam o núcleo?,3
O núcleo é composto por quais partículas?,1
"De acordo com o trecho, qual dos seguintes é um exemplo de um número binário de cinco bits?",1
Dígitos binários também são referidos como o quê?,1
Qual dos seguintes não é mencionado no trecho como um dos principais benefícios de blogs para estudantes?,2
Qual dos seguintes aspectos do blog é citado como um motivador para que os alunos melhorem suas habilidades de escrita?,2
Qual dos seguintes não é um benefício da comunicação assíncrona para alunos? ,2
"De acordo com o trecho, qual dos seguintes aspectos da comunicação assíncrona não é flexível para os alunos?",3
O que não é mencionado no trecho como algo que alguém pode associar a castelos medievais?,4
Qual dos seguintes não é mencionado no trecho como uma sensação ou som que poderia ser conjurado entre as ruínas de castelos?,3
Qual dos seguintes é uma descrição precisa do castelo de Kirby Muxloe?,2
Quais das seguintes características de construção seriam consideradas atípicas para o castelo de Kirby Muxloe durante a época descrita no trecho?,2
"De acordo com o trecho, qual dos seguintes seria o mais benéfico para um corredor se preparando para a próxima temporada?",4
"De acordo com o trecho, qual dos seguintes é de extrema importância para um corredor de meia milha de elite?",2
"Para um atleta, qual dos seguintes não pode ser alcançado exclusivamente por meio de práticas nutricionais?",3
