question,gpt_answer
"ଅନୁଚ୍ଛେଦ ଅନୁୟାୟୀ, ଆର୍କେଡୋନ ସଫଳତାର ସହିତ ବଜାଇବା ପାଇଁ କେଉଁଟି ଏକ ସଠିକ୍ ଟିପ୍ପଣୀ ଭାବରେ ବିବେଚନା କରାଯିବ ନାହିଁ?",1
"ଆର୍କେଡୋନ ବଜାଇବା ସମୟରେ, ନିମ୍ନଲିଖିତ ମଧ୍ୟରୁ କେଉଁଟି ଭଲ୍ୟୁମ୍ ବଢ଼ାଇବାରେ ସାହାଯ୍ୟ କରିବ?",1
ଟେଲିଭିଜନରେ ଥିବା ଚିତ୍ରଗୁଡ଼ିକର ସୀମାନ୍ତ କାହିଁକି କଟାଯାଇଥାଏ?,2
"ପାସେଜ୍‍ ଅନୁଯାୟୀ, ଚଳଚ୍ଚିତ୍ରକୁ ଡିଭିଡି ଫର୍ମାଟରେ ରୂପାନ୍ତର କରିବା ସମୟରେ ଜଣେ ନିମ୍ନଲିଖିତ ସମସ୍ୟାଗୁଡ଼ିକ ମଧ୍ୟରୁ କେଉଁଟି ସମ୍ମୁଖୀନ ହୋଇପାରେ?",2
ବ୍ରିଟିଶ ଗ୍ୟାରିସନ୍ କେଉଁଠାରେ ଅବସ୍ଥିତ ଥିଲା?,3
ହାତଲେଖା ଡ୍ରାଫ୍ଟରେ କାହାର ଦସ୍ତଖତ ଦେଖାଗଲା?,4
"ନିମ୍ନଲିଖିତ ସ୍ଥାନଗୁଡ଼ିକ ମଧ୍ୟରୁ, ଏକ ଡନଲାପ୍ ବ୍ରୋଡସାଇଡ୍ ଶେଷରେ କେଉଁଠାରେ ପହଞ୍ଚିଲା?",3
କର୍ଣ୍ଣଲ ଷ୍ଟାର୍କଙ୍କର ସୈନ୍ୟମାନେ କେଉଁଠାରେ ଥିଲେ?,4
"ଅନୁଚ୍ଛେଦ ଅନୁୟାୟୀ, ଷ୍ଟାର୍କଙ୍କର ଲୋକମାନେ କେବେ ସେମାନଙ୍କର ବାଡ଼ ବିସ୍ତାରିତ କଲେ?",3
"ଅନୁଚ୍ଛେଦ ଅନୁୟାୟୀ, ଚାଇନାର ସବୁଠାରୁ ହିଂସାତ୍ମକ ଯୁଗ ନିମ୍ନଲିଖିତ ମଧ୍ୟରୁ କେଉଁଟି ଥିଲା?",4
"ଅନୁଚ୍ଛେଦ ଅନୁୟାୟୀ, ଏକ ସେନା ପିମ୍ପୁଡ଼ି କଲୋନୀ ଯାଯାବର ପର୍ଯ୍ୟାୟରେ ପ୍ରବେଶ କରିବା ବିଷୟରେ କ’ଣ ସତ ଅଟେ?",2
"ଅନୁଚ୍ଛେଦ ଅନୁୟାୟୀ, କେଉଁ ବିବୃତ୍ତି ଯାଯାବର ପର୍ଯ୍ୟାୟରେ ସେନା ପିମ୍ପୁଡ଼ି କଲୋନୀଗୁଡ଼ିକର ବସା ବାନ୍ଧିବାର ଅଭ୍ୟାସକୁ ସଠିକ୍ ଭାବରେ ପ୍ରତିଫଳିତ କରିଥାଏ?",3
ବାହ୍ୟ ସଂକେତର ଉପସ୍ଥିତି ସତ୍ତ୍ୱେ ନିମ୍ନ ମଧ୍ୟରୁ କେଉଁଟି ଜାରି ରହିବ?,3
କେଉଁ ଶବ୍ଦ ସେହି ବ୍ୟକ୍ତିବିଶେଷମାନଙ୍କୁ ବର୍ଣ୍ଣନା କରୁଛି ଯେଉଁମାନେ ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ ଫେନୋଟାଇପିକ୍ ଗୁଣରେ ଭିନ୍ନତାର ପ୍ରଦର୍ଶନ କରନ୍ତି?,4
ନିମ୍ନଲିଖିତ ମଧ୍ୟରୁ କେଉଁଟି ଏକ ନିର୍ଦ୍ଦିଷ୍ଟ କ୍ଷେତ୍ର ଦଖଲ କରୁଥିବା ଜୀବମାନଙ୍କ ପାଇଁ ସଠିକ୍ ଶବ୍ଦ ଅଟେ?,2
ନିମ୍ନଲିଖିତ ମଧ୍ୟରୁ କେଉଁଟି ପ୍ରକୃତି ଆଧାରିତ ପର୍ଯ୍ୟଟନ କାର୍ଯ୍ୟକଳାପର ଉଦାହରଣ ହେବ ନାହିଁ?,3
"ଅନୁଚ୍ଛେଦ ଅନୁୟାୟୀ, ନିମ୍ନଲିଖିତ ମଧ୍ୟରୁ କେଉଁଟି ପରିବହନ ବ୍ୟବସ୍ଥାର ଆଧାର ଅଟେ?",2
