question,gpt_answer
"anuchhed anusar, kun MySpace suvidhaley padhna samasya vayeka vidyarthiharulai faidajanak huna sakchha?",1
"anuchhed anusar, nimna madhey kun khruschchebhle majdur ko dangako pratikriyako bhaag hoina?",3
nimna madhey kun polandko dangako karan hoina?,4
"anuchhed anusar, nimna madhey kunley USSR ra sanyukta rajya america bichko sambandhalai asar garena?",2
nimna madhey kunley shariribhari snayu bhabharu pathaunako uddeshyalai sahi tarikaley varnan gardaina?,1
giza patharma ke pauna sakinchha?,1
great pyramidko uddeshya ke thiyo?,2
mandir dhwasta banauney ago lagauney manisko pahichan huney gyanko jimmewar ko thiyo?,3
artemis mandirko punanirman sambandhiko kun kathan sahi ho?,2
"anuchhed anusar, prajatiharuley dui khuttama hideko sabaibhanda pahila kahiley thiyo?",2
yi madhey kun prajati niyamit dui khuttama hindthyo?,4
WWII ko bela germanyko navyley ke prapta garna prayash gariraheko thiyo?,2
"anuchhedma diyeko jaankari anusar, uttar atlantic abhiyanko samayma naval yuddhama kasle sabai bhanda dherai safalta payo?",1
asarianharule ghodasawar fauj prayog ko suruwat garda ke ko astitwa thiyena?,1
ghodasawar fauj prayog garney yuddhaharu kasari ladincha?,3
"anuchhed anusar, tapailey sadharan babylonian nagarik kaha fela garnu hunna?",4
nimna madhey kun vishesh garera pujariharuko lagi thiyo?,2
raja tutankhamunley kahiley kukhyaat bhaye?,3
ek kuraley raja tutankhamunlai prakhyat egyptian raja banayo?,1
greek kavi homerley ke garna sakdaina thiye?,2
kun prasiddha greeklai sahitya bahek aru kurakolagi chinincha?,3
hibru pariwarley uniharuko dherai jasto samay kaha bitauthiye?,1
hibru pariwarma ke dherai mahatwapurna thiyena?,1
nimna madhey kelai scandinavian deshharu bichko bhinnata vanera varnan gariyeko chaina?,2
greenlandma pratham kasle basobas gare?,1
kun samuhaley bina kursi khana mann paraaunthe?,3
nimna madhey ke purano roman bhojharuko bhag hunthena?,4
"anuchhedko adharma, nimna madhye kun kurale dirgakalin prabhaav pardaina?",2
"anuchhed anusar, rashtra bhanda pahile ke auncha?",3
Drukgyal jong barey kun kathan satya hoina?,1
kun kathanley sahi tarikaley Drukgyal jongma vayeko agolagiko varnan gardacha?,1
nimna madhey combodia bare kun kathan satya ho?,1
nimna madhey kun kathanharuley combodiako akramanharulai sahi tarikaley varnan gardacha?,4
douch east india companyley uniharu taiwanma vayeko samayma nimna madhey ke garenan?,4
shimonoseki sandhiley ke sthapana garyo?,4
euta rasayanko pH star kasari napinchha?,3
hyrdogen ionharubata ke hataincha?,4
nimna madhye kun kathanley sinhaharuko samuha lai sahi tarikaley varnan gardaina?,3
nimna madhey kun kathanley sinhaharuko vyavaharlai sahi tarikaley varnan gardaina?,4
kharayoharu kasto prakarko shikariharuko lagi shikar hunchan?,3
sana biraloharuley samanyata nimna madhey kun shikar garchan?,1
nimna madhey kun oselotko shikar garney vidhiko bhag hoina?,1
nimna madhey kunley oselotko sahi tarikaley varnan gardaina? ,3
nimna madhey kun baghko sabaibhanda thulo manindaina?,1
"anuchhed anusar, yi madhey kun bagh ra sinha bichko bhinatta ho?",2
"anuchhed anusar, anya jiwavaigyanikharu bhanda aghi rober hookeley ke gare?",1
‘koshanu’ shabdako utpattiko artha ke ho?,2
"anuchhed anuaar, praya: janawarharusanga ke garney khubi huncha?",2
"anuchhed anusar, kehi janawaharusanga ke hudaina?",3
biruwaharulai prakash sanshleshan prakriyama keley maddat gardacha?,4
manavharuley kun kura swashbata bahira chodcha jun biruwaharuley swashbata bhitra linchan?,4
"anuchhed anusar, nimna madhey kun udaharanley wikaskramko prakriyama awarodh puraucha?",1
nimna madhey kun kathanley prajatikaran prakriyalai sahi tarikaley varnan gardaina? ,1
ragatsanchar pranaliko kun bhagley mututira ragat lyaucha?,4
ragatpranaliko sabaibhanda sano naliharu kun ho?,1
euta kirako pwakh paltauney khubiley nimna madhey ke kura bridhi garcha?,2
nimna madhey kun kura kirako udney khubiley asar garney vanera ullekhit chaina?,2
nimna madhey kun viseshta samanyataya dianosarharusanga sambandhit hudaina?,2
nimna madhey kun viseshta chara ra dianosarharu bich saman bhayeko manidaina?,3
"anuchhed anusar, cycad biruwako kun bhag triceratopsley khana sakcha?",1
"anuchhed anusar, nimna madhey triceratopsley sabai bhanda dherai ke khana sakthyo? ",2
"anuchhed anusar, nimna khel madhey italyko uttari kshetrama ekdum prasidha huney khel kun ho?",3
"anuchhedma diyeko jankariko adharma, nimna khel madhey italykolagi kun khel le vishwa pratiyogita jityo?",1
kun ghatana pachi Lakjambargako kehi anshaharu belgiumko bhayo?,2
nimna madhey kunley luxembargko tathastata lai asar garyo?,1
turkeyko kul kati varga kilometer kshetra europema cha?,1
"anuchhed anusar, turkey lagbhag kati miles lamo cha?",1
Bhyatikan siti ma latin bhasha keko lagi pragyo garincha?,1
Bhyatikan siti ma italeli keko lagi prayog garindaina?,4
"anuchhed anusar, nimna madhey kunley parishkrit computerharuma swor misauda faida paunchha?",1
"anuchhed anusar, prastut gariyeko kun sthanko adhikansa gharharuma flush garney shauchalayaharu thiye?",1
nimna madhey kun sthanma vikasit dhal nicas pranali fela pareko thiyo?,1
nimna madhey kun karanley skater modcha?,1
"anuchhed anusar, nimna madhey kunley adhunik baraf skateko bladema bhayeko khokrolai sahi tarikaley varnan garchha?",3
"anucched anusar, prakashbata parmanuharulai atirikta urja hatauna diney prakriyalai ke bhaninchha?",4
kun karanley euta parmanuley photon utsarjan garchha?,2
"anuchhed anusar, antata ke karanley garda battiko bulb balna chodchha?",3
nimna madhey kun battiko bulb ferda sambhawata khatarnak huna sakcha?,1
"anuchhed anusar, nucleus vibhajan pachhi ke hunchha?",2
nimna madhey kunley prithvima lamo duri ko call firta pathauchha,2
nimna madhey kun antarikshama telescopeharu rakhna prayog garincha?,2
samaya biteko track garnakolagi chakriya ghatanabarey ke tipnu parcha?,2
"anuchhed anusar, ghatanako kun paksha tulana garna samaya prayog garincha?",1
"anuchhed anusar, nimna madhey kelai sinhansanko uttaradhikariko lagi samanya manincha?",1
"anuchhedma diyeko jankariko adharma, charles ke garna pahilo hun?",2
trygvassonko samuha kun deshbata thiyo?,4
itihasko kun samayama germanyley astoniamathi baliyo sanskritik prabhwv parna thalyo?,2
astoniako bhasha kebata prabhawit bhayeko thiyo?,2
"anuchhed anusar, maitribhasha hindi waktaharuko ghatbadh ke karanma adharit hunchha?",1
nimna madhey kun kathan hindi ra urdu bhashabarey satya ho?,2
nimna madhey kun hangul sabdamalabarey sahi tathya hoina?,3
hunmin jeogeum sabdamala akhirma kema pariwartan gariyo?,2
"annuched anusar, kun bhashaharu sanskritdwara prabhawit bhayeka chhan?",4
"anuchhed anusar, sanskritko pragyo ke karanley kam bhayeko thiyo?",4
"anuchhed anusar, nimna madhey kun loko gurutwakarshanbarey sahi kathan ho?",4
"anuchhed anusar, nimna madhey kun kathanley chandarmako bahiri sataha lai sahi tarikaley varnan gardachha?",3
"anuchhed anusar, chandramako crust sabbhanda dherai kanha baklo chha?",3
"anuchhedko adharma, nimna madhey kun kura nischit manisharuley vishwash gardachhan?",3
suryako kendrabata jhan tadha jada ke patalo hudai janchha?,3
"anuchhed anusar, prithvibata suryako kun bhag spashta dekhinchha?",3
nimna madhey kun awalokanle conpernicus siddhanta bayan garna maddat garyo?,1
nimna madhey kun kura galileo galilei ley 1610 ma awalokan gareka thiye?,2
"anuchhed anusar, amazon nadiley kahabata pani sankalan gardacha?",1
kun viseshta amazon nadisanga sambhantit chhaina?,3
anuchhedma ullekhit kun camley sabaibhanda thorai bhenejuelaka manisharulai rozgar dincha?,3
"anuchhed anusar, nimna madhey kun kshetraley sabaibhanda dherai bhenejuelaka manisharulai rozgar dinchha?",1
"anuchhed anusar, fusionley taraharulai ke garna dincha?",3
nimna madhey euta upayogi fusion reactorley ke srijana gardacha?,4
paniko rasayanik banawat ke ho?,4
paniley afno murtarup parivartan garepachhi ke saman rahancha?,1
madhey vishesh kanunharu lagu garna prayash garda terha rajyaharukolagi nimna madhye kun vishay ko samasya thiyena?,1
"anuchhed anusar, kun kathanley krantikari yuddhako samayma kendriya sarkarko awastha sahi tarikaley jhalkaucha?",3
swatantratako mull ghoshanako pachadi shabdaharu kasari lekhiyeka chan?,1
singapur nimna madhey kekolagi prasiddha chha?,1
vanda miss joakim ke ho?,2
"anuchhed anusar, gija piramidharuko kun viseshta lai naya rajya egyptianharuley prasamsha nagarney sambhawana thiyo?",3
"anuchhed anusar, sakahariharu paniko khoji gardai kaha yatra gardachan?",3
"anuchhed anusar, aprilko cheuchau sahakariharu kun kshetrabata prasthan gardachan?",3
sealion operation kun deshko akraman thiyo?,1
belayatmathiko hamlalai germanyharuley ke nam diye?,2
kelai italyko african deshharu kabja garney yojanakolagi mahatwpurna charan vanera ullekhit chaina?,2
"anuchhed anuaar, italyko yuddhako prathamik lakshya ke maninthiyo?",1
aakramakharusanga kasley maitripurna sambandhaharu sthapana garye?,2
operation dragonma samlagna mitra rashtraharu koko thiye?,1
kun prawidhiko vikashley Panadubbiharu panimuni yatra garna suru garye?,4
"pahilo prayogko awadhima, Panadubbiharuko kun kshetrama dherai simit thiye?",3
"anuchhed anusar, kasley samjhauta ullanghan garyo? ",4
nimna madhey red sainik le ke garenan?,3
italyko dashaun senako engineer-in-Chieflai ke bhayo?,3
italo balbo kaha mariye?,4
"anuchhed anusar, nimna madhey kun tarika tibatti dhyanko mahatwapurna bhag ho?",3
"anuchhed anusar, tibatti dhyanko “kendra” ma chakraharu kasari sakriya garincha?",2
karyakramko bela dosro bhakti git kasley prastut garyo?,4
"anuchhed anusar, khaneykura paskiraheko bela bhakti git kasley prastut garyo?",1
sanjhako dosro antim prastuti ke thiyo?,1
alessandro safinako rashtriyata ke ho?,4
"annuchedko adharma, nimna madhey kun kathan satya hoina?",1
"anuchhed anusar, asahaj tapakrambarey kasley tippani garyo?",2
sunami gatiwidhiko karan kaha bijuli gayeko thiyo?,1
"anuchhed anusar, tongalai bijuli gayekoley kasari asar garyo?",4
prahariley kahiley johnny reidko driving gati janch garna radar bandukharu prayog garna sakshyam bhaye?,1
"anuchhed anusar, new zelandko prahariharulai jonny reidko gati janchna kina gahro bhayeko thiyo?",2
butteko tulanama bhukampa ko kendra kaha thiyo?,2
abu ghribeko dangama ke bhayo?,1
iraqi karagar kina badanam bhayo? ,4
mauiko war memorial stadiumma kasto prakarko karyakram huney wala thiyo?,3
karyakramko kharijibarey akhirkar kasley spashtikarn diyo?,2
bishkekka basindaharule lutpatko jimmewar ko thiyebhanera soche?,3
lutpatkolagi dakshinko pradarshankariharuko kasley ninda garyo?,1
ringley kahiley bikri badheko anubhav garyo?,1
jamie siminoffley kahiey ring suruwat garney nirnay gare?,1
harek reading rainbow episodeley bacchaharulai keko lagi sifaris garthe?,4
reading rainbow shrinkhalako kharijima ke ko haat huna sakcha?,1
nimna madhey amsterdamka adhikariharu ra sangrahalayaley rukh sambandhi kun tarka garenan?,2
"rspcako pramukh nirikshak anusar, nimna madhey kunko lagi nirikshanharu manak hunuparcha?",4
"anuchhed anusar, australiali khasaikhanaka kamdaarharulai ke kura pashu kalyanko mahatwa bujhna maddat garna sakcha?",1
"anuchhed anusar, pakrau parney wyaktiko pesha ke thiyo?",1
"anuchhed anusar, jaba arko pakraubarey samachar failindai thiyo, katiota piditharuko lagi antyeshti gariraheko thiyo?",2
