question,gpt_answer
"ફકરા મુજબ, એકોર્ડિયન સફળતાપૂર્વક વગાડવા માટે શું સચોટ સૂચના માનવામાં ન આવે?",1
"એકોર્ડિયન વગાડતી વખતે, નિમ્નલિખિત માંથી કયું અવાજ વધારવામાં મદદ કરી શકે છે?",1
દૂરદર્શન પાર આવતા ચિત્રો ની કિનારો કપાયેલી શા માટે હોઈ છે?,2
"ફકરા મુજબ, એક ફિલ્મ નું ડવડ ના ગોઠવણ માં પરિવર્તન કરતી વખતે એક વ્યક્તિએ નિમ્નલિખિત માંથી કઈ સમસ્યા નો સામનો કરવો પડી શકે છે?",4
ત્યાં બ્રિટિશ ચોકી ક્યાં સ્થિત હતી?,2
હસ્તલિખિત મુસદ્દા પર કોની સહી દેખાઈ?,4
નિમ્ન સ્થાનોમાંથી એક ડનલેપ બ્રોડસાઇડ છેલ્લે ક્યાં આવ્યું હતું?,3
કર્નલ સ્ટાર્કના સૈનિકો ક્યાં સ્થિત હતા?,1
"ફકરા મુજબ, સ્ટાર્ક ના માણસોએ વાળ ક્યારે વધારી?",2
"ફકરા મુજબ, ચિનો નું સૌથી હિંસક યુગ નિમ્ન માંથી કયું હતું?",4
"ફકરા મુજબ, વિચરતી તબક્કા માં પ્રવેશ કરતી કીડીની લશ્કરી વસાહત વિષે સુ સાચું છે?",2
"ફકરા મુજબ, નિમ્ન માં થી કયું વિચરતી તબક્કા માં પ્રવેશ કરતી કીડીની લશ્કરી વસાહતના માળા બાંધવાની પદ્ધતિ વિષે દર્શાવે છે?",3
બાહ્ય સંકેતો હોવા છતાં નિમ્ન માંથી કયું ચાલુ રહેશે?,1
કયો શબ્દ ફેનોટાઇપિક લક્ષણો માં ભિન્નતા દર્શાવતા વ્યક્તિઓનું વર્ણન કરે છે?,4
અમુક ક્ષેત્રમાં રહેતા સજીવો માટે નિમ્નમાં થી કયું યોગ્ય શબ્દ છે?,2
નિમ્નમાં થી કયું પ્રકૃતિ-આધારિત પ્રવાસન પ્રવૃત્તિનું ઉદાહરણ નથી?,3
"ફકરા મુજબ, નિમ્નમાં થી કયું પરિવહન પદ્ધતિનું આધાર છે?",2
ન્યુક્લીયસનું બ્રમણ કરતા કણોમાં કયા પ્રકારનો વિજભાર હોય છે?,3
ન્યુક્લીય કયા કણોથી બનેલું છે?,1
"ફકરા મુજબ, નિમ્નમાંથી કયું પાંચ બીટ દ્વિસંગી અંકનું ઉદાહરણ છે?",2
બાઇનરી અંકોને બીજી કઈ રીતે ઓળખવામાં આવે છે?,1
નિમ્નમાં થી કયું વિદ્યાર્થી બ્લોગ્ગીન્ગના પ્રાથમિક લાભ તરીકે ફકરામાં દર્શાવતું નથી?,2
નિમ્નમાં થી કયું બ્લોગિંગ વિષે વિદ્યાર્થીઓની લેખનકુશળતા સુધારવા માટે પ્રેરક રૂપે ઉલ્લેખિત છે?,3
નિમ્નમાંથી કયું વિદ્યાર્થીઓ માટે અસુમેળ વ્યવહારનું લાભ નથી? ,2
"ફકરા મુજબ, નિમ્નમાંથી કયું અસુમેળ વ્યવહારના વિષે વિદ્યાર્થીઓ માટે પરિવર્તનક્ષમ નથી?",4
એક વ્યક્તિ મધ્યયુગીન કિલ્લાઓથી સંબંધિત કરી શકે એવું શું ફકરામાં ઉલ્લેખિત નથી?,4
નિમ્નમાં થી કયું એક ગંધ અથવા અવાજ રૂપે કિલ્લાઓ ના ખંડેરમાં થી મળી શકે એવું ફકરામાં ઉલ્લેખિત નથી?,4
નિમ્નમાંથી કયું કિર્બી મક્સલો કિલ્લાનું ભૂલરહિત વર્ણન છે?,2
નિમ્નમાંથી કાયા નિર્માણ લક્ષણો ને ફકરામાં વર્ણિત સમયકાળમાં કિર્બી મક્સલોના કિલ્લા માટે સાધારણ ગણવામાં આવશે?,1
"ફકરા મુજબ, નિમ્નમાંથી કયું આવતી પ્રતિયોગિતાની તૈયારી કરતા એક દોડવીર માટે સૌથી વધુ લાભદાયક હોઈ શકે છે?",4
"ફકરા મુજબ, નિમ્નમાંથી કયું ઉત્તમ શ્રેણીના અડધા-મીલ દોડવીર માટે શું સૌથી જરૂરી છે?",2
નિમ્નમાંથી કયું એક રમતવીર માટે ફક્ત પોષણ દ્વારા નથી મળતું?,3
ફકરા પર આધારિત નિમ્નમાંથી કયું યુવાન રમતવીરો માટે વધુ આનંદ મેળવવાનો સુઝાવ નથી?,2
"ફકરા મુજબ, એક માધ્યમ આંતરિક દોડવીર વધુ મોંઘુ સામાન સુ કારણ માટે ખરીદી શકે છે?",1
"ફકરા મુજબ, મધ્ય-આંતરિક દોડ માટે શું જરૂરી છે?",3
ન્યુક્લિયર મેગ્નેટિક રેઝોનન્સની શોધ કોણે કરી હતી? ,3
મેડિકલ ઇમાગીંગ રેસોનન્સ માટે સૌથી પહેલું પેટન્ટ કાયા વર્ષ માં આપવામાં આવ્યું હતું? ,2
