question,gpt_answer
"கொடுக்கப்பட்டிருக்கும் இந்த பத்தியில், சுரங்களை துல்லியமாக வாசிப்பதற்கான சரியான உதவிக் குறிப்பு இல்லை எனக் கருதப்படுவது எது?",1
"சுரங்களை வாசிக்கும் போது, பின்வருவனவற்றுல் சத்தத்தை அதிகரிப்பது எது?",1
தொலைக்காட்சியில் வரும் படங்களில் ஓரங்கள் ஏன் வெட்டப்படுகின்றன?,2
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, ஒரு திரைப்படத்தை டிவிடி வடிவத்திற்கு மாற்றும்போது பின்வருவனவற்றுல் எந்த மாதிரியான சிக்கல்களைச் சந்திக்க நேரிடும்?",2
பிரிட்டிஷ் காவற்படை எங்கே இருந்தது?,3
கையால் எழுதப்பட்ட வரைவில் யாருடைய கையெழுத்து இருந்தது?,4
"பின்வரும் இடங்களில், டன்லப் ப்ராட்சைட் இறுதியாக எங்கிருந்து வந்தது?",1
கர்னல் ஸ்டார்க்கின் படைகள் எங்கே இருந்தன?,1
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, ஸ்டார்க்கின் ஆட்கள் எப்போது தங்கள் வேலியை நீட்டினர்?",3
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, பின்வருவனவற்றுல் சீனாவின் மிகவும் வன்முறையான காலகட்டங்களில் ஒன்றாக கருதப்படுவது எது?",4
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, எறும்புப் படையின் நாடோடி காலத்தின் சாத்தியக் கூறுகள் என்ன?",3
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, நாடோடிக் காலத்தில் ஆர்மி ஆண்ட்ஸ் குடியேற்றங்களின் கூடு கட்டும் பழக்கத்தை எந்த அறிக்கை துல்லியமாக பிரதிபலிக்கிறது?",3
வெளிப்புற குறிப்புகளின் படி பின்வருவனவற்றுல் தொடர்ச்சியானது எது?,3
ஒரு குறிப்பிட்ட பினோடிபிக் பண்பின் மாறுபாடுகளைக் காட்டும் நபர்களை எந்த சொல் விவரிக்கிறது?,4
பின்வருவனவற்றுல் ஒரு குறிப்பிட்ட பகுதியை ஆக்கிரமிக்கும் உயிரினங்களுக்கு சரியான சொல் எது?,2
பின்வருவனவற்றுல் எது இயற்கை அடிப்படையிலான சுற்றுலா நடவடிக்கைக்கு ஒரு எடுத்துக்காட்டு அல்ல?,3
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, பின்வருவனவற்றுள் போக்குவரத்து முறையின் அடிப்படை எது?",2
அணுக்கருவைச் சுற்றி வரும் துகள்கள் எந்த வகையான மின்னூட்டத்தைக் கொண்டுள்ளன?,3
அணுக்கரு எந்தத் துகள்களால் ஆனது?,1
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, பின்வருவனவற்றுள் ஐந்து பிட் பைனரி எண்ணுக்கான எடுத்துக்காட்டு எது?",3
பைனரி இலக்கங்கள் என்று குறிப்பிடப்படுபவை எவை?,1
பின்வருவனவற்றுள் மாணவர் வலைப்பதிவின் முதன்மை நன்மையாக பத்தியில் குறிப்பிடப்படாதது எது?,2
வலைப்பதிவின் பின்வரும் அம்சங்களில் எது மாணவர்களின் எழுத்துத் திறனை மேம்படுத்துவதற்கான உந்துதலாக மேற்கோள் காட்டப்படுகிறது?,3
பின்வருவனவற்றுள் மாணவர்களுக்கு ஒத்திசைவற்ற தகவல்தொடர்பின் நன்மை அல்லாதது எது? ,2
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, ஒத்திசைவற்ற தகவல்தொடர்பின் பின்வரும் அம்சங்களில் மாணவர்களுக்கு நெகிழ்வுத்தன்மையற்றது எது?",4
இடைக்காலக் கோட்டைகளுடன் தொடர்புபடுத்தக்கூடிய ஒன்று என்று பத்தியில் குறிப்பிடப்படாதது எது?,4
பின்வருவனவற்றுள் கோட்டை இடிபாடுகளுக்கு இடையில் தோன்றக்கூடிய வாசனை அல்லது குளம்புகளின் சத்தமாக பத்தியில் குறிப்பிடப்படாதது எது?,3
பின்வருவனவற்றுள் கீர்பி முக்ஸ்லோ கோட்டையின் துல்லியமான விளக்கம் எது?,2
பத்தியில் விவரிக்கப்பட்டுள்ள காலப்பகுதியில் பின்வரும் கட்டுமான அம்சங்களில் கீர்பி முக்ஸ்லோ கோட்டைக்கு அசாதாரணமாகக் கருதப்படுவது எது?,2
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, வரவிருக்கும் பருவத்திற்கு தயாராகும் ஒரு ஓட்டப்பந்தய வீரருக்கு பின்வருவனவற்றுள் மிகவும் பயனுள்ளதாக இருப்பது எது?",4
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, முதல் தர அரை மைல் ஓட்டப்பந்தய வீரருக்கு பின்வருவனவற்றுள் மிகவும் முக்கியமானது எது?",2
"ஒரு விளையாட்டு வீரரைப் பொறுத்தவரை, பின்வருவனவற்றுள் எதை ஊட்டச்சத்து நடைமுறைகளால் மட்டும் அடைய முடியாது?",3
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, பின்வருவனவற்றுள் இளம் விளையாட்டு வீரர்கள் தங்கள் விளையாட்டில் அதிக மகிழ்ச்சியைக் கண்டுபிடிப்பதற்கான ஒரு வழியாக பரிந்துரைக்கப்படாதது எது?",2
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, ஒரு நடுத்தர தூர ஓட்டப்பந்தய வீரர் ஏன் அதிக விலையுயர்ந்த உபகரணத்தை வாங்குகிறார்கள்?",1
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, நடுத்தர தூர ஓட்டத்திற்கு தேவையானது எது?",3
அணு காந்த அதிர்வைக் கண்டுபிடித்தவர் யார்? ,3
மருத்துவ இமேஜிங் அதிர்வுகளுக்கான முதல் காப்புரிமை எந்த ஆண்டில் வழங்கப்பட்டது? ,2
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, மற்றவர்களின் உடல் செயல்பாடுகளை விளக்குவதற்கு மனிதர்கள் எதைப் பற்றிய வலுவான புரிதலைக் கொண்டிருக்க வேண்டும்?",invalid
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, நோக்கத்தைப் புரிந்துகொள்ளுதல் திறன் மனிதர்களுக்கு என்ன செய்ய உதவுகிறது?",1
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, பின்வருவனவற்றுள் செயற்கை நுண்ணறிவின் முக்கிய நோக்கத்தின் துல்லியமான சுருக்கம் எது?",4
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, பின்வருவனவற்றுள் செயற்கை நுண்ணறிவு எவற்றுடன் தொடைர்புடையது?",1
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, பின்வருவனவற்றுள் எது ஒருங்கிணைந்த சிந்தனை பேட்டர்ன்களை கொண்ட ஒருவருடைய வலிமை?",4
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, பின்வருவனவற்றுள் எது ஒருங்கிணைந்த சிந்தனை மனநிலையின் மையமாகக் கருதப்படுவதில்லை?",2
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, பின்வருவனவற்றுள் எது மைக்ரோ- உணர்ச்சிகளாக கருதப்படாது?",4
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, பின்வருவனவற்றுள் எது மைக்ரோ- உணர்ச்சிகளின் விளக்கம் பற்றிய கூற்றுகளில் உண்மையில்லாதது?",3
பின்வருவனவற்றுள் மறுமலர்ச்சியின் விளைவாக எதற்கு அதிக முக்கியத்துவம் கொடுக்கப்பட்டது? ,3
பின்வருவனவற்றுள் மறுமலர்ச்சியின் விளைவாக எதற்கு குறைந்த முக்கியத்துவம் கொடுக்கப்பட்டது?,1
பின்வருவனவற்றுள் எது தொடர் உறவுகளுக்கு இணையத்தைப் பயன்படுத்துவதற்கான ஊக்கங்களாக பிரதிபலிக்கவில்லை?,3
பின்வருவனவற்றுள் எது தனிநபர் ஈடுபாட்டிற்காக இணையத்தைப் பயன்படுத்துவதற்கான ஊக்கங்களை பிரதிபலிக்கவில்லை?,4
எப்போது செல்வாக்குகளை பெரிதாக நம்புவதை நிறுத்திவிட்டு அதன் பாணியை உருவாக்கத் மேற்கு ஐரோப்பா தொடங்கியது?,1
உடைகளைக் கட்ட பொத்தான்களை பயன்படுத்துவது எதன் விளைவாகும்? ,3
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, பின்வருவனவற்றுள் சுற்றுச்சூழல் பிரச்சினைகளுக்கு நீண்டகால தீர்வாக எது கருதப்படுகிறது?",3
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, பின்வருவனவற்றுள் தீர்வுகளில் எது சுற்றுச்சூழல் பிரச்சினைகளின் அறிகுறி சார்ந்த சிகிச்சையாக கருதப்படாது?",2
அதன் மையப் பிரச்சினை மதப் பின்னணியைக் கொண்டிருக்காமல் அதிகார சமநிலையுடன் தொடர்புடையது என்று கூறப்பட்டப்போது ஐரோப்பாவில் நடந்த முதல் போர் எந்த நாட்டில் நடந்தது?,4
மதப் போர் என்று பெயரிடப்பட்ட கடைசி யுத்தமாக எது அழைக்கப்படுகிறது?,1
பின்வரும் அம்சங்களில் எது கத்தோலிக்க திருச்சபை ஆய்வுக்கு உட்படுத்தவில்லை?,2
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, யாரால் வெர்சைல்ஸ்சில் கொல்லப்பட்டார்?",4
பின்வருவனவற்றுல் அரசரையும் ராணியையும் அந்தக் கும்பல் எதைச் செய்ய சொல்லவில்லை?,3
பிரிட்டனின் வழக்கத்திற்கு மாறான கடற்படைப் போரின் விளைவாக பின்வருவனவற்றுல் எது இல்லை?,3
எந்த அறிக்கை ஜெர்மனிக்கு எதிரான பிரிட்டனின் கடற்படை முற்றுகையை துல்லியமாக விவரிக்கவில்லை?,4
"கொடுக்கப்பட்டுள்ள பத்தியின் அடிப்படையில், யாருக்கு மல்டிபுள் ஸ்களிரோஸிஸ் நோய் வருவதற்கு அதிக சாத்தியம் இருக்கிறது?",1
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, வழக்கமான செயல்பாட்டில் பங்கேற்பாளர்களுக்கு அதிக ஆதரவு எதற்கு தேவைப்படுகிறது?",1
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, எவ்வாறு வாள் சண்டை விளையாடப்படுகிறது?",4
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, பின்வருவனவற்றுல் உள் நஞ்சின் சிறந்த அறிகுறியாக எது இருக்கிறது?",4
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, பாதிக்கப்பட்டவரை மதிப்பீடும் செய்யும்போது முதலில் என்ன செய்யவேண்டும்?",1
பின்வரும் அறிக்கைகளில் பாதிக்கப்பட்டவரைச் சரிபார்க்கும் செயல்முறையை எது துல்லியமாக அறிவிக்காது?,1
