question,gpt_answer
Kinsa ang naghupot sa position sa National Security Advisor hangtod sa 1977?,2
Hain sa mosunod ang wala tukmang nagpakita sa karera ni Bobek sa Partizan Belgrade?,1
Hain nga pahayag bahin sa kasaysayan ni Bobek sa Partizan Belgrade ang tinuod?,1
"Sumala sa istorya, unsang kinaiya ang nagpalahi sa Hesperonychus gikan sa Velociraptor?",2
Ang pasabot sa “Hesperonychus” gikan sa unsang pisikal nga kinaiya sa species?,1
Hain sa mosunod nga mga pahayag bahin sa pagpamusil ang tinuod?,4
Unsang pahayag bahin sa kalihokan diin nahitabo ang pagpamusil ang tukma?,1
"Sumala sa istorya, unsa ang inisyal nga kabalaka taliwala sa mga opisyales mahitungod sa Luno?",3
"Sumala sa istorya, hain sa mosunod nga mga pahayag bahin sa breakdown sa Luno ang dili tinuod?",2
Sa unsang dekada nakuha sa Algeria ang pagkagawasnon?,3
Diin wala naka-set up ang mga screen sa telebisyon para sa seremonyas sa lubong?,4
Asa gihimo ang seremonyas sa paglubong?,3
"Human sa pagbuto, kinsa ang gitambalan tungod sa seryosong mga injury?",2
Kinsa ang nagreport sa gas leak?,1
"Sumala sa istorya, pila ka mga tawo ang namatay sa pag-atake?",2
Kang kinsang hinagiban ang napakyas pagbuto panahon sa pag-atake?,2
Hain sa mosunod nga sports ang gibotar para mawala sa programa sa Olympic?,3
Hain sa mosunod nga sports ang gibotaran sa International Olympic Committee aron maapil sa mga duwa?,3
Gi-abangan ni Arthur Guiness ang St. Jame’s Gate Brewery sulod sa pila ka tuig?,4
Mga pila ka bilyong dolyar ang masulod sa Guiness kada tuig?,3
Sa pila ka mga nasod sa European Union na-identify ang H5N1 nga virus?,3
Diin nasayran ang pinakaulahing kaso sa H5N1 virus?,1
Kanus-a ang kataposang engkwentro sa Haiti sa sakit sa wala pa ang pagkaylap nga gipahinabo sa mga peacekeeper?,1
Ang hugaw gikan sa unsang lokasyon ang nakaamot sa pagkaylap sa sakit?,2
Unsa ang giplanong himoon sa Irish nga gobyerno?,2
Unsa ang temporaryong gihimong legal sa Ireland?,4
Sa unsa giimbestigahan ang suspetsadong offender?,1
"Sa dihang giusab ang sign, unsa ang wala buhata sa suspetsado?",3
"Sumala sa istorya, hain sa mosunod ang wala giakusar ngadto sa English Tuto nga si Kamo?",2
"Sumala sa istorya, kinsa ang wala gi-hostage ni Rolando Mendoza?",4
"Base sa istorya, unsang mga hostage ang wala makumpirma ingong napagawas og sayo?",1
"Sumala sa istorya, kinsa ang nagtigom og mga pirma ingong suporta sa pag-legalize sa same-sex nga kasal sa Brazil?",1
Kang kinsa ihatag sa mga nagprotesta ang ilang petisyon?,3
