question,gpt_answer
"Maererano nendima iyi, chii chinganzi hachina zvachinobatsira pakuridza kamuchina kanonzi accordion?",1
"Paunenge uchiridza accordion, pane zviri pasi apa, ndechipi chichakubatsira kuwedzera vhorumu?",1
"Nei mapikicha epaterevhizheni aine miganhu yakaiswa, kumusoro, pasi uye mumativi?",2
"Maererano nezviri mundima, ndezvipi zvinowanzoitika pakuedza kwemunhu kuchinja firimu kuti rive DVD?",2
Boka revarwi vekuBritain raiva kupi?,2
Ndiani akasaina gwaro rakanyorwa nemaoko?,4
"Panzvimbo dzinotevera, makopi eDunlap broadside akazopedzisira kusvika kupi?",3
Varwi vaColonel Stark vaigara kupi?,1
"Maererano nezviri mundima, varume vaiva kudivi raStark vakawedzera ruzhowa riini?",3
"Maererano nendima, ndeipi nguva yakaitika hondo inotyisa muChina?",4
"Maererano nendima, ndechipi chokwadi pamusoro pemakoroni emauto emasvosve panguva yekutama-tama?",2
"Maererano nendima, ndeapi mashoko anobudisa chokwadi chezvinoitwa nemakoroni emasvosve paanenge achitama-tama?",3
Ndezvipi zvicharamba zviripo kunyange pasina zvimwe zvinhu zvinozviudza kuti ngazvichiita zvakati?,3
Ishoko ripi rinotsanangura vanhu vese vari munzvimbo vakafanana mumaitiro avo?,1
Nderipi shoko chairo rinotsanangura mubatanidzwa wezvinhu zvipenyu zviri munzvimbo yakati?,1
Ndechipi pane zvinotevera chisiri muenzaniso wezvinoitwa panature-based tourism?,3
"Maeranano nendima, vanhu vanofamba nechii?",2
Zvinhu zvinotenderera neucleus zvine mhando ipi yecharge?,1
Nucleus inoumbwa nezvinhu zvipi?,1
"Maererano nendima, ndeupi muenzaniso wemanhamba ebinary emabit mashanu?",3
Manhamba ebinary anonziwo chii?,1
Ndechipi pane zvinotevera chisina kutaurwa mundima pakubatsira chaiko kunoita kunyora pamaBlog kuvadzidzi?,4
Ndechipi pane zvinotevera zvekunyora pamaBlog chinonzi chinobatsira vadzidzi kuti vavandudze manyorere avo?,2
Ndechipi pane zvinotevera chisiri zvakanakira asynchronous communication kuvadzidzi? ,2
"Maererano nezviri mundima, ndezvipi zveasynchronous communication zvisingachinjiki kuvadzidzi?",2
Ndezvipi zvisina kutaurwa mundima zvekuti munhu anogona kufunga nezvedzimba dzechinyakare?,4
"Pane zviri apa, ndezvipi zvisina kutaurwa mundima semunhuhwi kana kuti ruzha rwaiwanika pakati pematongo edzimba?",3
Ndeapi mashoko anonyatsotsanangura chaizvo Kirby Muxloe Castle?,2
Ndeapi mavakiro anganzi ainge asina kujairika paKirby Muxloe Castle panguva yatsanangurwa mundima?,1
"Maererano nendima, ndezvipi pane zvinotevera zvinogona kubatsira mumhanyi kupfuura zvose pakugadzirira nguva yekumhanya?",4
"Maererano nezviri mundima, ndezvipi zvinonyanya kukosha pamumhanyi wehafu yemaira?",2
"Pamunhu anoda zvemitambo, ndezvipi zvisingakwanisi kungoitwa nezvekudya zvinovaka?",3
"Maerarano nendima, ndezvipi zvisingakurudzirwi vechidiki vanoita zvemijaho vanyatsonakidzwa nemutambo wavo?",2
"Maererano nezviri mundima, nei mumhanyi wemujaho usina kunyanya kureba angafanira kutenga zvekushandisa zvinodhura?",1
"Maererano nezvataurwa mundima, kumhanya mumujaho usina kunyanya kureba kunoda chii?",3
Ndiani akatanga kuziva nezvenuclear magnetic resonance? ,3
