premise,hypothesis,gpt_label
"Allinmi, manam chaypiqa hamutachkarqanichu, ichaqa manam allinchu tarikurqani chaymi kaqllamanta paywan rimarqani.",Manam paywanqa kaqllamantaqa rimarqanichu.,0
"Allinmi, manam chaypiqa hamutachkarqanichu, ichaqa manam allinchu tarikurqani chaymi kaqllamanta paywan rimarqani.",Paqway piñasqam karqani chayraykum kaqllamanta paywan rimarqani.,2
"Allinmi, manam chaypiqa hamutachkarqanichu, ichaqa manam allinchu tarikurqani chaymi kaqllamanta paywan rimarqani.",Allintam rimarurqaniku.,2
"Chaymanta hamutarqani ancha waqaychasqa kapuwasqanta, chaynaraqmi kachkan, chaynaraqmi kachkan, ñuqallam karqani 922 Ex-O nisqan chay AFFC Fuerza Area nisqanpi.",Manam yacharqanichu ñuqa mana sapallay chay pampapi chay punchaw kasqayta.,2
"Chaymanta hamutarqani ancha waqaychasqa kapuwasqanta, chaynaraqmi kachkan, chaynaraqmi kachkan, ñuqallam karqani 922 Ex-O nisqan chay AFFC Fuerza Area nisqanpi.",Ñuqaqa musyarqani sapallay kay pampapi chay AFFC Air Force Career yupayuq kasqayta.,0
"Chaymanta hamutarqani ancha waqaychasqa kapuwasqanta, chaynaraqmi kachkan, chaynaraqmi kachkan, ñuqallam karqani 922 Ex-O nisqan chay AFFC Fuerza Area nisqanpi.","Llapallaykumanmi hina kaq yupallata quwarqaku, manam imapas qukunchu chay promesakuna quwananku kasqanpas, llapa yanqa rimaymi kasqa.",0
"Niwarqa, chay… huk runas qayamuwanan kasqa tinkunaykupaq.",Manam qaykaqpipas pi riqsinaypaq willawarqachu.,2
"Niwarqa, chay… huk runas qayamuwanan kasqa tinkunaykupaq.",Ñuqatam niwarqa huk runatas qayanman riqsiwananpaq.,0
"Niwarqa, chay… huk runas qayamuwanan kasqa tinkunaykupaq.",Chay runaqa ancha chisyaykuytañam rikurirqamurqa.,0
"Ancha achkam chaymanta willakunay, aswanqa pawarqusaqña chayta.",¡Chaymanta llapachantam willayta munayki!,0
"Ancha achkam chaymanta willakunay, aswanqa pawarqusaqña chayta.","Manam chaymanta rimasaqchu, ancha achka chaymanta rimay kaptinpas.",2
"Ancha achkam chaymanta willakunay, aswanqa pawarqusaqña chayta.","Manam llaqtapa ñawpa imayna qispisqanmanta rimasaqchu, paqway achka willakuy kasqanrayku.",2
"Chay paqway waqaychasqatam salvayta munarqaniku, manam imayna bomba hidrógena nisqan wichichinaykupaq karqachu yaqapas 30manta, chay C124 nisqanta.",Manam imapas hukuwarqakuchu mana imapas churay.,2
"Chay paqway waqaychasqatam salvayta munarqaniku, manam imayna bomba hidrógena nisqan wichichinaykupaq karqachu yaqapas 30manta, chay C124 nisqanta.",Chay cosatam aswanta salvayta munarqaniku imapas wakinmanta.,2
"Chay paqway waqaychasqatam salvayta munarqaniku, manam imayna bomba hidrógena nisqan wichichinaykupaq karqachu yaqapas 30manta, chay C124 nisqanta.",Chay bomba-H nisqantam salvayta munarqaniku ancha sasa rurachiy kasqanrayku.,0
Chaynaqa manam allinta yachanichu imaynanpi chayna kasqanta.,Chiqaptam yachachkani imaynanpi chayna kasqanta.,2
Chaynaqa manam allinta yachanichu imaynanpi chayna kasqanta.,Imaynanpich pay yachaywasikunata aparqachirqa.,2
Chaynaqa manam allinta yachanichu imaynanpi chayna kasqanta.,Imaynanpich chay apakurqa.,2
"Kaymi Fannie Flono. Ag--Augusta, GA, nisqanpim wiñarqa, taksaraq kasqan willakuykunamanta rimanqa.","Fannie Flono huk punchawñam willakunqa, chayman hinam kunan willakuyninkunata para kunanqa willawasunchu.",0
