premise,hypothesis,gpt_label
"Kameetsa, tee nokenkeshireajeroji, iro kantaincha tee nomateroji aisati nintajaro noñanatajiri iroakera.",Tee noñatajeriji.,0
"Kameetsa, tee nokenkeshireajeroji, iro kantaincha tee nomateroji aisati nintajaro noñanatajiri iroakera.",Ikisanaka iroosati noñaatanatantajari.,2
"Kameetsa, tee nokenkeshireajeroji, iro kantaincha tee nomateroji aisati nintajaro noñanatajiri iroakera.",Nokenketsajeitake.,0
"Nokenkeshireabetaka, aisati okanteani, okantaiteani, naro aparonitatsiri 992 Ex-O nosabikake kantakotanari AFFC ashi Fuerza Aérea.",Tee niobeiteaji kaari aparonitatsiri atiri aranki kitaiteriki.,0
"Nokenkeshireabetaka, aisati okanteani, okantaiteani, naro aparonitatsiri 992 Ex-O nosabikake kantakotanari AFFC ashi Fuerza Aérea.",Nojitakanti iritake apaniro ñaakarontsitakarori antaberentsiki AFFC Air Force Career oshintsine tampea.,0
"Nokenkeshireabetaka, aisati okanteani, okantaiteani, naro aparonitatsiri 992 Ex-O nosabikake kantakotanari AFFC ashi Fuerza Aérea.","Maaroni ipajeitakenaro iroori ñaakarontsi, tekatsi ojitasanotanakea ikantayeetakenari, maaroni irointi tseyantsi.",2
Ikantetakena oka... aparo kajemenane noñaabakanteari.,Tekatsi ikantetena niyoteri.,0
Ikantetakena oka... aparo kajemenane noñaabakanteari.,Ikantetakena ikajemakantena aparo atiri iyotenane.,0
Ikantetakena oka... aparo kajemenane noñaabakanteari.,Iyotenane ikonijatake ishabiniji.,2
"Osheki ikantetakoterori oka, omatea nomitajero oka.",¡Nokoi nokenketsatimotempiro maaroni kantakotirori ora!,2
"Osheki ikantetakoterori oka, omatea nomitajero oka.","Eiro noñaanatakotajirotsi oka, omabetakea timatsi osheki amanakoteri.",2
"Osheki ikantetakoterori oka, omatea nomitajero oka.",Eiro noñaanatakotajirotsi okantakota ora kenketsatakorentsi ashi nampitsi tempa timatsi osheki ankanter.,0
"Irootake koasanotachari akoajeitiri abisakotaje, tee añeeroji otsipa ajokantearori kepiarijenkari nija opoñaanakea 30, un C124.",Tee opokimotanajee akempoyaayetanajero.,0
"Irootake koasanotachari akoajeitiri abisakotaje, tee añeeroji otsipa ajokantearori kepiarijenkari nija opoñaanakea 30, un C124.",Akoajeiti ababisakotajero paitarika timatsiri kaarikea otsipa.,0
"Irootake koasanotachari akoajeitiri abisakotaje, tee añeeroji otsipa ajokantearori kepiarijenkari nija opoñaanakea 30, un C124.",Akoajeiti ababisakotajero bomba nija tempakea opomerentsitasanota antakotantearori.,0
Tee okonijamotenaji kameetsa tempakea.,Irootake nokenkeshireantakarori timatsineri.,2
Tee okonijamotenaji kameetsa tempakea.,Tee niyoteji paita ipantajarori obametantsipankopee.,2
Tee okonijamotenaji kameetsa tempakea.,Tee niyoteji paita otimantakari oka.,2
"Oka oni Fannie Flono. Okimotake Ag-- Augusta, GA, aisati oñaanatakotea aparopeeni kenketsatakorentsi ashi orijanikitantapaari.",Fannie Flono otimatie napiitakotajero aisati eiro omata akenketsatakotero apaitapeerika kenketsatakorentsi meeka.,0
"Oka oni Fannie Flono. Okimotake Ag-- Augusta, GA, aisati oñaanatakotea aparopeeni kenketsatakorentsi ashi orijanikitantapaari.","Fannie Flono jerokatake aka ari oñaanatakotero okantakota oyenketsatakore ashi orijanitantapaari otimotantanakari Augustaki,AG.",0
"Oka oni Fannie Flono. Okimotake Ag-- Augusta, GA, aisati oñaanatakotea aparopeeni kenketsatakorentsi ashi orijanikitantapaari.",Fannie Flono omatiro oñaanatakotero meeka omabetakea timatsi antayeteri.,0
Aisati obetsikake koni soraaropanko ashi U2.,Nokantakero ora U2.,2
Aisati obetsikake koni soraaropanko ashi U2.,Tee nojibaterini anta U2 omateaji.,2
Aisati obetsikake koni soraaropanko ashi U2.,Nantabeetake soraaropankoki ashi U2 maaroni kitaiteriki okarate otsitsa osarentsi.,1
Naro apaniro nantayetakero aparopeeni ora amanakoyetirori ashi ñaantamentsotsi ashi shiakamentotsipee ojenokiti orijani.,Tee onimoshirenaji apaniro nantero ora manankobentirori ashi ñaantamentsotsipee.,0
Naro apaniro nantayetakero aparopeeni ora amanakoyetirori ashi ñaantamentsotsi ashi shiakamentotsipee ojenokiti orijani.,Ora ñaantamentotsipee antajeitaka anta shiakamentotsiki jenoki orijanikiki.,0
Naro apaniro nantayetakero aparopeeni ora amanakoyetirori ashi ñaantamentsotsi ashi shiakamentotsipee ojenokiti orijani.,Otimake aparopeeniki aroriki ajibajeitakero amanakobentiroripee ashi ñaantamentotsi.,2
"Narotake, yoka, sarijento pinkatsari obamentinkari, makoreantsiri, ikantiri Rick.",Irosatitatsi nantabeeti oka kitaiteriki.,2
"Narotake, yoka, sarijento pinkatsari obamentinkari, makoreantsiri, ikantiri Rick.",Noshitoanaji 2002.,2
"Narotake, yoka, sarijento pinkatsari obamentinkari, makoreantsiri, ikantiri Rick.",Rick ikantimpi shitobanajana.,2
"Timatsi aparopeeni antayetachaneripee ashi otimantari aisati, uh, eh, irointi ashi aisati janikarika Cutty, ibajiro irashi ayompariteari.",Yora ayompariteari ipajita Cutty ikaanata $ 10000 kashiriki.,1
"Timatsi aparopeeni antayetachaneripee ashi otimantari aisati, uh, eh, irointi ashi aisati janikarika Cutty, ibajiro irashi ayompariteari.",Timatsi ayompariteari pajitachari Cutty.,0
"Timatsi aparopeeni antayetachaneripee ashi otimantari aisati, uh, eh, irointi ashi aisati janikarika Cutty, ibajiro irashi ayompariteari.",Tee itimajeite ayompariteari pajitachari Cutty.,2
Ora tsinane amitakotenaneri osaiki otsipaki anta nampitsi.,Ora tsinane nokoiri amitakotena osaiki arejiki.,2
