premise,hypothesis,gpt_label
حسنا ، لم أكن أفكر حتى حول ذلك ، لكن كنت محبطاً تماما ،وأنهيت الحديث معه مرة ثانية .,لم أتحدث معه مرة أخرى.,2
حسنا ، لم أكن أفكر حتى حول ذلك ، لكن كنت محبطاً تماما ،وأنهيت الحديث معه مرة ثانية .,كنت مستاء جدا لدرجة أنني بدأت بالحديث معه مرة أخرى.,2
حسنا ، لم أكن أفكر حتى حول ذلك ، لكن كنت محبطاً تماما ،وأنهيت الحديث معه مرة ثانية .,دار بيننا حديث رائع.,2
أخبروني ،إيه، أنه سيتم استدعائي من قبل شاب في النهاية سيقابلني .,لم يتم إخباري أبداً بأي شيء عن مقابلة أي شخص.,2
أخبروني ،إيه، أنه سيتم استدعائي من قبل شاب في النهاية سيقابلني .,لقد أخبروني بأنهم سيقومون بإرسال شاب لأقابله.,0
أخبروني ،إيه، أنه سيتم استدعائي من قبل شاب في النهاية سيقابلني .,لقد جاء الشاب متأخراً قليلاً.,1
هناك الكثير تستطيع التحدث عنه  وأنا سوف أتاجاوز ذلك تماما .,أريد أن أخبرك بكل شيء أعرفه عن ذلك!,2
هناك الكثير تستطيع التحدث عنه  وأنا سوف أتاجاوز ذلك تماما .,لن أتحدث عن ذلك ، على الرغم من أن هناك الكثير لتغطيته.,0
هناك الكثير تستطيع التحدث عنه  وأنا سوف أتاجاوز ذلك تماما .,لن أتحدث عن تاريخ المدينة لأن هناك الكثير مما يمكن قوله حولها.,0
لذلك أنا فعلا غير متأكد لماذا.,أنا متأكد من سبب ذلك.,2
لذلك أنا فعلا غير متأكد لماذا.,لا أعرف لماذا قام بنقل المدارس.,1
لذلك أنا فعلا غير متأكد لماذا.,لا أعرف لماذا حدث هذا.,0
كنت الشخص الوحيد الذي ،إيه، يدير منظمات الاختبار في غرف الارتفاع الصغيرة.,لم يعجبني أن أكون الوحيد الذي يدير المنظمين لإجراء الاختبارات.,1
كنت الشخص الوحيد الذي ،إيه، يدير منظمات الاختبار في غرف الارتفاع الصغيرة.,أجريت الاختبارات في غرف ارتفاع مصغرة.,0
كنت الشخص الوحيد الذي ،إيه، يدير منظمات الاختبار في غرف الارتفاع الصغيرة.,عدد قليل منا كان من الذين أداروا المنظمين للاختبار.,2
وأنا ، رئيس رقباء ، متقاعد ، كما قال ريك.,ما زلت أعمل حتى يومنا هذا.,2
وأنا ، رئيس رقباء ، متقاعد ، كما قال ريك.,تقاعدت في عام 2002.,1
وأنا ، رئيس رقباء ، متقاعد ، كما قال ريك.,قال لك رايك بأنني متقاعد.,0
