premise,hypothesis,gpt_label
"Tole, ani waa'ee sanaa illee yaadaa hin ture, garuu baay'een aare fi, ammas isa waliin haasa'ee xumure.",Isa waliin ammas hin dubbannen ture.,2
"Tole, ani waa'ee sanaa illee yaadaa hin ture, garuu baay'een aare fi, ammas isa waliin haasa'ee xumure.",Baay'ee waanan mufadheef ammas isa waliin haasa'uu jalqabe.,0
"Tole, ani waa'ee sanaa illee yaadaa hin ture, garuu baay'een aare fi, ammas isa waliin haasa'ee xumure.",Haasaa baayyee bareedaa taasifneerra.,2
"Isaanis akkas naan jedhan, ah, akkan wal arguuf dhuma irratti gurbaa tokkoon akkan waamamu natti himan.",Nama kamiinuu wal arguuf homaa natti himamee hin beeku.,2
"Isaanis akkas naan jedhan, ah, akkan wal arguuf dhuma irratti gurbaa tokkoon akkan waamamu natti himan.",Wal arguuf gurbaan tokko gara keessaatti anaaf akka waamamu natti himame.,0
"Isaanis akkas naan jedhan, ah, akkan wal arguuf dhuma irratti gurbaa tokkoon akkan waamamu natti himan.",Gurbaan sun xiqqoo turee mul'ate.,1
" Waan baay'ee waa’ee sanaa irratti dubbachuu dandeessu ni jira, calliseen irran darba.",Waa'ee sanaa waanan beeku hunda isinitti himuu barbaada!,2
" Waan baay'ee waa’ee sanaa irratti dubbachuu dandeessu ni jira, calliseen irran darba.","Waanti baay'ee kan jedhamu jiraatus, waa'ee sanaa hin dubbadhu.",2
" Waan baay'ee waa’ee sanaa irratti dubbachuu dandeessu ni jira, calliseen irran darba.",Waa'ee seenaa magaalattii hin dubbadhu sababni isaas waanti jedhamu baay'ee waan ta'eef.,1
Kanaafuu ani dhuguma maaliif akka ta'e hin beeku.,Sababni maaliif akka ta'e ani shakkii tokko malee nan beeka.,2
Kanaafuu ani dhuguma maaliif akka ta'e hin beeku.,Maaliif manneen barnootaa akka geeddare hin beeku.,1
Kanaafuu ani dhuguma maaliif akka ta'e hin beeku.,Maaliif sun akka ta'e hin beeku.,0
" Ana qofa ture kan ah, yoomiyyuu qorannaa gola olka'insa xiqqaa qabu keessatti to'ataa kanan banuuf.",Qorannoo kanaaf to'ataa kan banu ana qofa ta'uun natti hin tolle.,2
" Ana qofa ture kan ah, yoomiyyuu qorannaa gola olka'insa xiqqaa qabu keessatti to'ataa kanan banuuf.",Qorannoowwan gola olka’iinsa xiqqaa qabu keessatti raawwatamaniiru.,0
" Ana qofa ture kan ah, yoomiyyuu qorannaa gola olka'insa xiqqaa qabu keessatti to'ataa kanan banuuf.",Qorannoo kanaaf to'ataa kan banan muraasa keenya turre.,2
"Ani ah, hoogganaa olaanaa Saajin, soorama ba'eera, akkuma Rick jedhe.",Ammas hanga har'aatti hojjechaan jira.,2
"Ani ah, hoogganaa olaanaa Saajin, soorama ba'eera, akkuma Rick jedhe.",Bara 2002 soorama nan ba'e.,2
"Ani ah, hoogganaa olaanaa Saajin, soorama ba'eera, akkuma Rick jedhe.",Riik soorama akkan ba'e sitti himeera.,0
"Deeskii koo irratti tilmaama dhangala'aa maallaqaa tokko tokkotu jira fi, im, ah, kan akkasii fi akkasiitiif Cutty dha, maqaan maamilaa kanuma.",Maamilli Cutty jedhamu ji'atti doolaara 10000 hojjeta.,1
"Deeskii koo irratti tilmaama dhangala'aa maallaqaa tokko tokkotu jira fi, im, ah, kan akkasii fi akkasiitiif Cutty dha, maqaan maamilaa kanuma.",Maamilli Cutty jedhamu jira.,0
"Deeskii koo irratti tilmaama dhangala'aa maallaqaa tokko tokkotu jira fi, im, ah, kan akkasii fi akkasiitiif Cutty dha, maqaan maamilaa kanuma.",Nuyi maamila Cutty jedhamee waamamu kamiyyu hin qabnu.,2
Intalli na gargaaruu dandeessu magaalaa gara gama biraatti qaxxaamurteetti.,Intalli ani gargaarsa irraa barbaadu kun fageenya dheeraa irra jiraatti.,1
Intalli na gargaaruu dandeessu magaalaa gara gama biraatti qaxxaamurteetti.,Intalti na gargaaruuf deemtu kun maayilii 5 fagaatti.,1
Intalli na gargaaruu dandeessu magaalaa gara gama biraatti qaxxaamurteetti.,Namni na gargaaruu danda'u tokkoyyu hin jiru.,2
"Garuu waa'ee akka eenyu hojjetaa maasii fi eenyu ijoollee manaa akka ta'e addaan qoodamanii turan, gosa-- ture.",Isaan hundinuu maasii irratti akka hojjetan hundi isaanii walii galan.,2
"Garuu waa'ee akka eenyu hojjetaa maasii fi eenyu ijoollee manaa akka ta'e addaan qoodamanii turan, gosa-- ture.",Isaan waa'ee Eenyu hojjetaa maasii akka ta'ee fi eenyu kan manaa akka ture irratti walii galuu hin dandeenye.,0
"Garuu waa'ee akka eenyu hojjetaa maasii fi eenyu ijoollee manaa akka ta'e addaan qoodamanii turan, gosa-- ture.",Eenyuutu maasii suufii keessa hojjechuu akka qabuu fi eenyutu lafa haxaa'uu akka qabu walii galuu hin dandeenye.,2
"Kana jechuun koo qabu turan, akka, isaan ijoollee shan qabu turan, isaan keessaa tokko du'eera.",Ijoolleen isaanii hundi lubbuun hafan.,2
"Kana jechuun koo qabu turan, akka, isaan ijoollee shan qabu turan, isaan keessaa tokko du'eera.",Shanan keessaa daa'imni tokko du'eera.,0
"Kana jechuun koo qabu turan, akka, isaan ijoollee shan qabu turan, isaan keessaa tokko du'eera.",Mucaan du'e dhukkubsataa isaatu dhalate.,1
"Ija ishee irraa imimmaanonni gadi dhufaa akka turan qofa dubbattee, sana booda akkas jette Joo barandaa irratti ol dhufe.",Akkuma barandaa ol ba'uu itti himtu imimmaan ija ishee irraa calalaan.,2
"Ija ishee irraa imimmaanonni gadi dhufaa akka turan qofa dubbattee, sana booda akkas jette Joo barandaa irratti ol dhufe.",Joo barandaa irraa erga buuftee booda daftee imimmaan ishee haxaa'atte.,2
"Ija ishee irraa imimmaanonni gadi dhufaa akka turan qofa dubbattee, sana booda akkas jette Joo barandaa irratti ol dhufe.",Joo argitee baayʼee waan gammaddeef booʼuu eegalte.,2
"Xiyyaarri sun ibiddaan gubataa yoo jiraate illee, maaliif, ni ta'a ture ah, gubuu fi karaa qaama liidiin ni baqa ture akka callaqqeen ifaa sun ba’uuf.",Callaqqeen ifaa kun yeroo ibiddaas illee akkasuma jiraachuu ni danda’a.,0
"Xiyyaarri sun ibiddaan gubataa yoo jiraate illee, maaliif, ni ta'a ture ah, gubuu fi karaa qaama liidiin ni baqa ture akka callaqqeen ifaa sun ba’uuf.",Callaqqeen ifaa kun erga xiyyaarichi gubatee booda qaama liidiin tokko keessaa ba'a ture.,0
"Xiyyaarri sun ibiddaan gubataa yoo jiraate illee, maaliif, ni ta'a ture ah, gubuu fi karaa qaama liidiin ni baqa ture akka callaqqeen ifaa sun ba’uuf.",Callaqqeen ifaa kun yeroo ibiddaa hin ba'u ture.,2
"Kun hoogganaa olaanaa saajin Clem Francis, humna qilleensaa Ameerikaa irraa soorama ba'eedha.",Hoogganaan olaanaa kun humna qilleensaa US irraa soorama ba'aniiru.,0
"Kun hoogganaa olaanaa saajin Clem Francis, humna qilleensaa Ameerikaa irraa soorama ba'eedha.",Hogganaan olaanaa kun torban muraasa dura dhiheenya kana soorama ba'aniiru.,1
"Kun hoogganaa olaanaa saajin Clem Francis, humna qilleensaa Ameerikaa irraa soorama ba'eedha.",Hogganaan olaanaa humna qilleensaa US reefu torban kana keessa hojii isaa eegale.,2
"Tole, torbanitti bakka xiyyaarri lama sadii balali'u jiru ga'ee gara eessaatti akka isaan balali'an hin beeku ture.",Torbanitti xiyyaaronni tokkoo ol ni dhufu.,0
"Tole, torbanitti bakka xiyyaarri lama sadii balali'u jiru ga'ee gara eessaatti akka isaan balali'an hin beeku ture.",Tiraafiki qilleensaa dabaluunis rakkina qaba.,1
