question,gemini_reply
"Pasartearen arabera, zein ez litzateke izango akordeoia ondo jotzeko aholku zehatz bat?","Erantzun zuzena A da: Bolumen gehigarria lortzeko, sakatu teklak indar handiagoz.

Pasarteak esplizituki adierazten du akordeoiarekin bolumen gehigarria ez dela teklak gogor sakatuz lortzen, pianoaren kasuan bezala. Horren ordez, hauspoak erabiliz lortzen da bolumena. Beste aukerak, pasarteak aipatzen dituen aholkuak dira.
"
"Akordeoia jotzean, zeri esker lortuko duzu bolumen gehigarria?","The correct answer is **A: Abiadura handiagoa**.

The passage states: ""Akordeoiaren kasuan, bolumen gehigarria lortzeko, hauspoak presio edo abiadura handiagoarekin erabili behar dituzu.""  This clearly indicates that increased speed (or pressure) of the bellows results in greater volume.
"
Zergatik dauzkate ertzak ebakita telebistako irudiek?,"Erantzun zuzena B da: Horrela, irudiak pantaila osoa hartuko du.

Paragrafoak esplizituki azaltzen duenez, ""Helburua da irudiak pantaila osoa betetzea; horri overscan esaten zaio."" Beste aukerak ez dira zuzenak, ez baitira paragrafoan azaltzen.
"
"Pasartearen arabera, arazo hauetako zein izan genezake film bat DVD formatura bihurtzean?","Erantzun zuzena **B: Azpitituluak partzialki ebakita daude** eta **D: Ertzak ebakita dauzka** dira.

Overscan-ek ertzak mozten dituenez, azpitituluak beheko ertzetik hurbilegi badaude, moztu egingo dira. Gainera, testuak argi eta garbi dio overscan-ek ertzak ebakiko dituela.
"
Non zegoen garnizio britainiar bat kokatuta?,"The correct answer is **C: Bordentown**.

The passage states that General John Cadwalder was to make a diversionary attack against the British garrison *in Bordentown*.
"
Noren sinadura zegoen eskuz idatzitako zirriborroan?,"Erantzun zuzena D da: Charles Thomson-ena.

Testuak esplizituki aipatzen du eskuz idatzitako zirriborroa John Hancock Kongresuko presidenteak eta Charles Thomson idazkariak sinatu zutela."
Nora iritsi zen azkenekoz Dunlap-en paper bat?,"The correct answer is **C: Londresera**.

The passage states: ""Abuztuaren 10ean, Londresera iritsi zen kopia bat."" This indicates that a copy of the Dunlap paper reached London. While other locations are mentioned, London is the last destination specifically stated in the context of where a copy of the Dunlap paper went.
"
Non zeuden kokatuta Stark koronelaren soldaduak?,"A: Iparraldeko muturrean, hesian
"
"Pasartearen arabera, noiz luzatu zuten hesia Stark-en gizonek?","The correct answer is **C: Itsasbeheran**.

The passage states: ""Itsasbeherak Mystic ibaian hutsunea ireki zuenean, penintsularen ipar-ekialdean, hesia azkar luzatu zuten harrizko horma labur batekin...""
"
"Pasartearen arabera, zein izan da Txinako arorik odoltsuena?","The passage states: ""The Three Kingdoms era was one of the bloodiest eras in ancient Chinese history; thousands died fighting for the right to sit in the highest seat in the great palace of Xi’an.""

Therefore, the correct answer is **D: Hiru Erreinuen aroa**.
"
"Pasartearen arabera, zer egiten dute inurri soldaduen koloniek nomada fasean?","Erantzun zuzena C da: 17 egunen buruan aldatzen dituzten habiak egiten dituzte.

Pasarteak esplizituki adierazten du desfile nomadetako bakoitzak 17 egun irauten duela. Horrek esan nahi du behin-behineko habiak eraikitzeko zikloa eta lekualdatzea 17 egunetik behin gertatzen dela. Beste aukerak pasartean oinarrituta okerrak dira:

*   A okerra da: pasarteak dio inurri soldaduek gauez desfilatzen dutela, ez habiak egiten dituztela.
*   B okerra da: pasarteak dio kolonia nomada fasean sartzen dela janaria gutxitzen denean, ez janari gutxi biltzen dutelako.
*   D okerra da: pasarteak dio inurri soldaduek egunez kanpatzen dutela, ez desfilatzen dutela."
"Pasartearen arabera, adierazpen hauetako zeinek islatzen du zehatz-mehatz nomada fasean inurri soldaduen koloniek habiak egiteko dituzten ohiturak?","Erantzun zuzena C da: Egunero aldatzen dute habia.

P pasarteak argi adierazten du nomada fasean dauden koloniek ""egunero aldatzen diren behin behineko habiak egiten dituztela"". A, B eta D aukerak pasartean ematen den informazioarekin kontraesanean daude.
"
"Zeinek jarraituko dute funtzionatzen, nahiz eta kanpoko seinaleak egon?","The correct answer is **C: Erloju biologikoak**.

The passage states: ""Erloju biologikoak osziladore autonomoak dira, beren kabuz denboraldi batez funtzionatzen jarraitzen dutenak nahiz eta kanpoko seinalerik ez egon."" This directly answers the question.
"
Zein hitzek deskribatzen ditu ezaugarri fenotipo jakin batzuen aldaerak erakusten dituzten banakoak?,"The correct answer is **D: Polimorfikoak**

The passage explicitly states: ""Banakoek ezaugarri baten hainbat aldaera badituzte, polimorfikoak direla esaten da.""
"
