question,gemini_reply
"Samkvæmt því sem fram kemur í kaflanum, hver þessara ástæðna var ekki notuð til að útskýra af hverju hætt var við úrslitaviðureignina?","The correct answer is **B: Ósamræmi í stjórnarskrá**.

Here's why:

*   **A: Öryggisáhætta:** The passage explicitly mentions ""öryggisáhættu"" as a reason.
*   **C: Hár kostnaður:** The passage explicitly mentions ""kostnaðarskyni"" as a reason.
*   **D: Óljós stjórnarskrá:** The passage states that diplomats believed the constitution was ""nógu óljós"" that it didn't necessitate a runoff.
*   **B: Ósamræmi í stjórnarskrá:** The passage mentions that it was **previously reported** that canceling the runoff would violate the constitution. This indicates a potential contradiction *with* the constitution, not an inconsistency *within* the constitution being used as a reason to cancel it.
"
Hvers vegna sögðu embættismenn úrslitaviðureignina vera óþarfa?,"The correct answers are **B, C, and D**.

Here's why:

*   **B: Hún væri öryggisáhætta** - The text states ""...vegna öryggisáhættu...""
*   **C: Stjórnarskráin væri óljós** - The text says ""Diplómatar sögðust hafa fundið út að afganska stjórnarskráin væri nógu óljós til að sjá að ekki væri þörf á lokakosningunni.""
*   **D: Kosningarnar voru of dýrar** - The text says ""...í kostnaðarskyni fyrir Afgani...""
*   **A: Hún gengi gegn stjórnarskránni** - This is incorrect. The text states that ""Þetta stangast á við fyrri fregnir sem sögðu að ef hætta yrði við viðbótarumferðina væri það brot gegn stjórnarskránni"", meaning that the úrslitaviðureignin was initially seen as violating the constitution if it didn't happen, not the other way around.

Therefore, the correct answer is **B, C, and D**."
Hver sinnir dómsvaldsþjónustu fyrir FATA?,"The answer is **B: Stjórnmálafulltrúar**

The passage explicitly states that the political agents are responsible for providing government and judicial services.
"
Hver af eftirfarandi staðhæfingum um stjórnmálafulltrúa FATA er ósönn?,"Based on the provided text, the answer is **D: Þeir hafa fulla stjórn á vissum svæðum**.

While the text states they have ""nánast sjálfstætt eftirlit,"" this doesn't equate to ""fulla stjórn."" They are still responsible for providing services and administering justice ""samkvæmt 247. grein pakistönsku stjórnarskrárinnar,"" implying they operate within a legal framework, not with absolute power. The other options are explicitly stated or directly implied in the text.
"
Í hvaða flokki var Emma Stone tilnefnd til verðlauna?,"Rétt svar er **C: Besta leikkona**. 

Textinn segir beinlínis: ""Gosling og Stone voru tilnefnd sem besti aðalleikari og aðalleikkona.""
"
Í hvaða flokki hlaut myndin ekki tilnefningu?,"Rétta svarið er **B: Bestu hljóðbrellur**.

Textinn nefnir tilnefningar fyrir besta hljóðklippingu og hljóðblöndun, en ekkert um hljóðbrellur.
"
Hvert af eftirtöldu hélt starfseminni gangandi eftir jarðskjálftann?,"Based on the information provided, the correct answer is:

**D: Orkuver í Niigata**

Here's why:

*   The passage states that the **Kashiwazaki Kariwa-kjarnorkuver í Niigata-héraðinu** held starfseminni gangandi.
*   The passage states that the **kjarnaofnum númer 1 og 2 í Shika kjarnorkuverinu** hafa verið slökkt.
*   The passage states that **Noto-flugvöllur í Ishikawa-héraði** er enn lokaður.
*   The passage states that **Lestarþjónustan hefur orðið fyrir truflun á viðkomandi svæðum**."
"Samkvæmt því sem fram kemur í kaflanum, hvað af eftirtöldu skemmdist í jarðskjálftanum?","The correct answer is **C: Sumir vegir**.

Here's why:

*   The passage states: ""Sumir vegir hafa orðið fyrir skemmdum..."" This directly supports option C.

Let's look at why the other options are incorrect:

*   **A: Sum heimili:** While the passage mentions that 9400 homes were without running water and approximately 100 homes were without electricity, it does not explicitly state that the homes were damaged.
*   **B: Tveir kjarnakljúfar í Shika-kjarnorkuverinu:** The passage says that the two nuclear reactors in Shika Nuclear Power Plant were shut down, which is different from being damaged.
*   **D: Noto flugvöllurinn:** The passage states that Noto Airport is closed, but does not state that the Airport was damaged."
"Samkvæmt því sem fram kemur í kaflanum, hvert af eftirtöldu er ekki rætt um í skjalinu?","The correct answer is **B: Orsakir stríðsins árið 1967**.

The passage mentions:

*   **A: Framtíð Jerúsalem:** ""framtíðarríki Jerúsalem sem er heilög hjá báðum þjóðum""
*   **C: Staðsetningu herliðs í dalnum:** ""Ísrael krefst þess að herliðið verði áfram í dalnum... en yfirvöld í Palestínu vilja... hafa herliðið á svæðinu í fimm ár.""
*   **D: Landamæradeilurnar:** ""Skjalið... mun vísa til landamæradeilunnar, sem Palestína vill byggja á landamærunum fyrir Mið-Austurstríðið 1967.""

The passage does not discuss the causes of the 1967 war.
"
Hvert af eftirtöldu er ekki hluti af kröfum Palestínu?,"The correct answer is **B: Áframhaldandi herseta í Jórdaníu-dalnum**.

Here's why:

*   The text states that Palestinian authorities *only* want troops in the Jordan Valley for five years. The *continuation* of military presence is not part of the claim.

The rest are clearly part of Palestinian claims:

*   A: Palestine wants borders based on the pre-1967 war lines.
*   C: The future of Jerusalem is one of the topics being discussed.
*   D: Palestinian authorities want troops on the site for only 5 years."
