question,gemini_reply
"Үзүндүгө таянсак, кээ бир адамдар төмөндөгүлөрдүн кайсынысына ишенишет?","The correct answer is **C: Башка планеталарда жашоо бар**.

The passage states: ""ал эми айрымдар болсо башка планетада чоочундар же башка нерселер жашашы мүмкүн деп ишенишет"" (some people believe that aliens or other things might live on other planets).  This directly supports option C. The other options are contradicted or not supported by the passage.
"
Күндүн борборунан алыстаган сайын эмне суюла баштайт?,"The correct answer is **C: Газ**

The passage states: ""Күндүн борборунан алыстаган сайын газ суюла баштайт."" which translates to ""As you move away from the center of the Sun, the gas begins to thin out.""
"
Үзүндү боюнча Күндүн кайсы бөлүгү Жерден көрүнүп турат?,"The correct answer is **C: Фотосферасы**.

The passage states that the outer part of the Sun that is visible when we look at the Sun is called the photosphere.
"
Төмөндөгү байкоолордун кайсынысы Коперниктин теориясын ырастоого жардам берген?,"Туура жооп **A: Венеранын фазалары**

Түшүндүрмө:

Текстте Галилейдин Венеранын фазалары Коперниктин планеталар Күндү айланат деген теориясына дал келерин айтылат. Бул фазалар Венера Күндү айланып жатканда Жерден ар кандай бурчтарда көрүнгөндүктөн пайда болот. Венеранын өткөнү да маанилүү байкоо болгону менен, текстте ал Коперниктин теориясын тастыктоочу фактор катары айтылган эмес. Калган жооптор да такыр туура эмес."
Төмөнкүлөрдүн кайсынысын 1610-жылы Галилео Галилей байкаган?,"The correct answer is **B: Венеранын фазалары**.

The passage states that in 1610, Galileo Galilei observed with a telescope that Venus has phases like the Moon.
"
Үзүндү боюнча Амазонка дарыясына суу кайдан кирет?,"The correct answer is **A: Кичинекей дарыялардан (From small rivers)**

The passage states: ""Ага миңдеген кичи дарыялар кирет. (It includes thousands of small rivers.)""
"
Кайсы мүнөздөмө Амазонка дарыясына таандык эмес?,"Correct Answer: C
Explanation:
The passage states that the Amazon River is the second longest river, not the longest. The other options are all true based on the passage."
Үзүндүдө айтылган жумуштун кайсы тармагында эң аз венесуэлалыктар иштейт?,"Текстте көрсөтүлгөндөй:
* Тейлөө тармагында венесуэлалыктардын үчтөн экиси иштейт.
* Өнөр жай тармагында венесуэлалыктардын төрттөн бир бөлүгү иштейт.
* Айыл чарба тармагында венесуэлалыктардын бештен бири иштейт.
* Мунайзат өнөр жайында венесуэлалыктардын бир пайызы иштейт.

Демек, эң аз венесуэлалыктар иштеген тармак бул - мунайзат чыгаруу.

Туура жооп: **C: Мунайзат чыгаруу**
"
Үзүндүгө ылайык төмөндөгү секторлордун кайсынысында венесуэлалыктардын эң көп саны иштейт?,"Туура жооп - A: Кызмат көрсөтүү

Текстте айтылгандай, венесуэлалыктардын үчтөн экиси тейлөө тармагында иштешет. Бул калган секторлорго караганда эң жогору көрсөткүч."
Үзүндүгө ылайык эрүү жылдыздарга эмне мүмкүндүк берет?,"The correct answer is **C: Жарык менен жылуулук берүү**.

The passage states that stars produce light and heat due to the energy released when hydrogen atoms fuse (or melt) to create heavier elements.
"
