question,gemini_reply
Mətnə əsasən akkordeonda uğurla çalmaq üçün nə düzgün məsləhət hesab olunmayacaq?,"Cavab A variantıdır: Səs səviyyəsini artırmaq üçün düymələri daha güclü şəkildə basın.

Mətndə açıq şəkildə deyilir ki, pianinoda olduğu kimi qarmonda da səsin yüksək çıxması üçün düymələri daha güclü basmağa ehtiyac yoxdur. Əksinə, səsin yüksək çıxması körüyün daha gərgin və sürətli istifadəsi ilə əldə edilir."
Akkordeonda çaldığınız zaman aşağıdakılardan hansı biri səs səviyyəsini artırmağa kömək edəcək?,"Doğru cavab **A: Daha çox sürət**-dir.

P abzasında qeyd olunur ki, pianinodan fərqli olaraq, qarmonda səsin yüksək çıxması üçün düymələri güclü basmaq lazım deyil, əksinə **qarmonun körüyündən daha gərgin və sürətlə istifadə olunur**. Bu da körüyü daha sürətli hərəkət etdirməyin səs səviyyəsini artıracağını göstərir.
"
Nə üçün televiziyadakı görüntülərin haşiyələri kəsilir?,"Düzgün cavab: **B: Elə olsun ki, görüntü tam ekranı tutsun**

Parçada açıq şəkildə deyilir ki, overskanın səbəbi ""şəklin bütün ekranı tutduğundan əmin olmaqdır"". Digər variantlar parçada qeyd edilmir və ya overskanın səbəbi kimi təsvir edilmir.
"
Mətnə əsasən filmi DVD formatına çevirərkən aşağıdakı problemlərdən hansı ilə qarşılaşa bilərsiniz?,"Cavab B-dir: Qismən kəsilmiş subtitrlər

Mətndə deyilir ki, DVD yaratdıqda filmin kənarları daralacaq və videonun altına çox yaxın olan subtitrlər görünməyəcək."
Britaniya qarnizonu harada yerləşirdi?,"The correct answer is **C: Bordentaun**.

The passage states that General John Cadwalader would launch a diversionary attack against the British garrison in Bordentown.
"
Əlyazma qanun layihəsində kimin imzası var idi?,"The correct answer is **D: Çarlz Tomson**

The passage states: ""Konqresin sədri Con Henkok və baş katib Çarlz Tomsonun imzaladığı qanunun əlyazması..."" (The manuscript of the law signed by Congress Chairman John Hancock and Secretary General Charles Thomson...)
"
Dunlap broadside aşağıdakı yerlərdən sonuncu dəfə hara gəlib?,"Doğru cavab **B: Dunlap çapxanası**-dır.

Mətn Dunlap broadside-in Dunlap çapxanasında çap olunduğunu, daha sonra müxtəlif yerlərə paylandığını bildirir. Digər variantlar broadside-in olduğu yerlər olsa da, çap olunduqdan sonrakı ilk mərhələ Dunlap çapxanası olmuşdur."
Polkovnik Starkın qoşunları harada yerləşirdi?,"Düzgün cavab A: Şimal tərəfdə, hasar boyu

Mətndə deyilir ki, ""Starkın adamları işğalçıların şimal tərəfindəki hasar boyu mövqelərini tutdular."""
Mətnə əsasən Starkın adamları nə zaman hasarlarını genişləndirdilər?,"Doğru cavab **C: Axın zəif olanda**.

Mətn deyir ki, ""Çəkilmə yarımadanın şimal-şərq sahili ilə Mistik çayı boyu bir boşluq yaratdıqda, onlar daşlardan hörülmüş kiçik divarlı baryeri qısa müddətdə suyun şimal ucundakı qumsala qədər uzatdılar."" Bu, onların axının zəifləməsi nəticəsində daha çox torpaq görünəndə hasarları genişləndirdiklərini göstərir."
Mətnə əsasən aşağıdakılardan hansı Çinin ən amansız dövrlərindən biri idi?,"The correct answer is **D: Üç Krallıq Dövrü**.

The text explicitly states that ""Bu Üç Krallıq dövrü, Qədim Çin tarixində minlərlə insanın Sianda yerləşən möhtəşəm sarayda ən yüksək taxta oturmaq uğrunda mübarizə apararaq dünyasını dəyişdiyi ən qanlı dövrlərdən idi.""
"
