question,gemini_reply
"Čo sa podľa úryvku nepovažuje za presné odporúčanie, ako dobre hrať na akordeóne?","Správna odpoveď je **A: Pre väčšiu hlasitosť triafajte klávesy väčšou silou**.

Úryvok priamo uvádza, že pre dosiahnutie väčšej hlasitosti na akordeóne nie je potrebné stláčať klávesy silnejšie, ale skôr použiť väčší tlak alebo rýchlosť mechov. Ostatné možnosti (B, C, D) sú v súlade s radami uvedenými v texte.
"
"Keď hráte na akordeón, ktorá z nasledujúcich možností vám pomôže zvýšiť hlasitosť?","The correct answer is **A: Väčšia rýchlosť**.

The passage states: ""Ak chcete na akoredóne dosiahnuť väčšiu hlasitosť, použite mechy s väčším tlakom alebo rýchlosťou."" (If you want to achieve greater volume on the accordion, use bellows with greater pressure or speed.)
"
Prečo majú obrazy na televízore orezané okraje?,"Správna odpoveď je **B: Aby obraz pokrýval celú obrazovku**.

Premisa P priamo uvádza, že televízory majú orezané okraje (overscan), aby obraz pokrýval celú obrazovku.
"
S ktorým z nasledujúcich problémov sa podľa úryvku môžete stretnúť pri konverzii filmu do formátu DVD?,"The correct answer is **B: Čiastočne orezané titulky**.

The passage specifically states: ""Ak by malo video titulky umiestnené príliš nízko, nezobrazia sa celé."" This directly relates to the issue of subtitles being cut off due to overscan when converting a movie to DVD.
"
Kde sa nachádzala britská posádka?,"The correct answer is **C: Bordentown**.

The passage states that General Cadwalder's diversionary attack was against the British garrison *in Bordentown*.
"
Čí podpis sa objavil na ručne písanom návrhu?,"Správna odpoveď je **D: Charlesa Thomsona**.

Úryvok uvádza, že ručne písaný návrh podpísali John Hancock (prezident Kongresu) a Charles Thomson (minister).
"
Na ktoré z týchto miest boli nakoniec zaslané Dunlapove bočné strany?,"The correct answer is **A, C, and D**. Here's why:

*   **A: New York:** The passage states that a copy was sent to George Washington in New York and read to his troops.
*   **C: Londýn:** The passage explicitly mentions a copy reaching London.
*   **D: Independence Hall:** The passage mentions the first public reading was held in Independence Hall.

Option B is incorrect because the Dunlap Broadsides were produced at the Dunlap printery, and not sent to it."
Kde boli usadené vojská plukovníka Starka?,"The correct answer is **A: Na severnom konci, pozdĺž plotu**.

The text states: ""Starkovi muži zaujali pozície pozdĺž plotu na severnom konci od pozície „kolonistu“.""
"
Kedy podľa úryvku Starkovi muži rozšírili plot?,"The correct answer is **C: Počas odlivu**.

The passage states: ""Keď odliv otvoril prieluku pozdĺž rieky Mystic na severovýchode polostrova, plot rýchlo rozšírili krátkym kamenným múrom..."" This directly links the extension of the fence to the receding tide.
"
Ktoré z nasledujúcich období v Číne boli podľa úryvku jednými z období najväčšieho násilia?,"The correct answer is **D: Obdobie troch kráľovstiev**.

The passage explicitly states that ""Tri kráľovstvá boli jedným z najkrvavejších období v histórii starej Číny"". The other options are not directly linked to violence in the passage.
"
