question,gemini_reply
Cui i-au dat protestatarii petiția lor?,"Răspunsul corect este **C: Congresul Național al Braziliei**.

Textul afirmă clar că protestatarii speră să prezinte petiția **Congresului Național** în noiembrie.
"
"Conform relatării lui Armand Versace, ce s-a produs imediat înainte ca mulțimea să reacționeze la vreme?","Răspunsul corect este **A: A început să cadă grindină**.

Textul spune clar că ""apoi a căzut grindina, iar oamenii au intrat în panică..."". Deci, imediat înainte de panică și reacția mulțimii a fost căderea grindinei.
"
"Conform lui Versace, când a început să bată cel mai puternic vântul?","Răspunsul corect este **D: Înainte să cadă grindina**.

Textul indică clar că vântul puternic a venit înainte de ploaie și grindină, iar grindina a provocat panica.
"
"Înainte de Fred, câte furtuni majore au fost înregistrate la est de 35°V?","Răspunsul corect este C: Două.

Textul afirmă că Fred este ""al treilea uragan major înregistrat la est de 35°V"". Asta înseamnă că au existat deja două uragane majore înregistrate în acea zonă înainte de Fred.
"
Către ce direcție se deplasa Fred când se afla în apropierea insulelor Capului Verde?,"Răspunsul corect este **D: Nord-vest**.

Textul spune clar că Fred se deplasa spre nord-vest.
"
Care din următoarele standarde are o viteză mai mare decât predecesorii săi?,"Răspunsul corect este **A: 802.11n**.

Textul specifică explicit că ""vitezele de 802.11n sunt în mod considerabil mai mari decât acelea ale predecesorilor săi"".  Celelalte opțiuni (802.11b, 802.11g, 802.11a) sunt standarde mai vechi, deci nu pot avea viteze mai mari decât predecesorii lor.
"
Ce este necesar pentru ca 802.11n să fie compatibil retroactiv cu 802.11b?,"Răspunsul corect este **D: Transmisie radio dublă**.

Explicația:

Textul afirmă clar că standardul 802.11n este compatibil retroactiv cu standardele mai vechi (inclusiv 802.11b) cu condiția ca stația de bază să aibă **transmisie radio dublă**.
"
La câte probe trebuia să înoate medaliatul cu aur la Olimpiadă urma la Jocurile Commonwealth-ului?,"Răspunsul corect este **A: Cinci**.

Medaliatul trebuia să înoate în două probe individuale (100m și 200m liber) și în trei probe de ștafetă, totalizând cinci probe.
"
De ce nu lua medaliatul cu aur la Olimpiadă medicamente pentru durere?,"Răspunsul corect este **D: Nu erau permise la Jocurile Commonwealth-ului**.

Textul specifică faptul că ""nu a putut să ia medicamentele necesare pentru a controla durerea, acestea fiind interzise în timpul Jocurilor.""
"
"Conform fragmentului, ce ar fi condus la confuzie privind activitatea seismică?","Răspunsul corect este **A: Prezența norilor întunecați**.

Textul afirmă explicit: ""Nori întunecați, fără legătură cu vreo activitate vulcanică, au fost raportați la baza muntelui. Norii au creat premisa unei confuzii asupra producerii sau nu a unei erupții reale.""
"
"Conform fragmentului, când a intervenit o schimbare de fază?","The correct answer is **C: Pe 10 martie**.

The text states: ""Activitatea semnificativă a cutremurului care a dus la schimbarea fazei a avut loc pe 10 martie"".
"
Care dintre următoarele afirmații despre sonda lunară Chandrayaan-1 nu este adevărată?,"Afirmația A, că orbitatorul care a lansat sonda avea un echipaj, nu este adevărată. Textul precizează că Chandrayaan-1 era un ""orbitator lunar fără pilot"". Prin urmare, răspunsul corect este A.
"
Care dintre următoarele afirmații descrie cu exactitate sonda lunară?,"Răspunsul corect este **B: Aterizarea forțată a fost reușită.**

* **A** este incorectă deoarece sonda a aterizat în apropierea polului sud al Lunii, nu a polului nord.
* **C** este incorectă deoarece Chandrayaan-1 era un orbitator fără pilot.
* **D** este incorectă deoarece sonda purta trei instrumente științifice, nu două.
* **B** este corectă deoarece pasajul menționează explicit că sonda a reușit să aterizeze forțat.
"
"Pe baza fragmentului, care va fi ultima măsură de protecție împotriva bolii?","The correct answer is **C: Vaccinuri contra encefalitei**.

Here's why:

The passage describes the order of actions taken or planned:

1.  Catching pigs
2.  Distributing mosquito nets
3.  Spraying pesticides
4.  Vaccines (planned for the future)

Although the vaccines are planned, the are referenced last in the text, so they would be the last measure of protection.
"
Cum se transmite boala la oameni?,"Răspunsul corect este **A: Țânțari**.

Textul spune clar: ""Boala este purtată de porci, aceasta trecând apoi la oameni prin intermediul țânțarilor.""
"
La ce rezultat ar putea conduce a doua refuzare a propoziției?,"Răspunsul corect este **B: Un drept viitor la uniuni civile între persoane de același sex**.

Textul spune explicit: ""Refuzarea celei de-a doua propoziții, care propune interzicerea uniunilor civile între persoane de același sex, ar putea deschide ușa uniunilor civile în viitor.""
"
Conform fragmentului când a fost ștearsă a doua propoziție?,"Răspunsul corect este **A: În timpul sesiunii legislative**.

Fragmentul afirmă că modificarea a fost introdusă ""în cursul acestei sesiuni legislative când a doua propoziție a fost întâi eliminată de Camera Reprezentanților...""
"
În ale cui mâini au ajuns documentele „Panama Papers”?,"Răspunsul corect este **B: Presă**.

Textul spune clar că documentele ""Panama Papers"" ""au ajuns în mâna presei"".
"
"Conform fragmentului, cine pretindea presa din Marea Britanie că ar gestiona multe din companiile utilizate pentru a ascunde averi?","Răspunsul corect este **C: Deutsche Bank**.

Fragmentul menționează clar că ziarul britanic The Guardian a sugerat că Deutsche Bank controla o treime din companiile fictive utilizate pentru a ascunde averi.
"
Care dintre următoarele accidente aviatice a avut cele mai multe decese?,"Răspunsul corect este **A: Avionul prăbușit pe ruta Iran - Armenia**.

Textul menționează că acest accident a dus la moartea a 168 de persoane, un număr mai mare decât în oricare dintre celelalte accidente enumerate.
"
