question,gemini_reply
Quyidagi gaplardan qaysi biri sherlarning xatti-harakatlarini to'g'ri tasvirlamaydi?,"To'g'ri javob **D: Ularning xatti-harakatlari boshqa yirik mushuklarning xatti-harakatlariga o'xshaydi.**

P parchasida sherlar va boshqa katta mushuklar xatti-harakatlari o'xshash emasligi ta'kidlangan. Qolgan variantlar parcha bilan mos keladi.
"
Quyonlar qaysi turdagi yirtqichlar uchun doimiy o'lja hisoblanadi?,"The correct answer is **C: O'rta kattalikdagi mushuksimonlar**.

The passage states that medium-sized cats eat medium-sized prey ""from rabbits to antelope and deer."" Therefore, rabbits are a regular prey item for medium-sized cats.
"
Quyidagilardan qaysi biri odatda kichik mushuksimonlar tomonidan ovlanadi?,"The correct answer is A: Kemiruvchilar.

The text states that small felines eat ""tiny prey such as insects, rodents, lizards, and birds"". Rodents are therefore a common prey of small felines. The other options (rabbits, antelopes, and deer) are stated as prey of medium-sized felines."
Quyidagilardan qaysi biri otselotning ovlash usulining bir qismi emas?,"Toʻgʻri javob **C: Tunda oʻljalarini taʼqib qilish**.

P matnda otselotlar tungi koʻrish qobiliyatidan foydalanishi aytilgan boʻlsa-da, ular tungi koʻrishdan oʻljani taʼqib qilish uchun foydalanishi aytilmagan. Matnda, ular oʻljalarini taʼqib qilishdan oldin oʻzlarini atrof-muhitga moslashtirishadi. A, B va D variantlari barchasi matnda aytilgan.
"
Quyidagilardan qaysi biri otselotni to'g'ri tasvirlamaydi? ,"To'g'ri javob **C: Ularning hid sezish qobiliyati kuchsiz**.

Matnda oselotlarning hidlash orqali o'lja topishi haqida aytilgan. Demak, ularning hid bilish qobiliyati aksincha, kuchli. Qolgan javoblar matnga mos keladi.
"
Quyidagilardan qaysi biri yo'lbarsning eng kuchli tomoni hisoblanmaydi?,"To'g'ri javob **A: O'kirish**.

Izoh: Matnda yo'lbarsning o'kirishi sherning o'kirishiga o'xshamaydi, balki boshqacharoq ekanligi ta'kidlangan. Shuning uchun o'kirish yo'lbarsning eng kuchli tomoni emas. Matnda tirmashish ""yaxshi bo'lmasa-da"", lekin qobiliyat sifatida keltirilgan, sakrash va tortish esa kuchli tomonlari ekanligi aytilgan.
"
"Matnga ko'ra, yo'lbarslar va sherlar o'rtasidagi farq nimada?","To'g'ri javob **B: Ularning o'kirish ovozi**

Chunki matnda yo'lbarsning o'kirishi sherning to'liq ovozli o'kirishiga o'xshamay, ko'proq irillab, o'kirib aytilgan so'zlardan iborat jumlaga o'xshashi aytilgan.
"
"Matnga ko'ra, Robert Huk boshqa biologlardan oldinroq nima qilgan?","To'g'ri javob: **A: O'lik hujayralarni kuzatish**

Matnda aniq aytilishicha, ""U o'lik hujayralarni kuzatgan dastlabki inson bo'ldi.""
"
“Hujayra” so'zi nimani anglatadigan so'zdan kelib chiqqan?,"To'g'ri javob: **B: Kichkina xona**

P matnda ""Hujayra so'zi kichkina xona ma'nosini bildiruvchi lotincha cella so'zidan olingan"" deb aniq aytilgan."
"Matnga ko'ra, ko'pchilik hayvonlar nima qilish qobiliyatiga ega?","To'g'ri javob B: Harakatlanish

Matnda aniq aytilishicha, ""Ko'pchilik hayvonlar harakatlana oladilar.""
"
"Matnga ko'ra, ba'zi hayvonlarda nima yo'q?","To'g'ri javob **C: Miyalar**. Matnda ba'zi hayvonlar, xususan meduzalarning miyasi yo'qligi aytilgan."
