question,gemini_reply
"கொடுக்கப்பட்டிருக்கும் இந்த பத்தியில், சுரங்களை துல்லியமாக வாசிப்பதற்கான சரியான உதவிக் குறிப்பு இல்லை எனக் கருதப்படுவது எது?","சரியான பதில்:

**A: அதிக அளவு ஒலியினை ஏற்படுத்த, விசைகளை அதிக அளவு ஆற்றலுடன் அழுத்த வேண்டும்**

ஏனெனில், பத்தியில் தெளிவாக, ""அதிக ஒலிக்காக விசைகளை பியானோவில் அழுத்துவது போல அதிக ஆற்றலுடன் அழுத்தத் தேவையில்லை"" என்று கூறப்பட்டுள்ளது. மற்ற விருப்பங்கள் அனைத்தும் பத்தியில் உள்ள அறிவுரைகளுடன் ஒத்துப்போகின்றன.
"
"சுரங்களை வாசிக்கும் போது, பின்வருவனவற்றுல் சத்தத்தை அதிகரிப்பது எது?","சரியான பதில்: A: அதிக அளவு வேகம்

காரணம்:

பத்தியின் படி, அதிக ஒலிக்காக பியானோவில் விசைகளை அழுத்துவது போல அதிக ஆற்றலுடன் அழுத்தத் தேவையில்லை. அக்கார்டியனில் அதிக ஒலியினைப் பெறுவதற்கு, நீங்கள் அதிக அழுத்தம் அல்லது வேகமுடைய துருத்திகளைப் பயன்படுத்தலாம் என்று கூறப்பட்டுள்ளது. எனவே, அதிக வேகம் சத்தத்தை அதிகரிக்கும்.
"
தொலைக்காட்சியில் வரும் படங்களில் ஓரங்கள் ஏன் வெட்டப்படுகின்றன?,"சரியான பதில்: B) படம் முழு திரையிலும் உள்ளடங்கி இருக்க

காரணம்:

P கூற்றின் படி, தொலைக்காட்சியில் ஓரங்கள் வெட்டப்படுவதற்கான காரணம், படம் முழுத் திரையிலும் தெரிய வேண்டும் என்பதற்காகவே. இது ஓவர்ஸ்கேன் என்று அழைக்கப்படுகிறது. மற்ற விருப்பங்கள் தவறானவை.
"
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, ஒரு திரைப்படத்தை டிவிடி வடிவத்திற்கு மாற்றும்போது பின்வருவனவற்றுல் எந்த மாதிரியான சிக்கல்களைச் சந்திக்க நேரிடும்?","சரியான பதில்: **B: சில வசன வரிகள் துண்டிக்கப்படுவது**

காரணம்: பத்தியில் தெளிவாக, டிவிடியை உருவாக்கும்போது ஓவர்ஸ்கேன் காரணமாக எல்லைகள் வெட்டப்படுவதால் வசன வரிகள் முழுமையாகக் காட்டப்படாமல் போகலாம் என்று கூறப்பட்டுள்ளது. மற்ற விருப்பங்கள் சரியானவை அல்ல, ஏனெனில் அவை ஓவர்ஸ்கேனின் விளைவுகளைத் துல்லியமாகப் பிரதிபலிக்கவில்லை."
பிரிட்டிஷ் காவற்படை எங்கே இருந்தது?,"சரியான பதில்: C) போர்டேன்டவுன்

விளக்கம்:

கொடுக்கப்பட்ட பகுதியில், ஜெனரல் ஜான் கட்வால்டேர் ""போர்டேன்டவுனில் இருந்த பிரிட்டிஷ் காவற்படையின் மீது ஒரு திசை திருப்பும் தாக்குதலை நடத்துவார்"" என்று தெளிவாகக் கூறப்பட்டுள்ளது. எனவே, பிரிட்டிஷ் காவற்படை போர்டேன்டவுனில் இருந்தது.
"
கையால் எழுதப்பட்ட வரைவில் யாருடைய கையெழுத்து இருந்தது?,"சரியான பதில்: D: சார்லஸ் தாம்சன்

விளக்கம்:

கொடுக்கப்பட்டுள்ள பத்தியின்படி, கையால் எழுதப்பட்ட வரைவில் காங்கிரஸ் தலைவர் ஜான் ஹான்காக் மற்றும் செயலாளர் சார்லஸ் தாம்சன் ஆகிய இருவரின் கையெழுத்து இருந்தது. ஜான் டன்லப் என்பவர் அச்சகத்தை நடத்தியவர். ஜார்ஜ் வாஷிங்டன் மற்றும் ஜான் நிக்சன் ஆகியோர் ஆவணத்தை வாசித்தவர்கள். எனவே, சார்லஸ் தாம்சன் என்பதே சரியான பதில்.
"
"பின்வரும் இடங்களில், டன்லப் ப்ராட்சைட் இறுதியாக எங்கிருந்து வந்தது?","சரியான பதில்: B: டன்லப் அச்சகம்

விளக்கம்:

கொடுக்கப்பட்ட பகுதியில், டன்லப் ப்ராட்சைட்ஸ் டன்லப் அச்சகத்தில் உருவாக்கப்பட்டதாக குறிப்பிடப்பட்டுள்ளது. எனவே, அவை இறுதியாக டன்லப் அச்சகத்திலிருந்து வந்தன.
"
கர்னல் ஸ்டார்க்கின் படைகள் எங்கே இருந்தன?,சரியான பதில்: A: வடக்குப்புற வேலியை ஒட்டி
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, ஸ்டார்க்கின் ஆட்கள் எப்போது தங்கள் வேலியை நீட்டினர்?","சரியான பதில்: **C: குறைந்த அலையின் போது**

பத்தியில், ""தீபகற்பத்தின் வடகிழக்கு பகுதியில் மிஸ்டிக் ஆற்றின் குறுக்கே குறைந்த அலை ஒரு இடத்தை திறந்து தண்ணீர் பாயும்போது, அவர்கள் விரைவாக ஒரு சிறிய கடற்கரையில் தண்ணீர் முடிவடையும் பகுதியில் ஒரு குறுகிய கல்லால் ஆன சுவர் எழுப்பி வேலியை நீட்டினர்."" என்று தெளிவாகக் குறிப்பிடப்பட்டுள்ளது. எனவே, குறைந்த அலையின்போதுதான் ஸ்டார்க்கின் ஆட்கள் வேலியை நீட்டினார்கள்.
"
"கொடுக்கப்பட்டுள்ள பத்தியின்படி, பின்வருவனவற்றுல் சீனாவின் மிகவும் வன்முறையான காலகட்டங்களில் ஒன்றாக கருதப்படுவது எது?","சரியான பதில்:

**D: மூன்று இராச்சியங்களின் சகாப்தம்**

கொடுக்கப்பட்டுள்ள பத்தியில், மூன்று இராச்சியங்களின் காலகட்டம் தான் பண்டைய சீன வரலாற்றில் மிகவும் ரத்த களரியான காலம் என்று தெளிவாக குறிப்பிடப்பட்டுள்ளது. ஆயிரக்கணக்கான மக்கள் சியான் அரண்மனையின் பதவியைப் பிடிக்க சண்டையிட்டு இறந்தனர் என்றும் கூறப்பட்டுள்ளது. எனவே, மூன்று இராச்சியங்களின் சகாப்தம் தான் மிகவும் வன்முறையான காலகட்டம்.
"
